tag,benchmark,task_id,branch_query,strategy,seed,exit_code,success,action_steps,controlled_queries,replay_state_max_abs_diff,wall_seconds
plus-task00-LightConditions-0-init00,plus,2408,39,partial9,0,2,,,,,0.1
plus-task00-LightConditions-0-init00,plus,2408,39,partial9,1,2,,,,,0.1
plus-task00-ObjectsLayout-0-init00,plus,2069,5,partial9,0,2,,,,,0.1
plus-task00-ObjectsLayout-0-init00,plus,2069,5,partial9,1,2,,,,,0.1
plus-task00-RobotInitialStates-0-init00,plus,298,25,partial9,0,2,,,,,0.1
plus-task00-RobotInitialStates-0-init00,plus,298,25,partial9,1,2,,,,,0.2
plus-task01-LanguageInstructions-0-init00,plus,1148,24,partial9,0,2,,,,,0.1
plus-task01-LanguageInstructions-0-init00,plus,1148,24,partial9,1,2,,,,,0.1
plus-task00-LightConditions-0-init00,plus,2408,39,native,0,0,False,520,0,0.0,63.7
plus-task00-LightConditions-0-init00,plus,2408,39,native,1,0,False,520,0,0.0,63.4
plus-task01-ObjectsLayout-0-init00,plus,2125,34,partial9,0,2,,,,,0.2
plus-task01-ObjectsLayout-0-init00,plus,2125,34,partial9,1,2,,,,,0.1
plus-task00-LightConditions-0-init00,plus,2408,39,gain2,0,0,False,520,3,0.0,66.6
plus-task00-LightConditions-0-init00,plus,2408,39,gain2,1,0,False,520,3,0.0,68.6
plus-task00-LightConditions-0-init00,plus,2408,39,gain3,0,0,False,520,3,0.0,75.1
plus-task00-LightConditions-0-init00,plus,2408,39,partial8,1,0,False,520,3,0.0,77.5
plus-task00-LightConditions-0-init00,plus,2408,39,gain3,1,0,False,520,3,0.0,78.6
plus-task00-LightConditions-0-init00,plus,2408,39,partial8,0,0,False,520,3,0.0,79.2
plus-task00-LightConditions-0-init00,plus,2408,39,as_swap_motion,0,0,False,520,3,0.0,82.0
plus-task00-LightConditions-0-init00,plus,2408,39,as_swap_motion,1,0,False,520,3,0.0,82.5
plus-task00-LightConditions-0-init00,plus,2408,39,as_swap_random,1,0,False,520,3,0.0,84.7
plus-task00-LightConditions-0-init00,plus,2408,39,as_swap_random,0,0,False,520,3,0.0,85.9
plus-task00-ObjectsLayout-0-init00,plus,2069,5,gain2,1,0,True,299,3,0.0,99.8
plus-task00-ObjectsLayout-0-init00,plus,2069,5,native,1,0,True,350,0,0.0,103.4
plus-task00-LightConditions-0-init00,plus,2408,39,obs_perturb,0,0,False,520,3,0.0,106.5
plus-task00-LightConditions-0-init00,plus,2408,39,obs_perturb,1,0,False,520,3,0.0,108.0
plus-task01-ObjectsLayout-0-init00,plus,2125,34,native,0,0,False,520,0,0.0,105.9
plus-task00-RobotInitialStates-0-init00,plus,298,25,native,0,0,False,520,0,0.0,115.6
plus-task00-RobotInitialStates-0-init00,plus,298,25,native,1,0,False,520,0,0.0,117.5
plus-task00-RobotInitialStates-0-init00,plus,298,25,gain2,0,0,False,520,3,0.0,117.8
plus-task01-ObjectsLayout-0-init00,plus,2125,34,native,1,0,False,520,0,0.0,108.8
plus-task01-ObjectsLayout-0-init00,plus,2125,34,gain2,0,0,False,520,3,0.0,108.6
plus-task01-ObjectsLayout-0-init00,plus,2125,34,partial8,0,0,False,520,3,0.0,107.4
plus-task01-ObjectsLayout-0-init00,plus,2125,34,gain3,1,0,False,520,3,0.0,107.7
plus-task01-ObjectsLayout-0-init00,plus,2125,34,gain3,0,0,False,520,3,0.0,108.0
plus-task01-ObjectsLayout-0-init00,plus,2125,34,gain2,1,0,False,520,3,0.0,109.2
plus-task01-ObjectsLayout-0-init00,plus,2125,34,partial8,1,0,False,520,3,0.0,108.1
plus-task00-RobotInitialStates-0-init00,plus,298,25,gain2,1,0,False,520,3,0.0,119.2
plus-task00-RobotInitialStates-0-init00,plus,298,25,gain3,0,0,False,520,3,0.0,123.6
plus-task00-RobotInitialStates-0-init00,plus,298,25,gain3,1,0,False,520,3,0.0,125.9
plus-task01-LanguageInstructions-0-init00,plus,1148,24,native,0,0,False,520,0,0.0,123.2
plus-task00-RobotInitialStates-0-init00,plus,298,25,partial8,0,0,False,520,3,0.0,126.4
plus-task00-ObjectsLayout-0-init00,plus,2069,5,as_swap_random,0,0,True,350,3,0.0,130.9
plus-task01-LanguageInstructions-0-init00,plus,1148,24,native,1,0,False,520,0,0.0,125.2
plus-task01-ObjectsLayout-0-init00,plus,2125,34,as_swap_motion,1,0,False,520,3,0.0,73.4
plus-task01-ObjectsLayout-0-init00,plus,2125,34,as_swap_motion,0,0,False,520,3,0.0,75.9
plus-task00-RobotInitialStates-0-init00,plus,298,25,partial8,1,0,False,520,3,0.0,131.4
plus-task01-LanguageInstructions-0-init00,plus,1148,24,gain2,1,0,False,520,3,0.0,128.6
plus-task00-RobotInitialStates-0-init00,plus,298,25,as_swap_motion,1,0,False,520,3,0.0,130.5
plus-task00-RobotInitialStates-0-init00,plus,298,25,as_swap_random,1,0,False,520,3,0.0,131.7
plus-task00-RobotInitialStates-0-init00,plus,298,25,as_swap_motion,0,0,False,520,3,0.0,133.2
plus-task00-RobotInitialStates-0-init00,plus,298,25,as_swap_random,0,0,False,520,3,0.0,132.7
plus-task01-LanguageInstructions-0-init00,plus,1148,24,gain2,0,0,False,520,3,0.0,133.2
plus-task00-ObjectsLayout-0-init00,plus,2069,5,as_swap_random,1,0,True,365,3,0.0,140.4
plus-task01-LanguageInstructions-0-init00,plus,1148,24,gain3,0,0,False,520,3,0.0,136.1
plus-task01-ObjectsLayout-0-init00,plus,2125,34,as_swap_random,0,0,False,520,3,0.0,75.5
plus-task01-LanguageInstructions-0-init00,plus,1148,24,as_swap_motion,0,0,False,520,3,0.0,135.5
plus-task01-LanguageInstructions-0-init00,plus,1148,24,gain3,1,0,False,520,3,0.0,140.8
plus-task01-LanguageInstructions-0-init00,plus,1148,24,as_swap_random,0,0,False,520,3,0.0,138.3
plus-task01-LanguageInstructions-0-init00,plus,1148,24,partial8,1,0,False,520,3,0.0,140.4
plus-task01-ObjectsLayout-0-init00,plus,2125,34,as_swap_random,1,0,False,520,3,0.0,77.6
plus-task01-LanguageInstructions-0-init00,plus,1148,24,partial8,0,0,False,520,3,0.0,143.0
plus-task01-LanguageInstructions-0-init00,plus,1148,24,as_swap_motion,1,0,False,520,3,0.0,141.5
plus-task01-LanguageInstructions-0-init00,plus,1148,24,as_swap_random,1,0,False,520,3,0.0,141.1
plus-task00-ObjectsLayout-0-init00,plus,2069,5,native,0,0,False,520,0,0.0,155.4
plus-task00-RobotInitialStates-0-init00,plus,298,25,obs_perturb,1,0,False,520,3,0.0,152.5
plus-task00-RobotInitialStates-0-init00,plus,298,25,obs_perturb,0,0,False,520,3,0.0,153.7
