prefix_queries,token_family,layer_group,denoise_step,metric,top_quartile_failure_rate,bottom_quartile_failure_rate,failure_rate_difference,ci95_low,ci95_high,permutation_p_raw,permutation_p_maxT,n_top,n_bottom
1,state,back_12_15,8,top1_mass,0.125,0.625,-0.5,-0.75,-0.25,0.019801980198019802,0.7821782178217822,8,8
1,state,back_12_15,7,entropy,0.5,0.125,0.375,-0.25,1.0,0.09900990099009901,1.0,8,8
1,state,back_12_15,7,top1_mass,0.125,0.5,-0.375,-0.5,-0.25,0.09900990099009901,1.0,8,8
1,action,back_12_15,9,entropy,0.125,0.5,-0.375,-0.75,0.0,0.10891089108910891,1.0,8,8
1,action,back_12_15,4,top1_mass,0.125,0.5,-0.375,-0.5,-0.25,0.1188118811881188,1.0,8,8
1,state,front_2_5,9,top1_mass,0.25,0.625,-0.375,-0.5,-0.25,0.1188118811881188,1.0,8,8
1,action,back_12_15,0,entropy,0.125,0.5,-0.375,-0.5,-0.25,0.12871287128712872,1.0,8,8
1,action,back_12_15,6,entropy,0.125,0.5,-0.375,-0.75,0.0,0.15841584158415842,1.0,8,8
1,action,back_12_15,7,entropy,0.125,0.5,-0.375,-0.75,0.0,0.15841584158415842,1.0,8,8
1,action,back_12_15,8,entropy,0.125,0.5,-0.375,-0.75,0.0,0.16831683168316833,1.0,8,8
1,action,front_2_5,9,entropy,0.125,0.375,-0.25,-0.75,0.25,0.25742574257425743,1.0,8,8
1,state,back_12_15,6,entropy,0.125,0.375,-0.25,-0.25,-0.25,0.2871287128712871,1.0,8,8
1,state,back_12_15,5,top1_mass,0.5,0.25,0.25,0.0,0.5,0.297029702970297,1.0,8,8
1,action,front_2_5,5,token_dispersion,0.25,0.5,-0.25,-0.25,-0.25,0.31683168316831684,1.0,8,8
1,action,front_2_5,9,token_dispersion,0.5,0.25,0.25,-0.25,0.75,0.31683168316831684,1.0,8,8
1,state,front_2_5,1,top1_mass,0.5,0.25,0.25,0.25,0.25,0.31683168316831684,1.0,8,8
1,state,back_12_15,6,consensus_distance,0.25,0.5,-0.25,-0.25,-0.25,0.32673267326732675,1.0,8,8
1,state,front_2_5,1,entropy,0.25,0.5,-0.25,-0.25,-0.25,0.32673267326732675,1.0,8,8
1,state,front_2_5,8,entropy,0.375,0.125,0.25,-0.25,0.75,0.33663366336633666,1.0,8,8
1,state,front_2_5,3,consensus_distance,0.25,0.5,-0.25,-0.25,-0.25,0.3465346534653465,1.0,8,8
1,state,front_2_5,5,entropy,0.125,0.375,-0.25,-0.25,-0.25,0.3465346534653465,1.0,8,8
1,state,back_12_15,4,consensus_distance,0.25,0.5,-0.25,-0.25,-0.25,0.36633663366336633,1.0,8,8
1,state,front_2_5,4,consensus_distance,0.25,0.5,-0.25,-0.25,-0.25,0.36633663366336633,1.0,8,8
1,state,front_2_5,5,consensus_distance,0.125,0.375,-0.25,-0.25,-0.25,0.36633663366336633,1.0,8,8
1,action,back_12_15,1,entropy,0.125,0.375,-0.25,-0.5,0.0,0.37623762376237624,1.0,8,8
1,action,back_12_15,2,entropy,0.125,0.375,-0.25,-0.5,0.0,0.37623762376237624,1.0,8,8
1,action,front_2_5,4,token_dispersion,0.25,0.5,-0.25,-0.25,-0.25,0.38613861386138615,1.0,8,8
1,state,back_12_15,9,top1_mass,0.375,0.625,-0.25,-0.25,-0.25,0.38613861386138615,1.0,8,8
1,state,back_12_15,0,consensus_distance,0.5,0.25,0.25,0.25,0.25,0.39603960396039606,1.0,8,8
1,state,back_12_15,0,top1_mass,0.125,0.375,-0.25,-0.5,0.0,0.39603960396039606,1.0,8,8
1,action,back_12_15,3,entropy,0.125,0.375,-0.25,-0.5,0.0,0.40594059405940597,1.0,8,8
1,action,back_12_15,9,top1_mass,0.5,0.25,0.25,0.25,0.25,0.40594059405940597,1.0,8,8
1,state,back_12_15,8,consensus_distance,0.375,0.125,0.25,-0.25,0.75,0.4158415841584158,1.0,8,8
1,state,front_2_5,8,top1_mass,0.25,0.5,-0.25,-0.25,-0.25,0.4158415841584158,1.0,8,8
1,action,back_12_15,0,top1_mass,0.5,0.25,0.25,0.25,0.25,0.42574257425742573,1.0,8,8
1,action,back_12_15,1,top1_mass,0.625,0.375,0.25,0.25,0.25,0.45544554455445546,1.0,8,8
1,action,back_12_15,5,top1_mass,0.125,0.375,-0.25,-0.25,-0.25,0.4752475247524752,1.0,8,8
1,state,back_12_15,1,entropy,0.25,0.5,-0.25,-0.25,-0.25,0.4752475247524752,1.0,8,8
1,state,front_2_5,0,consensus_distance,0.375,0.125,0.25,0.25,0.25,0.49504950495049505,1.0,8,8
1,action,front_2_5,5,entropy,0.5,0.375,0.125,0.0,0.25,0.7029702970297029,1.0,8,8
1,action,front_2_5,6,entropy,0.5,0.375,0.125,0.0,0.25,0.7029702970297029,1.0,8,8
1,state,back_12_15,9,consensus_distance,0.375,0.5,-0.125,-0.25,0.0,0.7029702970297029,1.0,8,8
1,state,back_12_15,9,entropy,0.375,0.5,-0.125,-0.25,0.0,0.7029702970297029,1.0,8,8
1,state,front_2_5,0,top1_mass,0.5,0.375,0.125,0.0,0.25,0.7029702970297029,1.0,8,8
1,action,back_12_15,0,consensus_distance,0.375,0.25,0.125,0.0,0.25,0.7128712871287128,1.0,8,8
1,action,front_2_5,7,top1_mass,0.375,0.25,0.125,0.0,0.25,0.7227722772277227,1.0,8,8
1,state,back_12_15,4,entropy,0.375,0.25,0.125,0.0,0.25,0.7227722772277227,1.0,8,8
1,state,front_2_5,2,entropy,0.25,0.375,-0.125,-0.25,0.0,0.7227722772277227,1.0,8,8
1,state,front_2_5,2,top1_mass,0.5,0.375,0.125,-0.25,0.5,0.7227722772277227,1.0,8,8
1,state,front_2_5,6,top1_mass,0.375,0.25,0.125,0.0,0.25,0.7227722772277227,1.0,8,8
1,action,back_12_15,0,token_dispersion,0.375,0.25,0.125,0.0,0.25,0.7326732673267327,1.0,8,8
1,state,back_12_15,4,top1_mass,0.25,0.375,-0.125,-0.25,0.0,0.7326732673267327,1.0,8,8
1,state,front_2_5,2,consensus_distance,0.375,0.5,-0.125,-0.25,0.0,0.7326732673267327,1.0,8,8
1,action,back_12_15,3,consensus_distance,0.25,0.375,-0.125,-0.25,0.0,0.7425742574257426,1.0,8,8
1,action,back_12_15,9,consensus_distance,0.5,0.375,0.125,-0.25,0.5,0.7425742574257426,1.0,8,8
1,action,front_2_5,0,token_dispersion,0.5,0.375,0.125,-0.25,0.5,0.7425742574257426,1.0,8,8
1,action,front_2_5,0,top1_mass,0.5,0.375,0.125,0.0,0.25,0.7425742574257426,1.0,8,8
1,action,front_2_5,6,top1_mass,0.375,0.25,0.125,0.0,0.25,0.7425742574257426,1.0,8,8
1,action,front_2_5,9,consensus_distance,0.375,0.25,0.125,0.0,0.25,0.7425742574257426,1.0,8,8
1,state,back_12_15,1,consensus_distance,0.375,0.25,0.125,0.0,0.25,0.7425742574257426,1.0,8,8
1,action,back_12_15,8,token_dispersion,0.5,0.375,0.125,0.0,0.25,0.7524752475247525,1.0,8,8
1,state,front_2_5,1,consensus_distance,0.375,0.25,0.125,0.0,0.25,0.7524752475247525,1.0,8,8
1,state,front_2_5,7,top1_mass,0.25,0.375,-0.125,-0.25,0.0,0.7524752475247525,1.0,8,8
1,action,back_12_15,4,token_dispersion,0.25,0.375,-0.125,-0.25,0.0,0.7623762376237624,1.0,8,8
1,action,back_12_15,8,top1_mass,0.375,0.25,0.125,0.0,0.25,0.7623762376237624,1.0,8,8
1,action,front_2_5,2,top1_mass,0.5,0.375,0.125,-0.25,0.5,0.7623762376237624,1.0,8,8
1,action,front_2_5,3,token_dispersion,0.375,0.5,-0.125,-0.25,0.0,0.7623762376237624,1.0,8,8
1,action,front_2_5,4,consensus_distance,0.375,0.5,-0.125,-0.25,0.0,0.7623762376237624,1.0,8,8
1,state,front_2_5,3,top1_mass,0.5,0.375,0.125,-0.25,0.5,0.7623762376237624,1.0,8,8
1,state,front_2_5,6,consensus_distance,0.375,0.5,-0.125,-0.25,0.0,0.7623762376237624,1.0,8,8
1,state,front_2_5,6,entropy,0.25,0.375,-0.125,-0.25,0.0,0.7623762376237624,1.0,8,8
1,action,back_12_15,4,consensus_distance,0.25,0.375,-0.125,-0.25,0.0,0.7722772277227723,1.0,8,8
1,action,back_12_15,4,entropy,0.25,0.375,-0.125,-0.5,0.25,0.7722772277227723,1.0,8,8
1,action,back_12_15,5,consensus_distance,0.25,0.375,-0.125,-0.25,0.0,0.7722772277227723,1.0,8,8
1,action,front_2_5,7,token_dispersion,0.375,0.5,-0.125,-0.25,0.0,0.7722772277227723,1.0,8,8
1,action,front_2_5,2,token_dispersion,0.375,0.5,-0.125,-0.25,0.0,0.7821782178217822,1.0,8,8
1,action,front_2_5,3,entropy,0.5,0.375,0.125,0.0,0.25,0.7821782178217822,1.0,8,8
1,state,back_12_15,2,consensus_distance,0.5,0.375,0.125,0.0,0.25,0.7821782178217822,1.0,8,8
1,action,front_2_5,6,token_dispersion,0.375,0.5,-0.125,-0.25,0.0,0.7920792079207921,1.0,8,8
1,action,front_2_5,4,entropy,0.5,0.375,0.125,0.0,0.25,0.801980198019802,1.0,8,8
1,action,front_2_5,8,consensus_distance,0.5,0.375,0.125,0.0,0.25,0.801980198019802,1.0,8,8
1,state,back_12_15,3,entropy,0.375,0.25,0.125,0.0,0.25,0.801980198019802,1.0,8,8
1,state,back_12_15,5,entropy,0.375,0.5,-0.125,-0.25,0.0,0.801980198019802,1.0,8,8
1,action,back_12_15,9,token_dispersion,0.5,0.375,0.125,-0.25,0.5,0.8118811881188119,1.0,8,8
1,state,back_12_15,1,top1_mass,0.375,0.25,0.125,0.0,0.25,0.8118811881188119,1.0,8,8
1,state,back_12_15,6,top1_mass,0.25,0.375,-0.125,-0.25,0.0,0.8118811881188119,1.0,8,8
1,action,back_12_15,2,top1_mass,0.5,0.375,0.125,0.0,0.25,0.8217821782178217,1.0,8,8
1,action,back_12_15,6,top1_mass,0.25,0.375,-0.125,-0.25,0.0,0.8217821782178217,1.0,8,8
1,action,front_2_5,0,consensus_distance,0.5,0.375,0.125,0.0,0.25,0.8217821782178217,1.0,8,8
1,action,front_2_5,8,top1_mass,0.25,0.375,-0.125,-0.25,0.0,0.8316831683168316,1.0,8,8
1,state,back_12_15,3,consensus_distance,0.25,0.375,-0.125,-0.25,0.0,0.8316831683168316,1.0,8,8
1,state,back_12_15,3,top1_mass,0.25,0.375,-0.125,-0.25,0.0,0.8316831683168316,1.0,8,8
1,state,front_2_5,0,entropy,0.375,0.5,-0.125,-0.25,0.0,0.8316831683168316,1.0,8,8
1,action,back_12_15,7,top1_mass,0.25,0.375,-0.125,-0.25,0.0,0.8415841584158416,1.0,8,8
1,state,front_2_5,5,top1_mass,0.375,0.25,0.125,0.0,0.25,0.8415841584158416,1.0,8,8
1,action,back_12_15,1,consensus_distance,0.25,0.375,-0.125,-0.25,0.0,0.8514851485148515,1.0,8,8
1,state,back_12_15,0,entropy,0.25,0.375,-0.125,-0.25,0.0,0.8514851485148515,1.0,8,8
1,action,back_12_15,3,top1_mass,0.25,0.375,-0.125,-0.25,0.0,0.8613861386138614,1.0,8,8
1,action,back_12_15,5,entropy,0.25,0.375,-0.125,-0.5,0.25,0.8613861386138614,1.0,8,8
1,action,back_12_15,1,token_dispersion,0.25,0.25,0.0,0.0,0.0,1.0,1.0,8,8
1,action,back_12_15,2,consensus_distance,0.375,0.375,0.0,0.0,0.0,1.0,1.0,8,8
1,action,back_12_15,2,token_dispersion,0.25,0.25,0.0,0.0,0.0,1.0,1.0,8,8
1,action,back_12_15,3,token_dispersion,0.25,0.25,0.0,0.0,0.0,1.0,1.0,8,8
1,action,back_12_15,5,token_dispersion,0.375,0.375,0.0,0.0,0.0,1.0,1.0,8,8
1,action,back_12_15,6,consensus_distance,0.375,0.375,0.0,0.0,0.0,1.0,1.0,8,8
1,action,back_12_15,6,token_dispersion,0.375,0.375,0.0,0.0,0.0,1.0,1.0,8,8
1,action,back_12_15,7,consensus_distance,0.375,0.375,0.0,0.0,0.0,1.0,1.0,8,8
1,action,back_12_15,7,token_dispersion,0.375,0.375,0.0,0.0,0.0,1.0,1.0,8,8
1,action,back_12_15,8,consensus_distance,0.5,0.5,0.0,-0.25,0.25,1.0,1.0,8,8
1,action,front_2_5,0,entropy,0.5,0.5,0.0,-0.25,0.25,1.0,1.0,8,8
1,action,front_2_5,1,consensus_distance,0.5,0.5,0.0,-0.25,0.25,1.0,1.0,8,8
1,action,front_2_5,1,entropy,0.5,0.5,0.0,-0.25,0.25,1.0,1.0,8,8
1,action,front_2_5,1,token_dispersion,0.375,0.375,0.0,-0.25,0.25,1.0,1.0,8,8
1,action,front_2_5,1,top1_mass,0.375,0.375,0.0,0.0,0.0,1.0,1.0,8,8
1,action,front_2_5,2,consensus_distance,0.5,0.5,0.0,-0.25,0.25,1.0,1.0,8,8
1,action,front_2_5,2,entropy,0.5,0.5,0.0,-0.25,0.25,1.0,1.0,8,8
1,action,front_2_5,3,consensus_distance,0.5,0.5,0.0,-0.25,0.25,1.0,1.0,8,8
1,action,front_2_5,3,top1_mass,0.375,0.375,0.0,0.0,0.0,1.0,1.0,8,8
1,action,front_2_5,4,top1_mass,0.25,0.25,0.0,0.0,0.0,1.0,1.0,8,8
1,action,front_2_5,5,consensus_distance,0.375,0.375,0.0,0.0,0.0,1.0,1.0,8,8
1,action,front_2_5,5,top1_mass,0.375,0.375,0.0,0.0,0.0,1.0,1.0,8,8
1,action,front_2_5,6,consensus_distance,0.375,0.375,0.0,0.0,0.0,1.0,1.0,8,8
1,action,front_2_5,7,consensus_distance,0.375,0.375,0.0,0.0,0.0,1.0,1.0,8,8
1,action,front_2_5,7,entropy,0.5,0.5,0.0,-0.25,0.25,1.0,1.0,8,8
1,action,front_2_5,8,entropy,0.375,0.375,0.0,-0.25,0.25,1.0,1.0,8,8
1,action,front_2_5,8,token_dispersion,0.375,0.375,0.0,-0.25,0.25,1.0,1.0,8,8
1,action,front_2_5,9,top1_mass,0.125,0.125,0.0,0.0,0.0,1.0,1.0,8,8
1,state,back_12_15,2,entropy,0.375,0.375,0.0,-0.25,0.25,1.0,1.0,8,8
1,state,back_12_15,2,top1_mass,0.375,0.375,0.0,0.0,0.0,1.0,1.0,8,8
1,state,back_12_15,5,consensus_distance,0.25,0.25,0.0,-0.25,0.25,1.0,1.0,8,8
1,state,back_12_15,7,consensus_distance,0.375,0.375,0.0,-0.25,0.25,1.0,1.0,8,8
