tag,benchmark,task_id,branch_query,strategy,seed,exit_code,success,action_steps,controlled_queries,replay_state_max_abs_diff,wall_seconds
plus-task00-LanguageInstructions-0-init00,plus,1108,0,kick,1,0,True,244,0,0.0,89.3
plus-task00-BackgroundTextures-0-init00,plus,155,0,kick,0,0,True,252,0,0.0,91.3
plus-task00-BackgroundTextures-0-init00,plus,155,0,kick,1,0,True,268,0,0.0,92.0
plus-task00-SensorNoise-0-init00,plus,1512,0,kick,0,0,True,261,0,0.0,89.1
plus-task02-BackgroundTextures-0-init00,plus,15,0,kick,0,0,True,223,0,0.0,84.4
plus-task00-LanguageInstructions-0-init00,plus,1108,0,kick,0,0,True,297,0,0.0,91.9
plus-task00-LightConditions-0-init00,plus,2408,0,kick,0,0,True,265,0,0.0,91.3
plus-task01-BackgroundTextures-0-init00,plus,190,0,kick,0,0,True,243,0,0.0,89.5
plus-task00-LightConditions-0-init00,plus,2408,0,kick,1,0,True,263,0,0.0,91.9
plus-task01-LightConditions-0-init00,plus,2429,0,kick,0,0,True,242,0,0.0,88.0
plus-task01-CameraViewpoints-0-init00,plus,717,0,kick,0,0,True,260,0,0.0,89.2
plus-task01-BackgroundTextures-0-init00,plus,190,0,kick,1,0,True,242,0,0.0,89.5
plus-task01-LightConditions-0-init00,plus,2429,0,kick,1,0,True,243,0,0.0,87.7
plus-task02-BackgroundTextures-0-init00,plus,15,0,kick,1,0,True,231,0,0.0,85.4
plus-task00-SensorNoise-0-init00,plus,1512,0,kick,1,0,True,262,0,0.0,90.2
plus-task01-CameraViewpoints-0-init00,plus,717,0,kick,1,0,True,252,0,0.0,89.1
plus-task01-SensorNoise-0-init00,plus,1551,0,kick,0,0,True,242,0,0.0,87.4
plus-task02-LightConditions-0-init00,plus,2262,0,kick,0,0,True,239,0,0.0,86.6
plus-task01-SensorNoise-0-init00,plus,1551,0,kick,1,0,True,240,0,0.0,89.2
plus-task02-SensorNoise-0-init00,plus,1598,0,kick,0,0,True,235,0,0.0,89.2
plus-task03-LightConditions-0-init00,plus,2320,0,kick,0,0,True,219,0,0.0,89.5
plus-task02-SensorNoise-0-init00,plus,1598,0,kick,1,0,True,239,0,0.0,91.7
plus-task03-LightConditions-0-init00,plus,2320,0,kick,1,0,True,215,0,0.0,92.1
plus-task05-RobotInitialStates-0-init00,plus,515,0,kick,0,0,True,166,0,0.0,83.1
