cohort,group,detector,episodes,risk_n,timely_n,late_n,persistent_n,alarms,tp,fp,fn,tn,risk_recall,timely_fpr,precision,late_recall,persistent_recall,detected_risk_lead_median,early2_risk_recall,early4_risk_recall,early8_risk_recall,early12_risk_recall
development_main,libero_goal/open_the_middle_drawer_of_the_cabinet,ordinal_mdl_guard,400,0,400,0,0,0,0,0,0,400,,0.0,,,,,,,,
development_main,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,ordinal_mdl_guard,400,52,348,0,52,9,9,0,43,348,0.17307692307692307,0.0,1.0,,0.17307692307692307,1.0,0.038461538461538464,0.0,0.0,0.0
development_main,libero_goal/push_the_plate_to_the_front_of_the_stove,ordinal_mdl_guard,400,2,398,0,2,107,0,107,2,291,0.0,0.26884422110552764,0.0,,0.0,,0.0,0.0,0.0,0.0
development_main,libero_goal/put_the_bowl_on_the_plate,ordinal_mdl_guard,400,12,388,1,11,5,4,1,8,387,0.3333333333333333,0.002577319587628866,0.8,1.0,0.2727272727272727,15.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333
development_main,libero_goal/put_the_bowl_on_the_stove,ordinal_mdl_guard,400,6,394,0,6,0,0,0,6,394,0.0,0.0,,,0.0,,0.0,0.0,0.0,0.0
development_main,libero_goal/put_the_bowl_on_top_of_the_cabinet,ordinal_mdl_guard,400,15,385,0,15,15,14,1,1,384,0.9333333333333333,0.0025974025974025974,0.9333333333333333,,0.9333333333333333,4.0,0.9333333333333333,0.9333333333333333,0.2,0.06666666666666667
development_main,libero_goal/put_the_cream_cheese_in_the_bowl,ordinal_mdl_guard,400,10,390,0,10,4,4,0,6,390,0.4,0.0,1.0,,0.4,6.0,0.3,0.3,0.1,0.1
development_main,libero_goal/put_the_wine_bottle_on_the_rack,ordinal_mdl_guard,400,3,397,0,3,13,3,10,0,387,1.0,0.02518891687657431,0.23076923076923078,,1.0,6.0,1.0,1.0,0.3333333333333333,0.3333333333333333
development_main,libero_goal/put_the_wine_bottle_on_top_of_the_cabinet,ordinal_mdl_guard,400,2,398,0,2,1,1,0,1,398,0.5,0.0,1.0,,0.5,9.0,0.5,0.5,0.5,0.0
development_main,libero_goal/turn_on_the_stove,ordinal_mdl_guard,400,0,400,0,0,2,0,2,0,398,,0.005,0.0,,,,,,,
development_main,libero_long/KITCHEN_SCENE4_put_the_black_bowl_in_the_bottom_drawer_of_the_cabinet_and_close_it,ordinal_mdl_guard,400,4,396,0,4,9,4,5,0,391,1.0,0.012626262626262626,0.4444444444444444,,1.0,14.0,1.0,1.0,0.75,0.5
development_main,libero_long/KITCHEN_SCENE6_put_the_yellow_and_white_mug_in_the_microwave_and_close_it,ordinal_mdl_guard,400,6,394,0,6,6,3,3,3,391,0.5,0.007614213197969543,0.5,,0.5,19.0,0.5,0.5,0.3333333333333333,0.3333333333333333
development_main,libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,ordinal_mdl_guard,400,138,262,15,123,56,51,5,87,257,0.3695652173913043,0.019083969465648856,0.9107142857142857,0.3333333333333333,0.37398373983739835,8.0,0.34782608695652173,0.2971014492753623,0.21014492753623187,0.10869565217391304
