cohort,group,detector,episodes,risk_n,timely_n,late_n,persistent_n,alarms,tp,fp,fn,tn,risk_recall,timely_fpr,precision,late_recall,persistent_recall,detected_risk_lead_median,early2_risk_recall,early4_risk_recall,early8_risk_recall,early12_risk_recall
development_main,libero_goal,ordinal_mdl_guard,4000,102,3898,1,101,156,35,121,67,3777,0.3431372549019608,0.0310415597742432,0.22435897435897437,1.0,0.33663366336633666,4.0,0.2647058823529412,0.24509803921568626,0.09803921568627451,0.06862745098039216
development_main,libero_long,ordinal_mdl_guard,2800,222,2578,18,204,305,98,207,124,2371,0.44144144144144143,0.08029480217222654,0.32131147540983607,0.2777777777777778,0.45588235294117646,10.0,0.4189189189189189,0.38288288288288286,0.2747747747747748,0.19369369369369369
development_main,libero_object,ordinal_mdl_guard,4000,37,3963,4,33,782,7,775,30,3188,0.1891891891891892,0.19555892001009337,0.008951406649616368,0.25,0.18181818181818182,10.0,0.1891891891891892,0.1891891891891892,0.13513513513513514,0.08108108108108109
development_main,libero_spatial,ordinal_mdl_guard,4000,126,3874,7,119,795,59,736,67,3138,0.46825396825396826,0.18998451213216314,0.07421383647798742,0.8571428571428571,0.44537815126050423,7.0,0.35714285714285715,0.3412698412698413,0.2222222222222222,0.07142857142857142
development_main,libero_goal,intrinsic_guard_v7,4000,102,3898,1,101,70,70,0,32,3898,0.6862745098039216,0.0,1.0,0.0,0.693069306930693,4.0,0.5882352941176471,0.47058823529411764,0.21568627450980393,0.19607843137254902
development_main,libero_long,intrinsic_guard_v7,2800,222,2578,18,204,247,187,60,35,2518,0.8423423423423423,0.023273855702094646,0.757085020242915,0.5555555555555556,0.8676470588235294,19.0,0.8333333333333334,0.8153153153153153,0.7792792792792793,0.6801801801801802
development_main,libero_object,intrinsic_guard_v7,4000,37,3963,4,33,30,23,7,14,3956,0.6216216216216216,0.0017663386323492304,0.7666666666666667,0.75,0.6060606060606061,8.0,0.5945945945945946,0.5405405405405406,0.32432432432432434,0.0
development_main,libero_spatial,intrinsic_guard_v7,4000,126,3874,7,119,102,102,0,24,3874,0.8095238095238095,0.0,1.0,0.8571428571428571,0.8067226890756303,2.0,0.5158730158730159,0.18253968253968253,0.0,0.0
external_8b,libero_goal,ordinal_mdl_guard,4000,106,3894,0,106,157,35,122,71,3772,0.330188679245283,0.03133025166923472,0.2229299363057325,,0.330188679245283,6.0,0.25471698113207547,0.25471698113207547,0.0660377358490566,0.05660377358490566
external_8b,libero_long,ordinal_mdl_guard,4000,274,3726,26,248,413,116,297,158,3429,0.4233576642335766,0.07971014492753623,0.28087167070217917,0.3076923076923077,0.43548387096774194,11.5,0.3978102189781022,0.3722627737226277,0.2664233576642336,0.2116788321167883
external_8b,libero_object,ordinal_mdl_guard,3600,44,3556,6,38,633,10,623,34,2933,0.22727272727272727,0.17519685039370078,0.01579778830963665,0.6666666666666666,0.15789473684210525,6.5,0.18181818181818182,0.13636363636363635,0.09090909090909091,0.09090909090909091
external_8b,libero_spatial,ordinal_mdl_guard,4000,140,3860,9,131,762,73,689,67,3171,0.5214285714285715,0.17849740932642488,0.09580052493438321,0.6666666666666666,0.5114503816793893,10.0,0.4642857142857143,0.44285714285714284,0.30714285714285716,0.09285714285714286
external_8b,libero_goal,intrinsic_guard_v7,4000,106,3894,0,106,74,73,1,33,3893,0.6886792452830188,0.00025680534155110427,0.9864864864864865,,0.6886792452830188,5.0,0.5943396226415094,0.5754716981132075,0.20754716981132076,0.16981132075471697
external_8b,libero_long,intrinsic_guard_v7,4000,274,3726,26,248,305,236,69,38,3657,0.8613138686131386,0.018518518518518517,0.7737704918032787,0.6538461538461539,0.8830645161290323,19.0,0.8576642335766423,0.843065693430657,0.8065693430656934,0.7299270072992701
external_8b,libero_object,intrinsic_guard_v7,3600,44,3556,6,38,29,22,7,22,3549,0.5,0.001968503937007874,0.7586206896551724,0.6666666666666666,0.47368421052631576,6.0,0.4318181818181818,0.38636363636363635,0.18181818181818182,0.06818181818181818
external_8b,libero_spatial,intrinsic_guard_v7,4000,140,3860,9,131,111,108,3,32,3857,0.7714285714285715,0.0007772020725388601,0.972972972972973,1.0,0.7557251908396947,2.0,0.44285714285714284,0.15714285714285714,0.0,0.0
