query,budget_per_head,group,family,selector,n_selected,trap_tp,trap_pos,loop_tp,loop_pos,static_tp,static_pos
30,4,0,soft,loop_soft_topk,4,3,17,2,4,1,13
30,4,0,soft,static_soft_topk,4,4,17,0,4,4,13
30,4,0,soft,double_soft_union,7,6,17,2,4,4,13
30,4,0,soft,double_soft_max_topk,4,3,17,2,4,1,13
30,4,0,soft,single_soft_mean_topk,4,2,17,0,4,2,13
30,4,0,soft,single_mobility_topk_soft,4,3,17,0,4,3,13
30,4,0,soft,double_soft_max_matched,7,3,17,2,4,1,13
30,4,0,soft,single_soft_mean_matched,7,4,17,1,4,3,13
30,4,0,soft,single_mobility_matched_soft,7,6,17,0,4,6,13
30,4,0,hard_diagnostic,loop_hard_diagnostic_topk,4,2,17,2,4,0,13
30,4,0,hard_diagnostic,static_hard_diagnostic_topk,4,4,17,0,4,4,13
30,4,0,hard_diagnostic,double_hard_diagnostic_union,8,6,17,2,4,4,13
30,4,0,hard_diagnostic,double_hard_diagnostic_max_topk,4,2,17,2,4,0,13
30,4,0,hard_diagnostic,single_hard_diagnostic_mean_topk,4,2,17,0,4,2,13
30,4,0,hard_diagnostic,single_mobility_topk_hard_diagnostic,4,3,17,0,4,3,13
30,4,0,hard_diagnostic,double_hard_diagnostic_max_matched,8,2,17,2,4,0,13
30,4,0,hard_diagnostic,single_hard_diagnostic_mean_matched,8,4,17,1,4,3,13
30,4,0,hard_diagnostic,single_mobility_matched_hard_diagnostic,8,7,17,0,4,7,13
30,4,3,soft,loop_soft_topk,4,1,25,0,10,1,18
30,4,3,soft,static_soft_topk,4,4,25,0,10,4,18
30,4,3,soft,double_soft_union,8,5,25,0,10,5,18
30,4,3,soft,double_soft_max_topk,4,1,25,0,10,1,18
30,4,3,soft,single_soft_mean_topk,4,3,25,0,10,3,18
30,4,3,soft,single_mobility_topk_soft,4,4,25,3,10,1,18
30,4,3,soft,double_soft_max_matched,8,3,25,1,10,2,18
30,4,3,soft,single_soft_mean_matched,8,5,25,0,10,5,18
30,4,3,soft,single_mobility_matched_soft,8,8,25,5,10,3,18
30,4,3,hard_diagnostic,loop_hard_diagnostic_topk,4,2,25,0,10,2,18
30,4,3,hard_diagnostic,static_hard_diagnostic_topk,4,4,25,1,10,4,18
30,4,3,hard_diagnostic,double_hard_diagnostic_union,7,5,25,1,10,5,18
30,4,3,hard_diagnostic,double_hard_diagnostic_max_topk,4,2,25,0,10,2,18
30,4,3,hard_diagnostic,single_hard_diagnostic_mean_topk,4,4,25,0,10,4,18
30,4,3,hard_diagnostic,single_mobility_topk_hard_diagnostic,4,4,25,3,10,1,18
30,4,3,hard_diagnostic,double_hard_diagnostic_max_matched,7,3,25,0,10,3,18
30,4,3,hard_diagnostic,single_hard_diagnostic_mean_matched,7,5,25,0,10,5,18
30,4,3,hard_diagnostic,single_mobility_matched_hard_diagnostic,7,7,25,4,10,3,18
30,4,7,soft,loop_soft_topk,4,0,3,0,3,0,1
30,4,7,soft,static_soft_topk,4,1,3,1,3,1,1
30,4,7,soft,double_soft_union,8,1,3,1,3,1,1
30,4,7,soft,double_soft_max_topk,4,0,3,0,3,0,1
30,4,7,soft,single_soft_mean_topk,4,0,3,0,3,0,1
30,4,7,soft,single_mobility_topk_soft,4,1,3,1,3,1,1
30,4,7,soft,double_soft_max_matched,8,2,3,2,3,1,1
30,4,7,soft,single_soft_mean_matched,8,1,3,1,3,0,1
30,4,7,soft,single_mobility_matched_soft,8,2,3,2,3,1,1
30,4,7,hard_diagnostic,loop_hard_diagnostic_topk,4,1,3,1,3,0,1
30,4,7,hard_diagnostic,static_hard_diagnostic_topk,4,2,3,2,3,0,1
30,4,7,hard_diagnostic,double_hard_diagnostic_union,6,2,3,2,3,0,1
30,4,7,hard_diagnostic,double_hard_diagnostic_max_topk,4,1,3,1,3,0,1
30,4,7,hard_diagnostic,single_hard_diagnostic_mean_topk,4,1,3,1,3,0,1
30,4,7,hard_diagnostic,single_mobility_topk_hard_diagnostic,4,1,3,1,3,1,1
30,4,7,hard_diagnostic,double_hard_diagnostic_max_matched,6,1,3,1,3,0,1
30,4,7,hard_diagnostic,single_hard_diagnostic_mean_matched,6,2,3,2,3,0,1
30,4,7,hard_diagnostic,single_mobility_matched_hard_diagnostic,6,1,3,1,3,1,1
30,4,10,soft,loop_soft_topk,4,4,22,4,17,0,7
30,4,10,soft,static_soft_topk,4,4,22,0,17,4,7
30,4,10,soft,double_soft_union,8,8,22,4,17,4,7
30,4,10,soft,double_soft_max_topk,4,4,22,4,17,0,7
30,4,10,soft,single_soft_mean_topk,4,3,22,1,17,2,7
30,4,10,soft,single_mobility_topk_soft,4,4,22,1,17,4,7
30,4,10,soft,double_soft_max_matched,8,7,22,5,17,2,7
30,4,10,soft,single_soft_mean_matched,8,6,22,4,17,2,7
30,4,10,soft,single_mobility_matched_soft,8,8,22,3,17,7,7
30,4,10,hard_diagnostic,loop_hard_diagnostic_topk,4,2,22,2,17,0,7
30,4,10,hard_diagnostic,static_hard_diagnostic_topk,4,4,22,1,17,4,7
30,4,10,hard_diagnostic,double_hard_diagnostic_union,8,6,22,3,17,4,7
30,4,10,hard_diagnostic,double_hard_diagnostic_max_topk,4,2,22,2,17,0,7
30,4,10,hard_diagnostic,single_hard_diagnostic_mean_topk,4,4,22,2,17,3,7
30,4,10,hard_diagnostic,single_mobility_topk_hard_diagnostic,4,4,22,1,17,4,7
30,4,10,hard_diagnostic,double_hard_diagnostic_max_matched,8,6,22,4,17,2,7
30,4,10,hard_diagnostic,single_hard_diagnostic_mean_matched,8,7,22,5,17,4,7
30,4,10,hard_diagnostic,single_mobility_matched_hard_diagnostic,8,8,22,3,17,7,7
30,4,13,soft,loop_soft_topk,4,0,23,0,0,0,23
30,4,13,soft,static_soft_topk,4,3,23,0,0,3,23
30,4,13,soft,double_soft_union,8,3,23,0,0,3,23
30,4,13,soft,double_soft_max_topk,4,0,23,0,0,0,23
30,4,13,soft,single_soft_mean_topk,4,2,23,0,0,2,23
30,4,13,soft,single_mobility_topk_soft,4,3,23,0,0,3,23
30,4,13,soft,double_soft_max_matched,8,2,23,0,0,2,23
30,4,13,soft,single_soft_mean_matched,8,5,23,0,0,5,23
30,4,13,soft,single_mobility_matched_soft,8,6,23,0,0,6,23
30,4,13,hard_diagnostic,loop_hard_diagnostic_topk,4,1,23,0,0,1,23
30,4,13,hard_diagnostic,static_hard_diagnostic_topk,4,3,23,0,0,3,23
30,4,13,hard_diagnostic,double_hard_diagnostic_union,8,4,23,0,0,4,23
30,4,13,hard_diagnostic,double_hard_diagnostic_max_topk,4,1,23,0,0,1,23
30,4,13,hard_diagnostic,single_hard_diagnostic_mean_topk,4,4,23,0,0,4,23
30,4,13,hard_diagnostic,single_mobility_topk_hard_diagnostic,4,3,23,0,0,3,23
30,4,13,hard_diagnostic,double_hard_diagnostic_max_matched,8,4,23,0,0,4,23
30,4,13,hard_diagnostic,single_hard_diagnostic_mean_matched,8,7,23,0,0,7,23
30,4,13,hard_diagnostic,single_mobility_matched_hard_diagnostic,8,6,23,0,0,6,23
30,4,16,soft,loop_soft_topk,4,0,3,0,1,0,3
30,4,16,soft,static_soft_topk,4,3,3,1,1,3,3
30,4,16,soft,double_soft_union,8,3,3,1,1,3,3
30,4,16,soft,double_soft_max_topk,4,1,3,0,1,1,3
30,4,16,soft,single_soft_mean_topk,4,2,3,1,1,2,3
30,4,16,soft,single_mobility_topk_soft,4,3,3,1,1,3,3
30,4,16,soft,double_soft_max_matched,8,3,3,1,1,3,3
30,4,16,soft,single_soft_mean_matched,8,3,3,1,1,3,3
30,4,16,soft,single_mobility_matched_soft,8,3,3,1,1,3,3
30,4,16,hard_diagnostic,loop_hard_diagnostic_topk,4,0,3,0,1,0,3
30,4,16,hard_diagnostic,static_hard_diagnostic_topk,4,2,3,1,1,2,3
30,4,16,hard_diagnostic,double_hard_diagnostic_union,8,2,3,1,1,2,3
30,4,16,hard_diagnostic,double_hard_diagnostic_max_topk,4,0,3,0,1,0,3
30,4,16,hard_diagnostic,single_hard_diagnostic_mean_topk,4,0,3,0,1,0,3
30,4,16,hard_diagnostic,single_mobility_topk_hard_diagnostic,4,3,3,1,1,3,3
30,4,16,hard_diagnostic,double_hard_diagnostic_max_matched,8,0,3,0,1,0,3
30,4,16,hard_diagnostic,single_hard_diagnostic_mean_matched,8,1,3,0,1,1,3
30,4,16,hard_diagnostic,single_mobility_matched_hard_diagnostic,8,3,3,1,1,3,3
30,4,20,soft,loop_soft_topk,4,1,2,1,2,0,0
30,4,20,soft,static_soft_topk,4,0,2,0,2,0,0
30,4,20,soft,double_soft_union,8,1,2,1,2,0,0
30,4,20,soft,double_soft_max_topk,4,1,2,1,2,0,0
30,4,20,soft,single_soft_mean_topk,4,1,2,1,2,0,0
30,4,20,soft,single_mobility_topk_soft,4,1,2,1,2,0,0
30,4,20,soft,double_soft_max_matched,8,2,2,2,2,0,0
30,4,20,soft,single_soft_mean_matched,8,2,2,2,2,0,0
30,4,20,soft,single_mobility_matched_soft,8,1,2,1,2,0,0
30,4,20,hard_diagnostic,loop_hard_diagnostic_topk,4,1,2,1,2,0,0
30,4,20,hard_diagnostic,static_hard_diagnostic_topk,4,0,2,0,2,0,0
30,4,20,hard_diagnostic,double_hard_diagnostic_union,7,1,2,1,2,0,0
30,4,20,hard_diagnostic,double_hard_diagnostic_max_topk,4,1,2,1,2,0,0
30,4,20,hard_diagnostic,single_hard_diagnostic_mean_topk,4,0,2,0,2,0,0
30,4,20,hard_diagnostic,single_mobility_topk_hard_diagnostic,4,1,2,1,2,0,0
30,4,20,hard_diagnostic,double_hard_diagnostic_max_matched,7,1,2,1,2,0,0
30,4,20,hard_diagnostic,single_hard_diagnostic_mean_matched,7,1,2,1,2,0,0
30,4,20,hard_diagnostic,single_mobility_matched_hard_diagnostic,7,1,2,1,2,0,0
30,4,23,soft,loop_soft_topk,4,0,1,0,1,0,1
30,4,23,soft,static_soft_topk,4,0,1,0,1,0,1
30,4,23,soft,double_soft_union,8,0,1,0,1,0,1
30,4,23,soft,double_soft_max_topk,4,0,1,0,1,0,1
30,4,23,soft,single_soft_mean_topk,4,0,1,0,1,0,1
30,4,23,soft,single_mobility_topk_soft,4,0,1,0,1,0,1
30,4,23,soft,double_soft_max_matched,8,0,1,0,1,0,1
30,4,23,soft,single_soft_mean_matched,8,1,1,1,1,1,1
30,4,23,soft,single_mobility_matched_soft,8,1,1,1,1,1,1
30,4,23,hard_diagnostic,loop_hard_diagnostic_topk,4,0,1,0,1,0,1
30,4,23,hard_diagnostic,static_hard_diagnostic_topk,4,0,1,0,1,0,1
30,4,23,hard_diagnostic,double_hard_diagnostic_union,7,0,1,0,1,0,1
30,4,23,hard_diagnostic,double_hard_diagnostic_max_topk,4,0,1,0,1,0,1
30,4,23,hard_diagnostic,single_hard_diagnostic_mean_topk,4,0,1,0,1,0,1
30,4,23,hard_diagnostic,single_mobility_topk_hard_diagnostic,4,0,1,0,1,0,1
30,4,23,hard_diagnostic,double_hard_diagnostic_max_matched,7,0,1,0,1,0,1
30,4,23,hard_diagnostic,single_hard_diagnostic_mean_matched,7,0,1,0,1,0,1
30,4,23,hard_diagnostic,single_mobility_matched_hard_diagnostic,7,0,1,0,1,0,1
30,4,26,soft,loop_soft_topk,4,0,21,0,6,0,17
30,4,26,soft,static_soft_topk,4,4,21,1,6,3,17
30,4,26,soft,double_soft_union,8,4,21,1,6,3,17
30,4,26,soft,double_soft_max_topk,4,0,21,0,6,0,17
30,4,26,soft,single_soft_mean_topk,4,3,21,0,6,3,17
30,4,26,soft,single_mobility_topk_soft,4,3,21,1,6,3,17
30,4,26,soft,double_soft_max_matched,8,3,21,0,6,3,17
30,4,26,soft,single_soft_mean_matched,8,6,21,0,6,6,17
30,4,26,soft,single_mobility_matched_soft,8,6,21,1,6,6,17
30,4,26,hard_diagnostic,loop_hard_diagnostic_topk,4,1,21,0,6,1,17
30,4,26,hard_diagnostic,static_hard_diagnostic_topk,4,4,21,0,6,4,17
30,4,26,hard_diagnostic,double_hard_diagnostic_union,7,4,21,0,6,4,17
30,4,26,hard_diagnostic,double_hard_diagnostic_max_topk,4,1,21,0,6,1,17
30,4,26,hard_diagnostic,single_hard_diagnostic_mean_topk,4,4,21,1,6,4,17
30,4,26,hard_diagnostic,single_mobility_topk_hard_diagnostic,4,3,21,1,6,3,17
30,4,26,hard_diagnostic,double_hard_diagnostic_max_matched,7,2,21,1,6,2,17
30,4,26,hard_diagnostic,single_hard_diagnostic_mean_matched,7,7,21,1,6,7,17
30,4,26,hard_diagnostic,single_mobility_matched_hard_diagnostic,7,5,21,1,6,5,17
30,4,29,soft,loop_soft_topk,4,0,2,0,0,0,2
30,4,29,soft,static_soft_topk,4,1,2,0,0,1,2
30,4,29,soft,double_soft_union,8,1,2,0,0,1,2
30,4,29,soft,double_soft_max_topk,4,0,2,0,0,0,2
30,4,29,soft,single_soft_mean_topk,4,1,2,0,0,1,2
30,4,29,soft,single_mobility_topk_soft,4,2,2,0,0,2,2
30,4,29,soft,double_soft_max_matched,8,0,2,0,0,0,2
30,4,29,soft,single_soft_mean_matched,8,1,2,0,0,1,2
30,4,29,soft,single_mobility_matched_soft,8,2,2,0,0,2,2
30,4,29,hard_diagnostic,loop_hard_diagnostic_topk,4,0,2,0,0,0,2
30,4,29,hard_diagnostic,static_hard_diagnostic_topk,4,2,2,0,0,2,2
30,4,29,hard_diagnostic,double_hard_diagnostic_union,7,2,2,0,0,2,2
30,4,29,hard_diagnostic,double_hard_diagnostic_max_topk,4,0,2,0,0,0,2
30,4,29,hard_diagnostic,single_hard_diagnostic_mean_topk,4,1,2,0,0,1,2
30,4,29,hard_diagnostic,single_mobility_topk_hard_diagnostic,4,2,2,0,0,2,2
30,4,29,hard_diagnostic,double_hard_diagnostic_max_matched,7,0,2,0,0,0,2
30,4,29,hard_diagnostic,single_hard_diagnostic_mean_matched,7,1,2,0,0,1,2
30,4,29,hard_diagnostic,single_mobility_matched_hard_diagnostic,7,2,2,0,0,2,2
30,4,33,soft,loop_soft_topk,4,0,0,0,0,0,0
30,4,33,soft,static_soft_topk,4,0,0,0,0,0,0
30,4,33,soft,double_soft_union,7,0,0,0,0,0,0
30,4,33,soft,double_soft_max_topk,4,0,0,0,0,0,0
30,4,33,soft,single_soft_mean_topk,4,0,0,0,0,0,0
30,4,33,soft,single_mobility_topk_soft,4,0,0,0,0,0,0
30,4,33,soft,double_soft_max_matched,7,0,0,0,0,0,0
30,4,33,soft,single_soft_mean_matched,7,0,0,0,0,0,0
30,4,33,soft,single_mobility_matched_soft,7,0,0,0,0,0,0
30,4,33,hard_diagnostic,loop_hard_diagnostic_topk,4,0,0,0,0,0,0
30,4,33,hard_diagnostic,static_hard_diagnostic_topk,4,0,0,0,0,0,0
30,4,33,hard_diagnostic,double_hard_diagnostic_union,8,0,0,0,0,0,0
30,4,33,hard_diagnostic,double_hard_diagnostic_max_topk,4,0,0,0,0,0,0
30,4,33,hard_diagnostic,single_hard_diagnostic_mean_topk,4,0,0,0,0,0,0
30,4,33,hard_diagnostic,single_mobility_topk_hard_diagnostic,4,0,0,0,0,0,0
30,4,33,hard_diagnostic,double_hard_diagnostic_max_matched,8,0,0,0,0,0,0
30,4,33,hard_diagnostic,single_hard_diagnostic_mean_matched,8,0,0,0,0,0,0
30,4,33,hard_diagnostic,single_mobility_matched_hard_diagnostic,8,0,0,0,0,0,0
30,4,36,soft,loop_soft_topk,4,0,0,0,0,0,0
30,4,36,soft,static_soft_topk,4,0,0,0,0,0,0
30,4,36,soft,double_soft_union,8,0,0,0,0,0,0
30,4,36,soft,double_soft_max_topk,4,0,0,0,0,0,0
30,4,36,soft,single_soft_mean_topk,4,0,0,0,0,0,0
30,4,36,soft,single_mobility_topk_soft,4,0,0,0,0,0,0
30,4,36,soft,double_soft_max_matched,8,0,0,0,0,0,0
30,4,36,soft,single_soft_mean_matched,8,0,0,0,0,0,0
30,4,36,soft,single_mobility_matched_soft,8,0,0,0,0,0,0
30,4,36,hard_diagnostic,loop_hard_diagnostic_topk,4,0,0,0,0,0,0
30,4,36,hard_diagnostic,static_hard_diagnostic_topk,4,0,0,0,0,0,0
30,4,36,hard_diagnostic,double_hard_diagnostic_union,8,0,0,0,0,0,0
30,4,36,hard_diagnostic,double_hard_diagnostic_max_topk,4,0,0,0,0,0,0
30,4,36,hard_diagnostic,single_hard_diagnostic_mean_topk,4,0,0,0,0,0,0
30,4,36,hard_diagnostic,single_mobility_topk_hard_diagnostic,4,0,0,0,0,0,0
30,4,36,hard_diagnostic,double_hard_diagnostic_max_matched,8,0,0,0,0,0,0
30,4,36,hard_diagnostic,single_hard_diagnostic_mean_matched,8,0,0,0,0,0,0
30,4,36,hard_diagnostic,single_mobility_matched_hard_diagnostic,8,0,0,0,0,0,0
30,4,39,soft,loop_soft_topk,4,4,26,2,5,2,21
30,4,39,soft,static_soft_topk,4,3,26,0,5,3,21
30,4,39,soft,double_soft_union,8,7,26,2,5,5,21
30,4,39,soft,double_soft_max_topk,4,4,26,2,5,2,21
30,4,39,soft,single_soft_mean_topk,4,3,26,1,5,2,21
30,4,39,soft,single_mobility_topk_soft,4,2,26,0,5,2,21
30,4,39,soft,double_soft_max_matched,8,7,26,3,5,4,21
30,4,39,soft,single_soft_mean_matched,8,6,26,2,5,4,21
30,4,39,soft,single_mobility_matched_soft,8,5,26,1,5,4,21
30,4,39,hard_diagnostic,loop_hard_diagnostic_topk,4,3,26,1,5,2,21
30,4,39,hard_diagnostic,static_hard_diagnostic_topk,4,3,26,1,5,2,21
30,4,39,hard_diagnostic,double_hard_diagnostic_union,7,6,26,2,5,4,21
30,4,39,hard_diagnostic,double_hard_diagnostic_max_topk,4,3,26,1,5,2,21
30,4,39,hard_diagnostic,single_hard_diagnostic_mean_topk,4,3,26,0,5,3,21
30,4,39,hard_diagnostic,single_mobility_topk_hard_diagnostic,4,2,26,0,5,2,21
30,4,39,hard_diagnostic,double_hard_diagnostic_max_matched,7,6,26,2,5,4,21
30,4,39,hard_diagnostic,single_hard_diagnostic_mean_matched,7,5,26,0,5,5,21
30,4,39,hard_diagnostic,single_mobility_matched_hard_diagnostic,7,4,26,1,5,3,21
30,4,42,soft,loop_soft_topk,4,2,16,2,8,0,8
30,4,42,soft,static_soft_topk,4,1,16,0,8,1,8
30,4,42,soft,double_soft_union,8,3,16,2,8,1,8
30,4,42,soft,double_soft_max_topk,4,2,16,2,8,0,8
30,4,42,soft,single_soft_mean_topk,4,1,16,1,8,0,8
30,4,42,soft,single_mobility_topk_soft,4,4,16,0,8,4,8
30,4,42,soft,double_soft_max_matched,8,5,16,4,8,1,8
30,4,42,soft,single_soft_mean_matched,8,3,16,2,8,1,8
30,4,42,soft,single_mobility_matched_soft,8,7,16,1,8,6,8
30,4,42,hard_diagnostic,loop_hard_diagnostic_topk,4,2,16,2,8,0,8
30,4,42,hard_diagnostic,static_hard_diagnostic_topk,4,4,16,1,8,3,8
30,4,42,hard_diagnostic,double_hard_diagnostic_union,8,6,16,3,8,3,8
30,4,42,hard_diagnostic,double_hard_diagnostic_max_topk,4,2,16,2,8,0,8
30,4,42,hard_diagnostic,single_hard_diagnostic_mean_topk,4,3,16,2,8,1,8
30,4,42,hard_diagnostic,single_mobility_topk_hard_diagnostic,4,4,16,0,8,4,8
30,4,42,hard_diagnostic,double_hard_diagnostic_max_matched,8,5,16,4,8,1,8
30,4,42,hard_diagnostic,single_hard_diagnostic_mean_matched,8,5,16,3,8,2,8
30,4,42,hard_diagnostic,single_mobility_matched_hard_diagnostic,8,7,16,1,8,6,8
30,4,46,soft,loop_soft_topk,4,0,0,0,0,0,0
30,4,46,soft,static_soft_topk,4,0,0,0,0,0,0
30,4,46,soft,double_soft_union,8,0,0,0,0,0,0
30,4,46,soft,double_soft_max_topk,4,0,0,0,0,0,0
30,4,46,soft,single_soft_mean_topk,4,0,0,0,0,0,0
30,4,46,soft,single_mobility_topk_soft,4,0,0,0,0,0,0
30,4,46,soft,double_soft_max_matched,8,0,0,0,0,0,0
30,4,46,soft,single_soft_mean_matched,8,0,0,0,0,0,0
30,4,46,soft,single_mobility_matched_soft,8,0,0,0,0,0,0
30,4,46,hard_diagnostic,loop_hard_diagnostic_topk,4,0,0,0,0,0,0
30,4,46,hard_diagnostic,static_hard_diagnostic_topk,4,0,0,0,0,0,0
30,4,46,hard_diagnostic,double_hard_diagnostic_union,6,0,0,0,0,0,0
30,4,46,hard_diagnostic,double_hard_diagnostic_max_topk,4,0,0,0,0,0,0
30,4,46,hard_diagnostic,single_hard_diagnostic_mean_topk,4,0,0,0,0,0,0
30,4,46,hard_diagnostic,single_mobility_topk_hard_diagnostic,4,0,0,0,0,0,0
30,4,46,hard_diagnostic,double_hard_diagnostic_max_matched,6,0,0,0,0,0,0
30,4,46,hard_diagnostic,single_hard_diagnostic_mean_matched,6,0,0,0,0,0,0
30,4,46,hard_diagnostic,single_mobility_matched_hard_diagnostic,6,0,0,0,0,0,0
30,4,49,soft,loop_soft_topk,4,4,32,0,0,4,32
30,4,49,soft,static_soft_topk,4,4,32,0,0,4,32
30,4,49,soft,double_soft_union,8,8,32,0,0,8,32
30,4,49,soft,double_soft_max_topk,4,4,32,0,0,4,32
30,4,49,soft,single_soft_mean_topk,4,4,32,0,0,4,32
30,4,49,soft,single_mobility_topk_soft,4,4,32,0,0,4,32
30,4,49,soft,double_soft_max_matched,8,8,32,0,0,8,32
30,4,49,soft,single_soft_mean_matched,8,8,32,0,0,8,32
30,4,49,soft,single_mobility_matched_soft,8,8,32,0,0,8,32
30,4,49,hard_diagnostic,loop_hard_diagnostic_topk,4,4,32,0,0,4,32
