query,budget_per_head,group,family,selector,n_selected,trap_tp,trap_pos,loop_tp,loop_pos,static_tp,static_pos
30,8,10,hard_diagnostic,single_mobility_topk_hard_diagnostic,8,8,22,3,17,7,7
30,8,10,hard_diagnostic,double_hard_diagnostic_max_matched,16,13,22,9,17,5,7
30,8,10,hard_diagnostic,single_hard_diagnostic_mean_matched,16,12,22,9,17,5,7
30,8,10,hard_diagnostic,single_mobility_matched_hard_diagnostic,16,15,22,10,17,7,7
30,8,13,soft,loop_soft_topk,8,2,23,0,0,2,23
30,8,13,soft,static_soft_topk,8,6,23,0,0,6,23
30,8,13,soft,double_soft_union,15,8,23,0,0,8,23
30,8,13,soft,double_soft_max_topk,8,2,23,0,0,2,23
30,8,13,soft,single_soft_mean_topk,8,5,23,0,0,5,23
30,8,13,soft,single_mobility_topk_soft,8,6,23,0,0,6,23
30,8,13,soft,double_soft_max_matched,15,7,23,0,0,7,23
30,8,13,soft,single_soft_mean_matched,15,11,23,0,0,11,23
30,8,13,soft,single_mobility_matched_soft,15,12,23,0,0,12,23
30,8,13,hard_diagnostic,loop_hard_diagnostic_topk,8,4,23,0,0,4,23
30,8,13,hard_diagnostic,static_hard_diagnostic_topk,8,7,23,0,0,7,23
30,8,13,hard_diagnostic,double_hard_diagnostic_union,16,11,23,0,0,11,23
30,8,13,hard_diagnostic,double_hard_diagnostic_max_topk,8,4,23,0,0,4,23
30,8,13,hard_diagnostic,single_hard_diagnostic_mean_topk,8,7,23,0,0,7,23
30,8,13,hard_diagnostic,single_mobility_topk_hard_diagnostic,8,6,23,0,0,6,23
30,8,13,hard_diagnostic,double_hard_diagnostic_max_matched,16,10,23,0,0,10,23
30,8,13,hard_diagnostic,single_hard_diagnostic_mean_matched,16,13,23,0,0,13,23
30,8,13,hard_diagnostic,single_mobility_matched_hard_diagnostic,16,13,23,0,0,13,23
30,8,16,soft,loop_soft_topk,8,1,3,0,1,1,3
30,8,16,soft,static_soft_topk,8,3,3,1,1,3,3
30,8,16,soft,double_soft_union,15,3,3,1,1,3,3
30,8,16,soft,double_soft_max_topk,8,3,3,1,1,3,3
30,8,16,soft,single_soft_mean_topk,8,3,3,1,1,3,3
30,8,16,soft,single_mobility_topk_soft,8,3,3,1,1,3,3
30,8,16,soft,double_soft_max_matched,15,3,3,1,1,3,3
30,8,16,soft,single_soft_mean_matched,15,3,3,1,1,3,3
30,8,16,soft,single_mobility_matched_soft,15,3,3,1,1,3,3
30,8,16,hard_diagnostic,loop_hard_diagnostic_topk,8,0,3,0,1,0,3
30,8,16,hard_diagnostic,static_hard_diagnostic_topk,8,2,3,1,1,2,3
30,8,16,hard_diagnostic,double_hard_diagnostic_union,13,2,3,1,1,2,3
30,8,16,hard_diagnostic,double_hard_diagnostic_max_topk,8,0,3,0,1,0,3
30,8,16,hard_diagnostic,single_hard_diagnostic_mean_topk,8,1,3,0,1,1,3
30,8,16,hard_diagnostic,single_mobility_topk_hard_diagnostic,8,3,3,1,1,3,3
30,8,16,hard_diagnostic,double_hard_diagnostic_max_matched,13,2,3,1,1,2,3
30,8,16,hard_diagnostic,single_hard_diagnostic_mean_matched,13,1,3,0,1,1,3
30,8,16,hard_diagnostic,single_mobility_matched_hard_diagnostic,13,3,3,1,1,3,3
30,8,20,soft,loop_soft_topk,8,2,2,2,2,0,0
30,8,20,soft,static_soft_topk,8,1,2,1,2,0,0
30,8,20,soft,double_soft_union,12,2,2,2,2,0,0
30,8,20,soft,double_soft_max_topk,8,2,2,2,2,0,0
30,8,20,soft,single_soft_mean_topk,8,2,2,2,2,0,0
30,8,20,soft,single_mobility_topk_soft,8,1,2,1,2,0,0
30,8,20,soft,double_soft_max_matched,12,2,2,2,2,0,0
30,8,20,soft,single_soft_mean_matched,12,2,2,2,2,0,0
30,8,20,soft,single_mobility_matched_soft,12,2,2,2,2,0,0
30,8,20,hard_diagnostic,loop_hard_diagnostic_topk,8,1,2,1,2,0,0
30,8,20,hard_diagnostic,static_hard_diagnostic_topk,8,1,2,1,2,0,0
30,8,20,hard_diagnostic,double_hard_diagnostic_union,13,2,2,2,2,0,0
30,8,20,hard_diagnostic,double_hard_diagnostic_max_topk,8,1,2,1,2,0,0
30,8,20,hard_diagnostic,single_hard_diagnostic_mean_topk,8,2,2,2,2,0,0
30,8,20,hard_diagnostic,single_mobility_topk_hard_diagnostic,8,1,2,1,2,0,0
30,8,20,hard_diagnostic,double_hard_diagnostic_max_matched,13,2,2,2,2,0,0
30,8,20,hard_diagnostic,single_hard_diagnostic_mean_matched,13,2,2,2,2,0,0
30,8,20,hard_diagnostic,single_mobility_matched_hard_diagnostic,13,2,2,2,2,0,0
30,8,23,soft,loop_soft_topk,8,0,1,0,1,0,1
30,8,23,soft,static_soft_topk,8,1,1,1,1,1,1
30,8,23,soft,double_soft_union,14,1,1,1,1,1,1
30,8,23,soft,double_soft_max_topk,8,0,1,0,1,0,1
30,8,23,soft,single_soft_mean_topk,8,1,1,1,1,1,1
30,8,23,soft,single_mobility_topk_soft,8,1,1,1,1,1,1
30,8,23,soft,double_soft_max_matched,14,0,1,0,1,0,1
30,8,23,soft,single_soft_mean_matched,14,1,1,1,1,1,1
30,8,23,soft,single_mobility_matched_soft,14,1,1,1,1,1,1
30,8,23,hard_diagnostic,loop_hard_diagnostic_topk,8,0,1,0,1,0,1
30,8,23,hard_diagnostic,static_hard_diagnostic_topk,8,1,1,1,1,1,1
30,8,23,hard_diagnostic,double_hard_diagnostic_union,14,1,1,1,1,1,1
30,8,23,hard_diagnostic,double_hard_diagnostic_max_topk,8,0,1,0,1,0,1
30,8,23,hard_diagnostic,single_hard_diagnostic_mean_topk,8,0,1,0,1,0,1
30,8,23,hard_diagnostic,single_mobility_topk_hard_diagnostic,8,1,1,1,1,1,1
30,8,23,hard_diagnostic,double_hard_diagnostic_max_matched,14,0,1,0,1,0,1
30,8,23,hard_diagnostic,single_hard_diagnostic_mean_matched,14,0,1,0,1,0,1
30,8,23,hard_diagnostic,single_mobility_matched_hard_diagnostic,14,1,1,1,1,1,1
30,8,26,soft,loop_soft_topk,8,3,21,0,6,3,17
30,8,26,soft,static_soft_topk,8,8,21,2,6,6,17
30,8,26,soft,double_soft_union,14,9,21,2,6,7,17
30,8,26,soft,double_soft_max_topk,8,3,21,0,6,3,17
30,8,26,soft,single_soft_mean_topk,8,6,21,0,6,6,17
30,8,26,soft,single_mobility_topk_soft,8,6,21,1,6,6,17
30,8,26,soft,double_soft_max_matched,14,9,21,2,6,9,17
30,8,26,soft,single_soft_mean_matched,14,8,21,0,6,8,17
30,8,26,soft,single_mobility_matched_soft,14,12,21,1,6,12,17
30,8,26,hard_diagnostic,loop_hard_diagnostic_topk,8,3,21,1,6,3,17
30,8,26,hard_diagnostic,static_hard_diagnostic_topk,8,7,21,3,6,5,17
30,8,26,hard_diagnostic,double_hard_diagnostic_union,14,8,21,3,6,6,17
30,8,26,hard_diagnostic,double_hard_diagnostic_max_topk,8,3,21,1,6,3,17
30,8,26,hard_diagnostic,single_hard_diagnostic_mean_topk,8,7,21,1,6,7,17
30,8,26,hard_diagnostic,single_mobility_topk_hard_diagnostic,8,6,21,1,6,6,17
30,8,26,hard_diagnostic,double_hard_diagnostic_max_matched,14,9,21,1,6,9,17
30,8,26,hard_diagnostic,single_hard_diagnostic_mean_matched,14,12,21,2,6,11,17
30,8,26,hard_diagnostic,single_mobility_matched_hard_diagnostic,14,12,21,1,6,12,17
30,8,29,soft,loop_soft_topk,8,0,2,0,0,0,2
30,8,29,soft,static_soft_topk,8,1,2,0,0,1,2
30,8,29,soft,double_soft_union,13,1,2,0,0,1,2
30,8,29,soft,double_soft_max_topk,8,0,2,0,0,0,2
30,8,29,soft,single_soft_mean_topk,8,1,2,0,0,1,2
30,8,29,soft,single_mobility_topk_soft,8,2,2,0,0,2,2
30,8,29,soft,double_soft_max_matched,13,1,2,0,0,1,2
30,8,29,soft,single_soft_mean_matched,13,1,2,0,0,1,2
30,8,29,soft,single_mobility_matched_soft,13,2,2,0,0,2,2
30,8,29,hard_diagnostic,loop_hard_diagnostic_topk,8,0,2,0,0,0,2
30,8,29,hard_diagnostic,static_hard_diagnostic_topk,8,2,2,0,0,2,2
30,8,29,hard_diagnostic,double_hard_diagnostic_union,14,2,2,0,0,2,2
30,8,29,hard_diagnostic,double_hard_diagnostic_max_topk,8,0,2,0,0,0,2
30,8,29,hard_diagnostic,single_hard_diagnostic_mean_topk,8,1,2,0,0,1,2
30,8,29,hard_diagnostic,single_mobility_topk_hard_diagnostic,8,2,2,0,0,2,2
30,8,29,hard_diagnostic,double_hard_diagnostic_max_matched,14,2,2,0,0,2,2
30,8,29,hard_diagnostic,single_hard_diagnostic_mean_matched,14,2,2,0,0,2,2
30,8,29,hard_diagnostic,single_mobility_matched_hard_diagnostic,14,2,2,0,0,2,2
30,8,33,soft,loop_soft_topk,8,0,0,0,0,0,0
30,8,33,soft,static_soft_topk,8,0,0,0,0,0,0
30,8,33,soft,double_soft_union,12,0,0,0,0,0,0
30,8,33,soft,double_soft_max_topk,8,0,0,0,0,0,0
30,8,33,soft,single_soft_mean_topk,8,0,0,0,0,0,0
30,8,33,soft,single_mobility_topk_soft,8,0,0,0,0,0,0
30,8,33,soft,double_soft_max_matched,12,0,0,0,0,0,0
30,8,33,soft,single_soft_mean_matched,12,0,0,0,0,0,0
30,8,33,soft,single_mobility_matched_soft,12,0,0,0,0,0,0
30,8,33,hard_diagnostic,loop_hard_diagnostic_topk,8,0,0,0,0,0,0
30,8,33,hard_diagnostic,static_hard_diagnostic_topk,8,0,0,0,0,0,0
30,8,33,hard_diagnostic,double_hard_diagnostic_union,13,0,0,0,0,0,0
30,8,33,hard_diagnostic,double_hard_diagnostic_max_topk,8,0,0,0,0,0,0
30,8,33,hard_diagnostic,single_hard_diagnostic_mean_topk,8,0,0,0,0,0,0
30,8,33,hard_diagnostic,single_mobility_topk_hard_diagnostic,8,0,0,0,0,0,0
30,8,33,hard_diagnostic,double_hard_diagnostic_max_matched,13,0,0,0,0,0,0
30,8,33,hard_diagnostic,single_hard_diagnostic_mean_matched,13,0,0,0,0,0,0
30,8,33,hard_diagnostic,single_mobility_matched_hard_diagnostic,13,0,0,0,0,0,0
30,8,36,soft,loop_soft_topk,8,0,0,0,0,0,0
30,8,36,soft,static_soft_topk,8,0,0,0,0,0,0
30,8,36,soft,double_soft_union,15,0,0,0,0,0,0
30,8,36,soft,double_soft_max_topk,8,0,0,0,0,0,0
30,8,36,soft,single_soft_mean_topk,8,0,0,0,0,0,0
30,8,36,soft,single_mobility_topk_soft,8,0,0,0,0,0,0
30,8,36,soft,double_soft_max_matched,15,0,0,0,0,0,0
30,8,36,soft,single_soft_mean_matched,15,0,0,0,0,0,0
30,8,36,soft,single_mobility_matched_soft,15,0,0,0,0,0,0
30,8,36,hard_diagnostic,loop_hard_diagnostic_topk,8,0,0,0,0,0,0
30,8,36,hard_diagnostic,static_hard_diagnostic_topk,8,0,0,0,0,0,0
30,8,36,hard_diagnostic,double_hard_diagnostic_union,13,0,0,0,0,0,0
30,8,36,hard_diagnostic,double_hard_diagnostic_max_topk,8,0,0,0,0,0,0
30,8,36,hard_diagnostic,single_hard_diagnostic_mean_topk,8,0,0,0,0,0,0
30,8,36,hard_diagnostic,single_mobility_topk_hard_diagnostic,8,0,0,0,0,0,0
30,8,36,hard_diagnostic,double_hard_diagnostic_max_matched,13,0,0,0,0,0,0
30,8,36,hard_diagnostic,single_hard_diagnostic_mean_matched,13,0,0,0,0,0,0
30,8,36,hard_diagnostic,single_mobility_matched_hard_diagnostic,13,0,0,0,0,0,0
30,8,39,soft,loop_soft_topk,8,7,26,3,5,4,21
30,8,39,soft,static_soft_topk,8,6,26,2,5,4,21
30,8,39,soft,double_soft_union,12,10,26,4,5,6,21
30,8,39,soft,double_soft_max_topk,8,7,26,3,5,4,21
30,8,39,soft,single_soft_mean_topk,8,6,26,2,5,4,21
30,8,39,soft,single_mobility_topk_soft,8,5,26,1,5,4,21
30,8,39,soft,double_soft_max_matched,12,11,26,5,5,6,21
30,8,39,soft,single_soft_mean_matched,12,9,26,2,5,7,21
30,8,39,soft,single_mobility_matched_soft,12,7,26,2,5,5,21
30,8,39,hard_diagnostic,loop_hard_diagnostic_topk,8,7,26,2,5,5,21
30,8,39,hard_diagnostic,static_hard_diagnostic_topk,8,6,26,1,5,5,21
30,8,39,hard_diagnostic,double_hard_diagnostic_union,14,12,26,3,5,9,21
30,8,39,hard_diagnostic,double_hard_diagnostic_max_topk,8,7,26,2,5,5,21
30,8,39,hard_diagnostic,single_hard_diagnostic_mean_topk,8,6,26,0,5,6,21
30,8,39,hard_diagnostic,single_mobility_topk_hard_diagnostic,8,5,26,1,5,4,21
30,8,39,hard_diagnostic,double_hard_diagnostic_max_matched,14,12,26,4,5,8,21
30,8,39,hard_diagnostic,single_hard_diagnostic_mean_matched,14,12,26,3,5,9,21
30,8,39,hard_diagnostic,single_mobility_matched_hard_diagnostic,14,9,26,2,5,7,21
30,8,42,soft,loop_soft_topk,8,5,16,5,8,0,8
30,8,42,soft,static_soft_topk,8,3,16,0,8,3,8
30,8,42,soft,double_soft_union,16,8,16,5,8,3,8
30,8,42,soft,double_soft_max_topk,8,5,16,4,8,1,8
30,8,42,soft,single_soft_mean_topk,8,3,16,2,8,1,8
30,8,42,soft,single_mobility_topk_soft,8,7,16,1,8,6,8
30,8,42,soft,double_soft_max_matched,16,9,16,6,8,3,8
30,8,42,soft,single_soft_mean_matched,16,7,16,4,8,3,8
30,8,42,soft,single_mobility_matched_soft,16,8,16,2,8,6,8
30,8,42,hard_diagnostic,loop_hard_diagnostic_topk,8,5,16,4,8,1,8
30,8,42,hard_diagnostic,static_hard_diagnostic_topk,8,6,16,1,8,5,8
30,8,42,hard_diagnostic,double_hard_diagnostic_union,15,10,16,5,8,5,8
30,8,42,hard_diagnostic,double_hard_diagnostic_max_topk,8,5,16,4,8,1,8
30,8,42,hard_diagnostic,single_hard_diagnostic_mean_topk,8,5,16,3,8,2,8
30,8,42,hard_diagnostic,single_mobility_topk_hard_diagnostic,8,7,16,1,8,6,8
30,8,42,hard_diagnostic,double_hard_diagnostic_max_matched,15,10,16,7,8,3,8
30,8,42,hard_diagnostic,single_hard_diagnostic_mean_matched,15,7,16,4,8,3,8
30,8,42,hard_diagnostic,single_mobility_matched_hard_diagnostic,15,8,16,2,8,6,8
30,8,46,soft,loop_soft_topk,8,0,0,0,0,0,0
30,8,46,soft,static_soft_topk,8,0,0,0,0,0,0
30,8,46,soft,double_soft_union,12,0,0,0,0,0,0
30,8,46,soft,double_soft_max_topk,8,0,0,0,0,0,0
30,8,46,soft,single_soft_mean_topk,8,0,0,0,0,0,0
30,8,46,soft,single_mobility_topk_soft,8,0,0,0,0,0,0
30,8,46,soft,double_soft_max_matched,12,0,0,0,0,0,0
30,8,46,soft,single_soft_mean_matched,12,0,0,0,0,0,0
30,8,46,soft,single_mobility_matched_soft,12,0,0,0,0,0,0
30,8,46,hard_diagnostic,loop_hard_diagnostic_topk,8,0,0,0,0,0,0
30,8,46,hard_diagnostic,static_hard_diagnostic_topk,8,0,0,0,0,0,0
30,8,46,hard_diagnostic,double_hard_diagnostic_union,13,0,0,0,0,0,0
30,8,46,hard_diagnostic,double_hard_diagnostic_max_topk,8,0,0,0,0,0,0
30,8,46,hard_diagnostic,single_hard_diagnostic_mean_topk,8,0,0,0,0,0,0
30,8,46,hard_diagnostic,single_mobility_topk_hard_diagnostic,8,0,0,0,0,0,0
30,8,46,hard_diagnostic,double_hard_diagnostic_max_matched,13,0,0,0,0,0,0
30,8,46,hard_diagnostic,single_hard_diagnostic_mean_matched,13,0,0,0,0,0,0
30,8,46,hard_diagnostic,single_mobility_matched_hard_diagnostic,13,0,0,0,0,0,0
30,8,49,soft,loop_soft_topk,8,8,32,0,0,8,32
30,8,49,soft,static_soft_topk,8,8,32,0,0,8,32
30,8,49,soft,double_soft_union,16,16,32,0,0,16,32
30,8,49,soft,double_soft_max_topk,8,8,32,0,0,8,32
30,8,49,soft,single_soft_mean_topk,8,8,32,0,0,8,32
30,8,49,soft,single_mobility_topk_soft,8,8,32,0,0,8,32
30,8,49,soft,double_soft_max_matched,16,16,32,0,0,16,32
30,8,49,soft,single_soft_mean_matched,16,16,32,0,0,16,32
30,8,49,soft,single_mobility_matched_soft,16,16,32,0,0,16,32
30,8,49,hard_diagnostic,loop_hard_diagnostic_topk,8,8,32,0,0,8,32
30,8,49,hard_diagnostic,static_hard_diagnostic_topk,8,8,32,0,0,8,32
30,8,49,hard_diagnostic,double_hard_diagnostic_union,13,13,32,0,0,13,32
30,8,49,hard_diagnostic,double_hard_diagnostic_max_topk,8,8,32,0,0,8,32
30,8,49,hard_diagnostic,single_hard_diagnostic_mean_topk,8,8,32,0,0,8,32
30,8,49,hard_diagnostic,single_mobility_topk_hard_diagnostic,8,8,32,0,0,8,32
30,8,49,hard_diagnostic,double_hard_diagnostic_max_matched,13,13,32,0,0,13,32
30,8,49,hard_diagnostic,single_hard_diagnostic_mean_matched,13,13,32,0,0,13,32
30,8,49,hard_diagnostic,single_mobility_matched_hard_diagnostic,13,13,32,0,0,13,32
30,16,0,soft,loop_soft_topk,16,5,17,3,4,2,13
30,16,0,soft,static_soft_topk,16,13,17,0,4,13,13
30,16,0,soft,double_soft_union,27,16,17,3,4,13,13
30,16,0,soft,double_soft_max_topk,16,8,17,3,4,5,13
30,16,0,soft,single_soft_mean_topk,16,10,17,2,4,8,13
30,16,0,soft,single_mobility_topk_soft,16,13,17,1,4,12,13
30,16,0,soft,double_soft_max_matched,27,14,17,3,4,11,13
30,16,0,soft,single_soft_mean_matched,27,15,17,3,4,12,13
30,16,0,soft,single_mobility_matched_soft,27,17,17,4,4,13,13
30,16,0,hard_diagnostic,loop_hard_diagnostic_topk,16,5,17,3,4,2,13
30,16,0,hard_diagnostic,static_hard_diagnostic_topk,16,12,17,0,4,12,13
30,16,0,hard_diagnostic,double_hard_diagnostic_union,28,15,17,3,4,12,13
30,16,0,hard_diagnostic,double_hard_diagnostic_max_topk,16,8,17,3,4,5,13
30,16,0,hard_diagnostic,single_hard_diagnostic_mean_topk,16,8,17,1,4,7,13
30,16,0,hard_diagnostic,single_mobility_topk_hard_diagnostic,16,13,17,1,4,12,13
30,16,0,hard_diagnostic,double_hard_diagnostic_max_matched,28,14,17,3,4,11,13
30,16,0,hard_diagnostic,single_hard_diagnostic_mean_matched,28,16,17,3,4,13,13
30,16,0,hard_diagnostic,single_mobility_matched_hard_diagnostic,28,17,17,4,4,13,13
30,16,3,soft,loop_soft_topk,16,11,25,2,10,9,18
30,16,3,soft,static_soft_topk,16,15,25,4,10,13,18
30,16,3,soft,double_soft_union,25,20,25,6,10,16,18
30,16,3,soft,double_soft_max_topk,16,11,25,1,10,10,18
30,16,3,soft,single_soft_mean_topk,16,12,25,2,10,10,18
30,16,3,soft,single_mobility_topk_soft,16,15,25,7,10,10,18
30,16,3,soft,double_soft_max_matched,25,20,25,7,10,16,18
30,16,3,soft,single_soft_mean_matched,25,21,25,6,10,16,18
30,16,3,soft,single_mobility_matched_soft,25,22,25,8,10,16,18
30,16,3,hard_diagnostic,loop_hard_diagnostic_topk,16,10,25,2,10,8,18
30,16,3,hard_diagnostic,static_hard_diagnostic_topk,16,16,25,5,10,13,18
30,16,3,hard_diagnostic,double_hard_diagnostic_union,25,19,25,5,10,16,18
30,16,3,hard_diagnostic,double_hard_diagnostic_max_topk,16,10,25,2,10,9,18
30,16,3,hard_diagnostic,single_hard_diagnostic_mean_topk,16,13,25,4,10,10,18
30,16,3,hard_diagnostic,single_mobility_topk_hard_diagnostic,16,15,25,7,10,10,18
30,16,3,hard_diagnostic,double_hard_diagnostic_max_matched,25,19,25,5,10,15,18
30,16,3,hard_diagnostic,single_hard_diagnostic_mean_matched,25,20,25,8,10,14,18
30,16,3,hard_diagnostic,single_mobility_matched_hard_diagnostic,25,22,25,8,10,16,18
30,16,7,soft,loop_soft_topk,16,1,3,1,3,0,1
30,16,7,soft,static_soft_topk,16,3,3,3,3,1,1
30,16,7,soft,double_soft_union,23,3,3,3,3,1,1
30,16,7,soft,double_soft_max_topk,16,2,3,2,3,1,1
30,16,7,soft,single_soft_mean_topk,16,2,3,2,3,1,1
30,16,7,soft,single_mobility_topk_soft,16,3,3,3,3,1,1
30,16,7,soft,double_soft_max_matched,23,3,3,3,3,1,1
30,16,7,soft,single_soft_mean_matched,23,3,3,3,3,1,1
30,16,7,soft,single_mobility_matched_soft,23,3,3,3,3,1,1
30,16,7,hard_diagnostic,loop_hard_diagnostic_topk,16,3,3,3,3,1,1
30,16,7,hard_diagnostic,static_hard_diagnostic_topk,16,3,3,3,3,1,1
30,16,7,hard_diagnostic,double_hard_diagnostic_union,25,3,3,3,3,1,1
30,16,7,hard_diagnostic,double_hard_diagnostic_max_topk,16,2,3,2,3,0,1
30,16,7,hard_diagnostic,single_hard_diagnostic_mean_topk,16,3,3,3,3,1,1
30,16,7,hard_diagnostic,single_mobility_topk_hard_diagnostic,16,3,3,3,3,1,1
30,16,7,hard_diagnostic,double_hard_diagnostic_max_matched,25,3,3,3,3,1,1
30,16,7,hard_diagnostic,single_hard_diagnostic_mean_matched,25,3,3,3,3,1,1
30,16,7,hard_diagnostic,single_mobility_matched_hard_diagnostic,25,3,3,3,3,1,1
30,16,10,soft,loop_soft_topk,16,10,22,9,17,1,7
30,16,10,soft,static_soft_topk,16,13,22,8,17,7,7
30,16,10,soft,double_soft_union,28,21,22,16,17,7,7
30,16,10,soft,double_soft_max_topk,16,13,22,9,17,5,7
30,16,10,soft,single_soft_mean_topk,16,13,22,10,17,4,7
30,16,10,soft,single_mobility_topk_soft,16,15,22,10,17,7,7
30,16,10,soft,double_soft_max_matched,28,22,22,17,17,7,7
30,16,10,soft,single_soft_mean_matched,28,21,22,16,17,7,7
30,16,10,soft,single_mobility_matched_soft,28,21,22,16,17,7,7
30,16,10,hard_diagnostic,loop_hard_diagnostic_topk,16,12,22,10,17,3,7
30,16,10,hard_diagnostic,static_hard_diagnostic_topk,16,13,22,8,17,7,7
30,16,10,hard_diagnostic,double_hard_diagnostic_union,26,19,22,14,17,7,7
30,16,10,hard_diagnostic,double_hard_diagnostic_max_topk,16,13,22,9,17,5,7
30,16,10,hard_diagnostic,single_hard_diagnostic_mean_topk,16,12,22,9,17,5,7
30,16,10,hard_diagnostic,single_mobility_topk_hard_diagnostic,16,15,22,10,17,7,7
30,16,10,hard_diagnostic,double_hard_diagnostic_max_matched,26,19,22,14,17,7,7
30,16,10,hard_diagnostic,single_hard_diagnostic_mean_matched,26,19,22,14,17,7,7
30,16,10,hard_diagnostic,single_mobility_matched_hard_diagnostic,26,20,22,15,17,7,7
30,16,13,soft,loop_soft_topk,16,9,23,0,0,9,23
30,16,13,soft,static_soft_topk,16,13,23,0,0,13,23
30,16,13,soft,double_soft_union,27,18,23,0,0,18,23
30,16,13,soft,double_soft_max_topk,16,8,23,0,0,8,23
30,16,13,soft,single_soft_mean_topk,16,12,23,0,0,12,23
30,16,13,soft,single_mobility_topk_soft,16,13,23,0,0,13,23
30,16,13,soft,double_soft_max_matched,27,18,23,0,0,18,23
30,16,13,soft,single_soft_mean_matched,27,20,23,0,0,20,23
30,16,13,soft,single_mobility_matched_soft,27,22,23,0,0,22,23
30,16,13,hard_diagnostic,loop_hard_diagnostic_topk,16,9,23,0,0,9,23
30,16,13,hard_diagnostic,static_hard_diagnostic_topk,16,14,23,0,0,14,23
30,16,13,hard_diagnostic,double_hard_diagnostic_union,27,18,23,0,0,18,23
30,16,13,hard_diagnostic,double_hard_diagnostic_max_topk,16,10,23,0,0,10,23
30,16,13,hard_diagnostic,single_hard_diagnostic_mean_topk,16,13,23,0,0,13,23
30,16,13,hard_diagnostic,single_mobility_topk_hard_diagnostic,16,13,23,0,0,13,23
30,16,13,hard_diagnostic,double_hard_diagnostic_max_matched,27,19,23,0,0,19,23
30,16,13,hard_diagnostic,single_hard_diagnostic_mean_matched,27,18,23,0,0,18,23
30,16,13,hard_diagnostic,single_mobility_matched_hard_diagnostic,27,22,23,0,0,22,23
30,16,16,soft,loop_soft_topk,16,1,3,0,1,1,3
30,16,16,soft,static_soft_topk,16,3,3,1,1,3,3
30,16,16,soft,double_soft_union,26,3,3,1,1,3,3
30,16,16,soft,double_soft_max_topk,16,3,3,1,1,3,3
30,16,16,soft,single_soft_mean_topk,16,3,3,1,1,3,3
30,16,16,soft,single_mobility_topk_soft,16,3,3,1,1,3,3
30,16,16,soft,double_soft_max_matched,26,3,3,1,1,3,3
30,16,16,soft,single_soft_mean_matched,26,3,3,1,1,3,3
30,16,16,soft,single_mobility_matched_soft,26,3,3,1,1,3,3
30,16,16,hard_diagnostic,loop_hard_diagnostic_topk,16,0,3,0,1,0,3
30,16,16,hard_diagnostic,static_hard_diagnostic_topk,16,3,3,1,1,3,3
30,16,16,hard_diagnostic,double_hard_diagnostic_union,26,3,3,1,1,3,3
30,16,16,hard_diagnostic,double_hard_diagnostic_max_topk,16,2,3,1,1,2,3
30,16,16,hard_diagnostic,single_hard_diagnostic_mean_topk,16,1,3,0,1,1,3
30,16,16,hard_diagnostic,single_mobility_topk_hard_diagnostic,16,3,3,1,1,3,3
30,16,16,hard_diagnostic,double_hard_diagnostic_max_matched,26,3,3,1,1,3,3
30,16,16,hard_diagnostic,single_hard_diagnostic_mean_matched,26,2,3,1,1,2,3
30,16,16,hard_diagnostic,single_mobility_matched_hard_diagnostic,26,3,3,1,1,3,3
30,16,20,soft,loop_soft_topk,16,2,2,2,2,0,0
30,16,20,soft,static_soft_topk,16,1,2,1,2,0,0
30,16,20,soft,double_soft_union,22,2,2,2,2,0,0
30,16,20,soft,double_soft_max_topk,16,2,2,2,2,0,0
30,16,20,soft,single_soft_mean_topk,16,2,2,2,2,0,0
30,16,20,soft,single_mobility_topk_soft,16,2,2,2,2,0,0
30,16,20,soft,double_soft_max_matched,22,2,2,2,2,0,0
30,16,20,soft,single_soft_mean_matched,22,2,2,2,2,0,0
30,16,20,soft,single_mobility_matched_soft,22,2,2,2,2,0,0
30,16,20,hard_diagnostic,loop_hard_diagnostic_topk,16,2,2,2,2,0,0
30,16,20,hard_diagnostic,static_hard_diagnostic_topk,16,1,2,1,2,0,0
30,16,20,hard_diagnostic,double_hard_diagnostic_union,22,2,2,2,2,0,0
30,16,20,hard_diagnostic,double_hard_diagnostic_max_topk,16,2,2,2,2,0,0
30,16,20,hard_diagnostic,single_hard_diagnostic_mean_topk,16,2,2,2,2,0,0
30,16,20,hard_diagnostic,single_mobility_topk_hard_diagnostic,16,2,2,2,2,0,0
30,16,20,hard_diagnostic,double_hard_diagnostic_max_matched,22,2,2,2,2,0,0
30,16,20,hard_diagnostic,single_hard_diagnostic_mean_matched,22,2,2,2,2,0,0
30,16,20,hard_diagnostic,single_mobility_matched_hard_diagnostic,22,2,2,2,2,0,0
30,16,23,soft,loop_soft_topk,16,0,1,0,1,0,1
30,16,23,soft,static_soft_topk,16,1,1,1,1,1,1
30,16,23,soft,double_soft_union,22,1,1,1,1,1,1
30,16,23,soft,double_soft_max_topk,16,0,1,0,1,0,1
30,16,23,soft,single_soft_mean_topk,16,1,1,1,1,1,1
30,16,23,soft,single_mobility_topk_soft,16,1,1,1,1,1,1
30,16,23,soft,double_soft_max_matched,22,1,1,1,1,1,1
30,16,23,soft,single_soft_mean_matched,22,1,1,1,1,1,1
30,16,23,soft,single_mobility_matched_soft,22,1,1,1,1,1,1
30,16,23,hard_diagnostic,loop_hard_diagnostic_topk,16,0,1,0,1,0,1
30,16,23,hard_diagnostic,static_hard_diagnostic_topk,16,1,1,1,1,1,1
