query,budget_per_head,family,selector,mean_selected_per_pool,total_selected,trap_precision,trap_recall,loop_recall,static_recall,macro_subtype_recall
30,4,soft,single_mobility_topk_soft,4.0,64,0.53125,0.17616580310880828,0.14035087719298245,0.2054794520547945,0.17291516462388848
30,4,soft,single_soft_mean_matched,7.875,126,0.40476190476190477,0.26424870466321243,0.24561403508771928,0.2671232876712329,0.2563686613794761
30,4,soft,single_soft_mean_topk,4.0,64,0.390625,0.12953367875647667,0.08771929824561403,0.14383561643835616,0.1157774573419851
30,4,soft,static_soft_topk,4.0,64,0.5,0.16580310880829016,0.05263157894736842,0.21232876712328766,0.13248017303532805
30,8,hard_diagnostic,double_hard_diagnostic_max_matched,13.9375,223,0.40358744394618834,0.46632124352331605,0.5087719298245614,0.4452054794520548,0.4769887046383081
30,8,hard_diagnostic,double_hard_diagnostic_max_topk,8.0,128,0.3203125,0.21243523316062177,0.2631578947368421,0.18493150684931506,0.2240447007930786
30,8,hard_diagnostic,double_hard_diagnostic_union,13.9375,223,0.42152466367713004,0.48704663212435234,0.49122807017543857,0.4931506849315068,0.4921893775534727
30,8,hard_diagnostic,loop_hard_diagnostic_topk,8.0,128,0.3125,0.20725388601036268,0.2807017543859649,0.17123287671232876,0.22596731554914684
30,8,hard_diagnostic,single_hard_diagnostic_mean_matched,13.9375,223,0.4349775784753363,0.5025906735751295,0.47368421052631576,0.5068493150684932,0.49026676279740444
30,8,hard_diagnostic,single_hard_diagnostic_mean_topk,8.0,128,0.4375,0.29015544041450775,0.24561403508771928,0.3082191780821918,0.27691660658495554
30,8,hard_diagnostic,single_mobility_matched_hard_diagnostic,13.9375,223,0.4798206278026906,0.5544041450777202,0.49122807017543857,0.5821917808219178,0.5367099254986782
30,8,hard_diagnostic,single_mobility_topk_hard_diagnostic,8.0,128,0.5,0.3316062176165803,0.2807017543859649,0.3698630136986301,0.3252823840422975
30,8,hard_diagnostic,static_hard_diagnostic_topk,8.0,128,0.5,0.3316062176165803,0.24561403508771928,0.3835616438356164,0.31458783946166785
30,8,soft,double_soft_max_matched,14.25,228,0.3991228070175439,0.47150259067357514,0.543859649122807,0.4452054794520548,0.4945325642874309
30,8,soft,double_soft_max_topk,8.0,128,0.3515625,0.23316062176165803,0.3508771929824561,0.18493150684931506,0.2679043499158856
30,8,soft,double_soft_union,14.25,228,0.4166666666666667,0.49222797927461137,0.5614035087719298,0.4726027397260274,0.5170031242489785
30,8,soft,loop_soft_topk,8.0,128,0.3203125,0.21243523316062177,0.3508771929824561,0.14383561643835616,0.24735640471040615
30,8,soft,single_mobility_matched_soft,14.25,228,0.47368421052631576,0.5595854922279793,0.5087719298245614,0.589041095890411,0.5489065128574862
30,8,soft,single_mobility_topk_soft,8.0,128,0.5,0.3316062176165803,0.2807017543859649,0.3698630136986301,0.3252823840422975
30,8,soft,single_soft_mean_matched,14.25,228,0.40789473684210525,0.48186528497409326,0.43859649122807015,0.4931506849315068,0.4658735880797885
30,8,soft,single_soft_mean_topk,8.0,128,0.40625,0.2694300518134715,0.24561403508771928,0.273972602739726,0.25979331891372265
30,8,soft,static_soft_topk,8.0,128,0.4921875,0.32642487046632124,0.24561403508771928,0.3767123287671233,0.3111631819274213
30,16,hard_diagnostic,double_hard_diagnostic_max_matched,23.875,382,0.39528795811518325,0.7823834196891192,0.8070175438596491,0.773972602739726,0.7904950732996876
30,16,hard_diagnostic,double_hard_diagnostic_max_topk,16.0,256,0.38671875,0.5129533678756477,0.543859649122807,0.4931506849315068,0.518505167027157
30,16,hard_diagnostic,double_hard_diagnostic_union,23.875,382,0.39790575916230364,0.7875647668393783,0.8070175438596491,0.7808219178082192,0.7939197308339341
30,16,hard_diagnostic,loop_hard_diagnostic_topk,16.0,256,0.3515625,0.46632124352331605,0.543859649122807,0.4246575342465753,0.4842585916846912
30,16,hard_diagnostic,single_hard_diagnostic_mean_matched,23.875,382,0.4005235602094241,0.7927461139896373,0.8421052631578947,0.773972602739726,0.8080389329488104
30,16,hard_diagnostic,single_hard_diagnostic_mean_topk,16.0,256,0.40234375,0.533678756476684,0.5087719298245614,0.541095890410959,0.5249339101177601
30,16,hard_diagnostic,single_mobility_matched_hard_diagnostic,23.875,382,0.42670157068062825,0.844559585492228,0.8245614035087719,0.8561643835616438,0.8403628935352079
30,16,hard_diagnostic,single_mobility_topk_hard_diagnostic,16.0,256,0.453125,0.6010362694300518,0.5614035087719298,0.636986301369863,0.5991949050708965
30,16,hard_diagnostic,static_hard_diagnostic_topk,16.0,256,0.45703125,0.6062176165803109,0.5087719298245614,0.6575342465753424,0.5831530881999519
30,16,soft,double_soft_max_matched,24.75,396,0.398989898989899,0.8186528497409327,0.9122807017543859,0.7945205479452054,0.8534006248497956
30,16,soft,double_soft_max_topk,16.0,256,0.375,0.49740932642487046,0.5614035087719298,0.4726027397260274,0.5170031242489785
30,16,soft,double_soft_union,24.75,396,0.4015151515151515,0.8238341968911918,0.8771929824561403,0.8082191780821918,0.842706080269166
30,16,soft,loop_soft_topk,16.0,256,0.3359375,0.44559585492227977,0.543859649122807,0.3904109589041096,0.4671353040134583
30,16,soft,single_mobility_matched_soft,24.75,396,0.4292929292929293,0.8808290155440415,0.8947368421052632,0.8767123287671232,0.8857245854361933
30,16,soft,single_mobility_topk_soft,16.0,256,0.453125,0.6010362694300518,0.5614035087719298,0.636986301369863,0.5991949050708965
30,16,soft,single_soft_mean_matched,24.75,396,0.4065656565656566,0.8341968911917098,0.8596491228070176,0.821917808219178,0.8407834655130978
30,16,soft,single_soft_mean_topk,16.0,256,0.3984375,0.5284974093264249,0.5087719298245614,0.5342465753424658,0.5215092525835137
30,16,soft,static_soft_topk,16.0,256,0.44140625,0.5854922279792746,0.42105263157894735,0.6575342465753424,0.5392934390771449
34,4,hard_diagnostic,double_hard_diagnostic_max_matched,7.375,118,0.3728813559322034,0.22797927461139897,0.42105263157894735,0.14383561643835616,0.28244412400865176
34,4,hard_diagnostic,double_hard_diagnostic_max_topk,4.0,64,0.359375,0.11917098445595854,0.24561403508771928,0.06164383561643835,0.15362893535207883
34,4,hard_diagnostic,double_hard_diagnostic_union,7.375,118,0.423728813559322,0.25906735751295334,0.2982456140350877,0.2465753424657534,0.27241047825042053
34,4,hard_diagnostic,loop_hard_diagnostic_topk,4.0,64,0.359375,0.11917098445595854,0.24561403508771928,0.06164383561643835,0.15362893535207883
34,4,hard_diagnostic,single_hard_diagnostic_mean_matched,7.375,118,0.4322033898305085,0.26424870466321243,0.3157894736842105,0.2328767123287671,0.2743330930064888
34,4,hard_diagnostic,single_hard_diagnostic_mean_topk,4.0,64,0.40625,0.13471502590673576,0.15789473684210525,0.11643835616438356,0.1371665465032444
34,4,hard_diagnostic,single_mobility_matched_hard_diagnostic,7.375,118,0.5677966101694916,0.3471502590673575,0.19298245614035087,0.4246575342465753,0.3088199951934631
34,4,hard_diagnostic,single_mobility_topk_hard_diagnostic,4.0,64,0.609375,0.20207253886010362,0.10526315789473684,0.2534246575342466,0.1793439077144917
34,4,hard_diagnostic,static_hard_diagnostic_topk,4.0,64,0.484375,0.16062176165803108,0.07017543859649122,0.2054794520547945,0.13782744532564287
34,4,soft,double_soft_max_matched,7.625,122,0.4098360655737705,0.25906735751295334,0.45614035087719296,0.1780821917808219,0.3171112713290074
34,4,soft,double_soft_max_topk,4.0,64,0.40625,0.13471502590673576,0.2982456140350877,0.07534246575342465,0.1867940398942562
34,4,soft,double_soft_union,7.625,122,0.47540983606557374,0.3005181347150259,0.3157894736842105,0.2945205479452055,0.30515501081470797
34,4,soft,loop_soft_topk,4.0,64,0.375,0.12435233160621761,0.2807017543859649,0.06164383561643835,0.17117279500120164
34,4,soft,single_mobility_matched_soft,7.625,122,0.5491803278688525,0.3471502590673575,0.17543859649122806,0.4315068493150685,0.3034727229031483
34,4,soft,single_mobility_topk_soft,4.0,64,0.609375,0.20207253886010362,0.10526315789473684,0.2534246575342466,0.1793439077144917
34,4,soft,single_soft_mean_matched,7.625,122,0.4426229508196721,0.27979274611398963,0.2807017543859649,0.2671232876712329,0.27391252102859887
34,4,soft,single_soft_mean_topk,4.0,64,0.4375,0.14507772020725387,0.14035087719298245,0.14383561643835616,0.14209324681566932
34,4,soft,static_soft_topk,4.0,64,0.59375,0.19689119170984457,0.05263157894736842,0.2534246575342466,0.1530281182408075
34,8,hard_diagnostic,double_hard_diagnostic_max_matched,13.8125,221,0.40271493212669685,0.46113989637305697,0.5964912280701754,0.4041095890410959,0.5003004085556356
34,8,hard_diagnostic,double_hard_diagnostic_max_topk,8.0,128,0.3828125,0.2538860103626943,0.43859649122807015,0.17123287671232876,0.30491468397019944
34,8,hard_diagnostic,double_hard_diagnostic_union,13.8125,221,0.42081447963800905,0.48186528497409326,0.5614035087719298,0.4520547945205479,0.5067291516462389
34,8,hard_diagnostic,loop_hard_diagnostic_topk,8.0,128,0.375,0.24870466321243523,0.42105263157894735,0.1643835616438356,0.2927180966113915
34,8,hard_diagnostic,single_hard_diagnostic_mean_matched,13.8125,221,0.42081447963800905,0.48186528497409326,0.543859649122807,0.4589041095890411,0.501381879355924
34,8,hard_diagnostic,single_hard_diagnostic_mean_topk,8.0,128,0.4296875,0.2849740932642487,0.3333333333333333,0.2602739726027397,0.2968036529680365
34,8,hard_diagnostic,single_mobility_matched_hard_diagnostic,13.8125,221,0.4660633484162896,0.533678756476684,0.2631578947368421,0.6575342465753424,0.46034607065609223
34,8,hard_diagnostic,single_mobility_topk_hard_diagnostic,8.0,128,0.5546875,0.36787564766839376,0.19298245614035087,0.4520547945205479,0.3225186253304494
34,8,hard_diagnostic,static_hard_diagnostic_topk,8.0,128,0.453125,0.3005181347150259,0.21052631578947367,0.3493150684931507,0.2799206921413122
34,8,soft,double_soft_max_matched,14.8125,237,0.43037974683544306,0.5284974093264249,0.7192982456140351,0.4452054794520548,0.582251862533045
34,8,soft,double_soft_max_topk,8.0,128,0.4140625,0.27461139896373055,0.49122807017543857,0.18493150684931506,0.3380797885123768
34,8,soft,double_soft_union,14.8125,237,0.46835443037974683,0.5751295336787565,0.6140350877192983,0.5616438356164384,0.5878394616678684
34,8,soft,loop_soft_topk,8.0,128,0.375,0.24870466321243523,0.49122807017543857,0.14383561643835616,0.3175318433068974
34,8,soft,single_mobility_matched_soft,14.8125,237,0.46835443037974683,0.5751295336787565,0.2982456140350877,0.7054794520547946,0.5018625330449411
34,8,soft,single_mobility_topk_soft,8.0,128,0.5546875,0.36787564766839376,0.19298245614035087,0.4520547945205479,0.3225186253304494
34,8,soft,single_soft_mean_matched,14.8125,237,0.46835443037974683,0.5751295336787565,0.6842105263157895,0.5273972602739726,0.605803893294881
34,8,soft,single_soft_mean_topk,8.0,128,0.4453125,0.29533678756476683,0.2982456140350877,0.2808219178082192,0.2895337659216535
34,8,soft,static_soft_topk,8.0,128,0.5390625,0.35751295336787564,0.14035087719298245,0.4520547945205479,0.2962028358567652
34,16,hard_diagnostic,double_hard_diagnostic_max_matched,24.125,386,0.41450777202072536,0.8290155440414507,0.9473684210526315,0.7808219178082192,0.8640951694304253
34,16,hard_diagnostic,double_hard_diagnostic_max_topk,16.0,256,0.39453125,0.5233160621761658,0.631578947368421,0.4794520547945205,0.5555155010814707
34,16,hard_diagnostic,double_hard_diagnostic_union,24.125,386,0.41968911917098445,0.8393782383419689,0.8947368421052632,0.815068493150685,0.8549026676279741
34,16,hard_diagnostic,loop_hard_diagnostic_topk,16.0,256,0.375,0.49740932642487046,0.7719298245614035,0.3767123287671233,0.5743210766642634
34,16,hard_diagnostic,single_hard_diagnostic_mean_matched,24.125,386,0.41450777202072536,0.8290155440414507,0.8947368421052632,0.8013698630136986,0.8480533525594809
34,16,hard_diagnostic,single_hard_diagnostic_mean_topk,16.0,256,0.40625,0.538860103626943,0.5789473684210527,0.5205479452054794,0.549747656813266
34,16,hard_diagnostic,single_mobility_matched_hard_diagnostic,24.125,386,0.41450777202072536,0.8290155440414507,0.6140350877192983,0.9246575342465754,0.7693463109829368
34,16,hard_diagnostic,single_mobility_topk_hard_diagnostic,16.0,256,0.453125,0.6010362694300518,0.3157894736842105,0.7328767123287672,0.5243330930064889
34,16,hard_diagnostic,static_hard_diagnostic_topk,16.0,256,0.4375,0.5803108808290155,0.3684210526315789,0.6712328767123288,0.5198269646719539
34,16,soft,double_soft_max_matched,25.4375,407,0.4275184275184275,0.9015544041450777,0.9649122807017544,0.8835616438356164,0.9242369622686855
34,16,soft,double_soft_max_topk,16.0,256,0.421875,0.5595854922279793,0.7368421052631579,0.4794520547945205,0.6081470800288392
34,16,soft,double_soft_union,25.4375,407,0.42997542997543,0.9067357512953368,0.9649122807017544,0.8904109589041096,0.9276616198029319
34,16,soft,loop_soft_topk,16.0,256,0.37109375,0.49222797927461137,0.8070175438596491,0.3561643835616438,0.5815909637106464
34,16,soft,single_mobility_matched_soft,25.4375,407,0.40786240786240785,0.8601036269430051,0.6666666666666666,0.9452054794520548,0.8059360730593608
34,16,soft,single_mobility_topk_soft,16.0,256,0.453125,0.6010362694300518,0.3157894736842105,0.7328767123287672,0.5243330930064889
34,16,soft,single_soft_mean_matched,25.4375,407,0.4398034398034398,0.927461139896373,0.9649122807017544,0.910958904109589,0.9379355924056717
34,16,soft,single_soft_mean_topk,16.0,256,0.45703125,0.6062176165803109,0.6842105263157895,0.5684931506849316,0.6263518385003606
34,16,soft,static_soft_topk,16.0,256,0.46875,0.6217616580310881,0.3508771929824561,0.7397260273972602,0.5453016101898582
