event,offset,score,episode_id,group,query,wins,n_controls,event_auc
loop,-2,loop_hard,74,7,43,3.0,3,1.0
loop,-2,single_soft_mean,74,7,43,2.5,3,0.8333333333333334
loop,-2,single_mobility,74,7,43,0.0,3,0.0
loop,-2,loop_soft,96,10,30,15.0,15,1.0
loop,-2,loop_hard,96,10,30,13.0,15,0.8666666666666667
loop,-2,single_soft_mean,96,10,30,14.0,15,0.9333333333333333
loop,-2,single_mobility,96,10,30,10.0,15,0.6666666666666666
loop,-2,loop_soft,98,10,30,14.0,15,0.9333333333333333
loop,-2,loop_hard,98,10,30,12.0,15,0.8
loop,-2,single_soft_mean,98,10,30,4.0,15,0.26666666666666666
loop,-2,single_mobility,98,10,30,2.0,15,0.13333333333333333
loop,-2,loop_soft,99,10,30,15.0,15,1.0
loop,-2,loop_hard,99,10,30,13.0,15,0.8666666666666667
loop,-2,single_soft_mean,99,10,30,4.0,15,0.26666666666666666
loop,-2,single_mobility,99,10,30,8.0,15,0.5333333333333333
loop,-2,loop_soft,105,10,30,15.0,15,1.0
loop,-2,loop_hard,105,10,30,15.0,15,1.0
loop,-2,single_soft_mean,105,10,30,11.0,15,0.7333333333333333
loop,-2,single_mobility,105,10,30,4.0,15,0.26666666666666666
loop,-2,loop_soft,109,10,40,6.0,8,0.75
loop,-2,loop_hard,109,10,40,7.0,8,0.875
loop,-2,single_soft_mean,109,10,40,5.0,8,0.625
loop,-2,single_mobility,109,10,40,1.0,8,0.125
loop,-2,loop_soft,110,10,30,9.0,15,0.6
loop,-2,loop_hard,110,10,30,12.0,15,0.8
loop,-2,single_soft_mean,110,10,30,0.0,15,0.0
loop,-2,single_mobility,110,10,30,8.0,15,0.5333333333333333
loop,-2,loop_soft,113,10,39,4.0,8,0.5
loop,-2,loop_hard,113,10,39,0.0,8,0.0
loop,-2,single_soft_mean,113,10,39,4.0,8,0.5
loop,-2,single_mobility,113,10,39,4.0,8,0.5
loop,-2,loop_soft,114,10,48,7.0,8,0.875
loop,-2,loop_hard,114,10,48,7.0,8,0.875
loop,-2,single_soft_mean,114,10,48,7.0,8,0.875
loop,-2,single_mobility,114,10,48,1.0,8,0.125
loop,-2,loop_soft,117,10,41,8.0,8,1.0
loop,-2,loop_hard,117,10,41,7.0,8,0.875
loop,-2,single_soft_mean,117,10,41,4.0,8,0.5
loop,-2,single_mobility,117,10,41,2.0,8,0.25
loop,-2,loop_soft,118,10,39,7.0,8,0.875
loop,-2,loop_hard,118,10,39,7.0,8,0.875
loop,-2,single_soft_mean,118,10,39,4.0,8,0.5
loop,-2,single_mobility,118,10,39,0.0,8,0.0
loop,-2,loop_soft,119,10,43,5.0,8,0.625
loop,-2,loop_hard,119,10,43,4.0,8,0.5
loop,-2,single_soft_mean,119,10,43,2.0,8,0.25
loop,-2,single_mobility,119,10,43,1.0,8,0.125
loop,-2,loop_soft,120,10,34,10.0,15,0.6666666666666666
loop,-2,loop_hard,120,10,34,6.0,15,0.4
loop,-2,single_soft_mean,120,10,34,6.0,15,0.4
loop,-2,single_mobility,120,10,34,2.0,15,0.13333333333333333
loop,-2,loop_soft,121,10,44,6.0,8,0.75
loop,-2,loop_hard,121,10,44,6.0,8,0.75
loop,-2,single_soft_mean,121,10,44,3.0,8,0.375
loop,-2,single_mobility,121,10,44,3.0,8,0.375
loop,-2,loop_soft,122,10,28,14.0,15,0.9333333333333333
loop,-2,loop_hard,122,10,28,12.0,15,0.8
loop,-2,single_soft_mean,122,10,28,5.0,15,0.3333333333333333
loop,-2,single_mobility,122,10,28,8.0,15,0.5333333333333333
loop,-2,loop_soft,124,10,40,6.0,8,0.75
loop,-2,loop_hard,124,10,40,7.0,8,0.875
loop,-2,single_soft_mean,124,10,40,6.0,8,0.75
loop,-2,single_mobility,124,10,40,5.0,8,0.625
loop,-2,loop_soft,125,10,31,15.0,15,1.0
loop,-2,loop_hard,125,10,31,13.0,15,0.8666666666666667
loop,-2,single_soft_mean,125,10,31,11.0,15,0.7333333333333333
loop,-2,single_mobility,125,10,31,9.0,15,0.6
loop,-2,loop_soft,126,10,45,3.0,8,0.375
loop,-2,loop_hard,126,10,45,2.0,8,0.25
loop,-2,single_soft_mean,126,10,45,4.0,8,0.5
loop,-2,single_mobility,126,10,45,4.0,8,0.5
loop,-2,loop_soft,161,16,49,3.0,3,1.0
loop,-2,loop_hard,161,16,49,2.5,3,0.8333333333333334
loop,-2,single_soft_mean,161,16,49,2.0,3,0.6666666666666666
loop,-2,single_mobility,161,16,49,0.0,3,0.0
loop,-2,loop_soft,203,20,32,24.0,30,0.8
loop,-2,loop_hard,203,20,32,20.0,30,0.6666666666666666
loop,-2,single_soft_mean,203,20,32,12.0,30,0.4
loop,-2,single_mobility,203,20,32,23.0,30,0.7666666666666667
loop,-2,loop_soft,204,20,45,3.5,7,0.5
loop,-2,loop_hard,204,20,45,6.5,7,0.9285714285714286
loop,-2,single_soft_mean,204,20,45,2.0,7,0.2857142857142857
loop,-2,single_mobility,204,20,45,0.0,7,0.0
loop,-2,loop_soft,240,23,46,2.0,3,0.6666666666666666
loop,-2,loop_hard,240,23,46,2.0,3,0.6666666666666666
loop,-2,single_soft_mean,240,23,46,1.5,3,0.5
loop,-2,single_mobility,240,23,46,2.0,3,0.6666666666666666
loop,-2,loop_soft,257,26,33,25.0,26,0.9615384615384616
loop,-2,loop_hard,257,26,33,22.0,26,0.8461538461538461
loop,-2,single_soft_mean,257,26,33,18.0,26,0.6923076923076923
loop,-2,single_mobility,257,26,33,8.0,26,0.3076923076923077
loop,-2,loop_soft,261,26,41,14.0,18,0.7777777777777778
loop,-2,loop_hard,261,26,41,14.0,18,0.7777777777777778
loop,-2,single_soft_mean,261,26,41,2.0,18,0.1111111111111111
loop,-2,single_mobility,261,26,41,2.0,18,0.1111111111111111
loop,-2,loop_soft,271,26,46,15.0,17,0.8823529411764706
loop,-2,loop_hard,271,26,46,16.5,17,0.9705882352941176
loop,-2,single_soft_mean,271,26,46,10.0,17,0.5882352941176471
loop,-2,single_mobility,271,26,46,2.0,17,0.11764705882352941
loop,-2,loop_soft,280,26,46,14.0,17,0.8235294117647058
loop,-2,loop_hard,280,26,46,16.0,17,0.9411764705882353
loop,-2,single_soft_mean,280,26,46,11.0,17,0.6470588235294118
loop,-2,single_mobility,280,26,46,2.0,17,0.11764705882352941
loop,-2,loop_soft,281,26,43,16.0,17,0.9411764705882353
loop,-2,loop_hard,281,26,43,14.0,17,0.8235294117647058
loop,-2,single_soft_mean,281,26,43,3.0,17,0.17647058823529413
loop,-2,single_mobility,281,26,43,2.0,17,0.11764705882352941
loop,-2,loop_soft,284,26,38,21.0,22,0.9545454545454546
loop,-2,loop_hard,284,26,38,19.0,22,0.8636363636363636
loop,-2,single_soft_mean,284,26,38,15.0,22,0.6818181818181818
loop,-2,single_mobility,284,26,38,6.0,22,0.2727272727272727
loop,-2,loop_soft,399,39,46,25.5,26,0.9807692307692307
loop,-2,loop_hard,399,39,46,16.0,26,0.6153846153846154
loop,-2,single_soft_mean,399,39,46,21.0,26,0.8076923076923077
loop,-2,single_mobility,399,39,46,2.0,26,0.07692307692307693
loop,-2,loop_soft,409,39,44,14.0,27,0.5185185185185185
loop,-2,loop_hard,409,39,44,15.0,27,0.5555555555555556
loop,-2,single_soft_mean,409,39,44,8.0,27,0.2962962962962963
loop,-2,single_mobility,409,39,44,8.0,27,0.2962962962962963
loop,-2,loop_soft,411,39,44,23.0,27,0.8518518518518519
loop,-2,loop_hard,411,39,44,22.0,27,0.8148148148148148
loop,-2,single_soft_mean,411,39,44,9.0,27,0.3333333333333333
loop,-2,single_mobility,411,39,44,8.0,27,0.2962962962962963
loop,-2,loop_soft,412,39,46,23.0,26,0.8846153846153846
loop,-2,loop_hard,412,39,46,14.5,26,0.5576923076923077
loop,-2,single_soft_mean,412,39,46,17.0,26,0.6538461538461539
loop,-2,single_mobility,412,39,46,2.0,26,0.07692307692307693
loop,-2,loop_soft,414,39,47,26.0,26,1.0
loop,-2,loop_hard,414,39,47,25.0,26,0.9615384615384616
loop,-2,single_soft_mean,414,39,47,20.0,26,0.7692307692307693
loop,-2,single_mobility,414,39,47,3.0,26,0.11538461538461539
loop,-2,loop_soft,416,42,45,1.0,10,0.1
loop,-2,loop_hard,416,42,45,0.0,10,0.0
loop,-2,single_soft_mean,416,42,45,0.0,10,0.0
loop,-2,single_mobility,416,42,45,0.0,10,0.0
loop,-2,loop_soft,431,42,28,24.0,24,1.0
loop,-2,loop_hard,431,42,28,23.0,24,0.9583333333333334
loop,-2,single_soft_mean,431,42,28,20.0,24,0.8333333333333334
loop,-2,single_mobility,431,42,28,0.0,24,0.0
loop,-2,loop_soft,432,42,29,19.5,24,0.8125
loop,-2,loop_hard,432,42,29,13.5,24,0.5625
loop,-2,single_soft_mean,432,42,29,22.0,24,0.9166666666666666
loop,-2,single_mobility,432,42,29,8.0,24,0.3333333333333333
loop,-2,loop_soft,433,42,44,9.0,10,0.9
loop,-2,loop_hard,433,42,44,9.0,10,0.9
loop,-2,single_soft_mean,433,42,44,7.0,10,0.7
loop,-2,single_mobility,433,42,44,0.0,10,0.0
loop,-2,loop_soft,434,42,31,24.0,24,1.0
loop,-2,loop_hard,434,42,31,20.5,24,0.8541666666666666
loop,-2,single_soft_mean,434,42,31,23.0,24,0.9583333333333334
loop,-2,single_mobility,434,42,31,15.0,24,0.625
loop,-2,loop_soft,436,42,29,14.5,24,0.6041666666666666
loop,-2,loop_hard,436,42,29,13.5,24,0.5625
loop,-2,single_soft_mean,436,42,29,13.0,24,0.5416666666666666
loop,-2,single_mobility,436,42,29,11.0,24,0.4583333333333333
loop,-2,loop_soft,441,42,39,9.0,12,0.75
loop,-2,loop_hard,441,42,39,7.0,12,0.5833333333333334
loop,-2,single_soft_mean,441,42,39,5.0,12,0.4166666666666667
loop,-2,single_mobility,441,42,39,5.0,12,0.4166666666666667
loop,-2,loop_soft,442,42,29,24.0,24,1.0
loop,-2,loop_hard,442,42,29,22.0,24,0.9166666666666666
loop,-2,single_soft_mean,442,42,29,22.0,24,0.9166666666666666
loop,-2,single_mobility,442,42,29,4.0,24,0.16666666666666666
static,0,static_soft,0,0,50,1.0,5,0.2
static,0,static_hard,0,0,50,1.0,5,0.2
static,0,single_soft_mean,0,0,50,4.0,5,0.8
static,0,single_mobility,0,0,50,5.0,5,1.0
static,0,static_soft,1,0,37,15.0,15,1.0
static,0,static_hard,1,0,37,14.0,15,0.9333333333333333
static,0,single_soft_mean,1,0,37,15.0,15,1.0
static,0,single_mobility,1,0,37,15.0,15,1.0
static,0,static_soft,3,0,38,5.0,9,0.5555555555555556
static,0,static_hard,3,0,38,9.0,9,1.0
static,0,single_soft_mean,3,0,38,2.0,9,0.2222222222222222
static,0,single_mobility,3,0,38,9.0,9,1.0
static,0,static_soft,5,0,38,5.0,9,0.5555555555555556
static,0,static_hard,5,0,38,0.0,9,0.0
static,0,single_soft_mean,5,0,38,4.0,9,0.4444444444444444
static,0,single_mobility,5,0,38,9.0,9,1.0
static,0,static_soft,7,0,37,15.0,15,1.0
static,0,static_hard,7,0,37,15.0,15,1.0
static,0,single_soft_mean,7,0,37,14.0,15,0.9333333333333333
static,0,single_mobility,7,0,37,15.0,15,1.0
static,0,static_soft,11,0,37,13.0,15,0.8666666666666667
static,0,static_hard,11,0,37,12.0,15,0.8
static,0,single_soft_mean,11,0,37,1.0,15,0.06666666666666667
static,0,single_mobility,11,0,37,15.0,15,1.0
static,0,static_soft,13,0,37,15.0,15,1.0
static,0,static_hard,13,0,37,14.0,15,0.9333333333333333
static,0,single_soft_mean,13,0,37,14.0,15,0.9333333333333333
static,0,single_mobility,13,0,37,15.0,15,1.0
static,0,static_soft,14,0,39,7.0,7,1.0
static,0,static_hard,14,0,39,6.0,7,0.8571428571428571
static,0,single_soft_mean,14,0,39,7.0,7,1.0
static,0,single_mobility,14,0,39,7.0,7,1.0
static,0,static_soft,16,0,39,7.0,7,1.0
static,0,static_hard,16,0,39,7.0,7,1.0
static,0,single_soft_mean,16,0,39,4.0,7,0.5714285714285714
static,0,single_mobility,16,0,39,7.0,7,1.0
static,0,static_soft,18,0,39,7.0,7,1.0
static,0,static_hard,18,0,39,7.0,7,1.0
static,0,single_soft_mean,18,0,39,2.0,7,0.2857142857142857
static,0,single_mobility,18,0,39,7.0,7,1.0
static,0,static_soft,23,0,40,4.0,6,0.6666666666666666
static,0,static_hard,23,0,40,6.0,6,1.0
static,0,single_soft_mean,23,0,40,5.0,6,0.8333333333333334
static,0,single_mobility,23,0,40,6.0,6,1.0
static,0,static_soft,27,0,37,15.0,15,1.0
static,0,static_hard,27,0,37,15.0,15,1.0
static,0,single_soft_mean,27,0,37,15.0,15,1.0
static,0,single_mobility,27,0,37,15.0,15,1.0
static,0,static_soft,31,0,37,14.0,15,0.9333333333333333
static,0,static_hard,31,0,37,13.0,15,0.8666666666666667
static,0,single_soft_mean,31,0,37,4.0,15,0.26666666666666666
static,0,single_mobility,31,0,37,15.0,15,1.0
static,0,static_soft,32,3,38,13.0,13,1.0
static,0,static_hard,32,3,38,11.0,13,0.8461538461538461
static,0,single_soft_mean,32,3,38,5.0,13,0.38461538461538464
static,0,single_mobility,32,3,38,13.0,13,1.0
static,0,static_soft,33,3,38,13.0,13,1.0
static,0,static_hard,33,3,38,11.0,13,0.8461538461538461
static,0,single_soft_mean,33,3,38,13.0,13,1.0
static,0,single_mobility,33,3,38,13.0,13,1.0
static,0,static_soft,35,3,39,11.0,11,1.0
static,0,static_hard,35,3,39,11.0,11,1.0
static,0,single_soft_mean,35,3,39,9.0,11,0.8181818181818182
static,0,single_mobility,35,3,39,11.0,11,1.0
static,0,static_soft,37,3,38,13.0,13,1.0
static,0,static_hard,37,3,38,12.0,13,0.9230769230769231
static,0,single_soft_mean,37,3,38,13.0,13,1.0
static,0,single_mobility,37,3,38,13.0,13,1.0
static,0,static_soft,38,3,39,11.0,11,1.0
static,0,static_hard,38,3,39,11.0,11,1.0
static,0,single_soft_mean,38,3,39,11.0,11,1.0
static,0,single_mobility,38,3,39,11.0,11,1.0
static,0,static_soft,41,3,39,11.0,11,1.0
static,0,static_hard,41,3,39,10.0,11,0.9090909090909091
static,0,single_soft_mean,41,3,39,11.0,11,1.0
static,0,single_mobility,41,3,39,11.0,11,1.0
static,0,static_soft,42,3,39,11.0,11,1.0
static,0,static_hard,42,3,39,11.0,11,1.0
static,0,single_soft_mean,42,3,39,9.0,11,0.8181818181818182
static,0,single_mobility,42,3,39,11.0,11,1.0
static,0,static_soft,45,3,39,11.0,11,1.0
static,0,static_hard,45,3,39,11.0,11,1.0
static,0,single_soft_mean,45,3,39,9.0,11,0.8181818181818182
static,0,single_mobility,45,3,39,11.0,11,1.0
static,0,static_soft,46,3,50,0.0,9,0.0
static,0,static_hard,46,3,50,2.0,9,0.2222222222222222
static,0,single_soft_mean,46,3,50,5.0,9,0.5555555555555556
static,0,single_mobility,46,3,50,7.0,9,0.7777777777777778
static,0,static_soft,49,3,39,11.0,11,1.0
static,0,static_hard,49,3,39,11.0,11,1.0
static,0,single_soft_mean,49,3,39,9.0,11,0.8181818181818182
static,0,single_mobility,49,3,39,11.0,11,1.0
static,0,static_soft,52,3,39,11.0,11,1.0
static,0,static_hard,52,3,39,11.0,11,1.0
static,0,single_soft_mean,52,3,39,9.0,11,0.8181818181818182
static,0,single_mobility,52,3,39,11.0,11,1.0
static,0,static_soft,53,3,39,11.0,11,1.0
static,0,static_hard,53,3,39,11.0,11,1.0
static,0,single_soft_mean,53,3,39,11.0,11,1.0
static,0,single_mobility,53,3,39,11.0,11,1.0
static,0,static_soft,54,3,38,12.0,13,0.9230769230769231
static,0,static_hard,54,3,38,11.0,13,0.8461538461538461
static,0,single_soft_mean,54,3,38,12.0,13,0.9230769230769231
static,0,single_mobility,54,3,38,13.0,13,1.0
static,0,static_soft,56,3,39,11.0,11,1.0
static,0,static_hard,56,3,39,11.0,11,1.0
static,0,single_soft_mean,56,3,39,9.0,11,0.8181818181818182
static,0,single_mobility,56,3,39,11.0,11,1.0
static,0,static_soft,58,3,39,11.0,11,1.0
static,0,static_hard,58,3,39,11.0,11,1.0
static,0,single_soft_mean,58,3,39,9.0,11,0.8181818181818182
static,0,single_mobility,58,3,39,11.0,11,1.0
static,0,static_soft,60,3,38,13.0,13,1.0
static,0,static_hard,60,3,38,13.0,13,1.0
static,0,single_soft_mean,60,3,38,13.0,13,1.0
static,0,single_mobility,60,3,38,13.0,13,1.0
static,0,static_soft,61,3,39,11.0,11,1.0
static,0,static_hard,61,3,39,11.0,11,1.0
static,0,single_soft_mean,61,3,39,10.0,11,0.9090909090909091
static,0,single_mobility,61,3,39,11.0,11,1.0
static,0,static_soft,63,3,40,9.0,10,0.9
static,0,static_hard,63,3,40,6.0,10,0.6
static,0,single_soft_mean,63,3,40,8.0,10,0.8
static,0,single_mobility,63,3,40,10.0,10,1.0
static,0,static_soft,69,7,36,31.0,31,1.0
static,0,static_hard,69,7,36,27.0,31,0.8709677419354839
static,0,single_soft_mean,69,7,36,29.0,31,0.9354838709677419
static,0,single_mobility,69,7,36,31.0,31,1.0
static,0,static_soft,97,10,35,25.0,25,1.0
static,0,static_hard,97,10,35,19.0,25,0.76
static,0,single_soft_mean,97,10,35,13.0,25,0.52
static,0,single_mobility,97,10,35,25.0,25,1.0
static,0,static_soft,100,10,35,25.0,25,1.0
static,0,static_hard,100,10,35,14.0,25,0.56
static,0,single_soft_mean,100,10,35,17.0,25,0.68
static,0,single_mobility,100,10,35,25.0,25,1.0
static,0,static_soft,101,10,35,25.0,25,1.0
static,0,static_hard,101,10,35,25.0,25,1.0
static,0,single_soft_mean,101,10,35,17.0,25,0.68
static,0,single_mobility,101,10,35,25.0,25,1.0
static,0,static_soft,102,10,35,25.0,25,1.0
static,0,static_hard,102,10,35,24.0,25,0.96
static,0,single_soft_mean,102,10,35,23.0,25,0.92
static,0,single_mobility,102,10,35,25.0,25,1.0
static,0,static_soft,113,10,35,25.0,25,1.0
static,0,static_hard,113,10,35,25.0,25,1.0
static,0,single_soft_mean,113,10,35,8.0,25,0.32
static,0,single_mobility,113,10,35,25.0,25,1.0
static,0,static_soft,116,10,35,25.0,25,1.0
static,0,static_hard,116,10,35,25.0,25,1.0
static,0,single_soft_mean,116,10,35,21.0,25,0.84
static,0,single_mobility,116,10,35,25.0,25,1.0
static,0,static_soft,124,10,36,22.0,24,0.9166666666666666
static,0,static_hard,124,10,36,12.5,24,0.5208333333333334
static,0,single_soft_mean,124,10,36,13.0,24,0.5416666666666666
static,0,single_mobility,124,10,36,24.0,24,1.0
static,0,static_soft,129,13,37,5.0,6,0.8333333333333334
static,0,static_hard,129,13,37,6.0,6,1.0
static,0,single_soft_mean,129,13,37,1.0,6,0.16666666666666666
static,0,single_mobility,129,13,37,6.0,6,1.0
static,0,static_soft,130,13,46,1.0,1,1.0
static,0,static_hard,130,13,46,1.0,1,1.0
static,0,single_soft_mean,130,13,46,0.0,1,0.0
static,0,single_mobility,130,13,46,1.0,1,1.0
static,0,static_soft,131,13,36,7.0,8,0.875
static,0,static_hard,131,13,36,7.0,8,0.875
static,0,single_soft_mean,131,13,36,0.0,8,0.0
static,0,single_mobility,131,13,36,7.0,8,0.875
static,0,static_soft,132,13,36,8.0,8,1.0
static,0,static_hard,132,13,36,8.0,8,1.0
static,0,single_soft_mean,132,13,36,0.0,8,0.0
static,0,single_mobility,132,13,36,8.0,8,1.0
static,0,static_soft,133,13,37,6.0,6,1.0
static,0,static_hard,133,13,37,6.0,6,1.0
static,0,single_soft_mean,133,13,37,5.0,6,0.8333333333333334
static,0,single_mobility,133,13,37,6.0,6,1.0
static,0,static_soft,135,13,37,6.0,6,1.0
static,0,static_hard,135,13,37,6.0,6,1.0
static,0,single_soft_mean,135,13,37,4.0,6,0.6666666666666666
static,0,single_mobility,135,13,37,6.0,6,1.0
static,0,static_soft,137,13,37,5.0,6,0.8333333333333334
static,0,static_hard,137,13,37,6.0,6,1.0
static,0,single_soft_mean,137,13,37,0.0,6,0.0
static,0,single_mobility,137,13,37,6.0,6,1.0
static,0,static_soft,138,13,38,5.0,5,1.0
static,0,static_hard,138,13,38,5.0,5,1.0
static,0,single_soft_mean,138,13,38,4.0,5,0.8
static,0,single_mobility,138,13,38,5.0,5,1.0
static,0,static_soft,140,13,38,5.0,5,1.0
static,0,static_hard,140,13,38,5.0,5,1.0
static,0,single_soft_mean,140,13,38,4.0,5,0.8
static,0,single_mobility,140,13,38,5.0,5,1.0
static,0,static_soft,141,13,37,6.0,6,1.0
static,0,static_hard,141,13,37,6.0,6,1.0
static,0,single_soft_mean,141,13,37,2.0,6,0.3333333333333333
static,0,single_mobility,141,13,37,6.0,6,1.0
static,0,static_soft,142,13,39,5.0,5,1.0
static,0,static_hard,142,13,39,5.0,5,1.0
static,0,single_soft_mean,142,13,39,3.0,5,0.6
static,0,single_mobility,142,13,39,5.0,5,1.0
static,0,static_soft,143,13,37,6.0,6,1.0
static,0,static_hard,143,13,37,6.0,6,1.0
static,0,single_soft_mean,143,13,37,6.0,6,1.0
static,0,single_mobility,143,13,37,6.0,6,1.0
static,0,static_soft,144,13,36,7.0,8,0.875
static,0,static_hard,144,13,36,8.0,8,1.0
static,0,single_soft_mean,144,13,36,2.0,8,0.25
static,0,single_mobility,144,13,36,8.0,8,1.0
static,0,static_soft,145,13,38,5.0,5,1.0
static,0,static_hard,145,13,38,5.0,5,1.0
static,0,single_soft_mean,145,13,38,2.0,5,0.4
static,0,single_mobility,145,13,38,5.0,5,1.0
static,0,static_soft,146,13,37,6.0,6,1.0
static,0,static_hard,146,13,37,6.0,6,1.0
static,0,single_soft_mean,146,13,37,6.0,6,1.0
static,0,single_mobility,146,13,37,6.0,6,1.0
static,0,static_soft,147,13,37,5.0,6,0.8333333333333334
static,0,static_hard,147,13,37,6.0,6,1.0
static,0,single_soft_mean,147,13,37,0.0,6,0.0
static,0,single_mobility,147,13,37,6.0,6,1.0
static,0,static_soft,150,13,37,6.0,6,1.0
static,0,static_hard,150,13,37,6.0,6,1.0
static,0,single_soft_mean,150,13,37,2.0,6,0.3333333333333333
static,0,single_mobility,150,13,37,6.0,6,1.0
static,0,static_soft,152,13,37,5.0,6,0.8333333333333334
static,0,static_hard,152,13,37,6.0,6,1.0
static,0,single_soft_mean,152,13,37,6.0,6,1.0
static,0,single_mobility,152,13,37,5.0,6,0.8333333333333334
static,0,static_soft,153,13,37,5.0,6,0.8333333333333334
static,0,static_hard,153,13,37,6.0,6,1.0
static,0,single_soft_mean,153,13,37,1.0,6,0.16666666666666666
static,0,single_mobility,153,13,37,6.0,6,1.0
static,0,static_soft,154,13,37,5.0,6,0.8333333333333334
static,0,static_hard,154,13,37,5.0,6,0.8333333333333334
static,0,single_soft_mean,154,13,37,2.0,6,0.3333333333333333
static,0,single_mobility,154,13,37,6.0,6,1.0
static,0,static_soft,155,13,37,6.0,6,1.0
static,0,static_hard,155,13,37,6.0,6,1.0
static,0,single_soft_mean,155,13,37,5.0,6,0.8333333333333334
static,0,single_mobility,155,13,37,6.0,6,1.0
static,0,static_soft,158,13,39,5.0,5,1.0
static,0,static_hard,158,13,39,5.0,5,1.0
static,0,single_soft_mean,158,13,39,4.0,5,0.8
static,0,single_mobility,158,13,39,5.0,5,1.0
static,0,static_soft,159,13,37,6.0,6,1.0
static,0,static_hard,159,13,37,6.0,6,1.0
static,0,single_soft_mean,159,13,37,0.0,6,0.0
static,0,single_mobility,159,13,37,6.0,6,1.0
static,0,static_soft,161,16,35,29.0,29,1.0
