event,offset,left,right,left_pair_weighted_auc,right_pair_weighted_auc,delta,ci_low,ci_high,p_two_sided,n_paired_events,n_groups,bootstrap_draws
loop,-2,loop_soft,single_soft_mean,0.8456196581196581,0.5235042735042735,0.3221153846153846,0.21762589928057552,0.41008555298297306,0.0,57,10,20000
loop,-2,loop_soft,single_mobility,0.8456196581196581,0.26175213675213677,0.5838675213675213,0.4799707661058961,0.6749646500295129,0.0,57,10,20000
loop,-2,loop_soft,loop_hard,0.8456196581196581,0.7729700854700855,0.07264957264957261,0.03071013496153668,0.10567112086783317,0.0032,57,10,20000
static,0,static_soft,single_soft_mean,0.9406847133757962,0.6779458598726115,0.2627388535031847,0.1635068735271014,0.35359547706143485,0.0,114,11,20000
static,0,static_soft,single_mobility,0.9406847133757962,0.9960191082802548,-0.05533439490445857,-0.08608794393383173,-0.025830000798263395,0.0002,114,11,20000
static,0,static_soft,static_hard,0.9406847133757962,0.8634554140127388,0.07722929936305734,0.026833452798131104,0.12348761432599244,0.0014,114,11,20000
