episode_id,group,success,T
0,0,False,52
1,0,False,52
2,0,True,37
3,0,False,52
4,0,True,38
5,0,False,52
6,0,True,39
7,0,False,52
8,0,True,38
9,0,False,52
10,0,True,38
11,0,False,52
12,0,True,42
13,0,False,52
14,0,False,52
15,0,True,39
16,0,False,52
17,0,False,52
18,0,False,52
19,0,True,38
20,0,True,37
21,0,True,38
22,0,True,37
23,0,False,52
24,0,False,52
25,0,True,37
26,0,True,38
27,0,False,52
28,0,False,52
29,0,True,40
30,0,False,52
31,0,False,52
32,3,False,52
33,3,False,52
34,3,False,52
35,3,False,52
36,3,False,52
37,3,False,52
38,3,False,52
39,3,True,39
40,3,False,52
41,3,False,52
42,3,False,52
43,3,True,50
44,3,False,52
45,3,False,52
46,3,False,52
47,3,True,38
48,3,False,52
49,3,False,52
50,3,False,52
51,3,True,40
52,3,False,52
53,3,False,52
54,3,False,52
55,3,False,52
56,3,False,52
57,3,False,52
58,3,False,52
59,3,True,39
60,3,False,52
61,3,False,52
62,3,False,52
63,3,False,52
64,7,True,37
65,7,True,38
66,7,False,52
67,7,True,39
68,7,True,39
69,7,False,52
70,7,True,44
71,7,True,40
72,7,True,39
73,7,True,48
74,7,False,52
75,7,True,38
76,7,True,40
77,7,True,38
78,7,True,37
79,7,True,38
80,7,True,52
81,7,True,37
82,7,True,39
83,7,True,39
84,7,True,37
85,7,True,37
86,7,True,40
87,7,True,40
88,7,True,38
89,7,True,40
90,7,True,39
91,7,True,38
92,7,True,38
93,7,True,37
94,7,True,38
95,7,True,37
96,10,False,52
97,10,False,52
98,10,False,52
99,10,False,52
100,10,True,50
101,10,False,52
102,10,False,52
103,10,True,38
104,10,True,36
105,10,False,52
106,10,False,52
107,10,False,52
108,10,True,38
109,10,False,52
110,10,False,52
111,10,True,37
112,10,True,37
113,10,False,52
114,10,False,52
115,10,True,39
116,10,False,52
117,10,False,52
118,10,False,52
119,10,False,52
120,10,True,47
121,10,False,52
122,10,False,52
123,10,True,37
124,10,False,52
125,10,False,52
126,10,False,52
127,10,False,52
128,13,True,36
129,13,False,52
130,13,False,52
131,13,False,52
132,13,False,52
133,13,False,52
134,13,True,47
135,13,False,52
136,13,True,44
137,13,False,52
138,13,False,52
139,13,True,37
140,13,False,52
141,13,False,52
142,13,False,52
143,13,False,52
144,13,False,52
145,13,False,52
146,13,False,52
147,13,False,52
148,13,True,40
149,13,True,37
150,13,False,52
151,13,True,38
152,13,False,52
153,13,False,52
154,13,False,52
155,13,False,52
156,13,True,40
157,13,True,45
158,13,False,52
159,13,False,52
160,16,True,38
161,16,False,52
162,16,True,37
163,16,True,38
164,16,True,38
165,16,True,37
166,16,True,38
167,16,False,52
168,16,True,36
169,16,True,36
170,16,True,38
171,16,True,38
172,16,False,52
173,16,True,38
174,16,True,38
175,16,True,37
176,16,True,36
177,16,False,52
178,16,True,38
179,16,True,37
180,16,True,39
181,16,True,38
182,16,True,39
183,16,True,38
184,16,True,37
185,16,True,38
186,16,True,39
187,16,True,36
188,16,True,39
189,16,True,37
190,16,True,37
191,16,True,38
192,20,True,40
193,20,True,39
194,20,True,38
195,20,True,39
196,20,True,40
197,20,True,40
198,20,False,52
199,20,True,40
200,20,True,39
201,20,False,52
202,20,True,38
203,20,False,52
204,20,False,52
205,20,True,38
206,20,True,40
207,20,True,40
208,20,True,39
209,20,True,39
210,20,True,43
211,20,False,52
212,20,True,40
213,20,False,52
214,20,True,41
215,20,True,40
216,20,True,40
217,20,True,38
218,20,False,52
219,20,True,40
220,20,False,52
221,20,False,52
222,20,True,40
223,20,True,40
224,23,True,40
225,23,True,40
226,23,False,52
227,23,True,47
228,23,True,39
229,23,True,41
230,23,True,40
231,23,True,39
232,23,True,40
233,23,True,39
234,23,True,37
235,23,True,41
236,23,True,42
237,23,True,39
238,23,True,39
239,23,True,40
240,23,False,52
241,23,True,39
242,23,True,40
243,23,False,52
244,23,True,39
245,23,True,41
246,23,True,39
247,23,True,40
248,23,True,39
249,23,True,39
250,23,True,40
251,23,True,39
252,23,True,40
253,23,True,39
254,23,True,42
255,23,True,39
256,26,True,38
257,26,False,52
258,26,False,52
259,26,False,52
260,26,False,52
261,26,False,52
262,26,False,52
263,26,True,39
264,26,True,40
265,26,True,36
266,26,False,52
267,26,True,38
268,26,False,52
269,26,False,52
270,26,False,52
271,26,False,52
272,26,True,42
273,26,False,52
274,26,False,52
275,26,False,52
276,26,True,38
277,26,False,52
278,26,False,52
279,26,True,39
280,26,False,52
281,26,False,52
282,26,False,52
283,26,False,52
284,26,False,52
285,26,True,39
286,26,False,52
287,26,False,52
288,29,True,38
289,29,True,39
290,29,True,39
291,29,False,52
292,29,True,39
293,29,False,52
294,29,True,40
295,29,True,40
296,29,True,39
297,29,True,40
298,29,True,40
299,29,True,39
300,29,True,39
301,29,True,40
302,29,True,39
303,29,True,40
304,29,True,40
305,29,True,40
306,29,True,41
307,29,True,39
308,29,True,39
309,29,True,39
310,29,True,39
311,29,True,40
312,29,True,39
313,29,True,39
314,29,False,52
315,29,False,52
316,29,True,39
317,29,True,40
318,29,True,40
319,29,True,40
320,33,True,39
321,33,True,39
322,33,True,39
323,33,True,39
324,33,True,38
325,33,True,38
326,33,True,39
327,33,True,39
328,33,True,39
329,33,True,38
330,33,True,39
331,33,True,38
332,33,True,39
333,33,True,39
334,33,True,39
335,33,True,39
336,33,True,38
337,33,True,39
338,33,True,38
339,33,True,39
340,33,True,40
341,33,True,39
342,33,True,38
343,33,True,39
344,33,True,39
345,33,True,39
346,33,True,39
347,33,True,39
348,33,True,39
349,33,True,39
350,33,True,39
351,33,True,39
352,36,True,39
353,36,True,39
354,36,True,41
355,36,True,39
356,36,True,39
357,36,True,39
358,36,True,40
359,36,True,40
360,36,True,40
361,36,True,39
362,36,True,40
363,36,True,39
364,36,True,39
365,36,True,40
366,36,True,39
367,36,True,40
368,36,True,40
369,36,True,39
370,36,True,39
371,36,True,39
372,36,True,39
373,36,True,39
374,36,True,40
375,36,True,39
376,36,True,39
377,36,True,38
378,36,True,39
379,36,True,40
380,36,True,39
381,36,True,40
382,36,True,40
383,36,True,39
384,39,False,52
385,39,True,51
386,39,False,52
387,39,False,52
388,39,False,52
389,39,False,52
390,39,False,52
391,39,False,52
392,39,False,52
393,39,False,52
394,39,False,52
395,39,False,52
396,39,False,52
397,39,True,46
398,39,True,48
399,39,False,52
400,39,False,52
401,39,False,52
402,39,True,48
403,39,False,52
404,39,False,52
405,39,False,52
406,39,False,52
407,39,False,52
408,39,False,52
409,39,False,52
410,39,False,52
411,39,False,52
412,39,False,52
413,39,False,52
414,39,False,52
415,39,False,52
416,42,False,52
417,42,True,38
418,42,True,40
419,42,True,40
420,42,True,39
421,42,True,38
422,42,False,52
423,42,False,52
424,42,True,39
425,42,False,52
426,42,True,39
427,42,False,52
428,42,False,52
429,42,True,38
430,42,False,52
431,42,False,52
432,42,False,52
433,42,False,52
434,42,False,52
435,42,False,52
436,42,False,52
437,42,True,37
438,42,True,38
439,42,False,52
440,42,True,38
441,42,False,52
442,42,False,52
443,42,False,52
444,42,False,52
445,42,True,39
446,42,True,35
447,42,True,37
448,46,True,38
449,46,True,41
450,46,True,39
451,46,True,39
452,46,True,39
453,46,True,41
454,46,True,39
455,46,True,39
456,46,True,38
457,46,True,41
458,46,True,38
459,46,True,39
460,46,True,40
461,46,True,42
462,46,True,41
463,46,False,52
464,46,True,39
465,46,True,40
466,46,True,37
467,46,True,48
468,46,True,39
469,46,True,41
470,46,True,40
471,46,True,39
472,46,True,41
473,46,True,38
474,46,True,42
475,46,True,42
476,46,True,41
477,46,True,39
478,46,True,40
479,46,True,39
480,49,False,52
481,49,False,52
482,49,False,52
483,49,False,52
484,49,False,52
485,49,False,52
486,49,False,52
487,49,False,52
488,49,False,52
489,49,False,52
490,49,False,52
491,49,False,52
492,49,False,52
493,49,False,52
494,49,False,52
495,49,False,52
496,49,False,52
497,49,False,52
498,49,False,52
499,49,False,52
500,49,False,52
501,49,False,52
502,49,False,52
503,49,False,52
504,49,False,52
505,49,False,52
506,49,False,52
507,49,False,52
508,49,False,52
509,49,False,52
510,49,False,52
511,49,False,52
