failure_type,prefix_queries,model,feature_scope,n_failure_branches,n_type_positive,brier,log_loss,noise_action_reference,brier_improvement_vs_rate,brier_relative_improvement_vs_rate,brier_improvement_vs_noise_action
stagnation,1,failure_rate_only,absolute,130,27,0.17934518654750115,0.5570762978951136,noise+action,0.0,0.0,0.018414630345047478
stagnation,1,noise+action,absolute,130,27,0.19775981689254862,0.7331289928071901,noise+action,-0.018414630345047478,-0.10267702579333068,0.0
stagnation,1,moe_action,absolute,130,27,0.2258220159260947,1.053219892297205,noise+action,-0.04647682937859354,-0.2591473474883796,-0.028062199033546065
stagnation,1,moe_state,absolute,130,27,0.19602548888037374,0.8536933617584962,noise+action,-0.0166803023328726,-0.09300669091810097,0.0017343280121748794
stagnation,1,moe_action+state,absolute,130,27,0.21769708952043193,1.0489619171353615,noise+action,-0.038351902972930785,-0.21384406078148602,-0.019937272627883307
stagnation,1,noise+action+moe_action,absolute,130,27,0.22744609504144553,1.1412704370470457,noise+action,-0.04810090849394438,-0.2682029521946742,-0.029686278148896905
stagnation,1,noise+action+moe_action+state,absolute,130,27,0.21745052603719606,1.1007608376568392,noise+action,-0.03810533948969491,-0.21246926233842567,-0.019690709144647434
stagnation,1,noise+action_within_snapshot,within_snapshot_centered,130,27,0.19154749147769742,0.6008261411700643,noise+action_within_snapshot,-0.012202304930196278,-0.0680380955022977,0.0
stagnation,1,moe_action_within_snapshot,within_snapshot_centered,130,27,0.1965867531949193,0.5998540691942802,noise+action_within_snapshot,-0.01724156664741816,-0.09613621073042616,-0.005039261717221882
stagnation,1,moe_state_within_snapshot,within_snapshot_centered,130,27,0.2185003328254289,1.5762455467345433,noise+action_within_snapshot,-0.039155146277927766,-0.2183228166402848,-0.026952841347731488
stagnation,1,moe_action+state_within_snapshot,within_snapshot_centered,130,27,0.18238567011388485,0.672135778046785,noise+action_within_snapshot,-0.0030404835663837004,-0.016953248787518485,0.009161821363812578
stagnation,1,noise+action+moe_action_within_snapshot,within_snapshot_centered,130,27,0.19557342015322035,0.5974058879860189,noise+action_within_snapshot,-0.016228233605719206,-0.09048602819022977,-0.004025928675522927
stagnation,1,noise+action+moe_action+state_within_snapshot,within_snapshot_centered,130,27,0.1805796376364475,0.6370463277876541,noise+action_within_snapshot,-0.0012344510889463478,-0.0068831013126710965,0.01096785384124993
stagnation,3,failure_rate_only,absolute,130,27,0.17934518654750115,0.5570762978951136,noise+action,0.0,0.0,0.019799548187777682
stagnation,3,noise+action,absolute,130,27,0.19914473473527883,0.7644306354095275,noise+action,-0.019799548187777682,-0.11039910559592074,0.0
stagnation,3,moe_action,absolute,130,27,0.1957369599410719,0.9571000584559702,noise+action,-0.016391773393570758,-0.09139789982168968,0.0034077747942069248
stagnation,3,moe_state,absolute,130,27,0.26674080241888476,1.6362512006728016,noise+action,-0.08739561587138361,-0.48730393914550985,-0.06759606768360593
stagnation,3,moe_action+state,absolute,130,27,0.21763252016624066,1.2246736447596385,noise+action,-0.03828733361873951,-0.21348403241699923,-0.01848778543096183
stagnation,3,noise+action+moe_action,absolute,130,27,0.1974276342261345,0.9768903011013419,noise+action,-0.018082447678633345,-0.10082482851494902,0.001717100509144337
stagnation,3,noise+action+moe_action+state,absolute,130,27,0.21410210154790307,1.252683401912053,noise+action,-0.03475691500040193,-0.19379898434684922,-0.014957366812624245
stagnation,3,noise+action_within_snapshot,within_snapshot_centered,130,27,0.19116523392687904,0.6059185669646738,noise+action_within_snapshot,-0.01182004737937789,-0.06590668869859659,0.0
stagnation,3,moe_action_within_snapshot,within_snapshot_centered,130,27,0.18271771023826552,0.5724476737712072,noise+action_within_snapshot,-0.0033725236907643785,-0.01880465127437996,0.008447523688613512
stagnation,3,moe_state_within_snapshot,within_snapshot_centered,130,27,0.1919079399683306,0.6575231505540907,noise+action_within_snapshot,-0.012562753420829464,-0.070047898483755,-0.000742706041451574
stagnation,3,moe_action+state_within_snapshot,within_snapshot_centered,130,27,0.18536121623666593,0.5943252233802523,noise+action_within_snapshot,-0.006016029689164787,-0.033544416803020186,0.0058040176902131035
stagnation,3,noise+action+moe_action_within_snapshot,within_snapshot_centered,130,27,0.18382183578182737,0.5754118807845819,noise+action_within_snapshot,-0.004476649234326224,-0.024961078245278386,0.007343398145051666
stagnation,3,noise+action+moe_action+state_within_snapshot,within_snapshot_centered,130,27,0.18637110757803305,0.5968961969577248,noise+action_within_snapshot,-0.007025921030531901,-0.03917540897408486,0.0047941263488459895
loop_or_cycling,1,failure_rate_only,absolute,130,91,0.23046068835238595,0.660370968444791,noise+action,0.0,0.0,-0.018066801245331887
loop_or_cycling,1,noise+action,absolute,130,91,0.21239388710705406,0.6269871627924172,noise+action,0.018066801245331887,0.07839428656789761,0.0
loop_or_cycling,1,moe_action,absolute,130,91,0.2887524376759505,1.2008336621327762,noise+action,-0.05829174932356454,-0.2529357598482633,-0.07635855056889643
loop_or_cycling,1,moe_state,absolute,130,91,0.23040279690066126,1.1139458789633105,noise+action,5.789145172468979e-05,0.0002511988145942307,-0.018008909793607197
loop_or_cycling,1,moe_action+state,absolute,130,91,0.2816032106683313,1.6394695379892479,noise+action,-0.05114252231594538,-0.2219142999249655,-0.06920932356127726
loop_or_cycling,1,noise+action+moe_action,absolute,130,91,0.2836997311701157,1.17179243689768,noise+action,-0.05323904281772976,-0.23101138505810845,-0.07130584406306165
loop_or_cycling,1,noise+action+moe_action+state,absolute,130,91,0.2811614407183873,1.66252381756671,noise+action,-0.05070075236600133,-0.21999740054788577,-0.06876755361133322
loop_or_cycling,1,noise+action_within_snapshot,within_snapshot_centered,130,91,0.23876111142104955,0.6889546252346846,noise+action_within_snapshot,-0.008300423068663604,-0.036016654849055384,0.0
loop_or_cycling,1,moe_action_within_snapshot,within_snapshot_centered,130,91,0.23903694188474742,0.6931896050125212,noise+action_within_snapshot,-0.008576253532361466,-0.037213520421530394,-0.00027583046369786257
loop_or_cycling,1,moe_state_within_snapshot,within_snapshot_centered,130,91,0.25263635721953737,1.4217838981479018,noise+action_within_snapshot,-0.022175668867151416,-0.09622321718159457,-0.013875245798487812
loop_or_cycling,1,moe_action+state_within_snapshot,within_snapshot_centered,130,91,0.23562772432787968,0.7043696422542524,noise+action_within_snapshot,-0.005167035975493728,-0.022420465774158717,0.003133387093169876
loop_or_cycling,1,noise+action+moe_action_within_snapshot,within_snapshot_centered,130,91,0.2392329000435641,0.6927987074930495,noise+action_within_snapshot,-0.008772211691178144,-0.038063809293865304,-0.0004717886225145407
loop_or_cycling,1,noise+action+moe_action+state_within_snapshot,within_snapshot_centered,130,91,0.23456669508969094,0.7028852795750316,noise+action_within_snapshot,-0.00410600673730499,-0.017816516850052536,0.004194416331358614
loop_or_cycling,3,failure_rate_only,absolute,130,91,0.23046068835238595,0.660370968444791,noise+action,0.0,0.0,0.016443142933221938
loop_or_cycling,3,noise+action,absolute,130,91,0.2469038312856079,0.7401793469697382,noise+action,-0.016443142933221938,-0.07134901423222145,0.0
loop_or_cycling,3,moe_action,absolute,130,91,0.24846092399029132,0.8575836699502152,noise+action,-0.01800023563790537,-0.0781054494221683,-0.0015570927046834326
loop_or_cycling,3,moe_state,absolute,130,91,0.33486692434441434,2.8459609928626106,noise+action,-0.10440623599202839,-0.45303273516386455,-0.08796309305880645
loop_or_cycling,3,moe_action+state,absolute,130,91,0.31373638376238483,1.4906531839328314,noise+action,-0.08327569540999888,-0.3613444705270782,-0.06683255247677694
loop_or_cycling,3,noise+action+moe_action,absolute,130,91,0.2428378473464939,0.823411808595475,noise+action,-0.012377158994107962,-0.053706161699832576,0.004065983939113976
loop_or_cycling,3,noise+action+moe_action+state,absolute,130,91,0.3024417399196985,1.3656367557584042,noise+action,-0.07198105156731258,-0.31233548802583605,-0.05553790863409064
loop_or_cycling,3,noise+action_within_snapshot,within_snapshot_centered,130,91,0.25388892020333226,0.7382137636102177,noise+action_within_snapshot,-0.023428231850946307,-0.10165825685256726,0.0
loop_or_cycling,3,moe_action_within_snapshot,within_snapshot_centered,130,91,0.2559850088403409,0.7468223659977166,noise+action_within_snapshot,-0.02552432048795497,-0.11075346806621963,-0.002096088637008664
loop_or_cycling,3,moe_state_within_snapshot,within_snapshot_centered,130,91,0.24986490999315933,0.8476384128560361,noise+action_within_snapshot,-0.019404221640773378,-0.08419753398941233,0.004024010210172929
loop_or_cycling,3,moe_action+state_within_snapshot,within_snapshot_centered,130,91,0.2557650857464564,0.7706467227415652,noise+action_within_snapshot,-0.02530439739407045,-0.10979919210940982,-0.001876165543124142
loop_or_cycling,3,noise+action+moe_action_within_snapshot,within_snapshot_centered,130,91,0.25636788190807275,0.748550890806488,noise+action_within_snapshot,-0.025907193555686797,-0.11241480593025653,-0.00247896170474049
loop_or_cycling,3,noise+action+moe_action+state_within_snapshot,within_snapshot_centered,130,91,0.25526908572550816,0.7677640173680723,noise+action_within_snapshot,-0.02480839737312221,-0.10764698114234965,-0.0013801655221759024
drop_or_regrasp,1,failure_rate_only,absolute,130,16,0.10916775905749701,0.3786379147666783,noise+action,0.0,0.0,0.00908991916914699
drop_or_regrasp,1,noise+action,absolute,130,16,0.118257678226644,0.43852985588685656,noise+action,-0.00908991916914699,-0.08326560192885765,0.0
drop_or_regrasp,1,moe_action,absolute,130,16,0.15696215523774523,0.578974356818452,noise+action,-0.04779439618024822,-0.43780688174679516,-0.03870447701110123
drop_or_regrasp,1,moe_state,absolute,130,16,0.2388957379469731,0.8472800868041603,noise+action,-0.1297279788894761,-1.18833600698124,-0.12063805972032911
drop_or_regrasp,1,moe_action+state,absolute,130,16,0.33687799746603025,2.1993527709836913,noise+action,-0.22771023840853324,-2.0858744410847683,-0.21862031923938624
drop_or_regrasp,1,noise+action+moe_action,absolute,130,16,0.15694680450919207,0.5663988785805191,noise+action,-0.04777904545169506,-0.4376662657930952,-0.03868912628254807
drop_or_regrasp,1,noise+action+moe_action+state,absolute,130,16,0.3395493317804249,2.19146607247448,noise+action,-0.2303815727229279,-2.1103444342169686,-0.2212916535537809
drop_or_regrasp,1,noise+action_within_snapshot,within_snapshot_centered,130,16,0.10919160994694281,0.38631428789908523,noise+action_within_snapshot,-2.3850889445800605e-05,-0.0002184792437961349,0.0
drop_or_regrasp,1,moe_action_within_snapshot,within_snapshot_centered,130,16,0.1226192330700014,0.4299730441374108,noise+action_within_snapshot,-0.013451474012504391,-0.12321837627371011,-0.01342762312305859
drop_or_regrasp,1,moe_state_within_snapshot,within_snapshot_centered,130,16,0.1904138382837189,1.6334136425710182,noise+action_within_snapshot,-0.0812460792262219,-0.7442314464239467,-0.0812222283367761
drop_or_regrasp,1,moe_action+state_within_snapshot,within_snapshot_centered,130,16,0.1338226815747629,0.5126100403247846,noise+action_within_snapshot,-0.024654922517265893,-0.22584435853703397,-0.024631071627820092
drop_or_regrasp,1,noise+action+moe_action_within_snapshot,within_snapshot_centered,130,16,0.12126468458173245,0.4252641604415984,noise+action_within_snapshot,-0.012096925524235441,-0.11081042268041953,-0.01207307463478964
drop_or_regrasp,1,noise+action+moe_action+state_within_snapshot,within_snapshot_centered,130,16,0.13292001395807926,0.5136249331212267,noise+action_within_snapshot,-0.023752254900582248,-0.217575730285645,-0.023728404011136447
drop_or_regrasp,3,failure_rate_only,absolute,130,16,0.10916775905749701,0.3786379147666783,noise+action,0.0,0.0,-0.0016926985180868298
drop_or_regrasp,3,noise+action,absolute,130,16,0.10747506053941018,0.3960674285292451,noise+action,0.0016926985180868298,0.015505480122526937,0.0
drop_or_regrasp,3,moe_action,absolute,130,16,0.13788047869728076,0.5599565034077706,noise+action,-0.02871271963978375,-0.2630146472518612,-0.03040541815787058
drop_or_regrasp,3,moe_state,absolute,130,16,0.2693518140092068,1.6133418761596912,noise+action,-0.16018405495170981,-1.4673201715842064,-0.16187675346979663
drop_or_regrasp,3,moe_action+state,absolute,130,16,0.25208535612691724,0.9981082255889596,noise+action,-0.14291759706942023,-1.3091557278751842,-0.14461029558750704
drop_or_regrasp,3,noise+action+moe_action,absolute,130,16,0.13215243907842353,0.52286421687157,noise+action,-0.022984680020926518,-0.21054458037213014,-0.024677378539013348
drop_or_regrasp,3,noise+action+moe_action+state,absolute,130,16,0.2320858431861449,0.8904731761455663,noise+action,-0.12291808412864788,-1.1259559158295882,-0.12461078264673471
drop_or_regrasp,3,noise+action_within_snapshot,within_snapshot_centered,130,16,0.11447709590114637,0.4128081087025125,noise+action_within_snapshot,-0.0053093368436493565,-0.04863465999016256,0.0
drop_or_regrasp,3,moe_action_within_snapshot,within_snapshot_centered,130,16,0.11387639767091144,0.4435566604072733,noise+action_within_snapshot,-0.0047086386134144315,-0.043132135843646495,0.0006006982302349251
drop_or_regrasp,3,moe_state_within_snapshot,within_snapshot_centered,130,16,0.19525020174681548,1.4052084793083346,noise+action_within_snapshot,-0.08608244268931847,-0.7885335691830053,-0.08077310584566912
drop_or_regrasp,3,moe_action+state_within_snapshot,within_snapshot_centered,130,16,0.11234714456498338,0.4646835361545699,noise+action_within_snapshot,-0.0031793855074863653,-0.029123850621609177,0.0021299513361629913
drop_or_regrasp,3,noise+action+moe_action_within_snapshot,within_snapshot_centered,130,16,0.1144088647947773,0.4453007855842245,noise+action_within_snapshot,-0.005241105737280288,-0.048009648476157483,6.823110636906826e-05
drop_or_regrasp,3,noise+action+moe_action+state_within_snapshot,within_snapshot_centered,130,16,0.11227258632218075,0.46323823106015677,noise+action_within_snapshot,-0.0031048272646837377,-0.02844088118588632,0.002204509578965619
goal_regression,1,failure_rate_only,absolute,130,6,0.045626210628279734,0.21165124492387621,noise+action,0.0,0.0,0.0007957975132948034
goal_regression,1,noise+action,absolute,130,6,0.04642200814157454,0.30967940334674227,noise+action,-0.0007957975132948034,-0.017441674474749334,0.0
goal_regression,1,moe_action,absolute,130,6,0.05208202084231056,0.517390859081072,noise+action,-0.006455810214030827,-0.14149345573812414,-0.005660012700736024
goal_regression,1,moe_state,absolute,130,6,0.06133796082682702,0.4086563888465599,noise+action,-0.015711750198547286,-0.3443579903348128,-0.014915952685252483
goal_regression,1,moe_action+state,absolute,130,6,0.056892411419918354,0.5310535413949915,noise+action,-0.01126620079163862,-0.24692387635311705,-0.010470403278343816
goal_regression,1,noise+action+moe_action,absolute,130,6,0.05032261171245148,0.5359299745153168,noise+action,-0.004696401084171749,-0.10293208705043887,-0.0039006035708769454
goal_regression,1,noise+action+moe_action+state,absolute,130,6,0.057932216436516006,0.5296209329180241,noise+action,-0.012306005808236271,-0.2697135185846191,-0.011510208294941468
goal_regression,1,noise+action_within_snapshot,within_snapshot_centered,130,6,0.045964496322310686,0.24206291669613628,noise+action_within_snapshot,-0.00033828569403095143,-0.007414284232082982,0.0
goal_regression,1,moe_action_within_snapshot,within_snapshot_centered,130,6,0.050823831319455004,0.30716296698427387,noise+action_within_snapshot,-0.00519762069117527,-0.11391743078382484,-0.004859334997144318
goal_regression,1,moe_state_within_snapshot,within_snapshot_centered,130,6,0.14741100244310135,0.8236297556126002,noise+action_within_snapshot,-0.10178479181482161,-2.230840352797873,-0.10144650612079066
goal_regression,1,moe_action+state_within_snapshot,within_snapshot_centered,130,6,0.057510234193735285,0.4488584912702178,noise+action_within_snapshot,-0.011884023565455551,-0.26046483812288534,-0.0115457378714246
goal_regression,1,noise+action+moe_action_within_snapshot,within_snapshot_centered,130,6,0.049779821818303725,0.3091901139947908,noise+action_within_snapshot,-0.004153611190023991,-0.09103563791137034,-0.0038153254959930397
goal_regression,1,noise+action+moe_action+state_within_snapshot,within_snapshot_centered,130,6,0.05525637621686017,0.4455719413081441,noise+action_within_snapshot,-0.009630165588580437,-0.21106652198312373,-0.009291879894549486
goal_regression,3,failure_rate_only,absolute,130,6,0.045626210628279734,0.21165124492387621,noise+action,0.0,0.0,0.0012935725852323623
goal_regression,3,noise+action,absolute,130,6,0.046919783213512097,0.3037714658289828,noise+action,-0.0012935725852323623,-0.02835152355235455,0.0
goal_regression,3,moe_action,absolute,130,6,0.06968885034799877,0.62915046944758,noise+action,-0.02406263971971903,-0.5273863287871793,-0.02276906713448667
goal_regression,3,moe_state,absolute,130,6,0.0574791538198004,0.5754429742238242,noise+action,-0.011852943191520665,-0.2597836425226612,-0.010559370606288303
