failure_type,prefix_queries,token_family,layer_group,denoise_step,metric,top_quartile_failure_rate,bottom_quartile_failure_rate,failure_rate_difference,ci95_low,ci95_high,permutation_p_raw,permutation_p_maxT,n_top,n_bottom
stagnation,1,state,front_2_5,4,top1_mass,0.18181818181818182,0.45454545454545453,-0.2727272727272727,-0.523809552192688,0.0,0.03592814371257485,0.9580838323353293,22,22
stagnation,1,state,back_12_15,6,consensus_distance,0.13636363636363635,0.4090909090909091,-0.27272727272727276,-0.4398550674319267,-0.11999999731779099,0.06387225548902195,0.9580838323353293,22,22
stagnation,1,action,front_2_5,8,entropy,0.4090909090909091,0.18181818181818182,0.2272727272727273,0.0476190485060215,0.4250000037252901,0.11377245508982035,0.9960079840319361,22,22
stagnation,1,state,front_2_5,5,top1_mass,0.18181818181818182,0.4090909090909091,-0.2272727272727273,-0.47826087474823,0.042617754638195,0.11976047904191617,0.9960079840319361,22,22
stagnation,1,action,back_12_15,0,consensus_distance,0.22727272727272727,0.4090909090909091,-0.18181818181818185,-0.3333333432674408,0.0,0.2055888223552894,1.0,22,22
stagnation,1,action,front_2_5,2,top1_mass,0.36363636363636365,0.18181818181818182,0.18181818181818182,-0.09318182040005922,0.42291666418313956,0.20758483033932135,1.0,22,22
stagnation,1,state,back_12_15,2,consensus_distance,0.36363636363636365,0.18181818181818182,0.18181818181818182,-0.04545454680919647,0.3499999940395355,0.20958083832335328,1.0,22,22
stagnation,1,state,front_2_5,5,consensus_distance,0.22727272727272727,0.4090909090909091,-0.18181818181818185,-0.40477272868156433,0.04545454680919647,0.21756487025948104,1.0,22,22
stagnation,1,action,back_12_15,6,token_dispersion,0.2727272727272727,0.45454545454545453,-0.18181818181818182,-0.3478260934352875,0.0,0.2215568862275449,1.0,22,22
stagnation,1,action,back_12_15,1,consensus_distance,0.22727272727272727,0.4090909090909091,-0.18181818181818185,-0.3333333432674408,0.0,0.22355289421157684,1.0,22,22
stagnation,1,action,back_12_15,2,token_dispersion,0.22727272727272727,0.4090909090909091,-0.18181818181818185,-0.40909090638160706,0.05000000074505806,0.2275449101796407,1.0,22,22
stagnation,1,action,front_2_5,8,token_dispersion,0.13636363636363635,0.3181818181818182,-0.18181818181818182,-0.40909090638160706,0.043478261679410934,0.23552894211576847,1.0,22,22
stagnation,1,action,front_2_5,9,top1_mass,0.4090909090909091,0.22727272727272727,0.18181818181818185,0.0,0.4047727286815641,0.23552894211576847,1.0,22,22
stagnation,1,state,back_12_15,8,top1_mass,0.2727272727272727,0.09090909090909091,0.1818181818181818,0.0476190485060215,0.31578946113586426,0.2375249500998004,1.0,22,22
stagnation,1,state,back_12_15,5,top1_mass,0.36363636363636365,0.18181818181818182,0.18181818181818182,0.0,0.380952388048172,0.24151696606786427,1.0,22,22
stagnation,1,state,back_12_15,7,top1_mass,0.36363636363636365,0.18181818181818182,0.18181818181818182,0.043478261679410934,0.3333333432674408,0.25149700598802394,1.0,22,22
stagnation,1,action,front_2_5,3,top1_mass,0.3181818181818182,0.18181818181818182,0.13636363636363635,-0.0476190485060215,0.2857142984867096,0.34530938123752497,1.0,22,22
stagnation,1,state,back_12_15,0,entropy,0.36363636363636365,0.22727272727272727,0.13636363636363638,-0.22727273404598236,0.47727743610739704,0.35129740518962077,1.0,22,22
stagnation,1,state,front_2_5,7,top1_mass,0.3181818181818182,0.45454545454545453,-0.13636363636363635,-0.4736842215061188,0.18636364080011825,0.35728542914171657,1.0,22,22
stagnation,1,action,back_12_15,2,consensus_distance,0.22727272727272727,0.36363636363636365,-0.13636363636363638,-0.27272728085517883,0.0476190485060215,0.36327345309381237,1.0,22,22
stagnation,1,action,front_2_5,4,top1_mass,0.3181818181818182,0.18181818181818182,0.13636363636363635,-0.095238097012043,0.3750000014901158,0.3652694610778443,1.0,22,22
stagnation,1,state,back_12_15,5,entropy,0.3181818181818182,0.18181818181818182,0.13636363636363635,-0.095238097012043,0.3636363744735718,0.3652694610778443,1.0,22,22
stagnation,1,action,back_12_15,5,token_dispersion,0.22727272727272727,0.36363636363636365,-0.13636363636363638,-0.3199999928474426,0.05263157933950424,0.3712574850299401,1.0,22,22
stagnation,1,action,back_12_15,0,entropy,0.36363636363636365,0.22727272727272727,0.13636363636363638,-0.04886904843151569,0.3181818127632141,0.3772455089820359,1.0,22,22
stagnation,1,action,back_12_15,6,consensus_distance,0.22727272727272727,0.36363636363636365,-0.13636363636363638,-0.3333333432674408,0.05263157933950424,0.3772455089820359,1.0,22,22
stagnation,1,state,back_12_15,8,entropy,0.4090909090909091,0.2727272727272727,0.1363636363636364,-0.1428571492433548,0.4047727286815641,0.3772455089820359,1.0,22,22
stagnation,1,state,back_12_15,0,consensus_distance,0.4090909090909091,0.2727272727272727,0.1363636363636364,-0.1428571492433548,0.3661483280360698,0.37924151696606784,1.0,22,22
stagnation,1,action,back_12_15,8,token_dispersion,0.2727272727272727,0.4090909090909091,-0.1363636363636364,-0.32700000181794164,0.05416666707023972,0.3812375249500998,1.0,22,22
stagnation,1,action,back_12_15,9,top1_mass,0.2727272727272727,0.13636363636363635,0.13636363636363635,-0.043478261679410934,0.3684210479259491,0.3812375249500998,1.0,22,22
stagnation,1,action,front_2_5,5,top1_mass,0.3181818181818182,0.18181818181818182,0.13636363636363635,-0.06875000149011608,0.35715909376740423,0.38323353293413176,1.0,22,22
stagnation,1,action,back_12_15,7,consensus_distance,0.22727272727272727,0.36363636363636365,-0.13636363636363638,-0.3333333432674408,0.05263157933950424,0.3852295409181637,1.0,22,22
stagnation,1,state,back_12_15,4,consensus_distance,0.2727272727272727,0.4090909090909091,-0.1363636363636364,-0.3913043439388275,0.12043269257992484,0.3852295409181637,1.0,22,22
stagnation,1,action,front_2_5,1,entropy,0.36363636363636365,0.22727272727272727,0.13636363636363638,-0.04451581137254834,0.30000001192092896,0.3872255489021956,1.0,22,22
stagnation,1,action,back_12_15,4,token_dispersion,0.22727272727272727,0.36363636363636365,-0.13636363636363638,-0.3636363744735718,0.09773809686303128,0.38922155688622756,1.0,22,22
stagnation,1,action,back_12_15,1,entropy,0.36363636363636365,0.22727272727272727,0.13636363636363638,-0.095238097012043,0.34896739125251763,0.3912175648702595,1.0,22,22
stagnation,1,action,back_12_15,0,token_dispersion,0.22727272727272727,0.36363636363636365,-0.13636363636363638,-0.3181818127632141,0.04886904843151564,0.3972055888223553,1.0,22,22
stagnation,1,action,back_12_15,7,entropy,0.2727272727272727,0.4090909090909091,-0.1363636363636364,-0.4761904776096344,0.11999999731779099,0.3972055888223553,1.0,22,22
