cv_scheme,snapshot_key,worker,model,observed_failure_rate,predicted_failure_rate
leave_one_snapshot_out,w00_s000,0,mean_rate,0.5625,0.6875
leave_one_snapshot_out,w00_s001,0,mean_rate,0.75,0.6704545454545454
leave_one_snapshot_out,w00_s002,0,mean_rate,0.8125,0.6647727272727273
leave_one_snapshot_out,w01_s000,1,mean_rate,1.0,0.6477272727272727
leave_one_snapshot_out,w01_s001,1,mean_rate,1.0,0.6477272727272727
leave_one_snapshot_out,w01_s002,1,mean_rate,1.0,0.6477272727272727
leave_one_snapshot_out,w02_s000,2,mean_rate,1.0,0.6477272727272727
leave_one_snapshot_out,w02_s001,2,mean_rate,0.9375,0.6534090909090909
leave_one_snapshot_out,w02_s002,2,mean_rate,0.875,0.6590909090909091
leave_one_snapshot_out,w03_s000,3,mean_rate,0.0625,0.7329545454545454
leave_one_snapshot_out,w03_s001,3,mean_rate,0.0625,0.7329545454545454
leave_one_snapshot_out,w03_s002,3,mean_rate,0.0625,0.7329545454545454
leave_one_snapshot_out,w00_s000,0,initial_sim_state,0.5625,0.7455521821975708
leave_one_snapshot_out,w00_s001,0,initial_sim_state,0.75,0.6737077236175537
leave_one_snapshot_out,w00_s002,0,initial_sim_state,0.8125,0.7578805685043335
leave_one_snapshot_out,w01_s000,1,initial_sim_state,1.0,0.943183958530426
leave_one_snapshot_out,w01_s001,1,initial_sim_state,1.0,0.956430196762085
leave_one_snapshot_out,w01_s002,1,initial_sim_state,1.0,0.9217931628227234
leave_one_snapshot_out,w02_s000,2,initial_sim_state,1.0,0.5111985802650452
leave_one_snapshot_out,w02_s001,2,initial_sim_state,0.9375,0.7170764803886414
leave_one_snapshot_out,w02_s002,2,initial_sim_state,0.875,0.6466845273971558
leave_one_snapshot_out,w03_s000,3,initial_sim_state,0.0625,0.48418378829956055
leave_one_snapshot_out,w03_s001,3,initial_sim_state,0.0625,0.48739707469940186
leave_one_snapshot_out,w03_s002,3,initial_sim_state,0.0625,0.0
leave_one_snapshot_out,w00_s000,0,initial_policy_state,0.5625,0.49280840158462524
leave_one_snapshot_out,w00_s001,0,initial_policy_state,0.75,0.6147509813308716
leave_one_snapshot_out,w00_s002,0,initial_policy_state,0.8125,0.7839633822441101
leave_one_snapshot_out,w01_s000,1,initial_policy_state,1.0,0.6422008275985718
leave_one_snapshot_out,w01_s001,1,initial_policy_state,1.0,0.8325833082199097
leave_one_snapshot_out,w01_s002,1,initial_policy_state,1.0,1.0
leave_one_snapshot_out,w02_s000,2,initial_policy_state,1.0,0.697413444519043
leave_one_snapshot_out,w02_s001,2,initial_policy_state,0.9375,0.8290793895721436
leave_one_snapshot_out,w02_s002,2,initial_policy_state,0.875,0.3101096451282501
leave_one_snapshot_out,w03_s000,3,initial_policy_state,0.0625,0.6243626475334167
leave_one_snapshot_out,w03_s001,3,initial_policy_state,0.0625,0.6307642459869385
leave_one_snapshot_out,w03_s002,3,initial_policy_state,0.0625,0.0
leave_one_snapshot_out,w00_s000,0,initial_geometry,0.5625,0.8178133964538574
leave_one_snapshot_out,w00_s001,0,initial_geometry,0.75,0.6883268356323242
leave_one_snapshot_out,w00_s002,0,initial_geometry,0.8125,0.5683780908584595
leave_one_snapshot_out,w01_s000,1,initial_geometry,1.0,0.9107263088226318
leave_one_snapshot_out,w01_s001,1,initial_geometry,1.0,0.8905426859855652
leave_one_snapshot_out,w01_s002,1,initial_geometry,1.0,0.8397623300552368
leave_one_snapshot_out,w02_s000,2,initial_geometry,1.0,0.7704001069068909
leave_one_snapshot_out,w02_s001,2,initial_geometry,0.9375,0.7993582487106323
leave_one_snapshot_out,w02_s002,2,initial_geometry,0.875,0.7872790098190308
leave_one_snapshot_out,w03_s000,3,initial_geometry,0.0625,0.4235992729663849
leave_one_snapshot_out,w03_s001,3,initial_geometry,0.0625,0.3696615993976593
leave_one_snapshot_out,w03_s002,3,initial_geometry,0.0625,0.5004678964614868
leave_one_snapshot_out,w00_s000,0,mean_output_action,0.5625,0.7085413932800293
leave_one_snapshot_out,w00_s001,0,mean_output_action,0.75,0.5326936841011047
leave_one_snapshot_out,w00_s002,0,mean_output_action,0.8125,0.6993177533149719
leave_one_snapshot_out,w01_s000,1,mean_output_action,1.0,1.0
leave_one_snapshot_out,w01_s001,1,mean_output_action,1.0,0.47427207231521606
leave_one_snapshot_out,w01_s002,1,mean_output_action,1.0,0.7527645826339722
leave_one_snapshot_out,w02_s000,2,mean_output_action,1.0,0.012887239456176758
leave_one_snapshot_out,w02_s001,2,mean_output_action,0.9375,0.5152780413627625
leave_one_snapshot_out,w02_s002,2,mean_output_action,0.875,0.17414936423301697
leave_one_snapshot_out,w03_s000,3,mean_output_action,0.0625,0.5944249033927917
leave_one_snapshot_out,w03_s001,3,mean_output_action,0.0625,0.8056114912033081
leave_one_snapshot_out,w03_s002,3,mean_output_action,0.0625,1.0
leave_one_snapshot_out,w00_s000,0,as_moe,0.5625,0.6875
leave_one_snapshot_out,w00_s001,0,as_moe,0.75,0.6704545617103577
leave_one_snapshot_out,w00_s002,0,as_moe,0.8125,0.6647727489471436
leave_one_snapshot_out,w01_s000,1,as_moe,1.0,0.6477272510528564
leave_one_snapshot_out,w01_s001,1,as_moe,1.0,0.6477272510528564
leave_one_snapshot_out,w01_s002,1,as_moe,1.0,0.6477272510528564
leave_one_snapshot_out,w02_s000,2,as_moe,1.0,0.6477272510528564
leave_one_snapshot_out,w02_s001,2,as_moe,0.9375,0.6534090638160706
leave_one_snapshot_out,w02_s002,2,as_moe,0.875,0.6590909361839294
leave_one_snapshot_out,w03_s000,3,as_moe,0.0625,0.7329545617103577
leave_one_snapshot_out,w03_s001,3,as_moe,0.0625,0.7329545617103577
leave_one_snapshot_out,w03_s002,3,as_moe,0.0625,0.7329545617103577
leave_one_snapshot_out,w00_s000,0,mean_moe_action,0.5625,0.7131164073944092
leave_one_snapshot_out,w00_s001,0,mean_moe_action,0.75,0.5896255373954773
leave_one_snapshot_out,w00_s002,0,mean_moe_action,0.8125,0.9480265378952026
leave_one_snapshot_out,w01_s000,1,mean_moe_action,1.0,0.7885722517967224
leave_one_snapshot_out,w01_s001,1,mean_moe_action,1.0,1.0
leave_one_snapshot_out,w01_s002,1,mean_moe_action,1.0,0.49990350008010864
leave_one_snapshot_out,w02_s000,2,mean_moe_action,1.0,0.5723534822463989
leave_one_snapshot_out,w02_s001,2,mean_moe_action,0.9375,0.7889386415481567
leave_one_snapshot_out,w02_s002,2,mean_moe_action,0.875,0.5384311676025391
leave_one_snapshot_out,w03_s000,3,mean_moe_action,0.0625,0.44195857644081116
leave_one_snapshot_out,w03_s001,3,mean_moe_action,0.0625,0.26765716075897217
leave_one_snapshot_out,w03_s002,3,mean_moe_action,0.0625,0.6273258924484253
leave_one_snapshot_out,w00_s000,0,mean_moe_state,0.5625,0.7430052161216736
leave_one_snapshot_out,w00_s001,0,mean_moe_state,0.75,0.4740571975708008
leave_one_snapshot_out,w00_s002,0,mean_moe_state,0.8125,1.0
leave_one_snapshot_out,w01_s000,1,mean_moe_state,1.0,0.9643527865409851
leave_one_snapshot_out,w01_s001,1,mean_moe_state,1.0,1.0
leave_one_snapshot_out,w01_s002,1,mean_moe_state,1.0,0.49110400676727295
leave_one_snapshot_out,w02_s000,2,mean_moe_state,1.0,0.44601261615753174
leave_one_snapshot_out,w02_s001,2,mean_moe_state,0.9375,0.9273802638053894
leave_one_snapshot_out,w02_s002,2,mean_moe_state,0.875,0.3981231451034546
leave_one_snapshot_out,w03_s000,3,mean_moe_state,0.0625,0.6312398910522461
leave_one_snapshot_out,w03_s001,3,mean_moe_state,0.0625,0.34895750880241394
leave_one_snapshot_out,w03_s002,3,mean_moe_state,0.0625,0.7624443769454956
leave_one_snapshot_out,w00_s000,0,mean_moe_action+state,0.5625,0.7214372754096985
leave_one_snapshot_out,w00_s001,0,mean_moe_action+state,0.75,0.5582601428031921
leave_one_snapshot_out,w00_s002,0,mean_moe_action+state,0.8125,1.0
leave_one_snapshot_out,w01_s000,1,mean_moe_action+state,1.0,0.8431878685951233
leave_one_snapshot_out,w01_s001,1,mean_moe_action+state,1.0,1.0
leave_one_snapshot_out,w01_s002,1,mean_moe_action+state,1.0,0.49444127082824707
leave_one_snapshot_out,w02_s000,2,mean_moe_action+state,1.0,0.5204671621322632
leave_one_snapshot_out,w02_s001,2,mean_moe_action+state,0.9375,0.8383253812789917
leave_one_snapshot_out,w02_s002,2,mean_moe_action+state,0.875,0.47739362716674805
leave_one_snapshot_out,w03_s000,3,mean_moe_action+state,0.0625,0.5290940403938293
leave_one_snapshot_out,w03_s001,3,mean_moe_action+state,0.0625,0.3060325086116791
leave_one_snapshot_out,w03_s002,3,mean_moe_action+state,0.0625,0.6808847188949585
leave_one_snapshot_out,w00_s000,0,geometry+mean_moe_action+state,0.5625,0.7216517925262451
leave_one_snapshot_out,w00_s001,0,geometry+mean_moe_action+state,0.75,0.5584766864776611
leave_one_snapshot_out,w00_s002,0,geometry+mean_moe_action+state,0.8125,1.0
leave_one_snapshot_out,w01_s000,1,geometry+mean_moe_action+state,1.0,0.8442678451538086
leave_one_snapshot_out,w01_s001,1,geometry+mean_moe_action+state,1.0,1.0
leave_one_snapshot_out,w01_s002,1,geometry+mean_moe_action+state,1.0,0.49643731117248535
leave_one_snapshot_out,w02_s000,2,geometry+mean_moe_action+state,1.0,0.5215103626251221
leave_one_snapshot_out,w02_s001,2,geometry+mean_moe_action+state,0.9375,0.8389517068862915
leave_one_snapshot_out,w02_s002,2,geometry+mean_moe_action+state,0.875,0.4796631336212158
leave_one_snapshot_out,w03_s000,3,geometry+mean_moe_action+state,0.0625,0.5273648500442505
leave_one_snapshot_out,w03_s001,3,geometry+mean_moe_action+state,0.0625,0.30502912402153015
leave_one_snapshot_out,w03_s002,3,geometry+mean_moe_action+state,0.0625,0.6786265969276428
leave_one_snapshot_out,w00_s000,0,policy_state+mean_moe_action+state,0.5625,0.7204528450965881
leave_one_snapshot_out,w00_s001,0,policy_state+mean_moe_action+state,0.75,0.5582157969474792
leave_one_snapshot_out,w00_s002,0,policy_state+mean_moe_action+state,0.8125,1.0
leave_one_snapshot_out,w01_s000,1,policy_state+mean_moe_action+state,1.0,0.8427203297615051
leave_one_snapshot_out,w01_s001,1,policy_state+mean_moe_action+state,1.0,1.0
leave_one_snapshot_out,w01_s002,1,policy_state+mean_moe_action+state,1.0,0.49700796604156494
leave_one_snapshot_out,w02_s000,2,policy_state+mean_moe_action+state,1.0,0.521615743637085
leave_one_snapshot_out,w02_s001,2,policy_state+mean_moe_action+state,0.9375,0.8384832143783569
leave_one_snapshot_out,w02_s002,2,policy_state+mean_moe_action+state,0.875,0.4777798056602478
