cv_scheme,model,snapshots,heldout_units,ridge_alpha,failure_rate_mse,failure_rate_mae,mse_gain_vs_mean_rate,mse_gain_vs_mean_rate_ci95_low,mse_gain_vs_mean_rate_ci95_high,mse_gain_vs_policy_state,mse_gain_vs_policy_state_ci95_low,mse_gain_vs_policy_state_ci95_high,mse_gain_vs_geometry,mse_gain_vs_geometry_ci95_low,mse_gain_vs_geometry_ci95_high,mse_gain_vs_sim_state,mse_gain_vs_sim_state_ci95_low,mse_gain_vs_sim_state_ci95_high
leave_one_snapshot_out,as_moe,12,12,10.0,0.16800104315615924,0.35606061418851215,-1.009830800259339e-08,-1.5778862513197295e-08,-3.6891153051731134e-09,-0.0642554553009751,-0.15495034799775964,0.02037115658657741,-0.11214588812114916,-0.18823789557189705,-0.0394524611720459,-0.10504630172207936,-0.18698767723959914,-0.0269823300543644
leave_one_snapshot_out,mean_output_action,12,12,10.0,0.31473293243666806,0.464351254204909,-0.14673189937881678,-0.32095316435104887,0.0005736715254683805,-0.2109873445814839,-0.37959702739501705,-0.05309852960823589,-0.25887777740165796,-0.43933931699226364,-0.10539873613628191,-0.2517781910025882,-0.42246990573123805,-0.11470839135506188
leave_one_worker_out,initial_policy_state,12,4,10.0,0.21580998257906817,0.3967299163341522,0.0324539063098207,-0.11336434213928422,0.16339549644358037,0.0,0.0,0.0,0.011995210725126734,-0.11693653256128138,0.14092695401153485,0.054273984518635666,-0.05493692959918609,0.19003735394144225
leave_one_worker_out,initial_geometry,12,4,10.0,0.2278051933041949,0.3707563132047653,0.020458695584693962,-0.05788396061246667,0.14208971910080387,-0.011995210725126734,-0.17352058259176814,0.11693653256128138,0.0,0.0,0.0,0.04227877379350894,-0.10641271600547893,0.27954538507369464
leave_one_worker_out,as_moe,12,4,10.0,0.24826388102438765,0.4270833283662796,7.864501232827023e-09,-1.4809179265986202e-08,3.486135795894666e-08,-0.032453898445319464,-0.1604607969028729,0.11336434333505611,-0.02045868772019273,-0.1293851483239156,0.0578839660394325,0.021820086073316203,-0.19139403685519576,0.2690561688798143
leave_one_worker_out,mean_rate,12,4,,0.24826388888888884,0.4270833333333334,0.0,0.0,0.0,-0.0324539063098207,-0.16339549644358037,0.11336434213928422,-0.020458695584693962,-0.11974001580866002,0.05788396061246667,0.02182007820881497,-0.1913940471572324,0.29988839933946343
leave_one_worker_out,initial_sim_state,12,4,10.0,0.2700839670977038,0.41239573806524277,-0.02182007820881497,-0.26905616768404245,0.1913940471572324,-0.054273984518635666,-0.17015705583700463,0.05493692959918609,-0.04227877379350894,-0.2401590477010563,0.14579905337811727,0.0,0.0,0.0
leave_one_worker_out,mean_moe_action,12,4,10.0,0.3210920220364435,0.4849529018004735,-0.07282813314755461,-0.17750105088832296,-0.0033690916016537245,-0.10528203945737531,-0.2250313366538045,-0.01235432256355932,-0.09328682873224858,-0.18481246098072557,0.01689093438938098,-0.051008054938739646,-0.2508280026684679,0.13037046526102417
leave_one_worker_out,mean_moe_state,12,4,10.0,0.32740735851251546,0.4783441796898842,-0.07914346962362658,-0.22879109648074167,0.027502914437404543,-0.11159737593344728,-0.21705026353633605,-0.026697641821906853,-0.09960216520832055,-0.2136607484571229,0.014540264992012183,-0.05732339141481161,-0.19227870753522872,0.0776319247056055
leave_one_worker_out,geometry+mean_moe_action+state,12,4,10.0,0.338371517962728,0.4954543635249138,-0.09010762907383914,-0.25512459057497805,0.012241903491451206,-0.12256153538365984,-0.23178518537262724,-0.024836547186191202,-0.11056632465853311,-0.22923545096073158,0.017229839058931162,-0.06828755086502418,-0.21228605744917672,0.07571095571912838
leave_one_worker_out,sim_state+mean_moe_action+state,12,4,10.0,0.33894756461222414,0.49598295241594315,-0.09068367572333524,-0.24062746260611248,0.012556354537341696,-0.12313758203315595,-0.23175794744417377,-0.034774210087824255,-0.11114237130802922,-0.23131555693959047,0.03719446973128596,-0.06886359751452027,-0.2119921605153395,0.07426496548629895
leave_one_worker_out,policy_state+mean_moe_action+state,12,4,10.0,0.33952390383044945,0.49657972902059555,-0.0912600149415606,-0.23938426428091128,0.01651352429363195,-0.1237139212513813,-0.22399853737929165,-0.033750326431603105,-0.11171871052625455,-0.2215589093679653,0.016213104378189236,-0.06943993673274562,-0.2139108029531389,0.07503092948764767
leave_one_worker_out,mean_moe_action+state,12,4,10.0,0.33992299247102026,0.4969341804583867,-0.09165910358213136,-0.23984661551145972,0.010267152440934027,-0.12411300989195206,-0.23317587601880727,-0.037063412184231925,-0.11211779916682534,-0.23060960403210787,-0.001979545812760719,-0.06983902537331639,-0.2144311509860876,0.0747531002394548
leave_one_worker_out,mean_output_action,12,4,10.0,0.38532004964771427,0.5296273256341616,-0.13705616075882537,-0.45905727971763927,0.05806302982559286,-0.1695100670686461,-0.32131040567899655,-0.04279163157834254,-0.15751485634351936,-0.4071992638773501,0.0548995765717765,-0.11523608255001043,-0.1789590256663184,-0.022059451454832086
