cv_scheme,model,snapshots,heldout_units,ridge_alpha,failure_rate_mse,failure_rate_mae,mse_gain_vs_mean_rate,mse_gain_vs_mean_rate_ci95_low,mse_gain_vs_mean_rate_ci95_high,mse_gain_vs_policy_state,mse_gain_vs_policy_state_ci95_low,mse_gain_vs_policy_state_ci95_high,mse_gain_vs_geometry,mse_gain_vs_geometry_ci95_low,mse_gain_vs_geometry_ci95_high,mse_gain_vs_sim_state,mse_gain_vs_sim_state_ci95_low,mse_gain_vs_sim_state_ci95_high
leave_one_snapshot_out,initial_geometry,12,12,10.0,0.055855155035010075,0.20681404570738474,0.11214587802284115,0.04357635441082263,0.18010502693215202,0.04789043282017406,-0.03281800007758643,0.11504441201420966,0.0,0.0,0.0,0.0070995863990697865,-0.046819535514164824,0.04692709464492507
leave_one_snapshot_out,initial_sim_state,12,12,10.0,0.06295474143407986,0.19493148724238077,0.10504629162377137,0.028294471282881234,0.2051991339919749,0.040790846421104275,-0.014849073392016871,0.10225424085359976,-0.0070995863990697865,-0.05612723477706132,0.04211903142987135,0.0,0.0,0.0
leave_one_snapshot_out,mean_moe_action,12,12,10.0,0.0987423396489117,0.26835499952236813,0.06925869340893953,-0.008567341762373974,0.15955966441041855,0.005003248206272441,-0.08611352270805482,0.09609050307029218,-0.04288718461390162,-0.08796600314630434,-0.0004915676508534672,-0.03578759821483183,-0.10353760120528124,0.024547408470125324
leave_one_snapshot_out,initial_policy_state,12,12,10.0,0.10374558785518413,0.24393479277690253,0.06425544520266709,-0.02240255017949963,0.15840068601840449,0.0,0.0,0.0,-0.04789043282017406,-0.12458255204436472,0.034980804923389834,-0.040790846421104275,-0.09998218775978644,0.015737661377600864
leave_one_snapshot_out,sim_state+mean_moe_action+state,12,12,10.0,0.11742920262135992,0.2902239536245664,0.05057183043649131,-0.03096403480330483,0.1355309623177106,-0.013683614766175781,-0.11254733071555863,0.07597836722411347,-0.061574047586349843,-0.11781126583203719,-0.013042072029730295,-0.054474461187280054,-0.13013493483229283,0.009019665730022922
leave_one_snapshot_out,policy_state+mean_moe_action+state,12,12,10.0,0.11864935686430307,0.29127561300992966,0.049351676193548154,-0.020808424936940552,0.14247095837708587,-0.014903769009118939,-0.11394258805209,0.08023306112336163,-0.062794201829293,-0.12017249112070874,-0.011719854440396409,-0.055694615430223214,-0.1366067436902999,0.005055595737547775
leave_one_snapshot_out,geometry+mean_moe_action+state,12,12,10.0,0.11870680280292034,0.291113776465257,0.04929423025493088,-0.028088165874146625,0.12924538148918732,-0.014961214947736204,-0.11058214799930267,0.0740767890261116,-0.06285164776791026,-0.11465136313433894,-0.013936430733261248,-0.05575206136884048,-0.12905434447261244,0.009821588070749098
leave_one_snapshot_out,mean_moe_action+state,12,12,10.0,0.11955475589200826,0.2921144242088,0.04844627716584297,-0.028345931745365635,0.13925291335263176,-0.015809168036824122,-0.1278296879113499,0.07668590315501436,-0.06369960085699818,-0.11955703059922641,-0.013631101105359872,-0.056600014457928394,-0.14621854190602473,0.008938884402550881
leave_one_snapshot_out,mean_moe_state,12,12,10.0,0.152832477759137,0.31538474808136624,0.015168555298714229,-0.06293211706456245,0.10964296435244532,-0.04908688990395286,-0.15277810001004816,0.04677776647409102,-0.09697732272412692,-0.17743062577196733,-0.0350936733319889,-0.08987773632505713,-0.17396834726863603,-0.018638187580321264
leave_one_snapshot_out,mean_rate,12,12,,0.16800103305785122,0.356060606060606,0.0,0.0,0.0,-0.06425544520266709,-0.16161203495952067,0.019702694021200184,-0.11214587802284115,-0.18048393700572055,-0.04585262275204067,-0.10504629162377137,-0.18973860844388682,-0.0253151058071325
