class,signal,role,rel_query,n_inits,effect_sd,ci_lo,ci_hi,deviates
active_return,route_speed,state,-10,8,0.11763629600417849,-0.23961299287633955,0.5276445175061417,False
active_return,route_speed,action,-10,8,0.32509734426731113,-0.04177660975472229,0.6975745399145735,False
active_return,route_speed,action_minus_state,-10,8,0.20746104826313266,-0.031153049260495166,0.4241680322172335,False
active_return,route_speed,state,-9,8,-0.07364095205623505,-0.20097908869266165,0.06987611751588685,False
active_return,route_speed,action,-9,8,-0.1318199960783386,-0.3890198301642565,0.12021367963948452,False
active_return,route_speed,action_minus_state,-9,8,-0.058179044022103554,-0.22465723283545885,0.07218005119995921,False
active_return,route_speed,state,-8,8,-0.09366750646981505,-0.2734373702126617,0.045749638576692044,False
active_return,route_speed,action,-8,8,-0.059639043670479355,-0.22326707337501883,0.08361880172792391,False
active_return,route_speed,action_minus_state,-8,8,0.0340284627993357,-0.035434686605142374,0.0921123767377574,False
active_return,route_speed,state,-7,8,0.04967216252187162,-0.29803297513122967,0.37530078349858553,False
active_return,route_speed,action,-7,8,-0.13363830451849237,-0.4825445458287967,0.2119499974063543,False
active_return,route_speed,action_minus_state,-7,8,-0.183310467040364,-0.3630545997280048,-0.005928008674335201,False
active_return,route_speed,state,-6,8,0.17976592150772586,-0.2950171652638303,0.7624874058863332,False
active_return,route_speed,action,-6,8,-0.08103363117349105,-0.5903271462080198,0.4049368424109435,False
active_return,route_speed,action_minus_state,-6,8,-0.2607995526812169,-0.4881900343075772,-0.03239610737082144,True
active_return,route_speed,state,-5,8,0.7075523594782156,0.14675364460628515,1.302652462136083,True
active_return,route_speed,action,-5,8,0.16035102330422224,-0.25052557406479775,0.547846704822564,False
active_return,route_speed,action_minus_state,-5,8,-0.5472013361739934,-1.1710733619257219,-0.010677417067981879,True
active_return,route_speed,state,-4,8,1.2449578511434172,0.7096023217410231,1.7504115271546685,True
active_return,route_speed,action,-4,8,1.1252035665027036,0.6447581514896192,1.6968488562023394,True
active_return,route_speed,action_minus_state,-4,8,-0.11975428464071357,-0.5371261287437566,0.2847913961033641,False
active_return,route_speed,state,-3,8,2.440401229169794,1.298012451398921,3.4033315797723627,True
active_return,route_speed,action,-3,8,2.365096306511002,1.3240893123998656,3.2892715641938466,True
active_return,route_speed,action_minus_state,-3,8,-0.07530492265879218,-0.43241208932214836,0.2545429348133242,False
active_return,route_speed,state,-2,8,1.1213293577556478,0.6556449496428598,1.614916906053341,True
active_return,route_speed,action,-2,8,1.147482053941901,0.5059207528077907,1.7504681467092074,True
active_return,route_speed,action_minus_state,-2,8,0.02615269618625317,-0.23821628050813734,0.29153225128202737,False
active_return,route_speed,state,-1,8,0.3697816543294887,-0.11590171255103376,0.7893734494100764,False
active_return,route_speed,action,-1,8,0.2384583143318415,-0.39317565933743587,0.808198115698808,False
active_return,route_speed,action_minus_state,-1,8,-0.1313233399976472,-0.5414349060784679,0.38111431249792366,False
active_return,route_speed,state,0,8,0.07348326265140373,-0.281515009975147,0.40131953529575637,False
active_return,route_speed,action,0,8,-0.3852804073032765,-1.1722722903664262,0.2934576725337169,False
active_return,route_speed,action_minus_state,0,8,-0.45876366995468026,-1.054794204993358,0.06955766324639434,False
active_return,route_speed,state,1,8,0.14743959351730146,-0.30526697657786733,0.5409732144495104,False
active_return,route_speed,action,1,8,-0.14017495499895258,-0.610718691429281,0.3668709550758206,False
active_return,route_speed,action_minus_state,1,8,-0.28761454851625406,-0.6175622895963663,0.0920376447264109,False
active_return,route_speed,state,2,8,0.14318197958685533,-0.2717974004024157,0.5406065865832776,False
active_return,route_speed,action,2,8,-0.2311072131958957,-0.8758345860270228,0.4624790702417336,False
active_return,route_speed,action_minus_state,2,8,-0.3742891927827511,-0.787258987446515,0.07030967393620531,False
active_return,route_speed,state,3,8,0.4401111288842656,-0.023598219433009812,0.877714996231713,False
active_return,route_speed,action,3,8,-0.2597581982702615,-0.9133291478022024,0.2844972684633629,False
active_return,route_speed,action_minus_state,3,8,-0.6998693271545271,-0.9989759929619381,-0.46942684022654413,True
active_return,route_speed,state,4,8,0.5662626527493364,0.006457381127843311,1.1236946988281178,True
active_return,route_speed,action,4,8,0.4434389185806451,-0.10277072990177474,1.0056514964880723,False
active_return,route_speed,action_minus_state,4,8,-0.12282373416869133,-0.38055124139750834,0.1320371242762829,False
active_return,route_speed,state,5,8,0.4196115062561916,-0.25069067356574104,0.9936245932529882,False
active_return,route_speed,action,5,8,-0.31773782503673526,-1.2890739584129596,0.5116694696308505,False
active_return,route_speed,action_minus_state,5,8,-0.7373493312929269,-1.1090638853612453,-0.3694170510340811,True
active_return,route_speed,state,6,8,0.43128052221371066,-0.4416486005813712,1.2324412546349295,False
active_return,route_speed,action,6,8,-0.21281048451684967,-1.4757983986762166,1.0893277517118474,False
active_return,route_speed,action_minus_state,6,8,-0.6440910067305603,-1.0938615920215282,-0.13510614919627026,True
active_return,route_soft_speed,state,-10,8,0.0027685304458702834,-0.06454096445280032,0.07820971750227527,False
