fold,suite,method,scope,budget,global_row,first_alarm,failed_goal_release,drop_goal_release,reason
libero_long_20260908,libero_long,unlabeled_reference_budget,unseen,0.05,10820,39,,,approached_target_without_observed_contact
libero_long_20260908,libero_long,unlabeled_reference_budget,unseen,0.05,10821,31,,,stable_grasp_not_observed
libero_long_20260908,libero_long,unlabeled_reference_budget,unseen,0.05,10822,39,,,stable_grasp_not_observed
libero_long_20260908,libero_long,unlabeled_reference_budget,unseen,0.05,10823,37,,,stable_grasp_not_observed
libero_long_20260908,libero_long,unlabeled_reference_budget,unseen,0.05,10824,33,,,stable_grasp_not_observed
libero_long_20260908,libero_long,unlabeled_reference_budget,unseen,0.05,10825,34,,,object_moved_but_goal_unmet
libero_long_20260908,libero_long,unlabeled_reference_budget,unseen,0.05,10826,46,,,stable_grasp_not_observed
libero_long_20260908,libero_long,unlabeled_reference_budget,unseen,0.05,10827,34,,,object_moved_but_goal_unmet
libero_long_20260908,libero_long,unlabeled_reference_budget,unseen,0.05,10830,-1,43.0,43.0,object_released_or_dropped_before_goal
libero_long_20260908,libero_long,unlabeled_reference_budget,unseen,0.05,10835,32,,,stable_grasp_not_observed
libero_long_20260908,libero_long,unlabeled_reference_budget,unseen,0.05,10839,34,,,object_moved_but_goal_unmet
libero_long_20260908,libero_long,unlabeled_reference_budget,unseen,0.05,10840,44,40.0,40.0,object_released_or_dropped_before_goal
libero_long_20260908,libero_long,unlabeled_reference_budget,unseen,0.05,10842,44,,,object_moved_but_goal_unmet
libero_long_20260908,libero_long,unlabeled_reference_budget,unseen,0.05,10847,-1,19.0,,goal_predicate_regressed
libero_long_20260908,libero_long,unlabeled_reference_budget,unseen,0.05,10850,41,38.0,38.0,object_released_or_dropped_before_goal
libero_long_20260908,libero_long,unlabeled_reference_budget,unseen,0.05,10865,39,,,stable_grasp_not_observed
libero_long_20260908,libero_long,unlabeled_reference_budget,unseen,0.05,10866,-1,20.0,20.0,object_released_or_dropped_before_goal
libero_long_20260908,libero_long,unlabeled_reference_budget,unseen,0.05,10867,39,,,stable_grasp_not_observed
libero_long_20260908,libero_long,unlabeled_reference_budget,unseen,0.05,10868,34,,,stable_grasp_not_observed
libero_long_20260908,libero_long,unlabeled_reference_budget,unseen,0.05,10869,-1,20.0,20.0,object_released_or_dropped_before_goal
libero_long_20260908,libero_long,unlabeled_reference_budget,unseen,0.05,10871,39,20.0,20.0,object_released_or_dropped_before_goal
libero_long_20260908,libero_long,unlabeled_reference_budget,unseen,0.05,10880,33,,,object_moved_but_goal_unmet
libero_long_20260908,libero_long,unlabeled_reference_budget,unseen,0.05,10881,39,,,approached_target_without_observed_contact
libero_long_20260908,libero_long,unlabeled_reference_budget,unseen,0.05,10882,-1,,,object_moved_but_goal_unmet
libero_long_20260908,libero_long,unlabeled_reference_budget,unseen,0.05,10885,31,,,stable_grasp_not_observed
libero_long_20260908,libero_long,unlabeled_reference_budget,unseen,0.05,10886,32,,,stable_grasp_not_observed
libero_long_20260908,libero_long,unlabeled_reference_budget,unseen,0.05,10893,32,,,stable_grasp_not_observed
libero_long_20260908,libero_long,unlabeled_reference_budget,unseen,0.05,10895,37,,,approached_target_without_observed_contact
libero_long_20260908,libero_long,unlabeled_reference_budget,unseen,0.05,10896,41,,,stable_grasp_not_observed
libero_long_20260908,libero_long,unlabeled_reference_budget,unseen,0.05,10897,40,17.0,,goal_predicate_regressed
libero_long_20260908,libero_long,unlabeled_reference_budget,unseen,0.05,10898,36,,,stable_grasp_not_observed
libero_long_20260908,libero_long,unlabeled_reference_budget,unseen,0.05,10899,-1,18.0,,goal_predicate_regressed
libero_long_20260908,libero_long,unlabeled_reference_budget,unseen,0.05,10901,42,,,stable_grasp_not_observed
libero_long_20260908,libero_long,unlabeled_reference_budget,unseen,0.05,10902,42,18.0,,goal_predicate_regressed
libero_long_20260908,libero_long,unlabeled_reference_budget,unseen,0.05,10904,32,,,stable_grasp_not_observed
libero_long_20260908,libero_long,unlabeled_reference_budget,unseen,0.05,10905,33,,,stable_grasp_not_observed
libero_long_20260908,libero_long,unlabeled_reference_budget,unseen,0.05,10906,32,,,stable_grasp_not_observed
libero_long_20260908,libero_long,unlabeled_reference_budget,unseen,0.05,10907,33,,,stable_grasp_not_observed
libero_long_20260908,libero_long,unlabeled_reference_budget,unseen,0.05,10909,32,,,stable_grasp_not_observed
libero_long_20260908,libero_long,unlabeled_reference_budget,unseen,0.05,10910,32,,,stable_grasp_not_observed
libero_long_20260908,libero_long,unlabeled_reference_budget,unseen,0.05,10911,34,,,timeout_while_holding_target
libero_long_20260908,libero_long,unlabeled_reference_budget,unseen,0.05,10920,32,,,stable_grasp_not_observed
libero_long_20260908,libero_long,unlabeled_reference_budget,unseen,0.05,10921,31,,,stable_grasp_not_observed
libero_long_20260908,libero_long,unlabeled_reference_budget,unseen,0.05,10923,31,,,stable_grasp_not_observed
libero_long_20260908,libero_long,unlabeled_reference_budget,unseen,0.05,10927,31,,,stable_grasp_not_observed
libero_long_20260908,libero_long,unlabeled_reference_budget,unseen,0.05,10952,32,,,stable_grasp_not_observed
libero_long_20260908,libero_long,unlabeled_reference_budget,unseen,0.05,10953,33,,,stable_grasp_not_observed
libero_long_20260908,libero_long,unlabeled_reference_budget,unseen,0.05,10954,33,,,stable_grasp_not_observed
libero_long_20260908,libero_long,unlabeled_reference_budget,unseen,0.05,10957,33,,,stable_grasp_not_observed
libero_long_20260908,libero_long,unlabeled_reference_budget,unseen,0.05,10958,33,,,stable_grasp_not_observed
libero_long_20260908,libero_long,unlabeled_reference_budget,unseen,0.05,10970,45,,,object_moved_but_goal_unmet
libero_long_20260908,libero_long,unlabeled_reference_budget,unseen,0.05,10971,-1,,,object_moved_but_goal_unmet
libero_long_20260908,libero_long,unlabeled_reference_budget,unseen,0.05,10972,34,,,stable_grasp_not_observed
libero_long_20260908,libero_long,unlabeled_reference_budget,unseen,0.05,10973,-1,,,object_moved_but_goal_unmet
libero_long_20260908,libero_long,unlabeled_reference_budget,unseen,0.05,10975,34,,,stable_grasp_not_observed
libero_long_20260908,libero_long,unlabeled_reference_budget,unseen,0.05,11001,37,,,object_released_or_dropped_before_goal
libero_long_20260908,libero_long,unlabeled_reference_budget,unseen,0.05,11008,45,,,object_moved_but_goal_unmet
libero_long_20260908,libero_long,unlabeled_reference_budget,unseen,0.05,11010,33,,,timeout_while_holding_target
libero_long_20260908,libero_long,unlabeled_reference_budget,unseen,0.05,11012,-1,22.0,,goal_predicate_regressed
libero_long_20260908,libero_long,unlabeled_reference_budget,unseen,0.05,11013,34,,,object_moved_but_goal_unmet
libero_long_20260908,libero_long,unlabeled_reference_budget,unseen,0.05,11014,48,23.0,23.0,object_released_or_dropped_before_goal
libero_long_20260908,libero_long,unlabeled_reference_budget,unseen,0.05,11015,-1,,,stable_grasp_not_observed
libero_long_20260908,libero_long,unlabeled_reference_budget,unseen,0.05,11016,45,,,object_moved_but_goal_unmet
libero_long_20260908,libero_long,unlabeled_reference_budget,unseen,0.05,11017,32,,,stable_grasp_not_observed
libero_long_20260908,libero_long,unlabeled_reference_budget,unseen,0.05,11019,34,,,stable_grasp_not_observed
libero_long_20260908,libero_long,unlabeled_reference_budget,unseen,0.05,11020,33,,,stable_grasp_not_observed
libero_long_20260908,libero_long,unlabeled_reference_budget,unseen,0.05,11021,33,,,stable_grasp_not_observed
libero_long_20260908,libero_long,unlabeled_reference_budget,unseen,0.05,11023,33,,,stable_grasp_not_observed
libero_long_20260908,libero_long,unlabeled_reference_budget,unseen,0.05,11036,38,,,stable_grasp_not_observed
libero_long_20260908,libero_long,unlabeled_reference_budget,unseen,0.05,11039,35,,,object_moved_but_goal_unmet
libero_long_20260908,libero_long,unlabeled_reference_budget,unseen,0.05,11042,40,,,stable_grasp_not_observed
libero_long_20260908,libero_long,unlabeled_reference_budget,unseen,0.05,11044,39,,,stable_grasp_not_observed
libero_long_20260908,libero_long,unlabeled_reference_budget,unseen,0.05,11045,34,,,stable_grasp_not_observed
libero_long_20260908,libero_long,unlabeled_reference_budget,unseen,0.05,11047,47,20.0,,goal_predicate_regressed
libero_long_20260908,libero_long,unlabeled_reference_budget,unseen,0.05,11073,-1,,,object_released_or_dropped_before_goal
libero_long_20260908,libero_long,unlabeled_reference_budget,unseen,0.05,11078,39,38.0,38.0,object_released_or_dropped_before_goal
libero_long_20260908,libero_long,unlabeled_reference_budget,unseen,0.05,11080,37,,,stable_grasp_not_observed
libero_long_20260908,libero_long,unlabeled_reference_budget,unseen,0.05,11083,37,22.0,,goal_predicate_regressed
libero_long_20260908,libero_long,unlabeled_reference_budget,unseen,0.05,11098,50,,,object_moved_but_goal_unmet
libero_long_20260908,libero_long,unlabeled_reference_budget,unseen,0.05,11103,-1,,,object_moved_but_goal_unmet
libero_long_20260908,libero_long,unlabeled_reference_budget,unseen,0.05,11105,33,,,stable_grasp_not_observed
libero_long_20260908,libero_long,unlabeled_reference_budget,unseen,0.05,11106,45,,,stable_grasp_not_observed
libero_long_20260908,libero_long,unlabeled_reference_budget,unseen,0.05,11107,33,,,stable_grasp_not_observed
libero_long_20260908,libero_long,unlabeled_reference_budget,unseen,0.05,11108,33,,,object_moved_but_goal_unmet
libero_long_20260908,libero_long,unlabeled_reference_budget,unseen,0.05,11109,37,,,approached_target_without_observed_contact
libero_long_20260908,libero_long,unlabeled_reference_budget,unseen,0.05,11110,43,,,stable_grasp_not_observed
libero_long_20260908,libero_long,unlabeled_reference_budget,unseen,0.05,11111,33,,,object_moved_but_goal_unmet
libero_long_20260908,libero_long,unlabeled_reference_budget,unseen,0.05,11112,35,,,stable_grasp_not_observed
libero_long_20260908,libero_long,unlabeled_reference_budget,unseen,0.05,11113,32,,,stable_grasp_not_observed
libero_long_20260908,libero_long,unlabeled_reference_budget,unseen,0.05,11114,33,,,stable_grasp_not_observed
libero_long_20260908,libero_long,unlabeled_reference_budget,unseen,0.05,11115,35,,,stable_grasp_not_observed
libero_long_20260908,libero_long,unlabeled_reference_budget,unseen,0.05,11116,-1,21.0,,goal_predicate_regressed
libero_long_20260908,libero_long,unlabeled_reference_budget,unseen,0.05,11117,33,,,stable_grasp_not_observed
libero_long_20260908,libero_long,unlabeled_reference_budget,unseen,0.05,11118,33,,,stable_grasp_not_observed
libero_long_20260908,libero_long,unlabeled_reference_budget,unseen,0.05,11119,35,,,stable_grasp_not_observed
libero_long_20260908,libero_long,unlabeled_reference_budget,unseen,0.05,11121,33,,,stable_grasp_not_observed
libero_long_20260908,libero_long,unlabeled_reference_budget,unseen,0.05,11122,-1,,,stable_grasp_not_observed
libero_long_20260908,libero_long,unlabeled_reference_budget,unseen,0.05,11124,35,,,stable_grasp_not_observed
libero_long_20260908,libero_long,unlabeled_reference_budget,unseen,0.05,11125,-1,41.0,41.0,object_released_or_dropped_before_goal
libero_long_20260908,libero_long,unlabeled_reference_budget,unseen,0.05,11126,35,,,stable_grasp_not_observed
libero_long_20260908,libero_long,unlabeled_reference_budget,unseen,0.05,11127,36,,,stable_grasp_not_observed
libero_long_20260908,libero_long,unlabeled_reference_budget,unseen,0.05,11128,34,,,stable_grasp_not_observed
libero_long_20260908,libero_long,unlabeled_reference_budget,unseen,0.05,11129,37,18.0,18.0,object_released_or_dropped_before_goal
libero_long_20260908,libero_long,unlabeled_reference_budget,unseen,0.05,11130,32,,,stable_grasp_not_observed
libero_long_20260908,libero_long,unlabeled_reference_budget,unseen,0.05,11131,39,,,approached_target_without_observed_contact
libero_long_20260908,libero_long,unlabeled_reference_budget,unseen,0.05,11132,33,,,stable_grasp_not_observed
libero_long_20260908,libero_long,unlabeled_reference_budget,unseen,0.05,11133,38,,,timeout_while_holding_target
libero_long_20260908,libero_long,unlabeled_reference_budget,unseen,0.05,11134,39,,,approached_target_without_observed_contact
libero_long_20260908,libero_long,unlabeled_reference_budget,unseen,0.05,11135,34,,,stable_grasp_not_observed
libero_long_20260908,libero_long,unlabeled_reference_budget,unseen,0.05,11137,34,,,object_moved_but_goal_unmet
libero_long_20260908,libero_long,unlabeled_reference_budget,unseen,0.05,11139,40,,,timeout_while_holding_target
libero_long_20260908,libero_long,unlabeled_reference_budget,unseen,0.05,11140,35,,,stable_grasp_not_observed
libero_long_20260908,libero_long,unlabeled_reference_budget,unseen,0.05,11142,48,19.0,,goal_predicate_regressed
libero_long_20260908,libero_long,unlabeled_reference_budget,unseen,0.05,11143,39,,,timeout_while_holding_target
libero_long_20260908,libero_long,unlabeled_reference_budget,unseen,0.05,11154,34,,,object_moved_but_goal_unmet
libero_long_20260908,libero_long,unlabeled_reference_budget,unseen,0.05,11156,36,,,timeout_while_holding_target
libero_long_20260908,libero_long,unlabeled_reference_budget,unseen,0.05,11157,33,,,stable_grasp_not_observed
libero_long_20260908,libero_long,unlabeled_reference_budget,unseen,0.05,11158,35,,,timeout_while_holding_target
libero_long_20260908,libero_long,unlabeled_reference_budget,unseen,0.05,11177,32,,,object_moved_but_goal_unmet
libero_long_20260908,libero_long,unlabeled_reference_budget,unseen,0.05,11178,31,,,object_moved_but_goal_unmet
libero_long_20260908,libero_long,unlabeled_reference_budget,unseen,0.05,11180,32,,,object_moved_but_goal_unmet
libero_long_20260908,libero_long,unlabeled_reference_budget,unseen,0.05,11181,33,,,object_moved_but_goal_unmet
libero_long_20260908,libero_long,unlabeled_reference_budget,unseen,0.05,11182,-1,,,stable_grasp_not_observed
libero_long_20260908,libero_long,unlabeled_reference_budget,unseen,0.05,11184,38,,,stable_grasp_not_observed
libero_long_20260908,libero_long,unlabeled_reference_budget,unseen,0.05,11185,39,,,stable_grasp_not_observed
libero_long_20260908,libero_long,unlabeled_reference_budget,unseen,0.05,11186,39,,,stable_grasp_not_observed
libero_long_20260908,libero_long,unlabeled_reference_budget,unseen,0.05,11187,40,,,stable_grasp_not_observed
libero_long_20260908,libero_long,unlabeled_reference_budget,unseen,0.05,11189,39,,,approached_target_without_observed_contact
libero_long_20260908,libero_long,unlabeled_reference_budget,unseen,0.05,11190,38,,,stable_grasp_not_observed
libero_long_20260908,libero_long,unlabeled_reference_budget,unseen,0.05,11191,34,,,stable_grasp_not_observed
libero_long_20260908,libero_long,unlabeled_reference_budget,unseen,0.05,11193,31,,,stable_grasp_not_observed
libero_long_20260908,libero_long,unlabeled_reference_budget,unseen,0.05,11195,31,,,stable_grasp_not_observed
libero_long_20260908,libero_long,unlabeled_reference_budget,unseen,0.05,11196,31,,,stable_grasp_not_observed
libero_long_20260908,libero_long,unlabeled_reference_budget,unseen,0.05,11197,30,,,stable_grasp_not_observed
libero_long_20260908,libero_long,unlabeled_reference_budget,unseen,0.05,11198,36,,,stable_grasp_not_observed
libero_long_20260908,libero_long,unlabeled_reference_budget,unseen,0.05,11199,31,,,stable_grasp_not_observed
libero_long_20260908,libero_long,unlabeled_reference_budget,unseen,0.05,11608,13,,,object_moved_but_goal_unmet
libero_long_20260908,libero_long,unlabeled_reference_budget,unseen,0.05,11610,12,,,object_moved_but_goal_unmet
libero_long_20260908,libero_long,unlabeled_reference_budget,unseen,0.05,11613,16,,,object_moved_but_goal_unmet
libero_long_20260908,libero_long,unlabeled_reference_budget,unseen,0.05,11614,15,,,object_moved_but_goal_unmet
libero_long_20260908,libero_long,unlabeled_reference_budget,unseen,0.05,11615,13,,,timeout_while_holding_target
libero_long_20260908,libero_long,unlabeled_reference_budget,unseen,0.05,11624,8,,,object_moved_but_goal_unmet
libero_long_20260908,libero_long,unlabeled_reference_budget,unseen,0.05,11625,9,,,object_moved_but_goal_unmet
libero_long_20260908,libero_long,unlabeled_reference_budget,unseen,0.05,11626,8,,,object_moved_but_goal_unmet
libero_long_20260908,libero_long,unlabeled_reference_budget,unseen,0.05,11627,9,,,object_moved_but_goal_unmet
libero_long_20260908,libero_long,unlabeled_reference_budget,unseen,0.05,11628,8,,,object_moved_but_goal_unmet
libero_long_20260908,libero_long,unlabeled_reference_budget,unseen,0.05,11630,9,,,object_moved_but_goal_unmet
libero_long_20260908,libero_long,unlabeled_reference_budget,unseen,0.05,11631,9,,,stable_grasp_not_observed
libero_long_20260908,libero_long,unlabeled_reference_budget,unseen,0.05,11634,35,,,stable_grasp_not_observed
libero_long_20260908,libero_long,unlabeled_reference_budget,unseen,0.05,11637,39,,,stable_grasp_not_observed
libero_long_20260908,libero_long,unlabeled_reference_budget,unseen,0.05,11639,36,,,stable_grasp_not_observed
libero_long_20260908,libero_long,unlabeled_reference_budget,unseen,0.05,11754,39,,,stable_grasp_not_observed
libero_long_20260908,libero_long,unlabeled_reference_budget,unseen,0.05,11758,28,,,stable_grasp_not_observed
libero_long_20260908,libero_long,unlabeled_reference_budget,unseen,0.05,11788,34,,,stable_grasp_not_observed
libero_long_20260908,libero_long,unlabeled_reference_budget,unseen,0.05,11790,29,,,object_moved_but_goal_unmet
libero_long_20260908,libero_long,unlabeled_reference_budget,unseen,0.05,11791,17,,,timeout_while_holding_target
libero_long_20260908,libero_long,unlabeled_reference_budget,unseen,0.05,11904,16,,,stable_grasp_not_observed
libero_long_20260908,libero_long,unlabeled_reference_budget,unseen,0.05,11905,36,,,stable_grasp_not_observed
libero_long_20260908,libero_long,unlabeled_reference_budget,unseen,0.05,11906,16,,,stable_grasp_not_observed
libero_long_20260908,libero_long,unlabeled_reference_budget,unseen,0.05,11907,15,,,object_moved_but_goal_unmet
libero_long_20260908,libero_long,unlabeled_reference_budget,unseen,0.05,11908,23,,,object_moved_but_goal_unmet
libero_long_20260908,libero_long,unlabeled_reference_budget,unseen,0.05,11909,14,,,object_released_or_dropped_before_goal
libero_long_20260908,libero_long,unlabeled_reference_budget,unseen,0.05,11910,15,,,object_moved_but_goal_unmet
libero_long_20260908,libero_long,unlabeled_reference_budget,unseen,0.05,11911,15,,,object_moved_but_goal_unmet
libero_long_20260908,libero_long,unlabeled_reference_budget,unseen,0.05,11978,15,8.0,8.0,object_released_or_dropped_before_goal
libero_long_20260908,libero_long,unlabeled_reference_budget,unseen,0.05,11981,41,8.0,8.0,object_released_outside_goal
libero_long_20260908,libero_long,unlabeled_reference_budget,seen,0.05,13377,25,,,timeout_while_holding_target
libero_long_20260908,libero_long,unlabeled_reference_budget,seen,0.05,14006,33,10.0,,goal_predicate_regressed
libero_long_20260908,libero_long,unlabeled_reference_budget,seen,0.05,14162,31,11.0,11.0,object_released_or_dropped_before_goal
libero_long_20260908,libero_long,unlabeled_reference_budget,seen,0.05,14272,30,10.0,,goal_predicate_regressed
libero_long_20260908,libero_long,unlabeled_reference_budget,seen,0.05,14856,30,24.0,24.0,object_released_outside_goal
libero_long_20260908,libero_long,unlabeled_reference_budget,seen,0.05,14858,38,,,object_moved_but_goal_unmet
libero_long_20260908,libero_long,unlabeled_reference_budget,seen,0.05,14881,32,,,object_moved_but_goal_unmet
libero_long_20260908,libero_long,unlabeled_reference_budget,seen,0.05,14909,30,24.0,24.0,object_released_outside_goal
libero_long_20260908,libero_long,unlabeled_reference_budget,seen,0.05,14938,30,,,stable_grasp_not_observed
libero_long_20260908,libero_long,unlabeled_reference_budget,seen,0.05,14961,25,,,stable_grasp_not_observed
libero_long_20260908,libero_long,unlabeled_reference_budget,seen,0.05,14965,27,,,stable_grasp_not_observed
libero_long_20260908,libero_long,unlabeled_reference_budget,seen,0.05,14967,28,,,stable_grasp_not_observed
libero_long_20260908,libero_long,unlabeled_reference_budget,seen,0.05,15761,28,23.0,23.0,object_released_or_dropped_before_goal
libero_long_20260908,libero_long,unlabeled_reference_budget,seen,0.05,15762,27,22.0,22.0,object_released_or_dropped_before_goal
libero_long_20260908,libero_long,unlabeled_reference_budget,seen,0.05,15764,27,22.0,22.0,object_released_or_dropped_before_goal
libero_long_20260908,libero_long,unlabeled_reference_budget,seen,0.05,15766,25,20.0,20.0,object_released_or_dropped_before_goal
libero_long_20260908,libero_long,success_calibration_budget,seen,0.05,8540,33,,,object_moved_but_goal_unmet
libero_long_20260908,libero_long,success_calibration_budget,unseen,0.05,9392,20,,,mechanism_threshold_not_reached
libero_long_20260908,libero_long,success_calibration_budget,seen,0.05,10108,39,14.0,14.0,object_released_outside_goal
libero_long_20260908,libero_long,success_calibration_budget,unseen,0.05,10801,32,,,stable_grasp_not_observed
libero_long_20260908,libero_long,success_calibration_budget,unseen,0.05,10803,37,18.0,,goal_predicate_regressed
libero_long_20260908,libero_long,success_calibration_budget,unseen,0.05,10805,33,18.0,,goal_predicate_regressed
libero_long_20260908,libero_long,success_calibration_budget,unseen,0.05,10808,35,,,timeout_while_holding_target
libero_long_20260908,libero_long,success_calibration_budget,unseen,0.05,10809,31,,,stable_grasp_not_observed
libero_long_20260908,libero_long,success_calibration_budget,unseen,0.05,10810,37,,,approached_target_without_observed_contact
libero_long_20260908,libero_long,success_calibration_budget,unseen,0.05,10811,35,,,approached_target_without_observed_contact
libero_long_20260908,libero_long,success_calibration_budget,unseen,0.05,10812,18,,,stable_grasp_not_observed
libero_long_20260908,libero_long,success_calibration_budget,unseen,0.05,10813,30,,,stable_grasp_not_observed
libero_long_20260908,libero_long,success_calibration_budget,unseen,0.05,10814,30,,,stable_grasp_not_observed
libero_long_20260908,libero_long,success_calibration_budget,unseen,0.05,10815,30,,,stable_grasp_not_observed
libero_long_20260908,libero_long,success_calibration_budget,unseen,0.05,10816,31,,,stable_grasp_not_observed
libero_long_20260908,libero_long,success_calibration_budget,unseen,0.05,10817,18,,,stable_grasp_not_observed
libero_long_20260908,libero_long,success_calibration_budget,unseen,0.05,10818,30,,,object_moved_but_goal_unmet
libero_long_20260908,libero_long,success_calibration_budget,unseen,0.05,10819,32,,,stable_grasp_not_observed
libero_long_20260908,libero_long,success_calibration_budget,unseen,0.05,10820,35,,,approached_target_without_observed_contact
libero_long_20260908,libero_long,success_calibration_budget,unseen,0.05,10821,18,,,stable_grasp_not_observed
libero_long_20260908,libero_long,success_calibration_budget,unseen,0.05,10822,35,,,stable_grasp_not_observed
libero_long_20260908,libero_long,success_calibration_budget,unseen,0.05,10823,35,,,stable_grasp_not_observed
libero_long_20260908,libero_long,success_calibration_budget,unseen,0.05,10824,30,,,stable_grasp_not_observed
libero_long_20260908,libero_long,success_calibration_budget,unseen,0.05,10825,31,,,object_moved_but_goal_unmet
libero_long_20260908,libero_long,success_calibration_budget,unseen,0.05,10826,29,,,stable_grasp_not_observed
libero_long_20260908,libero_long,success_calibration_budget,unseen,0.05,10827,31,,,object_moved_but_goal_unmet
libero_long_20260908,libero_long,success_calibration_budget,unseen,0.05,10830,31,43.0,43.0,object_released_or_dropped_before_goal
libero_long_20260908,libero_long,success_calibration_budget,unseen,0.05,10835,30,,,stable_grasp_not_observed
libero_long_20260908,libero_long,success_calibration_budget,unseen,0.05,10839,32,,,object_moved_but_goal_unmet
libero_long_20260908,libero_long,success_calibration_budget,unseen,0.05,10840,37,40.0,40.0,object_released_or_dropped_before_goal
libero_long_20260908,libero_long,success_calibration_budget,unseen,0.05,10842,38,,,object_moved_but_goal_unmet
libero_long_20260908,libero_long,success_calibration_budget,unseen,0.05,10847,44,19.0,,goal_predicate_regressed
libero_long_20260908,libero_long,success_calibration_budget,unseen,0.05,10850,37,38.0,38.0,object_released_or_dropped_before_goal
libero_long_20260908,libero_long,success_calibration_budget,unseen,0.05,10865,38,,,stable_grasp_not_observed
libero_long_20260908,libero_long,success_calibration_budget,unseen,0.05,10866,31,20.0,20.0,object_released_or_dropped_before_goal
libero_long_20260908,libero_long,success_calibration_budget,unseen,0.05,10867,35,,,stable_grasp_not_observed
libero_long_20260908,libero_long,success_calibration_budget,unseen,0.05,10868,31,,,stable_grasp_not_observed
libero_long_20260908,libero_long,success_calibration_budget,unseen,0.05,10869,31,20.0,20.0,object_released_or_dropped_before_goal
libero_long_20260908,libero_long,success_calibration_budget,unseen,0.05,10871,36,20.0,20.0,object_released_or_dropped_before_goal
libero_long_20260908,libero_long,success_calibration_budget,unseen,0.05,10880,31,,,object_moved_but_goal_unmet
libero_long_20260908,libero_long,success_calibration_budget,unseen,0.05,10881,38,,,approached_target_without_observed_contact
libero_long_20260908,libero_long,success_calibration_budget,unseen,0.05,10882,31,,,object_moved_but_goal_unmet
libero_long_20260908,libero_long,success_calibration_budget,unseen,0.05,10885,28,,,stable_grasp_not_observed
libero_long_20260908,libero_long,success_calibration_budget,unseen,0.05,10886,30,,,stable_grasp_not_observed
libero_long_20260908,libero_long,success_calibration_budget,unseen,0.05,10893,30,,,stable_grasp_not_observed
libero_long_20260908,libero_long,success_calibration_budget,unseen,0.05,10895,35,,,approached_target_without_observed_contact
libero_long_20260908,libero_long,success_calibration_budget,unseen,0.05,10896,34,,,stable_grasp_not_observed
libero_long_20260908,libero_long,success_calibration_budget,unseen,0.05,10897,35,17.0,,goal_predicate_regressed
libero_long_20260908,libero_long,success_calibration_budget,unseen,0.05,10898,35,,,stable_grasp_not_observed
libero_long_20260908,libero_long,success_calibration_budget,unseen,0.05,10899,41,18.0,,goal_predicate_regressed
libero_long_20260908,libero_long,success_calibration_budget,unseen,0.05,10901,35,,,stable_grasp_not_observed
libero_long_20260908,libero_long,success_calibration_budget,unseen,0.05,10902,39,18.0,,goal_predicate_regressed
libero_long_20260908,libero_long,success_calibration_budget,unseen,0.05,10904,30,,,stable_grasp_not_observed
libero_long_20260908,libero_long,success_calibration_budget,unseen,0.05,10905,19,,,stable_grasp_not_observed
libero_long_20260908,libero_long,success_calibration_budget,unseen,0.05,10906,19,,,stable_grasp_not_observed
libero_long_20260908,libero_long,success_calibration_budget,unseen,0.05,10907,19,,,stable_grasp_not_observed
libero_long_20260908,libero_long,success_calibration_budget,unseen,0.05,10909,18,,,stable_grasp_not_observed
libero_long_20260908,libero_long,success_calibration_budget,unseen,0.05,10910,18,,,stable_grasp_not_observed
libero_long_20260908,libero_long,success_calibration_budget,unseen,0.05,10911,19,,,timeout_while_holding_target
libero_long_20260908,libero_long,success_calibration_budget,unseen,0.05,10920,30,,,stable_grasp_not_observed
libero_long_20260908,libero_long,success_calibration_budget,unseen,0.05,10921,29,,,stable_grasp_not_observed
libero_long_20260908,libero_long,success_calibration_budget,unseen,0.05,10923,29,,,stable_grasp_not_observed
libero_long_20260908,libero_long,success_calibration_budget,unseen,0.05,10927,29,,,stable_grasp_not_observed
libero_long_20260908,libero_long,success_calibration_budget,unseen,0.05,10952,31,,,stable_grasp_not_observed
libero_long_20260908,libero_long,success_calibration_budget,unseen,0.05,10953,32,,,stable_grasp_not_observed
libero_long_20260908,libero_long,success_calibration_budget,unseen,0.05,10954,31,,,stable_grasp_not_observed
libero_long_20260908,libero_long,success_calibration_budget,unseen,0.05,10957,31,,,stable_grasp_not_observed
libero_long_20260908,libero_long,success_calibration_budget,unseen,0.05,10958,31,,,stable_grasp_not_observed
libero_long_20260908,libero_long,success_calibration_budget,unseen,0.05,10970,40,,,object_moved_but_goal_unmet
libero_long_20260908,libero_long,success_calibration_budget,unseen,0.05,10971,32,,,object_moved_but_goal_unmet
libero_long_20260908,libero_long,success_calibration_budget,unseen,0.05,10972,33,,,stable_grasp_not_observed
libero_long_20260908,libero_long,success_calibration_budget,unseen,0.05,10973,39,,,object_moved_but_goal_unmet
libero_long_20260908,libero_long,success_calibration_budget,unseen,0.05,10975,32,,,stable_grasp_not_observed
libero_long_20260908,libero_long,success_calibration_budget,unseen,0.05,11001,37,,,object_released_or_dropped_before_goal
libero_long_20260908,libero_long,success_calibration_budget,unseen,0.05,11008,10,,,object_moved_but_goal_unmet
libero_long_20260908,libero_long,success_calibration_budget,unseen,0.05,11010,10,,,timeout_while_holding_target
libero_long_20260908,libero_long,success_calibration_budget,unseen,0.05,11012,10,22.0,,goal_predicate_regressed
libero_long_20260908,libero_long,success_calibration_budget,unseen,0.05,11013,9,,,object_moved_but_goal_unmet
