fold,suite,seed,method,budget,scope,episodes,failures,successes,tp,fp,recall,fpr,precision,balanced_accuracy,t_det,median_alarm_query
libero_object_20260907,libero_object,20260907,unlabeled_reference_budget,0.1,seen,560,7,553,7,59,1.0,0.10669077757685352,0.10606060606060606,0.9466546112115732,0.6887755102040817,18.0
libero_object_20260907,libero_object,20260907,unlabeled_reference_budget,0.15,unseen,1200,4,1196,3,456,0.75,0.38127090301003347,0.006535947712418301,0.6843645484949833,0.8035714285714286,20.0
libero_object_20260907,libero_object,20260907,unlabeled_reference_budget,0.15,seen,560,7,553,7,84,1.0,0.1518987341772152,0.07692307692307693,0.9240506329113924,0.6785714285714286,18.0
libero_object_20260907,libero_object,20260907,unlabeled_reference_budget,0.2,unseen,1200,4,1196,3,614,0.75,0.5133779264214047,0.004862236628849271,0.6183110367892977,0.7946428571428572,19.0
libero_object_20260907,libero_object,20260907,unlabeled_reference_budget,0.2,seen,560,7,553,7,116,1.0,0.20976491862567812,0.056910569105691054,0.895117540687161,0.6785714285714286,18.0
libero_object_20260907,libero_object,20260907,success_calibration_budget,0.01,unseen,1200,4,1196,3,9,0.75,0.007525083612040134,0.25,0.8712374581939799,0.8392857142857143,21.0
libero_object_20260907,libero_object,20260907,success_calibration_budget,0.01,seen,560,7,553,5,9,0.7142857142857143,0.0162748643761302,0.35714285714285715,0.8490054249547921,0.7857142857142857,20.0
libero_object_20260907,libero_object,20260907,success_calibration_budget,0.03,unseen,1200,4,1196,3,34,0.75,0.028428093645484948,0.08108108108108109,0.8607859531772575,0.8125,20.0
libero_object_20260907,libero_object,20260907,success_calibration_budget,0.03,seen,560,7,553,6,11,0.8571428571428571,0.019891500904159132,0.35294117647058826,0.918625678119349,0.7091836734693878,18.0
libero_object_20260907,libero_object,20260907,success_calibration_budget,0.05,unseen,1200,4,1196,3,58,0.75,0.048494983277591976,0.04918032786885246,0.850752508361204,0.8125,20.0
libero_object_20260907,libero_object,20260907,success_calibration_budget,0.05,seen,560,7,553,6,13,0.8571428571428571,0.023508137432188065,0.3157894736842105,0.9168173598553345,0.7091836734693878,18.0
libero_object_20260907,libero_object,20260907,success_calibration_budget,0.1,unseen,1200,4,1196,3,203,0.75,0.1697324414715719,0.014563106796116505,0.790133779264214,0.8125,20.0
libero_object_20260907,libero_object,20260907,success_calibration_budget,0.1,seen,560,7,553,6,42,0.8571428571428571,0.0759493670886076,0.125,0.8905967450271248,0.7040816326530612,18.0
libero_object_20260907,libero_object,20260907,success_calibration_budget,0.15,unseen,1200,4,1196,3,361,0.75,0.30183946488294316,0.008241758241758242,0.7240802675585284,0.8125,20.0
libero_object_20260907,libero_object,20260907,success_calibration_budget,0.15,seen,560,7,553,6,75,0.8571428571428571,0.13562386980108498,0.07407407407407407,0.8607594936708861,0.6989795918367347,18.0
libero_object_20260907,libero_object,20260907,success_calibration_budget,0.2,unseen,1200,4,1196,3,561,0.75,0.4690635451505017,0.005319148936170213,0.6404682274247492,0.8035714285714286,20.0
libero_object_20260907,libero_object,20260907,success_calibration_budget,0.2,seen,560,7,553,6,108,0.8571428571428571,0.19529837251356238,0.05263157894736842,0.8309222423146474,0.6938775510204082,18.0
libero_object_20260908,libero_object,20260908,unlabeled_reference_budget,0.01,unseen,1200,13,1187,11,10,0.8461538461538461,0.008424599831508003,0.5238095238095238,0.9188646231611691,0.7554945054945055,19.0
libero_object_20260908,libero_object,20260908,unlabeled_reference_budget,0.01,seen,560,7,553,3,0,0.42857142857142855,0.0,1.0,0.7142857142857143,0.9234693877551019,23.0
libero_object_20260908,libero_object,20260908,unlabeled_reference_budget,0.03,unseen,1200,13,1187,12,50,0.9230769230769231,0.04212299915754002,0.1935483870967742,0.9404769619596915,0.6456043956043955,17.5
libero_object_20260908,libero_object,20260908,unlabeled_reference_budget,0.03,seen,560,7,553,5,5,0.7142857142857143,0.009041591320072333,0.5,0.852622061482821,0.7448979591836735,18.0
libero_object_20260908,libero_object,20260908,unlabeled_reference_budget,0.05,unseen,1200,13,1187,12,71,0.9230769230769231,0.05981465880370682,0.14457831325301204,0.9316311321366082,0.6373626373626373,16.5
libero_object_20260908,libero_object,20260908,unlabeled_reference_budget,0.05,seen,560,7,553,5,10,0.7142857142857143,0.018083182640144666,0.3333333333333333,0.8481012658227849,0.7448979591836735,18.0
libero_object_20260908,libero_object,20260908,unlabeled_reference_budget,0.1,unseen,1200,13,1187,12,121,0.9230769230769231,0.10193765796124685,0.09022556390977443,0.9105696325578382,0.6346153846153846,16.5
libero_object_20260908,libero_object,20260908,unlabeled_reference_budget,0.1,seen,560,7,553,5,28,0.7142857142857143,0.05063291139240506,0.15151515151515152,0.8318264014466547,0.7448979591836735,18.0
libero_object_20260908,libero_object,20260908,unlabeled_reference_budget,0.15,unseen,1200,13,1187,12,195,0.9230769230769231,0.16427969671440606,0.057971014492753624,0.8793986131812586,0.6318681318681318,16.0
libero_object_20260908,libero_object,20260908,unlabeled_reference_budget,0.15,seen,560,7,553,5,55,0.7142857142857143,0.09945750452079566,0.08333333333333333,0.8074141048824593,0.7448979591836735,18.0
libero_object_20260908,libero_object,20260908,unlabeled_reference_budget,0.2,unseen,1200,13,1187,12,279,0.9230769230769231,0.2350463352990733,0.041237113402061855,0.8440152938889249,0.6291208791208791,16.0
libero_object_20260908,libero_object,20260908,unlabeled_reference_budget,0.2,seen,560,7,553,5,98,0.7142857142857143,0.17721518987341772,0.04854368932038835,0.7685352622061483,0.7448979591836735,18.0
libero_object_20260908,libero_object,20260908,success_calibration_budget,0.01,unseen,1200,13,1187,12,31,0.9230769230769231,0.02611625947767481,0.27906976744186046,0.9484803317996242,0.6785714285714286,18.5
libero_object_20260908,libero_object,20260908,success_calibration_budget,0.01,seen,560,7,553,4,3,0.5714285714285714,0.0054249547920434,0.5714285714285714,0.783001808318264,0.8418367346938774,21.0
libero_object_20260908,libero_object,20260908,success_calibration_budget,0.03,unseen,1200,13,1187,12,64,0.9230769230769231,0.05391743892165122,0.15789473684210525,0.9345797420776359,0.6703296703296704,17.5
libero_object_20260908,libero_object,20260908,success_calibration_budget,0.03,seen,560,7,553,4,9,0.5714285714285714,0.0162748643761302,0.3076923076923077,0.7775768535262206,0.8418367346938774,21.0
libero_object_20260908,libero_object,20260908,success_calibration_budget,0.05,unseen,1200,13,1187,12,90,0.9230769230769231,0.07582139848357203,0.11764705882352941,0.9236277622966755,0.6703296703296704,17.5
libero_object_20260908,libero_object,20260908,success_calibration_budget,0.05,seen,560,7,553,4,15,0.5714285714285714,0.027124773960216998,0.21052631578947367,0.7721518987341772,0.8418367346938774,21.0
libero_object_20260908,libero_object,20260908,success_calibration_budget,0.1,unseen,1200,13,1187,12,173,0.9230769230769231,0.14574557708508845,0.06486486486486487,0.8886656729959174,0.6648351648351648,17.5
libero_object_20260908,libero_object,20260908,success_calibration_budget,0.1,seen,560,7,553,4,47,0.5714285714285714,0.08499095840867993,0.0784313725490196,0.7432188065099458,0.8418367346938774,21.0
libero_object_20260908,libero_object,20260908,success_calibration_budget,0.15,unseen,1200,13,1187,12,245,0.9230769230769231,0.2064026958719461,0.04669260700389105,0.8583371136024885,0.6648351648351648,17.5
libero_object_20260908,libero_object,20260908,success_calibration_budget,0.15,seen,560,7,553,4,80,0.5714285714285714,0.14466546112115733,0.047619047619047616,0.713381555153707,0.8418367346938774,21.0
libero_object_20260908,libero_object,20260908,success_calibration_budget,0.2,unseen,1200,13,1187,12,326,0.9230769230769231,0.2746419545071609,0.03550295857988166,0.8242174842848811,0.662087912087912,17.5
libero_object_20260908,libero_object,20260908,success_calibration_budget,0.2,seen,560,7,553,4,120,0.5714285714285714,0.21699819168173598,0.03225806451612903,0.6772151898734177,0.8418367346938774,21.0
libero_object_20260909,libero_object,20260909,unlabeled_reference_budget,0.01,unseen,1200,17,1183,15,17,0.8823529411764706,0.014370245139475908,0.46875,0.9339913480184974,0.6953781512605042,18.0
libero_object_20260909,libero_object,20260909,unlabeled_reference_budget,0.01,seen,560,10,550,6,1,0.6,0.0018181818181818182,0.8571428571428571,0.7990909090909092,0.8107142857142857,20.0
libero_object_20260909,libero_object,20260909,unlabeled_reference_budget,0.03,unseen,1200,17,1183,15,45,0.8823529411764706,0.03803888419273035,0.25,0.9221570284918701,0.6932773109243697,18.0
libero_object_20260909,libero_object,20260909,unlabeled_reference_budget,0.03,seen,560,10,550,6,7,0.6,0.012727272727272728,0.46153846153846156,0.7936363636363637,0.8107142857142857,20.0
libero_object_20260909,libero_object,20260909,unlabeled_reference_budget,0.05,unseen,1200,17,1183,15,61,0.8823529411764706,0.05156382079459002,0.19736842105263158,0.9153945601909402,0.6869747899159664,17.0
libero_object_20260909,libero_object,20260909,unlabeled_reference_budget,0.05,seen,560,10,550,6,14,0.6,0.025454545454545455,0.3,0.7872727272727273,0.8107142857142857,20.0
libero_object_20260909,libero_object,20260909,unlabeled_reference_budget,0.1,unseen,1200,17,1183,15,91,0.8823529411764706,0.07692307692307693,0.14150943396226415,0.9027149321266968,0.6848739495798319,17.0
libero_object_20260909,libero_object,20260909,unlabeled_reference_budget,0.1,seen,560,10,550,6,37,0.6,0.06727272727272728,0.13953488372093023,0.7663636363636364,0.8107142857142857,20.0
libero_object_20260909,libero_object,20260909,unlabeled_reference_budget,0.15,unseen,1200,17,1183,15,125,0.8823529411764706,0.10566356720202874,0.10714285714285714,0.8883446869872209,0.680672268907563,17.0
libero_object_20260909,libero_object,20260909,unlabeled_reference_budget,0.15,seen,560,10,550,6,58,0.6,0.10545454545454545,0.09375,0.7472727272727273,0.8107142857142857,20.0
libero_object_20260909,libero_object,20260909,unlabeled_reference_budget,0.2,unseen,1200,17,1183,15,155,0.8823529411764706,0.13102282333051563,0.08823529411764706,0.8756650589229775,0.6785714285714285,17.0
libero_object_20260909,libero_object,20260909,unlabeled_reference_budget,0.2,seen,560,10,550,6,82,0.6,0.14909090909090908,0.06818181818181818,0.7254545454545455,0.8071428571428572,20.0
libero_object_20260909,libero_object,20260909,success_calibration_budget,0.01,unseen,1200,17,1183,14,15,0.8235294117647058,0.01267962806424345,0.4827586206896552,0.9054248918502312,0.7436974789915967,19.0
libero_object_20260909,libero_object,20260909,success_calibration_budget,0.01,seen,560,10,550,5,1,0.5,0.0018181818181818182,0.8333333333333334,0.7490909090909091,0.8678571428571429,20.0
libero_object_20260909,libero_object,20260909,success_calibration_budget,0.03,unseen,1200,17,1183,15,42,0.8823529411764706,0.03550295857988166,0.2631578947368421,0.9234249912982945,0.6953781512605042,19.0
libero_object_20260909,libero_object,20260909,success_calibration_budget,0.03,seen,560,10,550,6,7,0.6,0.012727272727272728,0.46153846153846156,0.7936363636363637,0.8107142857142857,20.0
libero_object_20260909,libero_object,20260909,success_calibration_budget,0.05,unseen,1200,17,1183,15,57,0.8823529411764706,0.04818258664412511,0.20833333333333334,0.9170851772661728,0.689075630252101,17.0
libero_object_20260909,libero_object,20260909,success_calibration_budget,0.05,seen,560,10,550,6,13,0.6,0.023636363636363636,0.3157894736842105,0.7881818181818182,0.8107142857142857,20.0
libero_object_20260909,libero_object,20260909,success_calibration_budget,0.1,unseen,1200,17,1183,15,75,0.8823529411764706,0.06339814032121724,0.16666666666666666,0.9094774004276267,0.6869747899159664,17.0
libero_object_20260909,libero_object,20260909,success_calibration_budget,0.1,seen,560,10,550,6,30,0.6,0.05454545454545454,0.16666666666666666,0.7727272727272728,0.8107142857142857,20.0
libero_object_20260909,libero_object,20260909,success_calibration_budget,0.15,unseen,1200,17,1183,15,110,0.8823529411764706,0.09298393913778528,0.12,0.8946845010193426,0.6848739495798319,17.0
libero_object_20260909,libero_object,20260909,success_calibration_budget,0.15,seen,560,10,550,6,52,0.6,0.09454545454545454,0.10344827586206896,0.7527272727272728,0.8107142857142857,20.0
libero_object_20260909,libero_object,20260909,success_calibration_budget,0.2,unseen,1200,17,1183,15,145,0.8823529411764706,0.12256973795435334,0.09375,0.8798916016110586,0.680672268907563,17.0
libero_object_20260909,libero_object,20260909,success_calibration_budget,0.2,seen,560,10,550,6,66,0.6,0.12,0.08333333333333333,0.74,0.8071428571428572,20.0
libero_spatial_20260907,libero_spatial,20260907,unlabeled_reference_budget,0.01,unseen,1200,22,1178,10,1,0.45454545454545453,0.0008488964346349745,0.9090909090909091,0.7268482790554098,0.956611570247934,19.0
libero_spatial_20260907,libero_spatial,20260907,unlabeled_reference_budget,0.01,seen,560,20,540,7,0,0.35,0.0,1.0,0.675,0.9977272727272727,21.0
libero_spatial_20260907,libero_spatial,20260907,unlabeled_reference_budget,0.03,unseen,1200,22,1178,19,2,0.8636363636363636,0.001697792869269949,0.9047619047619048,0.930969285383547,0.8202479338842976,16.0
libero_spatial_20260907,libero_spatial,20260907,unlabeled_reference_budget,0.03,seen,560,20,540,17,0,0.85,0.0,1.0,0.925,0.9045454545454547,19.0
libero_spatial_20260907,libero_spatial,20260907,unlabeled_reference_budget,0.05,unseen,1200,22,1178,22,12,1.0,0.010186757215619695,0.6470588235294118,0.9949066213921901,0.6900826446280992,14.0
libero_spatial_20260907,libero_spatial,20260907,unlabeled_reference_budget,0.05,seen,560,20,540,20,11,1.0,0.020370370370370372,0.6451612903225806,0.9898148148148148,0.7840909090909091,16.0
libero_spatial_20260907,libero_spatial,20260907,unlabeled_reference_budget,0.1,unseen,1200,22,1178,22,12,1.0,0.010186757215619695,0.6470588235294118,0.9949066213921901,0.683884297520661,14.0
libero_spatial_20260907,libero_spatial,20260907,unlabeled_reference_budget,0.1,seen,560,20,540,20,66,1.0,0.12222222222222222,0.23255813953488372,0.9388888888888889,0.7522727272727272,16.0
libero_spatial_20260907,libero_spatial,20260907,unlabeled_reference_budget,0.15,unseen,1200,22,1178,22,12,1.0,0.010186757215619695,0.6470588235294118,0.9949066213921901,0.6756198347107437,13.5
libero_spatial_20260907,libero_spatial,20260907,unlabeled_reference_budget,0.15,seen,560,20,540,20,100,1.0,0.18518518518518517,0.16666666666666666,0.9074074074074074,0.7454545454545455,16.0
libero_spatial_20260907,libero_spatial,20260907,unlabeled_reference_budget,0.2,unseen,1200,22,1178,22,12,1.0,0.010186757215619695,0.6470588235294118,0.9949066213921901,0.6694214876033058,13.0
libero_spatial_20260907,libero_spatial,20260907,unlabeled_reference_budget,0.2,seen,560,20,540,20,115,1.0,0.21296296296296297,0.14814814814814814,0.8935185185185185,0.7204545454545455,15.0
libero_spatial_20260907,libero_spatial,20260907,success_calibration_budget,0.01,unseen,1200,22,1178,22,16,1.0,0.013582342954159592,0.5789473684210527,0.9932088285229203,0.6425619834710743,12.0
libero_spatial_20260907,libero_spatial,20260907,success_calibration_budget,0.01,seen,560,20,540,20,14,1.0,0.025925925925925925,0.5882352941176471,0.987037037037037,0.7522727272727272,16.0
libero_spatial_20260907,libero_spatial,20260907,success_calibration_budget,0.03,unseen,1200,22,1178,22,16,1.0,0.013582342954159592,0.5789473684210527,0.9932088285229203,0.640495867768595,12.0
libero_spatial_20260907,libero_spatial,20260907,success_calibration_budget,0.03,seen,560,20,540,20,32,1.0,0.05925925925925926,0.38461538461538464,0.9703703703703703,0.7318181818181818,16.0
libero_spatial_20260907,libero_spatial,20260907,success_calibration_budget,0.05,unseen,1200,22,1178,22,16,1.0,0.013582342954159592,0.5789473684210527,0.9932088285229203,0.6363636363636362,12.0
libero_spatial_20260907,libero_spatial,20260907,success_calibration_budget,0.05,seen,560,20,540,20,65,1.0,0.12037037037037036,0.23529411764705882,0.9398148148148148,0.7227272727272727,16.0
libero_spatial_20260907,libero_spatial,20260907,success_calibration_budget,0.1,unseen,1200,22,1178,22,16,1.0,0.013582342954159592,0.5789473684210527,0.9932088285229203,0.6322314049586776,12.0
libero_spatial_20260907,libero_spatial,20260907,success_calibration_budget,0.1,seen,560,20,540,20,103,1.0,0.19074074074074074,0.16260162601626016,0.9046296296296297,0.7136363636363636,15.0
libero_spatial_20260907,libero_spatial,20260907,success_calibration_budget,0.15,unseen,1200,22,1178,22,16,1.0,0.013582342954159592,0.5789473684210527,0.9932088285229203,0.6280991735537189,12.0
libero_spatial_20260907,libero_spatial,20260907,success_calibration_budget,0.15,seen,560,20,540,20,115,1.0,0.21296296296296297,0.14814814814814814,0.8935185185185185,0.690909090909091,15.0
libero_spatial_20260907,libero_spatial,20260907,success_calibration_budget,0.2,unseen,1200,22,1178,22,16,1.0,0.013582342954159592,0.5789473684210527,0.9932088285229203,0.6260330578512396,12.0
libero_spatial_20260907,libero_spatial,20260907,success_calibration_budget,0.2,seen,560,20,540,20,133,1.0,0.2462962962962963,0.13071895424836602,0.8768518518518519,0.6318181818181818,12.5
libero_spatial_20260908,libero_spatial,20260908,unlabeled_reference_budget,0.01,unseen,1200,56,1144,26,0,0.4642857142857143,0.0,1.0,0.7321428571428572,0.9845779220779222,21.0
libero_spatial_20260908,libero_spatial,20260908,unlabeled_reference_budget,0.01,seen,560,18,542,10,0,0.5555555555555556,0.0,1.0,0.7777777777777778,0.9545454545454546,19.5
libero_spatial_20260908,libero_spatial,20260908,unlabeled_reference_budget,0.03,unseen,1200,56,1144,56,26,1.0,0.022727272727272728,0.6829268292682927,0.9886363636363636,0.7889610389610391,16.0
libero_spatial_20260908,libero_spatial,20260908,unlabeled_reference_budget,0.03,seen,560,18,542,18,3,1.0,0.005535055350553505,0.8571428571428571,0.9972324723247232,0.7272727272727272,15.0
libero_spatial_20260908,libero_spatial,20260908,unlabeled_reference_budget,0.05,unseen,1200,56,1144,56,49,1.0,0.04283216783216783,0.5333333333333333,0.978583916083916,0.7670454545454545,16.0
libero_spatial_20260908,libero_spatial,20260908,unlabeled_reference_budget,0.05,seen,560,18,542,18,11,1.0,0.02029520295202952,0.6206896551724138,0.9898523985239852,0.7045454545454545,14.0
libero_spatial_20260908,libero_spatial,20260908,unlabeled_reference_budget,0.1,unseen,1200,56,1144,56,124,1.0,0.10839160839160839,0.3111111111111111,0.9458041958041958,0.7386363636363636,16.0
libero_spatial_20260908,libero_spatial,20260908,unlabeled_reference_budget,0.1,seen,560,18,542,18,51,1.0,0.0940959409594096,0.2608695652173913,0.9529520295202952,0.6792929292929293,13.0
libero_spatial_20260908,libero_spatial,20260908,unlabeled_reference_budget,0.15,unseen,1200,56,1144,56,194,1.0,0.16958041958041958,0.224,0.9152097902097902,0.6858766233766234,14.5
libero_spatial_20260908,libero_spatial,20260908,unlabeled_reference_budget,0.15,seen,560,18,542,18,80,1.0,0.14760147601476015,0.1836734693877551,0.9261992619926199,0.6590909090909091,13.0
libero_spatial_20260908,libero_spatial,20260908,unlabeled_reference_budget,0.2,unseen,1200,56,1144,56,247,1.0,0.2159090909090909,0.1848184818481848,0.8920454545454546,0.6306818181818181,13.0
libero_spatial_20260908,libero_spatial,20260908,unlabeled_reference_budget,0.2,seen,560,18,542,18,105,1.0,0.1937269372693727,0.14634146341463414,0.9031365313653137,0.6313131313131313,12.0
libero_spatial_20260908,libero_spatial,20260908,success_calibration_budget,0.01,unseen,1200,56,1144,56,30,1.0,0.026223776223776224,0.6511627906976745,0.9868881118881119,0.8027597402597403,17.0
libero_spatial_20260908,libero_spatial,20260908,success_calibration_budget,0.01,seen,560,18,542,18,3,1.0,0.005535055350553505,0.8571428571428571,0.9972324723247232,0.7525252525252524,15.0
libero_spatial_20260908,libero_spatial,20260908,success_calibration_budget,0.03,unseen,1200,56,1144,56,36,1.0,0.03146853146853147,0.6086956521739131,0.9842657342657343,0.7897727272727273,17.0
libero_spatial_20260908,libero_spatial,20260908,success_calibration_budget,0.03,seen,560,18,542,18,7,1.0,0.012915129151291513,0.72,0.9935424354243543,0.7323232323232323,14.5
libero_spatial_20260908,libero_spatial,20260908,success_calibration_budget,0.05,unseen,1200,56,1144,56,62,1.0,0.05419580419580419,0.4745762711864407,0.9729020979020979,0.7800324675324675,17.0
libero_spatial_20260908,libero_spatial,20260908,success_calibration_budget,0.05,seen,560,18,542,18,18,1.0,0.033210332103321034,0.5,0.9833948339483395,0.707070707070707,14.0
libero_spatial_20260908,libero_spatial,20260908,success_calibration_budget,0.1,unseen,1200,56,1144,56,154,1.0,0.1346153846153846,0.26666666666666666,0.9326923076923077,0.7353896103896105,16.0
libero_spatial_20260908,libero_spatial,20260908,success_calibration_budget,0.1,seen,560,18,542,18,62,1.0,0.11439114391143912,0.225,0.9428044280442804,0.6944444444444443,14.0
libero_spatial_20260908,libero_spatial,20260908,success_calibration_budget,0.15,unseen,1200,56,1144,56,204,1.0,0.17832167832167833,0.2153846153846154,0.9108391608391608,0.6793831168831169,14.0
libero_spatial_20260908,libero_spatial,20260908,success_calibration_budget,0.15,seen,560,18,542,18,85,1.0,0.15682656826568267,0.17475728155339806,0.9215867158671587,0.6515151515151516,13.0
libero_spatial_20260908,libero_spatial,20260908,success_calibration_budget,0.2,unseen,1200,56,1144,56,257,1.0,0.22465034965034966,0.17891373801916932,0.8876748251748252,0.6241883116883117,12.5
libero_spatial_20260908,libero_spatial,20260908,success_calibration_budget,0.2,seen,560,18,542,18,117,1.0,0.2158671586715867,0.13333333333333333,0.8920664206642066,0.6363636363636362,13.0
libero_spatial_20260909,libero_spatial,20260909,unlabeled_reference_budget,0.01,unseen,1200,50,1150,26,1,0.52,0.0008695652173913044,0.9629629629629629,0.7595652173913043,0.9545454545454546,19.5
libero_spatial_20260909,libero_spatial,20260909,unlabeled_reference_budget,0.01,seen,560,23,537,13,1,0.5652173913043478,0.00186219739292365,0.9285714285714286,0.781677596955712,0.9565217391304348,20.0
libero_spatial_20260909,libero_spatial,20260909,unlabeled_reference_budget,0.03,unseen,1200,50,1150,48,9,0.96,0.00782608695652174,0.8421052631578947,0.9760869565217392,0.7054545454545453,15.0
libero_spatial_20260909,libero_spatial,20260909,unlabeled_reference_budget,0.03,seen,560,23,537,23,3,1.0,0.00558659217877095,0.8846153846153846,0.9972067039106145,0.8003952569169961,18.0
libero_spatial_20260909,libero_spatial,20260909,unlabeled_reference_budget,0.05,unseen,1200,50,1150,48,10,0.96,0.008695652173913044,0.8275862068965517,0.9756521739130435,0.7027272727272726,15.0
libero_spatial_20260909,libero_spatial,20260909,unlabeled_reference_budget,0.05,seen,560,23,537,23,15,1.0,0.027932960893854747,0.6052631578947368,0.9860335195530726,0.7964426877470355,18.0
libero_spatial_20260909,libero_spatial,20260909,unlabeled_reference_budget,0.1,unseen,1200,50,1150,49,20,0.98,0.017391304347826087,0.7101449275362319,0.981304347826087,0.6881818181818181,14.0
libero_spatial_20260909,libero_spatial,20260909,unlabeled_reference_budget,0.1,seen,560,23,537,23,32,1.0,0.0595903165735568,0.41818181818181815,0.9702048417132216,0.7924901185770751,18.0
libero_spatial_20260909,libero_spatial,20260909,unlabeled_reference_budget,0.15,unseen,1200,50,1150,49,44,0.98,0.03826086956521739,0.5268817204301075,0.9708695652173913,0.6790909090909091,13.0
libero_spatial_20260909,libero_spatial,20260909,unlabeled_reference_budget,0.15,seen,560,23,537,23,47,1.0,0.08752327746741155,0.32857142857142857,0.9562383612662942,0.7648221343873517,17.0
libero_spatial_20260909,libero_spatial,20260909,unlabeled_reference_budget,0.2,unseen,1200,50,1150,49,89,0.98,0.07739130434782608,0.35507246376811596,0.951304347826087,0.6663636363636363,13.0
libero_spatial_20260909,libero_spatial,20260909,unlabeled_reference_budget,0.2,seen,560,23,537,23,69,1.0,0.12849162011173185,0.25,0.9357541899441341,0.6936758893280632,13.0
libero_spatial_20260909,libero_spatial,20260909,success_calibration_budget,0.01,unseen,1200,50,1150,48,8,0.96,0.006956521739130435,0.8571428571428571,0.9765217391304347,0.7254545454545454,15.0
libero_spatial_20260909,libero_spatial,20260909,success_calibration_budget,0.01,seen,560,23,537,23,15,1.0,0.027932960893854747,0.6052631578947368,0.9860335195530726,0.8280632411067195,18.0
libero_spatial_20260909,libero_spatial,20260909,success_calibration_budget,0.03,unseen,1200,50,1150,49,11,0.98,0.009565217391304347,0.8166666666666667,0.9852173913043478,0.7163636363636364,15.0
libero_spatial_20260909,libero_spatial,20260909,success_calibration_budget,0.03,seen,560,23,537,23,27,1.0,0.05027932960893855,0.46,0.9748603351955307,0.8181818181818182,18.0
libero_spatial_20260909,libero_spatial,20260909,success_calibration_budget,0.05,unseen,1200,50,1150,49,18,0.98,0.01565217391304348,0.7313432835820896,0.9821739130434782,0.7072727272727272,15.0
libero_spatial_20260909,libero_spatial,20260909,success_calibration_budget,0.05,seen,560,23,537,23,32,1.0,0.0595903165735568,0.41818181818181815,0.9702048417132216,0.8181818181818182,18.0
libero_spatial_20260909,libero_spatial,20260909,success_calibration_budget,0.1,unseen,1200,50,1150,49,43,0.98,0.03739130434782609,0.532608695652174,0.971304347826087,0.6918181818181818,14.0
libero_spatial_20260909,libero_spatial,20260909,success_calibration_budget,0.1,seen,560,23,537,23,48,1.0,0.0893854748603352,0.323943661971831,0.9553072625698324,0.7905138339920947,17.0
libero_spatial_20260909,libero_spatial,20260909,success_calibration_budget,0.15,unseen,1200,50,1150,49,59,0.98,0.051304347826086956,0.4537037037037037,0.9643478260869565,0.6890909090909091,14.0
libero_spatial_20260909,libero_spatial,20260909,success_calibration_budget,0.15,seen,560,23,537,23,59,1.0,0.10986964618249534,0.2804878048780488,0.9450651769087524,0.7430830039525693,15.0
libero_spatial_20260909,libero_spatial,20260909,success_calibration_budget,0.2,unseen,1200,50,1150,49,82,0.98,0.07130434782608695,0.37404580152671757,0.9543478260869566,0.6863636363636363,14.0
libero_spatial_20260909,libero_spatial,20260909,success_calibration_budget,0.2,seen,560,23,537,23,69,1.0,0.12849162011173185,0.25,0.9357541899441341,0.7292490118577077,15.0
