fold,suite,seed,reference_cap,method,view,scope,episodes,failures,auc,ap,task_macro_auc,within_init_macro_auc,scorable_fraction,mixed_tasks
libero_goal_20260907,libero_goal,20260907,4096,v7_success_fusion_constant,q0,seen,560,12,0.22947080291970803,0.013938091536051739,0.43692148656547386,0.5,1.0,3
libero_goal_20260907,libero_goal,20260907,4096,v7_success_fusion_constant,q0,unseen,1200,78,0.5439805292746469,0.07739916187606188,0.4240701072211823,0.43835600907029476,1.0,3
libero_goal_20260907,libero_goal,20260907,4096,v7_success_fusion_constant,q4,seen,560,12,0.5865267639902676,0.042379018357392675,0.3106918720051632,0.3904761904761905,1.0,3
libero_goal_20260907,libero_goal,20260907,4096,v7_success_fusion_constant,q4,unseen,1200,78,0.4229512317747612,0.05674864260643127,0.46196805208614905,0.41972222222222216,1.0,3
libero_goal_20260907,libero_goal,20260907,4096,v7_success_fusion_constant,q9,seen,316,12,0.8791118421052632,0.5221537122907928,0.6515646976090014,0.8571428571428571,1.0,3
libero_goal_20260907,libero_goal,20260907,4096,v7_success_fusion_constant,q9,unseen,469,78,0.586989310774477,0.26955620661848906,0.534761704434843,0.5653306878306879,1.0,3
libero_goal_20260907,libero_goal,20260907,4096,v7_success_fusion_constant,q14,seen,43,12,0.9166666666666666,0.8717512771392083,0.47058823529411764,0.2857142857142857,1.0,1
libero_goal_20260907,libero_goal,20260907,4096,v7_success_fusion_constant,q14,unseen,428,78,0.5691575091575092,0.3988035594919591,0.2439088338296159,0.20829365079365078,1.0,2
libero_goal_20260907,libero_goal,20260907,4096,v7_success_fusion_constant,q19,seen,23,12,0.9166666666666666,0.9354108309990664,1.0,1.0,1.0,1
libero_goal_20260907,libero_goal,20260907,4096,v7_success_fusion_constant,q19,unseen,127,78,0.6533228676085819,0.7543733358350893,0.41768790849673204,0.125,1.0,2
libero_goal_20260907,libero_goal,20260907,4096,v7_success_fusion_constant,q29,seen,12,12,,1.0,,,1.0,0
libero_goal_20260907,libero_goal,20260907,4096,v7_success_fusion_constant,q29,unseen,79,78,0.16666666666666666,0.9781869621489332,0.09803921568627451,0.25,1.0,1
libero_goal_20260908,libero_goal,20260908,4096,v7_guard_constant,full,seen,560,22,0.9948462318350794,0.9626605156908188,1.0,1.0,1.0,5
libero_goal_20260908,libero_goal,20260908,4096,v7_guard_constant,full,unseen,1200,9,0.9996268308610878,0.9598765432098765,1.0,1.0,1.0,1
libero_goal_20260908,libero_goal,20260908,4096,v7_guard_constant,common_horizon,seen,560,22,0.7013349104427171,0.0628902886196506,0.5995954780386231,0.5701587301587302,1.0,5
libero_goal_20260908,libero_goal,20260908,4096,v7_guard_constant,common_horizon,unseen,1200,9,0.47513760611997385,0.007878565550928932,0.3878942881500426,0.45396825396825397,1.0,1
libero_goal_20260908,libero_goal,20260908,4096,v7_guard_constant,q0,seen,560,22,0.5,0.039285714285714285,0.5,0.5,0.0,5
libero_goal_20260908,libero_goal,20260908,4096,v7_guard_constant,q0,unseen,1200,9,0.5,0.0075,0.5,0.5,0.0,1
libero_goal_20260908,libero_goal,20260908,4096,v7_guard_constant,q4,seen,560,22,0.5,0.039285714285714285,0.5,0.5,0.0,5
libero_goal_20260908,libero_goal,20260908,4096,v7_guard_constant,q4,unseen,1200,9,0.5,0.0075,0.5,0.5,0.0,1
libero_goal_20260908,libero_goal,20260908,4096,v7_guard_constant,q9,seen,319,22,0.5699418426691154,0.07769291336504441,0.5206296020517912,0.4838624338624338,1.0,3
libero_goal_20260908,libero_goal,20260908,4096,v7_guard_constant,q9,unseen,450,9,0.35147392290249435,0.01633290648390887,0.5392953929539296,0.0,1.0,1
libero_goal_20260908,libero_goal,20260908,4096,v7_guard_constant,q14,seen,124,22,0.8168449197860963,0.5748563560727118,0.6944336945304438,0.4226190476190476,1.0,2
libero_goal_20260908,libero_goal,20260908,4096,v7_guard_constant,q14,unseen,14,9,0.6666666666666666,0.8175805675805676,,,1.0,0
libero_goal_20260908,libero_goal,20260908,4096,v7_guard_constant,q19,seen,36,22,0.7402597402597403,0.8551740469234952,0.7916666666666667,0.75,1.0,2
libero_goal_20260908,libero_goal,20260908,4096,v7_guard_constant,q19,unseen,9,9,,1.0,,,1.0,0
libero_goal_20260908,libero_goal,20260908,4096,v7_guard_constant,q29,seen,22,22,,0.9999999999999998,,,1.0,0
libero_goal_20260908,libero_goal,20260908,4096,v7_guard_constant,q29,unseen,9,9,,1.0,,,1.0,0
libero_goal_20260908,libero_goal,20260908,4096,v7_guard_timeband,full,seen,560,22,0.9948462318350794,0.9626605156908188,1.0,1.0,1.0,5
libero_goal_20260908,libero_goal,20260908,4096,v7_guard_timeband,full,unseen,1200,9,0.9996268308610878,0.9598765432098765,1.0,1.0,1.0,1
libero_goal_20260908,libero_goal,20260908,4096,v7_guard_timeband,common_horizon,seen,560,22,0.7013349104427171,0.0628902886196506,0.5995954780386231,0.5701587301587302,1.0,5
libero_goal_20260908,libero_goal,20260908,4096,v7_guard_timeband,common_horizon,unseen,1200,9,0.47513760611997385,0.007878565550928932,0.3878942881500426,0.45396825396825397,1.0,1
libero_goal_20260908,libero_goal,20260908,4096,v7_guard_timeband,q0,seen,560,22,0.5,0.039285714285714285,0.5,0.5,0.0,5
libero_goal_20260908,libero_goal,20260908,4096,v7_guard_timeband,q0,unseen,1200,9,0.5,0.0075,0.5,0.5,0.0,1
libero_goal_20260908,libero_goal,20260908,4096,v7_guard_timeband,q4,seen,560,22,0.5,0.039285714285714285,0.5,0.5,0.0,5
libero_goal_20260908,libero_goal,20260908,4096,v7_guard_timeband,q4,unseen,1200,9,0.5,0.0075,0.5,0.5,0.0,1
libero_goal_20260908,libero_goal,20260908,4096,v7_guard_timeband,q9,seen,319,22,0.5699418426691154,0.07769291336504441,0.5206296020517912,0.4838624338624338,1.0,3
libero_goal_20260908,libero_goal,20260908,4096,v7_guard_timeband,q9,unseen,450,9,0.35147392290249435,0.01633290648390887,0.5392953929539296,0.0,1.0,1
libero_goal_20260908,libero_goal,20260908,4096,v7_guard_timeband,q14,seen,124,22,0.8168449197860963,0.5748563560727118,0.6944336945304438,0.4226190476190476,1.0,2
libero_goal_20260908,libero_goal,20260908,4096,v7_guard_timeband,q14,unseen,14,9,0.6666666666666666,0.8175805675805676,,,1.0,0
libero_goal_20260908,libero_goal,20260908,4096,v7_guard_timeband,q19,seen,36,22,0.7402597402597403,0.8551740469234952,0.7916666666666667,0.75,1.0,2
libero_goal_20260908,libero_goal,20260908,4096,v7_guard_timeband,q19,unseen,9,9,,1.0,,,1.0,0
libero_goal_20260908,libero_goal,20260908,4096,v7_guard_timeband,q29,seen,22,22,,0.9999999999999998,,,1.0,0
libero_goal_20260908,libero_goal,20260908,4096,v7_guard_timeband,q29,unseen,9,9,,1.0,,,1.0,0
libero_goal_20260908,libero_goal,20260908,4096,v7_freeze_constant,full,seen,560,22,0.9948462318350794,0.9626605156908188,1.0,1.0,1.0,5
libero_goal_20260908,libero_goal,20260908,4096,v7_freeze_constant,full,unseen,1200,9,0.9937494169232205,0.8086100834857054,0.9963057686842853,1.0,1.0,1
libero_goal_20260908,libero_goal,20260908,4096,v7_freeze_constant,common_horizon,seen,560,22,0.6508110848259547,0.05595079147649869,0.5799876349013682,0.5957142857142858,1.0,5
libero_goal_20260908,libero_goal,20260908,4096,v7_freeze_constant,common_horizon,unseen,1200,9,0.4820412351898498,0.008045488732716412,0.3878942881500426,0.45396825396825397,1.0,1
libero_goal_20260908,libero_goal,20260908,4096,v7_freeze_constant,q0,seen,560,22,0.5,0.039285714285714285,0.5,0.5,0.0,5
libero_goal_20260908,libero_goal,20260908,4096,v7_freeze_constant,q0,unseen,1200,9,0.5,0.0075,0.5,0.5,0.0,1
libero_goal_20260908,libero_goal,20260908,4096,v7_freeze_constant,q4,seen,560,22,0.5,0.039285714285714285,0.5,0.5,0.0,5
libero_goal_20260908,libero_goal,20260908,4096,v7_freeze_constant,q4,unseen,1200,9,0.5,0.0075,0.5,0.5,0.0,1
libero_goal_20260908,libero_goal,20260908,4096,v7_freeze_constant,q9,seen,319,22,0.5699418426691154,0.07769291336504441,0.5206296020517912,0.4838624338624338,1.0,3
libero_goal_20260908,libero_goal,20260908,4096,v7_freeze_constant,q9,unseen,450,9,0.35147392290249435,0.01633290648390887,0.5392953929539296,0.0,1.0,1
libero_goal_20260908,libero_goal,20260908,4096,v7_freeze_constant,q14,seen,124,22,0.7589126559714795,0.5582736629253671,0.6441885964912281,0.4892857142857142,1.0,2
libero_goal_20260908,libero_goal,20260908,4096,v7_freeze_constant,q14,unseen,14,9,0.6888888888888889,0.8316578483245152,,,1.0,0
libero_goal_20260908,libero_goal,20260908,4096,v7_freeze_constant,q19,seen,36,22,0.6525974025974026,0.8228524270325392,0.7291666666666666,0.75,1.0,2
libero_goal_20260908,libero_goal,20260908,4096,v7_freeze_constant,q19,unseen,9,9,,1.0,,,1.0,0
libero_goal_20260908,libero_goal,20260908,4096,v7_freeze_constant,q29,seen,22,22,,0.9999999999999998,,,1.0,0
libero_goal_20260908,libero_goal,20260908,4096,v7_freeze_constant,q29,unseen,9,9,,1.0,,,1.0,0
libero_goal_20260908,libero_goal,20260908,4096,v7_turbulence_constant,full,seen,560,22,0.9875802636025685,0.9151596976835863,1.0,1.0,0.44642857142857145,5
libero_goal_20260908,libero_goal,20260908,4096,v7_turbulence_constant,full,unseen,1200,9,0.9998134154305439,0.9797979797979799,1.0,1.0,0.3408333333333333,1
libero_goal_20260908,libero_goal,20260908,4096,v7_turbulence_constant,common_horizon,seen,560,22,0.6548242649543765,0.09987295395720422,0.5371308016877637,0.5692063492063493,0.42857142857142855,5
libero_goal_20260908,libero_goal,20260908,4096,v7_turbulence_constant,common_horizon,unseen,1200,9,0.3320738874895046,0.0075,0.5,0.5,0.3333333333333333,1
libero_goal_20260908,libero_goal,20260908,4096,v7_turbulence_constant,q0,seen,560,22,0.5,0.039285714285714285,0.5,0.5,0.0,5
libero_goal_20260908,libero_goal,20260908,4096,v7_turbulence_constant,q0,unseen,1200,9,0.5,0.0075,0.5,0.5,0.0,1
libero_goal_20260908,libero_goal,20260908,4096,v7_turbulence_constant,q4,seen,560,22,0.5,0.039285714285714285,0.5,0.5,0.0,5
libero_goal_20260908,libero_goal,20260908,4096,v7_turbulence_constant,q4,unseen,1200,9,0.5,0.0075,0.5,0.5,0.0,1
libero_goal_20260908,libero_goal,20260908,4096,v7_turbulence_constant,q9,seen,319,22,0.5,0.06896551724137931,0.5,0.5,0.0,3
libero_goal_20260908,libero_goal,20260908,4096,v7_turbulence_constant,q9,unseen,450,9,0.5,0.02,0.5,0.5,0.0,1
libero_goal_20260908,libero_goal,20260908,4096,v7_turbulence_constant,q14,seen,124,22,0.6871657754010695,0.2891865755774622,0.8058243034055728,0.6126984126984127,1.0,2
libero_goal_20260908,libero_goal,20260908,4096,v7_turbulence_constant,q14,unseen,14,9,0.5555555555555556,0.7519230769230769,,,1.0,0
libero_goal_20260908,libero_goal,20260908,4096,v7_turbulence_constant,q19,seen,36,22,0.5422077922077922,0.723939487350689,0.75,0.75,1.0,2
libero_goal_20260908,libero_goal,20260908,4096,v7_turbulence_constant,q19,unseen,9,9,,1.0,,,1.0,0
libero_goal_20260908,libero_goal,20260908,4096,v7_turbulence_constant,q29,seen,22,22,,0.9999999999999998,,,1.0,0
libero_goal_20260908,libero_goal,20260908,4096,v7_turbulence_constant,q29,unseen,9,9,,1.0,,,1.0,0
libero_goal_20260908,libero_goal,20260908,4096,v7_success_fusion_constant,full,seen,560,22,0.9852990875295708,0.6088668978541973,0.9840906060707619,0.9844444444444445,1.0,5
libero_goal_20260908,libero_goal,20260908,4096,v7_success_fusion_constant,full,unseen,1200,9,0.9945890474857729,0.840097300690521,0.9974424552429667,1.0,1.0,1
libero_goal_20260908,libero_goal,20260908,4096,v7_success_fusion_constant,common_horizon,seen,560,22,0.7920750253464008,0.257339332720055,0.7700363958657851,0.3904761904761904,1.0,5
libero_goal_20260908,libero_goal,20260908,4096,v7_success_fusion_constant,common_horizon,unseen,1200,9,0.3884690736076126,0.006304442199359098,0.491332764990054,0.4825396825396826,1.0,1
libero_goal_20260908,libero_goal,20260908,4096,v7_success_fusion_constant,q0,seen,560,22,0.49281851977019264,0.051679906605667694,0.6073028578520016,0.4480952380952381,1.0,5
libero_goal_20260908,libero_goal,20260908,4096,v7_success_fusion_constant,q0,unseen,1200,9,0.09441179214478962,0.0044768314221887385,0.25689116226200626,0.5047619047619047,1.0,1
libero_goal_20260908,libero_goal,20260908,4096,v7_success_fusion_constant,q4,seen,560,22,0.689929030077729,0.12261470009514717,0.547491638410176,0.4187301587301587,1.0,5
libero_goal_20260908,libero_goal,20260908,4096,v7_success_fusion_constant,q4,unseen,1200,9,0.6160089560593339,0.011473915124730883,0.6851378232452401,0.3841269841269841,1.0,1
libero_goal_20260908,libero_goal,20260908,4096,v7_success_fusion_constant,q9,seen,319,22,0.598408325681053,0.1347142949274766,0.6367822867543641,0.78015873015873,1.0,3
libero_goal_20260908,libero_goal,20260908,4096,v7_success_fusion_constant,q9,unseen,450,9,0.9763164525069287,0.30564156053286484,0.7804878048780488,0.3333333333333333,1.0,1
libero_goal_20260908,libero_goal,20260908,4096,v7_success_fusion_constant,q14,seen,124,22,0.750445632798574,0.5041251196159023,0.6423826109391124,0.4095238095238095,1.0,2
libero_goal_20260908,libero_goal,20260908,4096,v7_success_fusion_constant,q14,unseen,14,9,1.0,1.0000000000000002,,,1.0,0
libero_goal_20260908,libero_goal,20260908,4096,v7_success_fusion_constant,q19,seen,36,22,0.711038961038961,0.8580817009360129,0.8541666666666667,0.5,1.0,2
libero_goal_20260908,libero_goal,20260908,4096,v7_success_fusion_constant,q19,unseen,9,9,,1.0,,,1.0,0
libero_goal_20260908,libero_goal,20260908,4096,v7_success_fusion_constant,q29,seen,22,22,,0.9999999999999998,,,1.0,0
libero_goal_20260908,libero_goal,20260908,4096,v7_success_fusion_constant,q29,unseen,9,9,,1.0,,,1.0,0
libero_goal_20260909,libero_goal,20260909,4096,v7_guard_constant,full,seen,560,23,0.9970042911505141,0.950088142741816,1.0,1.0,1.0,5
libero_goal_20260909,libero_goal,20260909,4096,v7_guard_constant,full,unseen,1200,2,1.0,1.0,1.0,1.0,1.0,2
libero_goal_20260909,libero_goal,20260909,4096,v7_guard_constant,common_horizon,seen,560,23,0.5308072220872804,0.041944709566335975,0.3203487066593286,0.3788095238095238,1.0,5
libero_goal_20260909,libero_goal,20260909,4096,v7_guard_constant,common_horizon,unseen,1200,2,0.7065943238731218,0.005479595031833838,0.6228070175438596,0.5,1.0,2
libero_goal_20260909,libero_goal,20260909,4096,v7_guard_constant,q0,seen,560,23,0.5,0.04107142857142857,0.5,0.5,0.0,5
libero_goal_20260909,libero_goal,20260909,4096,v7_guard_constant,q0,unseen,1200,2,0.5,0.0016666666666666668,0.5,0.5,0.0,2
libero_goal_20260909,libero_goal,20260909,4096,v7_guard_constant,q4,seen,560,23,0.5,0.04107142857142857,0.5,0.5,0.0,5
libero_goal_20260909,libero_goal,20260909,4096,v7_guard_constant,q4,unseen,1200,2,0.5,0.0016666666666666668,0.5,0.5,0.0,2
libero_goal_20260909,libero_goal,20260909,4096,v7_guard_constant,q9,seen,241,23,0.5428799361786997,0.09923439383138433,0.29202222897875074,0.12777777777777777,1.0,4
libero_goal_20260909,libero_goal,20260909,4096,v7_guard_constant,q9,unseen,800,2,0.5726817042606517,0.005451341970696553,0.644110275689223,0.7142857142857142,1.0,2
libero_goal_20260909,libero_goal,20260909,4096,v7_guard_constant,q14,seen,97,23,0.6498237367802585,0.5107022475762266,0.3438735177865613,0.2833333333333333,1.0,1
libero_goal_20260909,libero_goal,20260909,4096,v7_guard_constant,q14,unseen,137,2,0.5111111111111111,0.024955436720142603,0.5111940298507462,0.5,1.0,2
libero_goal_20260909,libero_goal,20260909,4096,v7_guard_constant,q19,seen,33,23,0.4782608695652174,0.7604267019555769,0.09090909090909091,,1.0,1
libero_goal_20260909,libero_goal,20260909,4096,v7_guard_constant,q19,unseen,35,2,0.6060606060606061,0.11011904761904762,0.390625,1.0,1.0,2
libero_goal_20260909,libero_goal,20260909,4096,v7_guard_constant,q29,seen,23,23,,0.9999999999999998,,,1.0,0
libero_goal_20260909,libero_goal,20260909,4096,v7_guard_constant,q29,unseen,2,2,,1.0,,,1.0,0
libero_goal_20260909,libero_goal,20260909,4096,v7_guard_timeband,full,seen,560,23,0.9970042911505141,0.950088142741816,1.0,1.0,1.0,5
libero_goal_20260909,libero_goal,20260909,4096,v7_guard_timeband,full,unseen,1200,2,1.0,1.0,1.0,1.0,1.0,2
libero_goal_20260909,libero_goal,20260909,4096,v7_guard_timeband,common_horizon,seen,560,23,0.5308072220872804,0.041944709566335975,0.3203487066593286,0.3788095238095238,1.0,5
libero_goal_20260909,libero_goal,20260909,4096,v7_guard_timeband,common_horizon,unseen,1200,2,0.7065943238731218,0.005479595031833838,0.6228070175438596,0.5,1.0,2
