fold,suite,seed,reference_cap,method,calibration,alpha,scope,task,episodes,failures,successes,tp,fp,recall,fpr,precision,balanced_accuracy,t_det,median_alarm_query
libero_long_20260909,libero_long,20260909,4096,v7_freeze_constant,episode,0.05,unseen,libero_long/LIVING_ROOM_SCENE2_put_both_the_cream_cheese_box_and_the_butter_in_the_basket,400,4,396,2,2,0.5,0.005050505050505051,0.5,0.7474747474747475,0.7644230769230769,26.5
libero_long_20260909,libero_long,20260909,4096,v7_freeze_constant,task_init,0.05,seen,libero_long/KITCHEN_SCENE6_put_the_yellow_and_white_mug_in_the_microwave_and_close_it,80,0,80,0,1,,0.0125,0.0,,,
libero_long_20260909,libero_long,20260909,4096,v7_freeze_constant,task_init,0.05,seen,libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,80,15,65,9,1,0.6,0.015384615384615385,0.9,0.7923076923076924,0.8217948717948718,36.0
libero_long_20260909,libero_long,20260909,4096,v7_freeze_constant,task_init,0.05,seen,libero_long/LIVING_ROOM_SCENE1_put_both_the_alphabet_soup_and_the_cream_cheese_box_in_the_basket,80,3,77,0,0,0.0,0.0,,0.5,1.0,
libero_long_20260909,libero_long,20260909,4096,v7_freeze_constant,task_init,0.05,seen,libero_long/LIVING_ROOM_SCENE2_put_both_the_alphabet_soup_and_the_tomato_sauce_in_the_basket,80,0,80,0,0,,0.0,,,,
libero_long_20260909,libero_long,20260909,4096,v7_freeze_constant,task_init,0.05,seen,libero_long/LIVING_ROOM_SCENE5_put_the_white_mug_on_the_left_plate_and_put_the_yellow_and_white_mug_on_the_right_plate,80,8,72,2,0,0.25,0.0,1.0,0.625,0.9567307692307693,42.0
libero_long_20260909,libero_long,20260909,4096,v7_freeze_constant,task_init,0.05,seen,libero_long/LIVING_ROOM_SCENE6_put_the_white_mug_on_the_plate_and_put_the_chocolate_pudding_to_the_right_of_the_plate,80,19,61,3,1,0.15789473684210525,0.01639344262295082,0.75,0.5707506471095772,0.9665991902834009,41.0
libero_long_20260909,libero_long,20260909,4096,v7_freeze_constant,task_init,0.05,seen,libero_long/STUDY_SCENE1_pick_up_the_book_and_place_it_in_the_back_compartment_of_the_caddy,80,4,76,4,3,1.0,0.039473684210526314,0.5714285714285714,0.9802631578947368,0.6346153846153846,29.0
libero_long_20260909,libero_long,20260909,4096,v7_freeze_constant,task_init,0.05,unseen,libero_long/KITCHEN_SCENE3_turn_on_the_stove_and_put_the_moka_pot_on_it,400,4,396,4,0,1.0,0.0,1.0,1.0,0.798076923076923,40.0
libero_long_20260909,libero_long,20260909,4096,v7_freeze_constant,task_init,0.05,unseen,libero_long/KITCHEN_SCENE4_put_the_black_bowl_in_the_bottom_drawer_of_the_cabinet_and_close_it,400,1,399,1,1,1.0,0.002506265664160401,0.5,0.9987468671679198,0.6153846153846154,31.0
libero_long_20260909,libero_long,20260909,4096,v7_freeze_constant,task_init,0.05,unseen,libero_long/LIVING_ROOM_SCENE2_put_both_the_cream_cheese_box_and_the_butter_in_the_basket,400,4,396,2,1,0.5,0.0025252525252525255,0.6666666666666666,0.7487373737373737,0.7884615384615384,29.0
libero_long_20260909,libero_long,20260909,4096,v7_turbulence_constant,episode,0.05,seen,libero_long/KITCHEN_SCENE6_put_the_yellow_and_white_mug_in_the_microwave_and_close_it,80,0,80,0,7,,0.0875,0.0,,,
libero_long_20260909,libero_long,20260909,4096,v7_turbulence_constant,episode,0.05,seen,libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,80,15,65,2,5,0.13333333333333333,0.07692307692307693,0.2857142857142857,0.5282051282051282,0.9794871794871794,43.0
libero_long_20260909,libero_long,20260909,4096,v7_turbulence_constant,episode,0.05,seen,libero_long/LIVING_ROOM_SCENE1_put_both_the_alphabet_soup_and_the_cream_cheese_box_in_the_basket,80,3,77,2,12,0.6666666666666666,0.15584415584415584,0.14285714285714285,0.7554112554112553,0.7115384615384616,28.5
libero_long_20260909,libero_long,20260909,4096,v7_turbulence_constant,episode,0.05,seen,libero_long/LIVING_ROOM_SCENE2_put_both_the_alphabet_soup_and_the_tomato_sauce_in_the_basket,80,0,80,0,0,,0.0,,,,
libero_long_20260909,libero_long,20260909,4096,v7_turbulence_constant,episode,0.05,seen,libero_long/LIVING_ROOM_SCENE5_put_the_white_mug_on_the_left_plate_and_put_the_yellow_and_white_mug_on_the_right_plate,80,8,72,6,1,0.75,0.013888888888888888,0.8571428571428571,0.8680555555555556,0.6322115384615385,25.0
libero_long_20260909,libero_long,20260909,4096,v7_turbulence_constant,episode,0.05,seen,libero_long/LIVING_ROOM_SCENE6_put_the_white_mug_on_the_plate_and_put_the_chocolate_pudding_to_the_right_of_the_plate,80,19,61,19,6,1.0,0.09836065573770492,0.76,0.9508196721311475,0.5495951417004049,28.0
libero_long_20260909,libero_long,20260909,4096,v7_turbulence_constant,episode,0.05,seen,libero_long/STUDY_SCENE1_pick_up_the_book_and_place_it_in_the_back_compartment_of_the_caddy,80,4,76,4,5,1.0,0.06578947368421052,0.4444444444444444,0.9671052631578947,0.5384615384615385,27.0
libero_long_20260909,libero_long,20260909,4096,v7_turbulence_constant,episode,0.05,unseen,libero_long/KITCHEN_SCENE3_turn_on_the_stove_and_put_the_moka_pot_on_it,400,4,396,2,29,0.5,0.07323232323232323,0.06451612903225806,0.7133838383838383,0.8317307692307693,33.5
libero_long_20260909,libero_long,20260909,4096,v7_turbulence_constant,episode,0.05,unseen,libero_long/KITCHEN_SCENE4_put_the_black_bowl_in_the_bottom_drawer_of_the_cabinet_and_close_it,400,1,399,1,9,1.0,0.022556390977443608,0.1,0.9887218045112782,0.5769230769230769,29.0
libero_long_20260909,libero_long,20260909,4096,v7_turbulence_constant,episode,0.05,unseen,libero_long/LIVING_ROOM_SCENE2_put_both_the_cream_cheese_box_and_the_butter_in_the_basket,400,4,396,1,12,0.25,0.030303030303030304,0.07692307692307693,0.6098484848484849,0.8990384615384616,30.0
libero_long_20260909,libero_long,20260909,4096,v7_turbulence_constant,task_init,0.05,seen,libero_long/KITCHEN_SCENE6_put_the_yellow_and_white_mug_in_the_microwave_and_close_it,80,0,80,0,0,,0.0,,,,
libero_long_20260909,libero_long,20260909,4096,v7_turbulence_constant,task_init,0.05,seen,libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,80,15,65,1,0,0.06666666666666667,0.0,1.0,0.5333333333333333,0.9833333333333333,38.0
libero_long_20260909,libero_long,20260909,4096,v7_turbulence_constant,task_init,0.05,seen,libero_long/LIVING_ROOM_SCENE1_put_both_the_alphabet_soup_and_the_cream_cheese_box_in_the_basket,80,3,77,0,1,0.0,0.012987012987012988,0.0,0.4935064935064935,1.0,
libero_long_20260909,libero_long,20260909,4096,v7_turbulence_constant,task_init,0.05,seen,libero_long/LIVING_ROOM_SCENE2_put_both_the_alphabet_soup_and_the_tomato_sauce_in_the_basket,80,0,80,0,0,,0.0,,,,
libero_long_20260909,libero_long,20260909,4096,v7_turbulence_constant,task_init,0.05,seen,libero_long/LIVING_ROOM_SCENE5_put_the_white_mug_on_the_left_plate_and_put_the_yellow_and_white_mug_on_the_right_plate,80,8,72,4,1,0.5,0.013888888888888888,0.8,0.7430555555555556,0.7572115384615384,25.0
libero_long_20260909,libero_long,20260909,4096,v7_turbulence_constant,task_init,0.05,seen,libero_long/LIVING_ROOM_SCENE6_put_the_white_mug_on_the_plate_and_put_the_chocolate_pudding_to_the_right_of_the_plate,80,19,61,17,2,0.8947368421052632,0.03278688524590164,0.8947368421052632,0.9309749784296808,0.638663967611336,29.0
libero_long_20260909,libero_long,20260909,4096,v7_turbulence_constant,task_init,0.05,seen,libero_long/STUDY_SCENE1_pick_up_the_book_and_place_it_in_the_back_compartment_of_the_caddy,80,4,76,4,4,1.0,0.05263157894736842,0.5,0.9736842105263158,0.5576923076923077,28.0
libero_long_20260909,libero_long,20260909,4096,v7_turbulence_constant,task_init,0.05,unseen,libero_long/KITCHEN_SCENE3_turn_on_the_stove_and_put_the_moka_pot_on_it,400,4,396,2,1,0.5,0.0025252525252525255,0.6666666666666666,0.7487373737373737,0.9086538461538461,41.5
libero_long_20260909,libero_long,20260909,4096,v7_turbulence_constant,task_init,0.05,unseen,libero_long/KITCHEN_SCENE4_put_the_black_bowl_in_the_bottom_drawer_of_the_cabinet_and_close_it,400,1,399,0,0,0.0,0.0,,0.5,1.0,
libero_long_20260909,libero_long,20260909,4096,v7_turbulence_constant,task_init,0.05,unseen,libero_long/LIVING_ROOM_SCENE2_put_both_the_cream_cheese_box_and_the_butter_in_the_basket,400,4,396,1,4,0.25,0.010101010101010102,0.2,0.6199494949494949,0.9038461538461539,31.0
libero_long_20260909,libero_long,20260909,4096,v7_success_fusion_constant,episode,0.05,seen,libero_long/KITCHEN_SCENE6_put_the_yellow_and_white_mug_in_the_microwave_and_close_it,80,0,80,0,18,,0.225,0.0,,,
libero_long_20260909,libero_long,20260909,4096,v7_success_fusion_constant,episode,0.05,seen,libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,80,15,65,10,2,0.6666666666666666,0.03076923076923077,0.8333333333333334,0.8179487179487179,0.8205128205128205,36.0
libero_long_20260909,libero_long,20260909,4096,v7_success_fusion_constant,episode,0.05,seen,libero_long/LIVING_ROOM_SCENE1_put_both_the_alphabet_soup_and_the_cream_cheese_box_in_the_basket,80,3,77,3,2,1.0,0.025974025974025976,0.6,0.987012987012987,0.5705128205128206,30.0
libero_long_20260909,libero_long,20260909,4096,v7_success_fusion_constant,episode,0.05,seen,libero_long/LIVING_ROOM_SCENE2_put_both_the_alphabet_soup_and_the_tomato_sauce_in_the_basket,80,0,80,0,2,,0.025,0.0,,,
libero_long_20260909,libero_long,20260909,4096,v7_success_fusion_constant,episode,0.05,seen,libero_long/LIVING_ROOM_SCENE5_put_the_white_mug_on_the_left_plate_and_put_the_yellow_and_white_mug_on_the_right_plate,80,8,72,6,2,0.75,0.027777777777777776,0.75,0.8611111111111112,0.7163461538461537,28.5
libero_long_20260909,libero_long,20260909,4096,v7_success_fusion_constant,episode,0.05,seen,libero_long/LIVING_ROOM_SCENE6_put_the_white_mug_on_the_plate_and_put_the_chocolate_pudding_to_the_right_of_the_plate,80,19,61,11,6,0.5789473684210527,0.09836065573770492,0.6470588235294118,0.7402933563416738,0.7742914979757085,29.0
libero_long_20260909,libero_long,20260909,4096,v7_success_fusion_constant,episode,0.05,seen,libero_long/STUDY_SCENE1_pick_up_the_book_and_place_it_in_the_back_compartment_of_the_caddy,80,4,76,4,4,1.0,0.05263157894736842,0.5,0.9736842105263158,0.6346153846153846,29.0
libero_long_20260909,libero_long,20260909,4096,v7_success_fusion_constant,episode,0.05,unseen,libero_long/KITCHEN_SCENE3_turn_on_the_stove_and_put_the_moka_pot_on_it,400,4,396,4,37,1.0,0.09343434343434344,0.0975609756097561,0.9532828282828283,0.735576923076923,37.5
libero_long_20260909,libero_long,20260909,4096,v7_success_fusion_constant,episode,0.05,unseen,libero_long/KITCHEN_SCENE4_put_the_black_bowl_in_the_bottom_drawer_of_the_cabinet_and_close_it,400,1,399,1,25,1.0,0.06265664160401002,0.038461538461538464,0.968671679197995,0.6153846153846154,31.0
libero_long_20260909,libero_long,20260909,4096,v7_success_fusion_constant,episode,0.05,unseen,libero_long/LIVING_ROOM_SCENE2_put_both_the_cream_cheese_box_and_the_butter_in_the_basket,400,4,396,2,11,0.5,0.027777777777777776,0.15384615384615385,0.7361111111111112,0.6875,18.5
libero_long_20260909,libero_long,20260909,4096,v7_success_fusion_constant,task_init,0.05,seen,libero_long/KITCHEN_SCENE6_put_the_yellow_and_white_mug_in_the_microwave_and_close_it,80,0,80,0,2,,0.025,0.0,,,
libero_long_20260909,libero_long,20260909,4096,v7_success_fusion_constant,task_init,0.05,seen,libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,80,15,65,1,0,0.06666666666666667,0.0,1.0,0.5333333333333333,0.9987179487179486,50.0
libero_long_20260909,libero_long,20260909,4096,v7_success_fusion_constant,task_init,0.05,seen,libero_long/LIVING_ROOM_SCENE1_put_both_the_alphabet_soup_and_the_cream_cheese_box_in_the_basket,80,3,77,1,0,0.3333333333333333,0.0,1.0,0.6666666666666666,0.8653846153846154,30.0
libero_long_20260909,libero_long,20260909,4096,v7_success_fusion_constant,task_init,0.05,seen,libero_long/LIVING_ROOM_SCENE2_put_both_the_alphabet_soup_and_the_tomato_sauce_in_the_basket,80,0,80,0,1,,0.0125,0.0,,,
libero_long_20260909,libero_long,20260909,4096,v7_success_fusion_constant,task_init,0.05,seen,libero_long/LIVING_ROOM_SCENE5_put_the_white_mug_on_the_left_plate_and_put_the_yellow_and_white_mug_on_the_right_plate,80,8,72,0,0,0.0,0.0,,0.5,1.0,
libero_long_20260909,libero_long,20260909,4096,v7_success_fusion_constant,task_init,0.05,seen,libero_long/LIVING_ROOM_SCENE6_put_the_white_mug_on_the_plate_and_put_the_chocolate_pudding_to_the_right_of_the_plate,80,19,61,3,0,0.15789473684210525,0.0,1.0,0.5789473684210527,0.9261133603238867,29.0
libero_long_20260909,libero_long,20260909,4096,v7_success_fusion_constant,task_init,0.05,seen,libero_long/STUDY_SCENE1_pick_up_the_book_and_place_it_in_the_back_compartment_of_the_caddy,80,4,76,0,0,0.0,0.0,,0.5,1.0,
libero_long_20260909,libero_long,20260909,4096,v7_success_fusion_constant,task_init,0.05,unseen,libero_long/KITCHEN_SCENE3_turn_on_the_stove_and_put_the_moka_pot_on_it,400,4,396,1,6,0.25,0.015151515151515152,0.14285714285714285,0.6174242424242424,0.9086538461538461,32.0
libero_long_20260909,libero_long,20260909,4096,v7_success_fusion_constant,task_init,0.05,unseen,libero_long/KITCHEN_SCENE4_put_the_black_bowl_in_the_bottom_drawer_of_the_cabinet_and_close_it,400,1,399,0,7,0.0,0.017543859649122806,0.0,0.49122807017543857,1.0,
libero_long_20260909,libero_long,20260909,4096,v7_success_fusion_constant,task_init,0.05,unseen,libero_long/LIVING_ROOM_SCENE2_put_both_the_cream_cheese_box_and_the_butter_in_the_basket,400,4,396,1,4,0.25,0.010101010101010102,0.2,0.6199494949494949,0.8365384615384616,17.0
libero_object_20260907,libero_object,20260907,4096,v7_guard_constant,episode,0.05,seen,libero_object/pick_up_the_bbq_sauce_and_place_it_in_the_basket,80,2,78,2,0,1.0,0.0,1.0,1.0,0.8035714285714286,21.5
libero_object_20260907,libero_object,20260907,4096,v7_guard_constant,episode,0.05,seen,libero_object/pick_up_the_butter_and_place_it_in_the_basket,80,0,80,0,9,,0.1125,0.0,,,
libero_object_20260907,libero_object,20260907,4096,v7_guard_constant,episode,0.05,seen,libero_object/pick_up_the_cream_cheese_and_place_it_in_the_basket,80,0,80,0,0,,0.0,,,,
libero_object_20260907,libero_object,20260907,4096,v7_guard_constant,episode,0.05,seen,libero_object/pick_up_the_milk_and_place_it_in_the_basket,80,1,79,1,1,1.0,0.012658227848101266,0.5,0.9936708860759493,0.5357142857142857,14.0
libero_object_20260907,libero_object,20260907,4096,v7_guard_constant,episode,0.05,seen,libero_object/pick_up_the_orange_juice_and_place_it_in_the_basket,80,0,80,0,1,,0.0125,0.0,,,
libero_object_20260907,libero_object,20260907,4096,v7_guard_constant,episode,0.05,seen,libero_object/pick_up_the_salad_dressing_and_place_it_in_the_basket,80,0,80,0,0,,0.0,,,,
libero_object_20260907,libero_object,20260907,4096,v7_guard_constant,episode,0.05,seen,libero_object/pick_up_the_tomato_sauce_and_place_it_in_the_basket,80,4,76,0,0,0.0,0.0,,0.5,1.0,
libero_object_20260907,libero_object,20260907,4096,v7_guard_constant,episode,0.05,unseen,libero_object/pick_up_the_alphabet_soup_and_place_it_in_the_basket,400,3,397,2,7,0.6666666666666666,0.017632241813602016,0.2222222222222222,0.8245172124265322,0.8571428571428571,21.0
libero_object_20260907,libero_object,20260907,4096,v7_guard_constant,episode,0.05,unseen,libero_object/pick_up_the_chocolate_pudding_and_place_it_in_the_basket,400,0,400,0,52,,0.13,0.0,,,
libero_object_20260907,libero_object,20260907,4096,v7_guard_constant,episode,0.05,unseen,libero_object/pick_up_the_ketchup_and_place_it_in_the_basket,400,1,399,1,4,1.0,0.010025062656641603,0.2,0.9949874686716792,0.75,20.0
libero_object_20260907,libero_object,20260907,4096,v7_guard_constant,task_init,0.05,seen,libero_object/pick_up_the_bbq_sauce_and_place_it_in_the_basket,80,2,78,2,0,1.0,0.0,1.0,1.0,0.8214285714285714,22.0
libero_object_20260907,libero_object,20260907,4096,v7_guard_constant,task_init,0.05,seen,libero_object/pick_up_the_butter_and_place_it_in_the_basket,80,0,80,0,6,,0.075,0.0,,,
libero_object_20260907,libero_object,20260907,4096,v7_guard_constant,task_init,0.05,seen,libero_object/pick_up_the_cream_cheese_and_place_it_in_the_basket,80,0,80,0,0,,0.0,,,,
libero_object_20260907,libero_object,20260907,4096,v7_guard_constant,task_init,0.05,seen,libero_object/pick_up_the_milk_and_place_it_in_the_basket,80,1,79,1,1,1.0,0.012658227848101266,0.5,0.9936708860759493,0.5714285714285714,15.0
libero_object_20260907,libero_object,20260907,4096,v7_guard_constant,task_init,0.05,seen,libero_object/pick_up_the_orange_juice_and_place_it_in_the_basket,80,0,80,0,0,,0.0,,,,
libero_object_20260907,libero_object,20260907,4096,v7_guard_constant,task_init,0.05,seen,libero_object/pick_up_the_salad_dressing_and_place_it_in_the_basket,80,0,80,0,0,,0.0,,,,
libero_object_20260907,libero_object,20260907,4096,v7_guard_constant,task_init,0.05,seen,libero_object/pick_up_the_tomato_sauce_and_place_it_in_the_basket,80,4,76,0,0,0.0,0.0,,0.5,1.0,
libero_object_20260907,libero_object,20260907,4096,v7_guard_constant,task_init,0.05,unseen,libero_object/pick_up_the_alphabet_soup_and_place_it_in_the_basket,400,3,397,2,1,0.6666666666666666,0.0025188916876574307,0.6666666666666666,0.8320738874895045,0.8690476190476191,21.5
libero_object_20260907,libero_object,20260907,4096,v7_guard_constant,task_init,0.05,unseen,libero_object/pick_up_the_chocolate_pudding_and_place_it_in_the_basket,400,0,400,0,9,,0.0225,0.0,,,
libero_object_20260907,libero_object,20260907,4096,v7_guard_constant,task_init,0.05,unseen,libero_object/pick_up_the_ketchup_and_place_it_in_the_basket,400,1,399,1,0,1.0,0.0,1.0,1.0,0.75,20.0
libero_object_20260907,libero_object,20260907,4096,v7_guard_timeband,episode,0.05,seen,libero_object/pick_up_the_bbq_sauce_and_place_it_in_the_basket,80,2,78,2,0,1.0,0.0,1.0,1.0,0.8035714285714286,21.5
libero_object_20260907,libero_object,20260907,4096,v7_guard_timeband,episode,0.05,seen,libero_object/pick_up_the_butter_and_place_it_in_the_basket,80,0,80,0,5,,0.0625,0.0,,,
libero_object_20260907,libero_object,20260907,4096,v7_guard_timeband,episode,0.05,seen,libero_object/pick_up_the_cream_cheese_and_place_it_in_the_basket,80,0,80,0,0,,0.0,,,,
libero_object_20260907,libero_object,20260907,4096,v7_guard_timeband,episode,0.05,seen,libero_object/pick_up_the_milk_and_place_it_in_the_basket,80,1,79,1,1,1.0,0.012658227848101266,0.5,0.9936708860759493,0.5714285714285714,15.0
libero_object_20260907,libero_object,20260907,4096,v7_guard_timeband,episode,0.05,seen,libero_object/pick_up_the_orange_juice_and_place_it_in_the_basket,80,0,80,0,9,,0.1125,0.0,,,
libero_object_20260907,libero_object,20260907,4096,v7_guard_timeband,episode,0.05,seen,libero_object/pick_up_the_salad_dressing_and_place_it_in_the_basket,80,0,80,0,11,,0.1375,0.0,,,
libero_object_20260907,libero_object,20260907,4096,v7_guard_timeband,episode,0.05,seen,libero_object/pick_up_the_tomato_sauce_and_place_it_in_the_basket,80,4,76,0,3,0.0,0.039473684210526314,0.0,0.48026315789473684,1.0,
libero_object_20260907,libero_object,20260907,4096,v7_guard_timeband,episode,0.05,unseen,libero_object/pick_up_the_alphabet_soup_and_place_it_in_the_basket,400,3,397,2,2,0.6666666666666666,0.005037783375314861,0.5,0.8308144416456759,0.8571428571428571,21.0
libero_object_20260907,libero_object,20260907,4096,v7_guard_timeband,episode,0.05,unseen,libero_object/pick_up_the_chocolate_pudding_and_place_it_in_the_basket,400,0,400,0,2,,0.005,0.0,,,
libero_object_20260907,libero_object,20260907,4096,v7_guard_timeband,episode,0.05,unseen,libero_object/pick_up_the_ketchup_and_place_it_in_the_basket,400,1,399,1,4,1.0,0.010025062656641603,0.2,0.9949874686716792,0.75,20.0
libero_object_20260907,libero_object,20260907,4096,v7_guard_timeband,task_init,0.05,seen,libero_object/pick_up_the_bbq_sauce_and_place_it_in_the_basket,80,2,78,2,0,1.0,0.0,1.0,1.0,0.8392857142857143,22.5
libero_object_20260907,libero_object,20260907,4096,v7_guard_timeband,task_init,0.05,seen,libero_object/pick_up_the_butter_and_place_it_in_the_basket,80,0,80,0,0,,0.0,,,,
libero_object_20260907,libero_object,20260907,4096,v7_guard_timeband,task_init,0.05,seen,libero_object/pick_up_the_cream_cheese_and_place_it_in_the_basket,80,0,80,0,0,,0.0,,,,
libero_object_20260907,libero_object,20260907,4096,v7_guard_timeband,task_init,0.05,seen,libero_object/pick_up_the_milk_and_place_it_in_the_basket,80,1,79,1,1,1.0,0.012658227848101266,0.5,0.9936708860759493,0.6785714285714286,18.0
libero_object_20260907,libero_object,20260907,4096,v7_guard_timeband,task_init,0.05,seen,libero_object/pick_up_the_orange_juice_and_place_it_in_the_basket,80,0,80,0,1,,0.0125,0.0,,,
libero_object_20260907,libero_object,20260907,4096,v7_guard_timeband,task_init,0.05,seen,libero_object/pick_up_the_salad_dressing_and_place_it_in_the_basket,80,0,80,0,0,,0.0,,,,
libero_object_20260907,libero_object,20260907,4096,v7_guard_timeband,task_init,0.05,seen,libero_object/pick_up_the_tomato_sauce_and_place_it_in_the_basket,80,4,76,0,0,0.0,0.0,,0.5,1.0,
libero_object_20260907,libero_object,20260907,4096,v7_guard_timeband,task_init,0.05,unseen,libero_object/pick_up_the_alphabet_soup_and_place_it_in_the_basket,400,3,397,2,1,0.6666666666666666,0.0025188916876574307,0.6666666666666666,0.8320738874895045,0.8690476190476191,21.5
libero_object_20260907,libero_object,20260907,4096,v7_guard_timeband,task_init,0.05,unseen,libero_object/pick_up_the_chocolate_pudding_and_place_it_in_the_basket,400,0,400,0,0,,0.0,,,,
libero_object_20260907,libero_object,20260907,4096,v7_guard_timeband,task_init,0.05,unseen,libero_object/pick_up_the_ketchup_and_place_it_in_the_basket,400,1,399,1,0,1.0,0.0,1.0,1.0,0.75,20.0
libero_object_20260907,libero_object,20260907,4096,v7_freeze_constant,episode,0.05,seen,libero_object/pick_up_the_bbq_sauce_and_place_it_in_the_basket,80,2,78,2,0,1.0,0.0,1.0,1.0,0.8035714285714286,21.5
libero_object_20260907,libero_object,20260907,4096,v7_freeze_constant,episode,0.05,seen,libero_object/pick_up_the_butter_and_place_it_in_the_basket,80,0,80,0,9,,0.1125,0.0,,,
libero_object_20260907,libero_object,20260907,4096,v7_freeze_constant,episode,0.05,seen,libero_object/pick_up_the_cream_cheese_and_place_it_in_the_basket,80,0,80,0,0,,0.0,,,,
libero_object_20260907,libero_object,20260907,4096,v7_freeze_constant,episode,0.05,seen,libero_object/pick_up_the_milk_and_place_it_in_the_basket,80,1,79,1,1,1.0,0.012658227848101266,0.5,0.9936708860759493,0.5357142857142857,14.0
libero_object_20260907,libero_object,20260907,4096,v7_freeze_constant,episode,0.05,seen,libero_object/pick_up_the_orange_juice_and_place_it_in_the_basket,80,0,80,0,1,,0.0125,0.0,,,
libero_object_20260907,libero_object,20260907,4096,v7_freeze_constant,episode,0.05,seen,libero_object/pick_up_the_salad_dressing_and_place_it_in_the_basket,80,0,80,0,0,,0.0,,,,
libero_object_20260907,libero_object,20260907,4096,v7_freeze_constant,episode,0.05,seen,libero_object/pick_up_the_tomato_sauce_and_place_it_in_the_basket,80,4,76,0,0,0.0,0.0,,0.5,1.0,
libero_object_20260907,libero_object,20260907,4096,v7_freeze_constant,episode,0.05,unseen,libero_object/pick_up_the_alphabet_soup_and_place_it_in_the_basket,400,3,397,2,7,0.6666666666666666,0.017632241813602016,0.2222222222222222,0.8245172124265322,0.8571428571428571,21.0
libero_object_20260907,libero_object,20260907,4096,v7_freeze_constant,episode,0.05,unseen,libero_object/pick_up_the_chocolate_pudding_and_place_it_in_the_basket,400,0,400,0,52,,0.13,0.0,,,
libero_object_20260907,libero_object,20260907,4096,v7_freeze_constant,episode,0.05,unseen,libero_object/pick_up_the_ketchup_and_place_it_in_the_basket,400,1,399,1,4,1.0,0.010025062656641603,0.2,0.9949874686716792,0.75,20.0
libero_object_20260907,libero_object,20260907,4096,v7_freeze_constant,task_init,0.05,seen,libero_object/pick_up_the_bbq_sauce_and_place_it_in_the_basket,80,2,78,2,0,1.0,0.0,1.0,1.0,0.8214285714285714,22.0
libero_object_20260907,libero_object,20260907,4096,v7_freeze_constant,task_init,0.05,seen,libero_object/pick_up_the_butter_and_place_it_in_the_basket,80,0,80,0,6,,0.075,0.0,,,
libero_object_20260907,libero_object,20260907,4096,v7_freeze_constant,task_init,0.05,seen,libero_object/pick_up_the_cream_cheese_and_place_it_in_the_basket,80,0,80,0,0,,0.0,,,,
libero_object_20260907,libero_object,20260907,4096,v7_freeze_constant,task_init,0.05,seen,libero_object/pick_up_the_milk_and_place_it_in_the_basket,80,1,79,1,1,1.0,0.012658227848101266,0.5,0.9936708860759493,0.5714285714285714,15.0
libero_object_20260907,libero_object,20260907,4096,v7_freeze_constant,task_init,0.05,seen,libero_object/pick_up_the_orange_juice_and_place_it_in_the_basket,80,0,80,0,0,,0.0,,,,
libero_object_20260907,libero_object,20260907,4096,v7_freeze_constant,task_init,0.05,seen,libero_object/pick_up_the_salad_dressing_and_place_it_in_the_basket,80,0,80,0,0,,0.0,,,,
libero_object_20260907,libero_object,20260907,4096,v7_freeze_constant,task_init,0.05,seen,libero_object/pick_up_the_tomato_sauce_and_place_it_in_the_basket,80,4,76,0,0,0.0,0.0,,0.5,1.0,
libero_object_20260907,libero_object,20260907,4096,v7_freeze_constant,task_init,0.05,unseen,libero_object/pick_up_the_alphabet_soup_and_place_it_in_the_basket,400,3,397,2,1,0.6666666666666666,0.0025188916876574307,0.6666666666666666,0.8320738874895045,0.8690476190476191,21.5
libero_object_20260907,libero_object,20260907,4096,v7_freeze_constant,task_init,0.05,unseen,libero_object/pick_up_the_chocolate_pudding_and_place_it_in_the_basket,400,0,400,0,9,,0.0225,0.0,,,
libero_object_20260907,libero_object,20260907,4096,v7_freeze_constant,task_init,0.05,unseen,libero_object/pick_up_the_ketchup_and_place_it_in_the_basket,400,1,399,1,0,1.0,0.0,1.0,1.0,0.75,20.0
libero_object_20260907,libero_object,20260907,4096,v7_turbulence_constant,episode,0.05,seen,libero_object/pick_up_the_bbq_sauce_and_place_it_in_the_basket,80,2,78,2,7,1.0,0.08974358974358974,0.2222222222222222,0.9551282051282052,0.7321428571428572,19.5
libero_object_20260907,libero_object,20260907,4096,v7_turbulence_constant,episode,0.05,seen,libero_object/pick_up_the_butter_and_place_it_in_the_basket,80,0,80,0,9,,0.1125,0.0,,,
libero_object_20260907,libero_object,20260907,4096,v7_turbulence_constant,episode,0.05,seen,libero_object/pick_up_the_cream_cheese_and_place_it_in_the_basket,80,0,80,0,0,,0.0,,,,
libero_object_20260907,libero_object,20260907,4096,v7_turbulence_constant,episode,0.05,seen,libero_object/pick_up_the_milk_and_place_it_in_the_basket,80,1,79,1,1,1.0,0.012658227848101266,0.5,0.9936708860759493,0.75,20.0
libero_object_20260907,libero_object,20260907,4096,v7_turbulence_constant,episode,0.05,seen,libero_object/pick_up_the_orange_juice_and_place_it_in_the_basket,80,0,80,0,0,,0.0,,,,
