kind,alpha,calibration_units,rank,threshold,exceedances,success_calibration_episodes,method,fold
episode,0.01,507,503,386796.9810962677,4,507,stats_positive__current,libero_long_20260909
episode,0.03,507,493,321845.8890914917,14,507,stats_positive__current,libero_long_20260909
episode,0.05,507,483,275124.10283088684,24,507,stats_positive__current,libero_long_20260909
episode,0.1,507,458,171892.64297485352,49,507,stats_positive__current,libero_long_20260909
episode,0.15,507,432,101290.0173664093,75,507,stats_positive__current,libero_long_20260909
episode,0.2,507,407,76049.26824569702,100,507,stats_positive__current,libero_long_20260909
task_init,0.01,69,70,inf,0,507,stats_positive__current,libero_long_20260909
task_init,0.03,69,68,426263.5111808777,1,507,stats_positive__current,libero_long_20260909
task_init,0.05,69,67,395269.9601650238,2,507,stats_positive__current,libero_long_20260909
task_init,0.1,69,63,326858.7589263916,6,507,stats_positive__current,libero_long_20260909
task_init,0.15,69,60,248853.93679141998,9,507,stats_positive__current,libero_long_20260909
task_init,0.2,69,56,198937.0733499527,13,507,stats_positive__current,libero_long_20260909
episode,0.01,507,503,927368.7601089478,4,507,stats_positive__cumsum,libero_long_20260909
episode,0.03,507,493,846767.4851417542,14,507,stats_positive__cumsum,libero_long_20260909
episode,0.05,507,483,714527.1897315979,24,507,stats_positive__cumsum,libero_long_20260909
episode,0.1,507,458,178086.35532855988,49,507,stats_positive__cumsum,libero_long_20260909
episode,0.15,507,432,97750.9468793869,75,507,stats_positive__cumsum,libero_long_20260909
episode,0.2,507,407,67725.15922784805,100,507,stats_positive__cumsum,libero_long_20260909
task_init,0.01,69,70,inf,0,507,stats_positive__cumsum,libero_long_20260909
task_init,0.03,69,68,1017201.6620635986,1,507,stats_positive__cumsum,libero_long_20260909
task_init,0.05,69,67,934768.6171531677,2,507,stats_positive__cumsum,libero_long_20260909
task_init,0.1,69,63,698336.4224433899,6,507,stats_positive__cumsum,libero_long_20260909
task_init,0.15,69,60,389966.0110473633,9,507,stats_positive__cumsum,libero_long_20260909
task_init,0.2,69,56,178086.35532855988,13,507,stats_positive__cumsum,libero_long_20260909
episode,0.01,507,503,4.43076728852501,4,507,stats_ratio__current,libero_long_20260909
episode,0.03,507,493,4.0121722146737895,14,507,stats_ratio__current,libero_long_20260909
episode,0.05,507,483,3.599050116689763,24,507,stats_ratio__current,libero_long_20260909
episode,0.1,507,458,2.6508581776612052,49,507,stats_ratio__current,libero_long_20260909
episode,0.15,507,432,2.202327088133102,75,507,stats_ratio__current,libero_long_20260909
episode,0.2,507,407,2.02253311631642,100,507,stats_ratio__current,libero_long_20260909
task_init,0.01,69,70,inf,0,507,stats_ratio__current,libero_long_20260909
task_init,0.03,69,68,4.718317984133932,1,507,stats_ratio__current,libero_long_20260909
task_init,0.05,69,67,4.576226489752714,2,507,stats_ratio__current,libero_long_20260909
task_init,0.1,69,63,4.086935224281937,6,507,stats_ratio__current,libero_long_20260909
task_init,0.15,69,60,3.0861680504414277,9,507,stats_ratio__current,libero_long_20260909
task_init,0.2,69,56,2.704841982519748,13,507,stats_ratio__current,libero_long_20260909
episode,0.01,507,503,5.466830490404516,4,507,stats_ratio__cumsum,libero_long_20260909
episode,0.03,507,493,2.8019525652393042,14,507,stats_ratio__cumsum,libero_long_20260909
