kind,alpha,calibration_units,rank,threshold,exceedances,success_calibration_episodes,method,fold
episode,0.01,558,554,0.0,2,558,stats_positive__current,libero_goal_20260907
episode,0.03,558,543,0.0,2,558,stats_positive__current,libero_goal_20260907
episode,0.05,558,532,0.0,2,558,stats_positive__current,libero_goal_20260907
episode,0.1,558,504,0.0,2,558,stats_positive__current,libero_goal_20260907
episode,0.15,558,476,0.0,2,558,stats_positive__current,libero_goal_20260907
episode,0.2,558,448,0.0,2,558,stats_positive__current,libero_goal_20260907
task_init,0.01,70,71,inf,0,558,stats_positive__current,libero_goal_20260907
task_init,0.03,70,69,56126.25181674957,1,558,stats_positive__current,libero_goal_20260907
task_init,0.05,70,68,0.0,2,558,stats_positive__current,libero_goal_20260907
task_init,0.1,70,64,0.0,2,558,stats_positive__current,libero_goal_20260907
task_init,0.15,70,61,0.0,2,558,stats_positive__current,libero_goal_20260907
task_init,0.2,70,57,0.0,2,558,stats_positive__current,libero_goal_20260907
episode,0.01,558,554,0.0,2,558,stats_positive__cumsum,libero_goal_20260907
episode,0.03,558,543,0.0,2,558,stats_positive__cumsum,libero_goal_20260907
episode,0.05,558,532,0.0,2,558,stats_positive__cumsum,libero_goal_20260907
episode,0.1,558,504,0.0,2,558,stats_positive__cumsum,libero_goal_20260907
episode,0.15,558,476,0.0,2,558,stats_positive__cumsum,libero_goal_20260907
episode,0.2,558,448,0.0,2,558,stats_positive__cumsum,libero_goal_20260907
task_init,0.01,70,71,inf,0,558,stats_positive__cumsum,libero_goal_20260907
task_init,0.03,70,69,56126.25181674957,1,558,stats_positive__cumsum,libero_goal_20260907
task_init,0.05,70,68,0.0,2,558,stats_positive__cumsum,libero_goal_20260907
task_init,0.1,70,64,0.0,2,558,stats_positive__cumsum,libero_goal_20260907
task_init,0.15,70,61,0.0,2,558,stats_positive__cumsum,libero_goal_20260907
task_init,0.2,70,57,0.0,2,558,stats_positive__cumsum,libero_goal_20260907
episode,0.01,558,554,3.4522000930306107,4,558,stats_ratio__current,libero_goal_20260907
episode,0.03,558,543,2.99804115069842,15,558,stats_ratio__current,libero_goal_20260907
episode,0.05,558,532,2.7946219547492004,26,558,stats_ratio__current,libero_goal_20260907
episode,0.1,558,504,2.5401303715078076,54,558,stats_ratio__current,libero_goal_20260907
episode,0.15,558,476,2.3964403874569267,82,558,stats_ratio__current,libero_goal_20260907
episode,0.2,558,448,2.2905280537033326,110,558,stats_ratio__current,libero_goal_20260907
task_init,0.01,70,71,inf,0,558,stats_ratio__current,libero_goal_20260907
task_init,0.03,70,69,3.9464107550734107,1,558,stats_ratio__current,libero_goal_20260907
task_init,0.05,70,68,3.4522000930306107,2,558,stats_ratio__current,libero_goal_20260907
task_init,0.1,70,64,3.0684107048660776,6,558,stats_ratio__current,libero_goal_20260907
task_init,0.15,70,61,2.8666882748043787,9,558,stats_ratio__current,libero_goal_20260907
task_init,0.2,70,57,2.8160652329210922,13,558,stats_ratio__current,libero_goal_20260907
episode,0.01,558,554,17.459598894556212,4,558,stats_ratio__cumsum,libero_goal_20260907
episode,0.03,558,543,3.5572842580634014,15,558,stats_ratio__cumsum,libero_goal_20260907
episode,0.05,558,532,3.3663351249225473,26,558,stats_ratio__cumsum,libero_goal_20260907
episode,0.1,558,504,2.9987101212486027,54,558,stats_ratio__cumsum,libero_goal_20260907
episode,0.15,558,476,2.767863675536049,82,558,stats_ratio__cumsum,libero_goal_20260907
episode,0.2,558,448,2.651995709981954,110,558,stats_ratio__cumsum,libero_goal_20260907
task_init,0.01,70,71,inf,0,558,stats_ratio__cumsum,libero_goal_20260907
task_init,0.03,70,69,18.994004510307267,1,558,stats_ratio__cumsum,libero_goal_20260907
task_init,0.05,70,68,4.363362279781052,2,558,stats_ratio__cumsum,libero_goal_20260907
task_init,0.1,70,64,3.438874634404221,6,558,stats_ratio__cumsum,libero_goal_20260907
task_init,0.15,70,61,3.2888589247429145,9,558,stats_ratio__cumsum,libero_goal_20260907
task_init,0.2,70,57,3.122682628676429,13,558,stats_ratio__cumsum,libero_goal_20260907
episode,0.01,558,554,7.3875757183529345,4,558,success_only__current,libero_goal_20260907
episode,0.03,558,543,5.202320259435887,15,558,success_only__current,libero_goal_20260907
episode,0.05,558,532,4.697430161666611,26,558,success_only__current,libero_goal_20260907
episode,0.1,558,504,3.902648806835897,54,558,success_only__current,libero_goal_20260907
episode,0.15,558,476,3.4433739128275485,82,558,success_only__current,libero_goal_20260907
episode,0.2,558,448,3.260451285452697,110,558,success_only__current,libero_goal_20260907
task_init,0.01,70,71,inf,0,558,success_only__current,libero_goal_20260907
task_init,0.03,70,69,33.817202910167964,1,558,success_only__current,libero_goal_20260907
task_init,0.05,70,68,16.970242175134377,2,558,success_only__current,libero_goal_20260907
