kind,alpha,calibration_units,rank,threshold,exceedances,success_calibration_episodes,method,fold
episode,0.01,551,547,16900.615766644478,4,551,stats_positive__current,libero_object_20260908
episode,0.03,551,536,0.0,8,551,stats_positive__current,libero_object_20260908
episode,0.05,551,525,0.0,8,551,stats_positive__current,libero_object_20260908
episode,0.1,551,497,0.0,8,551,stats_positive__current,libero_object_20260908
episode,0.15,551,470,0.0,8,551,stats_positive__current,libero_object_20260908
episode,0.2,551,442,0.0,8,551,stats_positive__current,libero_object_20260908
task_init,0.01,70,71,inf,0,551,stats_positive__current,libero_object_20260908
task_init,0.03,70,69,22509.9828094244,1,551,stats_positive__current,libero_object_20260908
task_init,0.05,70,68,16900.615766644478,2,551,stats_positive__current,libero_object_20260908
task_init,0.1,70,64,0.0,6,551,stats_positive__current,libero_object_20260908
task_init,0.15,70,61,0.0,6,551,stats_positive__current,libero_object_20260908
task_init,0.2,70,57,0.0,6,551,stats_positive__current,libero_object_20260908
episode,0.01,551,547,16900.615766644478,4,551,stats_positive__cumsum,libero_object_20260908
episode,0.03,551,536,0.0,8,551,stats_positive__cumsum,libero_object_20260908
episode,0.05,551,525,0.0,8,551,stats_positive__cumsum,libero_object_20260908
episode,0.1,551,497,0.0,8,551,stats_positive__cumsum,libero_object_20260908
episode,0.15,551,470,0.0,8,551,stats_positive__cumsum,libero_object_20260908
episode,0.2,551,442,0.0,8,551,stats_positive__cumsum,libero_object_20260908
task_init,0.01,70,71,inf,0,551,stats_positive__cumsum,libero_object_20260908
task_init,0.03,70,69,22509.9828094244,1,551,stats_positive__cumsum,libero_object_20260908
task_init,0.05,70,68,16900.615766644478,2,551,stats_positive__cumsum,libero_object_20260908
task_init,0.1,70,64,0.0,6,551,stats_positive__cumsum,libero_object_20260908
task_init,0.15,70,61,0.0,6,551,stats_positive__cumsum,libero_object_20260908
task_init,0.2,70,57,0.0,6,551,stats_positive__cumsum,libero_object_20260908
episode,0.01,551,547,3.6302821203764406,4,551,stats_ratio__current,libero_object_20260908
episode,0.03,551,536,3.296239533640158,15,551,stats_ratio__current,libero_object_20260908
episode,0.05,551,525,3.0667836858140998,26,551,stats_ratio__current,libero_object_20260908
episode,0.1,551,497,2.508631913906841,54,551,stats_ratio__current,libero_object_20260908
episode,0.15,551,470,2.1828815130086623,81,551,stats_ratio__current,libero_object_20260908
episode,0.2,551,442,2.045844396941911,109,551,stats_ratio__current,libero_object_20260908
task_init,0.01,70,71,inf,0,551,stats_ratio__current,libero_object_20260908
task_init,0.03,70,69,4.351202621369045,1,551,stats_ratio__current,libero_object_20260908
task_init,0.05,70,68,3.6302821203764406,2,551,stats_ratio__current,libero_object_20260908
task_init,0.1,70,64,3.2799604272074774,6,551,stats_ratio__current,libero_object_20260908
task_init,0.15,70,61,3.0121300068713714,9,551,stats_ratio__current,libero_object_20260908
task_init,0.2,70,57,2.5609935312691565,13,551,stats_ratio__current,libero_object_20260908
episode,0.01,551,547,4.54423109217238,4,551,stats_ratio__cumsum,libero_object_20260908
episode,0.03,551,536,4.242511387728542,15,551,stats_ratio__cumsum,libero_object_20260908
episode,0.05,551,525,3.580702634317241,26,551,stats_ratio__cumsum,libero_object_20260908
episode,0.1,551,497,3.186598095066987,54,551,stats_ratio__cumsum,libero_object_20260908
episode,0.15,551,470,2.8612071418328116,81,551,stats_ratio__cumsum,libero_object_20260908
episode,0.2,551,442,2.61916594990708,109,551,stats_ratio__cumsum,libero_object_20260908
task_init,0.01,70,71,inf,0,551,stats_ratio__cumsum,libero_object_20260908
task_init,0.03,70,69,4.604124288562346,1,551,stats_ratio__cumsum,libero_object_20260908
task_init,0.05,70,68,4.54423109217238,2,551,stats_ratio__cumsum,libero_object_20260908
task_init,0.1,70,64,3.6881179285879218,6,551,stats_ratio__cumsum,libero_object_20260908
task_init,0.15,70,61,3.547579189319675,9,551,stats_ratio__cumsum,libero_object_20260908
task_init,0.2,70,57,3.4069354940280023,13,551,stats_ratio__cumsum,libero_object_20260908
episode,0.01,551,547,20.476801523837572,4,551,success_only__current,libero_object_20260908
episode,0.03,551,536,7.474224353583593,15,551,success_only__current,libero_object_20260908
episode,0.05,551,525,6.403626967260306,26,551,success_only__current,libero_object_20260908
episode,0.1,551,497,5.2292251104440055,54,551,success_only__current,libero_object_20260908
episode,0.15,551,470,4.694810580830263,81,551,success_only__current,libero_object_20260908
episode,0.2,551,442,4.138572712715913,109,551,success_only__current,libero_object_20260908
task_init,0.01,70,71,inf,0,551,success_only__current,libero_object_20260908
task_init,0.03,70,69,22.349012285907982,1,551,success_only__current,libero_object_20260908
task_init,0.05,70,68,14.35564325391912,2,551,success_only__current,libero_object_20260908
task_init,0.1,70,64,7.100485531627647,6,551,success_only__current,libero_object_20260908
task_init,0.15,70,61,6.5832183091338585,9,551,success_only__current,libero_object_20260908
task_init,0.2,70,57,6.365753109021599,13,551,success_only__current,libero_object_20260908
episode,0.01,551,547,7.84503590581986,4,551,success_only__cumsum,libero_object_20260908
episode,0.03,551,536,6.604421078989018,15,551,success_only__cumsum,libero_object_20260908
episode,0.05,551,525,5.274851432352473,26,551,success_only__cumsum,libero_object_20260908
episode,0.1,551,497,4.406413531211854,54,551,success_only__cumsum,libero_object_20260908
episode,0.15,551,470,3.9778213251122794,81,551,success_only__cumsum,libero_object_20260908
episode,0.2,551,442,3.497135804730762,109,551,success_only__cumsum,libero_object_20260908
task_init,0.01,70,71,inf,0,551,success_only__cumsum,libero_object_20260908
task_init,0.03,70,69,8.191953429650038,1,551,success_only__cumsum,libero_object_20260908
task_init,0.05,70,68,8.050304111761918,2,551,success_only__cumsum,libero_object_20260908
task_init,0.1,70,64,6.292161655500837,6,551,success_only__cumsum,libero_object_20260908
task_init,0.15,70,61,5.430479642913059,9,551,success_only__cumsum,libero_object_20260908
task_init,0.2,70,57,4.746342425003657,13,551,success_only__cumsum,libero_object_20260908
