kind,alpha,calibration_units,rank,threshold,exceedances,success_calibration_episodes,method,fold
episode,0.01,551,547,35068.95154714584,4,551,stats_positive__current,libero_spatial_20260908
episode,0.03,551,536,6039.078813046217,15,551,stats_positive__current,libero_spatial_20260908
episode,0.05,551,525,0.0,20,551,stats_positive__current,libero_spatial_20260908
episode,0.1,551,497,0.0,20,551,stats_positive__current,libero_spatial_20260908
episode,0.15,551,470,0.0,20,551,stats_positive__current,libero_spatial_20260908
episode,0.2,551,442,0.0,20,551,stats_positive__current,libero_spatial_20260908
task_init,0.01,70,71,inf,0,551,stats_positive__current,libero_spatial_20260908
task_init,0.03,70,69,88653.60170602798,1,551,stats_positive__current,libero_spatial_20260908
task_init,0.05,70,68,77552.22171545029,2,551,stats_positive__current,libero_spatial_20260908
task_init,0.1,70,64,24779.88600730896,6,551,stats_positive__current,libero_spatial_20260908
task_init,0.15,70,61,9432.127699255943,9,551,stats_positive__current,libero_spatial_20260908
task_init,0.2,70,57,0.0,12,551,stats_positive__current,libero_spatial_20260908
episode,0.01,551,547,35068.95154714584,4,551,stats_positive__cumsum,libero_spatial_20260908
episode,0.03,551,536,6039.078813046217,15,551,stats_positive__cumsum,libero_spatial_20260908
episode,0.05,551,525,0.0,20,551,stats_positive__cumsum,libero_spatial_20260908
episode,0.1,551,497,0.0,20,551,stats_positive__cumsum,libero_spatial_20260908
episode,0.15,551,470,0.0,20,551,stats_positive__cumsum,libero_spatial_20260908
episode,0.2,551,442,0.0,20,551,stats_positive__cumsum,libero_spatial_20260908
task_init,0.01,70,71,inf,0,551,stats_positive__cumsum,libero_spatial_20260908
task_init,0.03,70,69,88653.60170602798,1,551,stats_positive__cumsum,libero_spatial_20260908
task_init,0.05,70,68,77552.22171545029,2,551,stats_positive__cumsum,libero_spatial_20260908
task_init,0.1,70,64,24779.88600730896,6,551,stats_positive__cumsum,libero_spatial_20260908
task_init,0.15,70,61,9432.127699255943,9,551,stats_positive__cumsum,libero_spatial_20260908
task_init,0.2,70,57,0.0,12,551,stats_positive__cumsum,libero_spatial_20260908
episode,0.01,551,547,2.542509423496018,4,551,stats_ratio__current,libero_spatial_20260908
episode,0.03,551,536,2.320520816856537,15,551,stats_ratio__current,libero_spatial_20260908
episode,0.05,551,525,2.1705733309207362,26,551,stats_ratio__current,libero_spatial_20260908
episode,0.1,551,497,2.023599468841062,54,551,stats_ratio__current,libero_spatial_20260908
episode,0.15,551,470,1.9457920956229995,81,551,stats_ratio__current,libero_spatial_20260908
episode,0.2,551,442,1.8844796206960421,109,551,stats_ratio__current,libero_spatial_20260908
task_init,0.01,70,71,inf,0,551,stats_ratio__current,libero_spatial_20260908
task_init,0.03,70,69,2.5974206994501063,1,551,stats_ratio__current,libero_spatial_20260908
task_init,0.05,70,68,2.5745123360754865,2,551,stats_ratio__current,libero_spatial_20260908
task_init,0.1,70,64,2.345512499021696,6,551,stats_ratio__current,libero_spatial_20260908
task_init,0.15,70,61,2.241127286991607,9,551,stats_ratio__current,libero_spatial_20260908
task_init,0.2,70,57,2.166181561810186,13,551,stats_ratio__current,libero_spatial_20260908
episode,0.01,551,547,4.743294566329412,4,551,stats_ratio__cumsum,libero_spatial_20260908
episode,0.03,551,536,3.982360104443194,15,551,stats_ratio__cumsum,libero_spatial_20260908
episode,0.05,551,525,3.6239196192023755,26,551,stats_ratio__cumsum,libero_spatial_20260908
episode,0.1,551,497,3.2636617492156597,54,551,stats_ratio__cumsum,libero_spatial_20260908
episode,0.15,551,470,3.1144694780381053,81,551,stats_ratio__cumsum,libero_spatial_20260908
episode,0.2,551,442,2.9014173903304115,109,551,stats_ratio__cumsum,libero_spatial_20260908
task_init,0.01,70,71,inf,0,551,stats_ratio__cumsum,libero_spatial_20260908
task_init,0.03,70,69,4.905692903932073,1,551,stats_ratio__cumsum,libero_spatial_20260908
task_init,0.05,70,68,4.785594078951313,2,551,stats_ratio__cumsum,libero_spatial_20260908
task_init,0.1,70,64,3.8331405426846046,6,551,stats_ratio__cumsum,libero_spatial_20260908
task_init,0.15,70,61,3.6918482332555786,9,551,stats_ratio__cumsum,libero_spatial_20260908
task_init,0.2,70,57,3.498000081646799,13,551,stats_ratio__cumsum,libero_spatial_20260908
episode,0.01,551,547,13.218519400656515,4,551,success_only__current,libero_spatial_20260908
episode,0.03,551,536,7.347869370838589,15,551,success_only__current,libero_spatial_20260908
episode,0.05,551,525,5.957295123741327,26,551,success_only__current,libero_spatial_20260908
episode,0.1,551,497,4.745623375218803,54,551,success_only__current,libero_spatial_20260908
episode,0.15,551,470,3.971716075581062,81,551,success_only__current,libero_spatial_20260908
episode,0.2,551,442,3.5837507413776755,109,551,success_only__current,libero_spatial_20260908
task_init,0.01,70,71,inf,0,551,success_only__current,libero_spatial_20260908
task_init,0.03,70,69,25.15788527111612,1,551,success_only__current,libero_spatial_20260908
task_init,0.05,70,68,23.8881395922209,2,551,success_only__current,libero_spatial_20260908
task_init,0.1,70,64,8.589593051205572,6,551,success_only__current,libero_spatial_20260908
task_init,0.15,70,61,6.635670419411756,9,551,success_only__current,libero_spatial_20260908
task_init,0.2,70,57,6.168843809994882,13,551,success_only__current,libero_spatial_20260908
episode,0.01,551,547,13.709695888657109,4,551,success_only__cumsum,libero_spatial_20260908
episode,0.03,551,536,6.687473424873916,15,551,success_only__cumsum,libero_spatial_20260908
episode,0.05,551,525,5.499023268747635,26,551,success_only__cumsum,libero_spatial_20260908
episode,0.1,551,497,4.4638466031925095,54,551,success_only__cumsum,libero_spatial_20260908
episode,0.15,551,470,3.9075154270678025,81,551,success_only__cumsum,libero_spatial_20260908
episode,0.2,551,442,3.6481808777259768,109,551,success_only__cumsum,libero_spatial_20260908
task_init,0.01,70,71,inf,0,551,success_only__cumsum,libero_spatial_20260908
task_init,0.03,70,69,18.254816483938395,1,551,success_only__cumsum,libero_spatial_20260908
task_init,0.05,70,68,14.939375324080721,2,551,success_only__cumsum,libero_spatial_20260908
task_init,0.1,70,64,8.599566840435946,6,551,success_only__cumsum,libero_spatial_20260908
task_init,0.15,70,61,6.000935754489653,9,551,success_only__cumsum,libero_spatial_20260908
task_init,0.2,70,57,5.278600876378519,13,551,success_only__cumsum,libero_spatial_20260908
