kind,alpha,calibration_units,rank,threshold,exceedances,success_calibration_episodes,method,fold
episode,0.01,520,516,343569.0999031067,4,520,stats_positive__current,libero_long_20260907
episode,0.03,520,506,252925.0979423523,14,520,stats_positive__current,libero_long_20260907
episode,0.05,520,495,227008.4023475647,25,520,stats_positive__current,libero_long_20260907
episode,0.1,520,469,145926.75864696503,51,520,stats_positive__current,libero_long_20260907
episode,0.15,520,443,101226.58312320709,77,520,stats_positive__current,libero_long_20260907
episode,0.2,520,417,73404.38663959503,103,520,stats_positive__current,libero_long_20260907
task_init,0.01,70,71,inf,0,520,stats_positive__current,libero_long_20260907
task_init,0.03,70,69,377246.7374801636,1,520,stats_positive__current,libero_long_20260907
task_init,0.05,70,68,359421.37241363525,2,520,stats_positive__current,libero_long_20260907
task_init,0.1,70,64,243531.5102338791,6,520,stats_positive__current,libero_long_20260907
task_init,0.15,70,61,215983.64412784576,9,520,stats_positive__current,libero_long_20260907
task_init,0.2,70,57,191151.7083644867,13,520,stats_positive__current,libero_long_20260907
episode,0.01,520,516,997949.0041732788,4,520,stats_positive__cumsum,libero_long_20260907
episode,0.03,520,506,819205.2841186523,14,520,stats_positive__cumsum,libero_long_20260907
episode,0.05,520,495,765664.279460907,25,520,stats_positive__cumsum,libero_long_20260907
episode,0.1,520,469,240523.96416664124,51,520,stats_positive__cumsum,libero_long_20260907
episode,0.15,520,443,118514.57506418228,77,520,stats_positive__cumsum,libero_long_20260907
episode,0.2,520,417,85178.34544181824,103,520,stats_positive__cumsum,libero_long_20260907
task_init,0.01,70,71,inf,0,520,stats_positive__cumsum,libero_long_20260907
task_init,0.03,70,69,1385070.562362671,1,520,stats_positive__cumsum,libero_long_20260907
task_init,0.05,70,68,1024765.2530670166,2,520,stats_positive__cumsum,libero_long_20260907
task_init,0.1,70,64,834828.1979560852,6,520,stats_positive__cumsum,libero_long_20260907
task_init,0.15,70,61,765664.279460907,9,520,stats_positive__cumsum,libero_long_20260907
task_init,0.2,70,57,237795.97878456116,13,520,stats_positive__cumsum,libero_long_20260907
episode,0.01,520,516,5.1173496572565265,4,520,stats_ratio__current,libero_long_20260907
episode,0.03,520,506,4.3361695355348955,14,520,stats_ratio__current,libero_long_20260907
episode,0.05,520,495,3.5898511251459952,25,520,stats_ratio__current,libero_long_20260907
episode,0.1,520,469,2.8265926944609965,51,520,stats_ratio__current,libero_long_20260907
episode,0.15,520,443,2.2644828631230323,77,520,stats_ratio__current,libero_long_20260907
episode,0.2,520,417,2.1215477028945138,103,520,stats_ratio__current,libero_long_20260907
task_init,0.01,70,71,inf,0,520,stats_ratio__current,libero_long_20260907
task_init,0.03,70,69,5.477144901117699,1,520,stats_ratio__current,libero_long_20260907
task_init,0.05,70,68,5.360287472139765,2,520,stats_ratio__current,libero_long_20260907
task_init,0.1,70,64,3.8184448938003697,6,520,stats_ratio__current,libero_long_20260907
task_init,0.15,70,61,3.37281467849682,9,520,stats_ratio__current,libero_long_20260907
task_init,0.2,70,57,2.9810485664476443,13,520,stats_ratio__current,libero_long_20260907
episode,0.01,520,516,3.5657276471105357,4,520,stats_ratio__cumsum,libero_long_20260907
episode,0.03,520,506,3.0498394859706752,14,520,stats_ratio__cumsum,libero_long_20260907
episode,0.05,520,495,2.873806320891812,25,520,stats_ratio__cumsum,libero_long_20260907
episode,0.1,520,469,1.7720432247306652,51,520,stats_ratio__cumsum,libero_long_20260907
episode,0.15,520,443,1.3379144680847455,77,520,stats_ratio__cumsum,libero_long_20260907
episode,0.2,520,417,1.1605063972409169,103,520,stats_ratio__cumsum,libero_long_20260907
task_init,0.01,70,71,inf,0,520,stats_ratio__cumsum,libero_long_20260907
task_init,0.03,70,69,4.2868855213391495,1,520,stats_ratio__cumsum,libero_long_20260907
task_init,0.05,70,68,3.567342256841103,2,520,stats_ratio__cumsum,libero_long_20260907
task_init,0.1,70,64,3.0610241634600137,6,520,stats_ratio__cumsum,libero_long_20260907
task_init,0.15,70,61,2.873806320891812,9,520,stats_ratio__cumsum,libero_long_20260907
task_init,0.2,70,57,1.6889835392912396,13,520,stats_ratio__cumsum,libero_long_20260907
episode,0.01,520,516,9.383239884085631,4,520,success_only__current,libero_long_20260907
episode,0.03,520,506,6.83347507730292,14,520,success_only__current,libero_long_20260907
episode,0.05,520,495,6.011200123437866,25,520,success_only__current,libero_long_20260907
episode,0.1,520,469,5.160675013706473,51,520,success_only__current,libero_long_20260907
episode,0.15,520,443,4.659846911548383,77,520,success_only__current,libero_long_20260907
episode,0.2,520,417,4.382823406248216,103,520,success_only__current,libero_long_20260907
task_init,0.01,70,71,inf,0,520,success_only__current,libero_long_20260907
task_init,0.03,70,69,19.203930941648697,1,520,success_only__current,libero_long_20260907
