kind,alpha,calibration_units,rank,threshold,exceedances,success_calibration_episodes,method,fold
episode,0.01,552,548,110459.70022678375,4,552,stats_positive__current,libero_object_20260907
episode,0.03,552,537,0.0,14,552,stats_positive__current,libero_object_20260907
episode,0.05,552,526,0.0,14,552,stats_positive__current,libero_object_20260907
episode,0.1,552,498,0.0,14,552,stats_positive__current,libero_object_20260907
episode,0.15,552,471,0.0,14,552,stats_positive__current,libero_object_20260907
episode,0.2,552,443,0.0,14,552,stats_positive__current,libero_object_20260907
task_init,0.01,70,71,inf,0,552,stats_positive__current,libero_object_20260907
task_init,0.03,70,69,42234.42077636719,1,552,stats_positive__current,libero_object_20260907
task_init,0.05,70,68,27562.757954001427,2,552,stats_positive__current,libero_object_20260907
task_init,0.1,70,64,0.0,6,552,stats_positive__current,libero_object_20260907
task_init,0.15,70,61,0.0,6,552,stats_positive__current,libero_object_20260907
task_init,0.2,70,57,0.0,6,552,stats_positive__current,libero_object_20260907
episode,0.01,552,548,110459.70022678375,4,552,stats_positive__cumsum,libero_object_20260907
episode,0.03,552,537,0.0,14,552,stats_positive__cumsum,libero_object_20260907
episode,0.05,552,526,0.0,14,552,stats_positive__cumsum,libero_object_20260907
episode,0.1,552,498,0.0,14,552,stats_positive__cumsum,libero_object_20260907
episode,0.15,552,471,0.0,14,552,stats_positive__cumsum,libero_object_20260907
episode,0.2,552,443,0.0,14,552,stats_positive__cumsum,libero_object_20260907
task_init,0.01,70,71,inf,0,552,stats_positive__cumsum,libero_object_20260907
task_init,0.03,70,69,42234.42077636719,1,552,stats_positive__cumsum,libero_object_20260907
task_init,0.05,70,68,27562.757954001427,2,552,stats_positive__cumsum,libero_object_20260907
task_init,0.1,70,64,0.0,6,552,stats_positive__cumsum,libero_object_20260907
task_init,0.15,70,61,0.0,6,552,stats_positive__cumsum,libero_object_20260907
task_init,0.2,70,57,0.0,6,552,stats_positive__cumsum,libero_object_20260907
episode,0.01,552,548,3.820253823865635,4,552,stats_ratio__current,libero_object_20260907
episode,0.03,552,537,3.1809356186398747,15,552,stats_ratio__current,libero_object_20260907
episode,0.05,552,526,2.9883804966379826,26,552,stats_ratio__current,libero_object_20260907
episode,0.1,552,498,2.362838157902409,54,552,stats_ratio__current,libero_object_20260907
episode,0.15,552,471,2.176966940578237,81,552,stats_ratio__current,libero_object_20260907
episode,0.2,552,443,2.0396614328891443,109,552,stats_ratio__current,libero_object_20260907
task_init,0.01,70,71,inf,0,552,stats_ratio__current,libero_object_20260907
task_init,0.03,70,69,4.039008258008825,1,552,stats_ratio__current,libero_object_20260907
task_init,0.05,70,68,3.820253823865635,2,552,stats_ratio__current,libero_object_20260907
task_init,0.1,70,64,3.4360082110977954,6,552,stats_ratio__current,libero_object_20260907
task_init,0.15,70,61,3.1142273686727693,9,552,stats_ratio__current,libero_object_20260907
task_init,0.2,70,57,2.597487280108143,13,552,stats_ratio__current,libero_object_20260907
episode,0.01,552,548,4.325003210808867,4,552,stats_ratio__cumsum,libero_object_20260907
episode,0.03,552,537,3.7018288767306258,15,552,stats_ratio__cumsum,libero_object_20260907
episode,0.05,552,526,3.366204310189823,26,552,stats_ratio__cumsum,libero_object_20260907
episode,0.1,552,498,2.7626878323187176,54,552,stats_ratio__cumsum,libero_object_20260907
episode,0.15,552,471,2.543351056998279,81,552,stats_ratio__cumsum,libero_object_20260907
episode,0.2,552,443,2.385779969689964,109,552,stats_ratio__cumsum,libero_object_20260907
task_init,0.01,70,71,inf,0,552,stats_ratio__cumsum,libero_object_20260907
task_init,0.03,70,69,6.455732262049442,1,552,stats_ratio__cumsum,libero_object_20260907
task_init,0.05,70,68,4.163920782923634,2,552,stats_ratio__cumsum,libero_object_20260907
task_init,0.1,70,64,3.857678970486245,6,552,stats_ratio__cumsum,libero_object_20260907
task_init,0.15,70,61,3.7018288767306258,9,552,stats_ratio__cumsum,libero_object_20260907
task_init,0.2,70,57,3.2758187562610774,13,552,stats_ratio__cumsum,libero_object_20260907
episode,0.01,552,548,14.015938977154441,4,552,success_only__current,libero_object_20260907
episode,0.03,552,537,6.781400967311011,15,552,success_only__current,libero_object_20260907
episode,0.05,552,526,5.7669467768800375,26,552,success_only__current,libero_object_20260907
episode,0.1,552,498,4.677422774109567,54,552,success_only__current,libero_object_20260907
episode,0.15,552,471,3.9669848609608604,81,552,success_only__current,libero_object_20260907
episode,0.2,552,443,3.646603351130239,109,552,success_only__current,libero_object_20260907
task_init,0.01,70,71,inf,0,552,success_only__current,libero_object_20260907
task_init,0.03,70,69,15.05582697304587,1,552,success_only__current,libero_object_20260907
task_init,0.05,70,68,11.060898997655881,2,552,success_only__current,libero_object_20260907
task_init,0.1,70,64,7.354311031284977,6,552,success_only__current,libero_object_20260907
task_init,0.15,70,61,5.7669467768800375,9,552,success_only__current,libero_object_20260907
task_init,0.2,70,57,5.476825196319754,13,552,success_only__current,libero_object_20260907
episode,0.01,552,548,6.59991236117933,4,552,success_only__cumsum,libero_object_20260907
episode,0.03,552,537,4.774374916094658,15,552,success_only__cumsum,libero_object_20260907
episode,0.05,552,526,4.327317100787678,26,552,success_only__cumsum,libero_object_20260907
episode,0.1,552,498,3.858741701725297,54,552,success_only__cumsum,libero_object_20260907
episode,0.15,552,471,3.464553346204666,81,552,success_only__cumsum,libero_object_20260907
episode,0.2,552,443,3.1333384085596414,109,552,success_only__cumsum,libero_object_20260907
task_init,0.01,70,71,inf,0,552,success_only__cumsum,libero_object_20260907
task_init,0.03,70,69,7.569433630662367,1,552,success_only__cumsum,libero_object_20260907
task_init,0.05,70,68,7.320805624464515,2,552,success_only__cumsum,libero_object_20260907
task_init,0.1,70,64,5.0973134598989125,6,552,success_only__cumsum,libero_object_20260907
task_init,0.15,70,61,4.426324316564467,9,552,success_only__cumsum,libero_object_20260907
task_init,0.2,70,57,4.234504507407852,13,552,success_only__cumsum,libero_object_20260907
