relative_query,metric,failed_value,success_mean,success_min,success_max,failed_over_success_mean,failed_rank_high_of_8,relation_to_success_range,n_success_controls
-1,front_state_input_effect_h,0.041332900524139404,0.09995508939027786,0.09995508939027786,0.09995508939027786,0.4135147172221893,1,below_all,1
-1,back_action_input_effect_h,0.010667982511222363,0.03019724413752556,0.03019724413752556,0.03019724413752556,0.35327669182783,1,below_all,1
-1,back_action_noise_effect_h,0.019801861606538296,0.01895262487232685,0.01895262487232685,0.01895262487232685,1.0448083967224737,2,above_all,1
-1,back_action_input_to_noise_ratio,0.5387363432385541,1.5933014208294296,1.5933014208294296,1.5933014208294296,0.3381258161171428,1,below_all,1
-1,back_action_noise_dominance,1.8561955445378164,0.6276276333698536,0.6276276333698536,0.6276276333698536,2.9574789984493592,2,above_all,1
-1,input_transmission_back_action_over_front_state,0.2580990536822357,0.302108119973956,0.302108119973956,0.302108119973956,0.854326767862068,1,below_all,1
0,front_state_input_effect_h,0.14166957139968872,0.21662399172782898,0.21662399172782898,0.21662399172782898,0.6539883706772673,1,below_all,1
0,back_action_input_effect_h,0.028727219440042973,0.03413463570177555,0.03413463570177555,0.03413463570177555,0.8415856460582849,1,below_all,1
0,back_action_noise_effect_h,0.023354442790150642,0.01935210544615984,0.01935210544615984,0.01935210544615984,1.2068166357984067,2,above_all,1
0,back_action_input_to_noise_ratio,1.2300537288844335,1.7638719361437285,1.7638719361437285,1.7638719361437285,0.6973599974460974,1,below_all,1
0,back_action_noise_dominance,0.8129726177952609,0.5669345826694503,0.5669345826694503,0.5669345826694503,1.4339795853823623,2,above_all,1
0,input_transmission_back_action_over_front_state,0.2027762147948878,0.15757550873987697,0.15757550873987697,0.15757550873987697,1.2868510875609953,2,above_all,1
2,front_state_input_effect_h,0.20742349326610565,0.225025936961174,0.225025936961174,0.225025936961174,0.9217759342199495,1,below_all,1
2,back_action_input_effect_h,0.03881203942000866,0.03141150437295437,0.03141150437295437,0.03141150437295437,1.2355995102681625,2,above_all,1
2,back_action_noise_effect_h,0.01788225583732128,0.018674311228096485,0.018674311228096485,0.018674311228096485,0.9575858310863152,1,below_all,1
2,back_action_input_to_noise_ratio,2.1704218848611783,1.682070304456215,1.682070304456215,1.682070304456215,1.2903276867270057,2,above_all,1
2,back_action_noise_dominance,0.46073991742115183,0.5945054718288265,0.5945054718288265,0.5945054718288265,0.7749969331717282,1,below_all,1
2,input_transmission_back_action_over_front_state,0.18711496373371897,0.13959059474274785,0.13959059474274785,0.13959059474274785,1.3404553800960157,2,above_all,1
