relative_query,failed_alarm_m4,success_alarms_m4,success_controls,failed_alarm_m2,success_alarms_m2,failed_ratio_m4,success_ratio_m4_mean,success_ratio_m4_min,success_ratio_m4_max
-1,True,0,1,True,0,0.5387363432385541,1.5933014208294296,1.5933014208294296,1.5933014208294296
0,False,0,1,False,0,1.2300537288844335,1.7638719361437285,1.7638719361437285,1.7638719361437285
2,False,0,1,False,0,2.1704218848611783,1.682070304456215,1.682070304456215,1.682070304456215
