record_index,candidate,episode_id,outcome,relative_query,previous_query,current_query,layer_group,flow_range,token_class,draw_ablation,input_version_effect_h,input_version_effect_min_h,input_version_effect_max_h,noise_effect_h,noise_effect_min_h,noise_effect_max_h,input_to_noise_ratio,log_input_to_noise_ratio
0,6,100000006,failed_grasp,-1,29,30,back,late,action,m4,0.013303163927048445,0.013235020451247692,0.013585856184363365,0.018269238993525505,0.016901731491088867,0.01856982335448265,0.728172855572309,-0.3172168199966708
0,6,100000006,failed_grasp,-1,29,30,back,late,action,m2,0.013303163927048445,0.013299521990120411,0.013306805863976479,0.01852154266089201,0.01849525235593319,0.01854783296585083,0.7182535586054556,-0.3309326265851259
0,6,100000006,failed_grasp,-1,29,30,back,final,state,m4,0.02835722267627716,0.028341757133603096,0.028369050472974777,0.0001220703125,0.0,0.0008400767110288143,232.3023681640625,5.4480398341456775
0,6,100000006,failed_grasp,-1,29,30,back,final,state,m2,0.02836313657462597,0.02835722267627716,0.028369050472974777,6.103515625e-05,0.0,0.0001220703125,464.7016296386719,6.14139554294657
0,6,100000006,failed_grasp,-1,29,30,back,final,action,m4,0.015557312872260809,0.01547557394951582,0.015689898282289505,0.01677282340824604,0.015314695425331593,0.017467660829424858,0.9275309525176514,-0.07522911307069308
0,6,100000006,failed_grasp,-1,29,30,back,final,action,m2,0.015608671586960554,0.015527444891631603,0.015689898282289505,0.017409496009349823,0.017351331189274788,0.017467660829424858,0.8965607952451852,-0.10918917424270054
1,6,100000006,failed_grasp,0,30,31,front,full,state,m4,0.14166957139968872,0.14166957139968872,0.14166957139968872,0.0,0.0,0.0,141669.57139968872,11.861252663026043
1,6,100000006,failed_grasp,0,30,31,front,full,state,m2,0.14166957139968872,0.14166957139968872,0.14166957139968872,0.0,0.0,0.0,141669.57139968872,11.861252663026043
1,6,100000006,failed_grasp,0,30,31,front,full,action,m4,0.01895624678581953,0.0186164528131485,0.019946780055761337,0.03989872895181179,0.035623759031295776,0.045634813606739044,0.475109039406097,-0.7442109446471761
1,6,100000006,failed_grasp,0,30,31,front,full,action,m2,0.01895624678581953,0.018842214718461037,0.019070278853178024,0.04016696847975254,0.03722173348069191,0.04311220347881317,0.4719362078662979,-0.7509114553561879
1,6,100000006,failed_grasp,0,30,31,front,late,state,m4,0.14166957139968872,0.14166957139968872,0.14166957139968872,0.0,0.0,0.0,141669.57139968872,11.861252663026043
1,6,100000006,failed_grasp,0,30,31,front,late,state,m2,0.14166957139968872,0.14166957139968872,0.14166957139968872,0.0,0.0,0.0,141669.57139968872,11.861252663026043
1,6,100000006,failed_grasp,0,30,31,front,late,action,m4,0.033533474430441856,0.0324375219643116,0.035376373678445816,0.041852762922644615,0.03162641078233719,0.051864393055438995,0.8012248675773428,-0.2216136377573337
1,6,100000006,failed_grasp,0,30,31,front,late,action,m2,0.03338087536394596,0.0324375219643116,0.03432422876358032,0.04489722102880478,0.03793004900217056,0.051864393055438995,0.7434953567065931,-0.296392758284222
1,6,100000006,failed_grasp,0,30,31,front,final,state,m4,0.14166957139968872,0.14166957139968872,0.14166957139968872,0.0,0.0,0.0,141669.57139968872,11.861252663026043
1,6,100000006,failed_grasp,0,30,31,front,final,state,m2,0.14166957139968872,0.14166957139968872,0.14166957139968872,0.0,0.0,0.0,141669.57139968872,11.861252663026043
1,6,100000006,failed_grasp,0,30,31,front,final,action,m4,0.04642959125339985,0.04262362793087959,0.05077042058110237,0.04236466996371746,0.026031624525785446,0.054110489785671234,1.095950736620012,0.09162223917621187
1,6,100000006,failed_grasp,0,30,31,front,final,action,m2,0.04627849720418453,0.04262362793087959,0.04993336647748947,0.045413143932819366,0.0367157980799675,0.054110489785671234,1.01905512801856,0.018875852893578626
1,6,100000006,failed_grasp,0,30,31,back,full,state,m4,0.056736940518021584,0.05658693239092827,0.05711034685373306,0.00013455450243782252,2.9900998924858868e-05,0.0024859406985342503,421.6651207508991,6.044211446283389
1,6,100000006,failed_grasp,0,30,31,back,full,state,m2,0.056848639622330666,0.05658693239092827,0.05711034685373306,0.0012579208487295546,2.9900998924858868e-05,0.0024859406985342503,45.19254107263213,3.8109320527038135
1,6,100000006,failed_grasp,0,30,31,back,full,action,m4,0.028727219440042973,0.028502454981207848,0.030010078102350235,0.023354442790150642,0.019570663571357727,0.026298843324184418,1.2300537288844335,0.20705785045015915
1,6,100000006,failed_grasp,0,30,31,back,full,action,m2,0.029365884140133858,0.02872169017791748,0.030010078102350235,0.02322093676775694,0.021048106253147125,0.025393767282366753,1.26462960705829,0.23477927856054154
1,6,100000006,failed_grasp,0,30,31,back,late,state,m4,0.05658647418022156,0.056586265563964844,0.05710185319185257,0.0,0.0,0.0024830810725688934,56586.47418022156,10.943525263552006
1,6,100000006,failed_grasp,0,30,31,back,late,state,m2,0.05684405937790871,0.056586265563964844,0.05710185319185257,0.0012391572818160057,0.0,0.0024783145636320114,45.87315929306632,3.825880181167905
1,6,100000006,failed_grasp,0,30,31,back,late,action,m4,0.039840295910835266,0.03905133530497551,0.041512876749038696,0.026684407144784927,0.017955221235752106,0.033610183745622635,1.4930178397694498,0.4007994674270248
1,6,100000006,failed_grasp,0,30,31,back,late,action,m2,0.0402821060270071,0.03905133530497551,0.041512876749038696,0.028515389189124107,0.024145282804965973,0.03288549557328224,1.4126444412117956,0.34546343807532476
1,6,100000006,failed_grasp,0,30,31,back,final,state,m4,0.056586265563964844,0.056586265563964844,0.05710185319185257,0.0,0.0,0.0024783145636320114,56586.265563964844,10.943521576864608
1,6,100000006,failed_grasp,0,30,31,back,final,state,m2,0.05684405937790871,0.056586265563964844,0.05710185319185257,0.0012391572818160057,0.0,0.0024783145636320114,45.87315929306632,3.825880181167905
1,6,100000006,failed_grasp,0,30,31,back,final,action,m4,0.04626965895295143,0.04533062130212784,0.046823762357234955,0.029518899507820606,0.01702675223350525,0.03759123757481575,1.5674588051865874,0.4494557125968788
1,6,100000006,failed_grasp,0,30,31,back,final,action,m2,0.046077191829681396,0.04533062130212784,0.046823762357234955,0.030734555795788765,0.02536645531654358,0.03610265627503395,1.499198235882585,0.40493045579547526
2,6,100000006,failed_grasp,2,32,33,front,full,state,m4,0.20742349326610565,0.20742349326610565,0.20742349326610565,0.0,0.0,0.0,207423.49326610565,12.242517843512397
2,6,100000006,failed_grasp,2,32,33,front,full,state,m2,0.20742349326610565,0.20742349326610565,0.20742349326610565,0.0,0.0,0.0,207423.49326610565,12.242517843512397
2,6,100000006,failed_grasp,2,32,33,front,full,action,m4,0.01765819452702999,0.01729101873934269,0.017823094502091408,0.03416895866394043,0.03008268028497696,0.036345332860946655,0.5167905378885671,-0.6601176357205079
2,6,100000006,failed_grasp,2,32,33,front,full,action,m2,0.01755705662071705,0.01729101873934269,0.017823094502091408,0.030661428347229958,0.030237460508942604,0.03108539618551731,0.572610526224986,-0.5575495032789427
2,6,100000006,failed_grasp,2,32,33,front,late,state,m4,0.20742349326610565,0.20742349326610565,0.20742349326610565,0.0,0.0,0.0,207423.49326610565,12.242517843512397
2,6,100000006,failed_grasp,2,32,33,front,late,state,m2,0.20742349326610565,0.20742349326610565,0.20742349326610565,0.0,0.0,0.0,207423.49326610565,12.242517843512397
2,6,100000006,failed_grasp,2,32,33,front,late,action,m4,0.020813184790313244,0.02058042213320732,0.02095234952867031,0.028271199204027653,0.023968378081917763,0.03107472136616707,0.7361974509856694,-0.3062569204370309
2,6,100000006,failed_grasp,2,32,33,front,late,action,m2,0.020766385830938816,0.02058042213320732,0.02095234952867031,0.025490892119705677,0.02475779317319393,0.026223991066217422,0.8146590450196683,-0.20498560294302945
2,6,100000006,failed_grasp,2,32,33,front,final,state,m4,0.20742349326610565,0.20742349326610565,0.20742349326610565,0.0,0.0,0.0,207423.49326610565,12.242517843512397
2,6,100000006,failed_grasp,2,32,33,front,final,state,m2,0.20742349326610565,0.20742349326610565,0.20742349326610565,0.0,0.0,0.0,207423.49326610565,12.242517843512397
2,6,100000006,failed_grasp,2,32,33,front,final,action,m4,0.023227795027196407,0.023020684719085693,0.02357797510921955,0.022152074612677097,0.018995894119143486,0.024210289120674133,1.048560707442891,0.04741846900933585
2,6,100000006,failed_grasp,2,32,33,front,final,action,m2,0.023391841910779476,0.0232057087123394,0.02357797510921955,0.020126131363213062,0.019436269998550415,0.02081599272787571,1.1622622096929935,0.1503682867542798
2,6,100000006,failed_grasp,2,32,33,back,full,state,m4,0.07795564085245132,0.07795467227697372,0.07796885073184967,0.00026614829403115436,0.0,0.0004901975626125932,292.9030266236691,5.679841587080638
2,6,100000006,failed_grasp,2,32,33,back,full,state,m2,0.0779617615044117,0.07795467227697372,0.07796885073184967,0.00015674842506996356,7.29332459741272e-05,0.00024056360416579992,497.36870701963363,6.209331616281292
2,6,100000006,failed_grasp,2,32,33,back,full,action,m4,0.03881203942000866,0.038572076708078384,0.03888082504272461,0.01788225583732128,0.015734059736132622,0.01948063261806965,2.1704218848611783,0.7749215656425531
2,6,100000006,failed_grasp,2,32,33,back,full,action,m2,0.038818104192614555,0.0387553833425045,0.03888082504272461,0.016301609575748444,0.015734059736132622,0.016869159415364265,2.381243644208203,0.8676228907903946
2,6,100000006,failed_grasp,2,32,33,back,late,state,m4,0.07796606421470642,0.07794234156608582,0.07797031104564667,0.0001064253447111696,0.0,0.0005064859287813306,732.5892570637236,6.596585186114513
2,6,100000006,failed_grasp,2,32,33,back,late,state,m2,0.07796882092952728,0.0779673308134079,0.07797031104564667,0.0001064253447111696,3.0517578125e-05,0.0001823331112973392,732.6151598674998,6.596620543370443
2,6,100000006,failed_grasp,2,32,33,back,late,action,m4,0.04745985567569733,0.04740152880549431,0.04763105884194374,0.016787806525826454,0.014448260888457298,0.017995797097682953,2.8270432830331242,1.0392313891825475
2,6,100000006,failed_grasp,2,32,33,back,late,action,m2,0.047516293823719025,0.04740152880549431,0.04763105884194374,0.014878611080348492,0.014448260888457298,0.015308961272239685,3.1935974108818552,1.1611479964138172
2,6,100000006,failed_grasp,2,32,33,back,final,state,m4,0.07796986773610115,0.07796479761600494,0.07798682898283005,6.103515625e-05,0.0,0.0007293324451893568,1277.4583129882812,7.152627689833716
2,6,100000006,failed_grasp,2,32,33,back,final,state,m2,0.0779758132994175,0.07796479761600494,0.07798682898283005,0.0003646662225946784,0.0,0.0007293324451893568,213.82790197732837,5.365171495114857
2,6,100000006,failed_grasp,2,32,33,back,final,action,m4,0.0550160501152277,0.054609090089797974,0.05526985600590706,0.015728828962892294,0.013411196880042553,0.016866931691765785,3.4977842435074122,1.2521296947362655
2,6,100000006,failed_grasp,2,32,33,back,final,action,m2,0.05513868108391762,0.05500750616192818,0.05526985600590706,0.013904232531785965,0.013411196880042553,0.014397268183529377,3.965604067528867,1.3776581934269658
3,3,100000003,success,-1,27,28,front,full,state,m4,0.09995508939027786,0.09995508939027786,0.09995508939027786,3.0517578125e-05,0.0,6.103515625e-05,3275.328369140625,8.094173408429565
3,3,100000003,success,-1,27,28,front,full,state,m2,0.09995508939027786,0.09995508939027786,0.09995508939027786,3.0517578125e-05,0.0,6.103515625e-05,3275.328369140625,8.094173408429565
3,3,100000003,success,-1,27,28,front,full,action,m4,0.020032938569784164,0.019981971010565758,0.020138869062066078,0.0380420982837677,0.03441533073782921,0.047612447291612625,0.5265992012415383,-0.6413155487430718
3,3,100000003,success,-1,27,28,front,full,action,m2,0.019985889084637165,0.019981971010565758,0.019989807158708572,0.04039393179118633,0.03711279481649399,0.04367506876587868,0.49477454158096945,-0.7036530917257192
3,3,100000003,success,-1,27,28,front,late,state,m4,0.09995508193969727,0.09995508193969727,0.09995508193969727,3.0517578125e-05,0.0,6.103515625e-05,3275.328125,8.09417333389028
3,3,100000003,success,-1,27,28,front,late,state,m2,0.09995508193969727,0.09995508193969727,0.09995508193969727,3.0517578125e-05,0.0,6.103515625e-05,3275.328125,8.09417333389028
3,3,100000003,success,-1,27,28,front,late,action,m4,0.03177031688392162,0.03128303959965706,0.03223813697695732,0.03491122089326382,0.030076423659920692,0.0525767020881176,0.9100316766650737,-0.0942758705550197
3,3,100000003,success,-1,27,28,front,late,action,m2,0.031418612226843834,0.03128303959965706,0.03155418485403061,0.04036150872707367,0.03316175937652588,0.04756125807762146,0.7784300740415304,-0.25047611314043
3,3,100000003,success,-1,27,28,front,final,state,m4,0.09995508939027786,0.09995508939027786,0.09995508939027786,3.0517578125e-05,0.0,6.103515625e-05,3275.328369140625,8.094173408429565
3,3,100000003,success,-1,27,28,front,final,state,m2,0.09995508939027786,0.09995508939027786,0.09995508939027786,3.0517578125e-05,0.0,6.103515625e-05,3275.328369140625,8.094173408429565
3,3,100000003,success,-1,27,28,front,final,action,m4,0.039591576904058456,0.036338575184345245,0.040616489946842194,0.030115745030343533,0.02476273477077484,0.0519629530608654,1.3146471011813727,0.2735682654930044
3,3,100000003,success,-1,27,28,front,final,action,m2,0.037957360967993736,0.036338575184345245,0.03957614675164223,0.038652556017041206,0.02790309116244316,0.04940202087163925,0.9820142541481353,-0.018149455307219287
3,3,100000003,success,-1,27,28,back,full,state,m4,0.07071298360824585,0.07069121301174164,0.07074884325265884,0.0002401815690973308,0.0,0.0009519397281110287,294.41469582368427,5.684989303488227
3,3,100000003,success,-1,27,28,back,full,state,m2,0.07073028013110161,0.07071171700954437,0.07074884325265884,0.0004851095836784225,9.773440979188308e-05,0.0008724847575649619,145.80268564223724,4.98225423944769
3,3,100000003,success,-1,27,28,back,full,action,m4,0.03019724413752556,0.029880203306674957,0.03060355968773365,0.01895262487232685,0.01686251536011696,0.0251772403717041,1.5933014208294296,0.46580822886653606
3,3,100000003,success,-1,27,28,back,full,action,m2,0.030241881497204304,0.029880203306674957,0.03060355968773365,0.02067536488175392,0.017451390624046326,0.023899339139461517,1.4627012229367167,0.3802848789922657
3,3,100000003,success,-1,27,28,back,late,state,m4,0.07078327238559723,0.07073844969272614,0.07082216441631317,0.0001512115959485527,0.0,0.00110805022995919,468.1074354223474,6.148697832440387
3,3,100000003,success,-1,27,28,back,late,state,m2,0.07079453021287918,0.07076689600944519,0.07082216441631317,0.00033446035740780644,8.144534513121471e-05,0.0005874753696843982,211.66792609313526,5.355018660253188
3,3,100000003,success,-1,27,28,back,late,action,m4,0.03813276067376137,0.0370512530207634,0.03891469165682793,0.018328888341784477,0.01581423357129097,0.02899596095085144,2.0804731832442824,0.7325953597852245
3,3,100000003,success,-1,27,28,back,late,action,m2,0.03798297233879566,0.0370512530207634,0.03891469165682793,0.02195827104151249,0.01615925505757332,0.02775728702545166,1.7297797384406177,0.5479940815835064
3,3,100000003,success,-1,27,28,back,final,state,m4,0.07076689600944519,0.07076689600944519,0.0709121972322464,0.0,0.0,0.0011749507393687963,70766.89600944519,11.167146599848582
3,3,100000003,success,-1,27,28,back,final,state,m2,0.07076689600944519,0.07076689600944519,0.07076689600944519,0.0,0.0,0.0,70766.89600944519,11.167146599848582
3,3,100000003,success,-1,27,28,back,final,action,m4,0.044593533501029015,0.04335872456431389,0.045009247958660126,0.01780925877392292,0.015287691727280617,0.031847115606069565,2.50395224568946,0.9178703818457147
3,3,100000003,success,-1,27,28,back,final,action,m2,0.04418398626148701,0.04335872456431389,0.045009247958660126,0.02391748409718275,0.015987852588295937,0.031847115606069565,1.8473509204378005,0.6137526779932205
4,3,100000003,success,0,28,29,front,full,state,m4,0.21662399172782898,0.21662399172782898,0.21662399172782898,0.0,0.0,0.0,216623.99172782898,12.285918372548121
4,3,100000003,success,0,28,29,front,full,state,m2,0.21662399172782898,0.21662399172782898,0.21662399172782898,0.0,0.0,0.0,216623.99172782898,12.285918372548121
4,3,100000003,success,0,28,29,front,full,action,m4,0.027057469822466373,0.026657387614250183,0.0276247076690197,0.03562604822218418,0.031835030764341354,0.03923942148685455,0.7594855779041417,-0.27511394606124057
4,3,100000003,success,0,28,29,front,full,action,m2,0.027469217777252197,0.027313727885484695,0.0276247076690197,0.03431122563779354,0.03417409956455231,0.034448351711034775,0.8005898147513295,-0.222406554523913
4,3,100000003,success,0,28,29,front,late,state,m4,0.21662400662899017,0.21662400662899017,0.21662400662899017,0.0,0.0,0.0,216624.00662899017,12.285918441336257
4,3,100000003,success,0,28,29,front,late,state,m2,0.21662400662899017,0.21662400662899017,0.21662400662899017,0.0,0.0,0.0,216624.00662899017,12.285918441336257
4,3,100000003,success,0,28,29,front,late,action,m4,0.041419658809900284,0.04117101430892944,0.041818127036094666,0.03292325418442488,0.027557870373129845,0.035666368901729584,1.2580669753324334,0.22957639639401106
4,3,100000003,success,0,28,29,front,late,action,m2,0.04172086901962757,0.04162361100316048,0.041818127036094666,0.03096170723438263,0.030916010960936546,0.031007403507828712,1.3474989833020905,0.2982502692939331
4,3,100000003,success,0,28,29,front,final,state,m4,0.21662400662899017,0.21662400662899017,0.21662400662899017,0.0,0.0,0.0,216624.00662899017,12.285918441336257
4,3,100000003,success,0,28,29,front,final,state,m2,0.21662400662899017,0.21662400662899017,0.21662400662899017,0.0,0.0,0.0,216624.00662899017,12.285918441336257
4,3,100000003,success,0,28,29,front,final,action,m4,0.05046633072197437,0.049737878143787384,0.05101398378610611,0.02771459799259901,0.023678984493017197,0.030914943665266037,1.8209295597739161,0.5993471178303093
4,3,100000003,success,0,28,29,front,final,action,m2,0.05037593096494675,0.049737878143787384,0.05101398378610611,0.027353862300515175,0.027340495958924294,0.027367228642106056,1.8416386838358099,0.6106557643229745
4,3,100000003,success,0,28,29,back,full,state,m4,0.1030886173248291,0.10308186709880829,0.10309608280658722,0.0007933869201224297,0.0005395818152464926,0.0010191190522164106,129.93485865499423,4.867033237600126
4,3,100000003,success,0,28,29,back,full,state,m2,0.10308412089943886,0.10308186709880829,0.10308637470006943,0.0007698170957155526,0.0006892703822813928,0.0008503638091497123,133.90728976162987,4.897147693049652
4,3,100000003,success,0,28,29,back,full,action,m4,0.03413463570177555,0.03392999991774559,0.03435526415705681,0.01935210544615984,0.016540536656975746,0.020772619172930717,1.7638719361437285,0.5675113563912196
4,3,100000003,success,0,28,29,back,full,action,m2,0.0340082086622715,0.03392999991774559,0.03408641740679741,0.017965706065297127,0.017846936360001564,0.01808447577059269,1.8929514119104036,0.6381372046555175
4,3,100000003,success,0,28,29,back,late,state,m4,0.10309141874313354,0.10307815670967102,0.10311850905418396,0.0007481128559447825,0.00042247932287864387,0.0008812130545265973,137.80196119332913,4.925817590650482
4,3,100000003,success,0,28,29,back,late,state,m2,0.10309833288192749,0.10307815670967102,0.10311850905418396,0.0006983116618357599,0.0006609299452975392,0.0007356933783739805,147.63942594184516,4.9947729899250675
4,3,100000003,success,0,28,29,back,late,action,m4,0.04133252985775471,0.0408143512904644,0.04196768254041672,0.018137293867766857,0.014933949336409569,0.020552845671772957,2.2788697232948207,0.8236795846519244
4,3,100000003,success,0,28,29,back,late,action,m2,0.04103505797684193,0.0408143512904644,0.04125576466321945,0.01650299970060587,0.016360169276595116,0.016645830124616623,2.4865211610793048,0.9108846095242592
4,3,100000003,success,0,28,29,back,final,state,m4,0.10309968888759613,0.103026382625103,0.10312992334365845,0.0008601897279731929,0.0,0.0011749507393687963,119.85691706703238,4.786298673583214
4,3,100000003,success,0,28,29,back,final,state,m2,0.10307815298438072,0.103026382625103,0.10312992334365845,0.00044195569353178144,0.0,0.0008839113870635629,233.23187028241844,5.452033110157472
4,3,100000003,success,0,28,29,back,final,action,m4,0.046470969915390015,0.04644383117556572,0.04686291515827179,0.017428751103579998,0.014368347823619843,0.019655844196677208,2.666339638406135,0.9807066098936671
4,3,100000003,success,0,28,29,back,final,action,m2,0.04644560255110264,0.04644383117556572,0.04644737392663956,0.01611192710697651,0.015755772590637207,0.01646808162331581,2.882684500911847,1.0587219783674606
5,3,100000003,success,2,30,31,front,full,state,m4,0.225025936961174,0.2250252068042755,0.2250259816646576,0.0,0.0,0.0001263240847038105,225025.936961174,12.323970949925856
5,3,100000003,success,2,30,31,front,full,state,m2,0.22502557188272476,0.2250252068042755,0.225025936961174,2.1054014723631553e-05,0.0,4.210802944726311e-05,10688.012468716972,9.276878062384744
5,3,100000003,success,2,30,31,front,full,action,m4,0.01776392012834549,0.017619509249925613,0.01785522699356079,0.034945424646139145,0.03211414813995361,0.03810451924800873,0.5083332169582918,-0.6766181075432689
5,3,100000003,success,2,30,31,front,full,action,m2,0.01779203489422798,0.017728842794895172,0.01785522699356079,0.03345631621778011,0.03211414813995361,0.03479848429560661,0.5317989816455805,-0.6314897150949825
5,3,100000003,success,2,30,31,front,late,state,m4,0.22502416372299194,0.22502416372299194,0.2250250279903412,0.0,0.0,5.2635037718573585e-05,225024.16372299194,12.323963069744607
5,3,100000003,success,2,30,31,front,late,state,m2,0.22502416372299194,0.22502416372299194,0.22502416372299194,0.0,0.0,0.0,225024.16372299194,12.323963069744607
5,3,100000003,success,2,30,31,front,late,action,m4,0.022285211831331253,0.02202550135552883,0.022666629403829575,0.028950167819857597,0.025923747569322586,0.0329301655292511,0.7697783297838192,-0.2616526889784249
5,3,100000003,success,2,30,31,front,late,action,m2,0.022285211831331253,0.022224998101592064,0.022345425561070442,0.02770369965583086,0.025923747569322586,0.029483651742339134,0.8044128440672303,-0.21764265394703
5,3,100000003,success,2,30,31,front,final,state,m4,0.22502416372299194,0.22502416372299194,0.22502416372299194,0.0,0.0,0.0,225024.16372299194,12.323963069744607
5,3,100000003,success,2,30,31,front,final,state,m2,0.22502416372299194,0.22502416372299194,0.22502416372299194,0.0,0.0,0.0,225024.16372299194,12.323963069744607
5,3,100000003,success,2,30,31,front,final,action,m4,0.02510009426623583,0.02494322881102562,0.025737542659044266,0.021923162043094635,0.019012760370969772,0.02530914545059204,1.1449121352520342,0.13532789629056038
5,3,100000003,success,2,30,31,front,final,action,m2,0.02510009426623583,0.025015413761138916,0.02518477477133274,0.02243788354098797,0.02093907818198204,0.023936688899993896,1.1186480320385261,0.11212084190644267
5,3,100000003,success,2,30,31,back,full,state,m4,0.08307578787207603,0.08305040746927261,0.08310151100158691,0.0004348263901192695,0.00019922041974496096,0.0005597451818175614,191.05507338064047,5.252561728790995
5,3,100000003,success,2,30,31,back,full,state,m2,0.08305605873465538,0.08305040746927261,0.08306171000003815,0.0003794828007812612,0.00019922041974496096,0.0005597451818175614,218.86646394425125,5.388461790161905
5,3,100000003,success,2,30,31,back,full,action,m4,0.03141150437295437,0.031113212928175926,0.031463250517845154,0.018674311228096485,0.017193414270877838,0.020158248022198677,1.682070304456215,0.5200253588081634
5,3,100000003,success,2,30,31,back,full,action,m2,0.03128823172301054,0.031113212928175926,0.031463250517845154,0.017962836660444736,0.017193414270877838,0.018732259050011635,1.7418313329046262,0.5549370499220463
5,3,100000003,success,2,30,31,back,late,state,m4,0.08304094150662422,0.08304072171449661,0.08305086195468903,9.943206532625481e-05,0.0,0.00048308022087439895,835.1525358962592,6.727614385887383
5,3,100000003,success,2,30,31,back,late,state,m2,0.08304579183459282,0.08304072171449661,0.08305086195468903,0.00014210803783498704,0.0,0.0002842160756699741,584.3849024994905,6.3705598453530525
5,3,100000003,success,2,30,31,back,late,action,m4,0.038109397515654564,0.03787926584482193,0.03832005709409714,0.017338010482490063,0.01571560651063919,0.01860649697482586,2.1980259819396153,0.7875596766302257
5,3,100000003,success,2,30,31,back,late,action,m2,0.038099661469459534,0.03787926584482193,0.03832005709409714,0.01652021985501051,0.01571560651063919,0.01732483319938183,2.3062442148979074,0.8356203203582023
5,3,100000003,success,2,30,31,back,final,state,m4,0.08305085450410843,0.0830305814743042,0.08305085450410843,0.0,0.0,0.0005684322095476091,83050.85450410843,11.327208404020519
5,3,100000003,success,2,30,31,back,final,state,m2,0.08305085450410843,0.08305085450410843,0.08305085450410843,0.0,0.0,0.0,83050.85450410843,11.327208404020519
5,3,100000003,success,2,30,31,back,final,action,m4,0.04450187459588051,0.04427940025925636,0.04474420100450516,0.017152163200080395,0.015494784340262413,0.01827472448348999,2.594534233190594,0.9534070142618687
5,3,100000003,success,2,30,31,back,final,action,m2,0.04467776417732239,0.04461132735013962,0.04474420100450516,0.01634296588599682,0.015494784340262413,0.017191147431731224,2.73376108651146,1.0056783484231908
