order,job_id,suite,task_id,episode_index,init_state_id,seed,flow_noise_seed,state,outcome,is_completed,is_succeeded,is_task_failed,is_infra_failed,is_pending,is_running,attempt_count,episode_status,success,action_steps,inference_calls,duration_seconds,artifact_dir,video_path,video_retained,error_type,error
32,task06-episode002-init002-seed7,spatial,6,2,2,7,344,completed,succeeded,1,1,0,0,0,0,1,completed,True,106,22,16.984817016869783,/home/jovyan/work/himoe-vla-cache/himoe-libero-bridge/formal-artifacts/wrist-layout-paper-right-spatial-replan5-10x5-v1/batch-libero-spatial-20260803T194850124567Z/episodes/task06-episode002-init002-seed7/episode-libero-spatial-task06-seed7-20260803T195717Z,/home/jovyan/work/himoe-vla-cache/himoe-libero-bridge/formal-artifacts/wrist-layout-paper-right-spatial-replan5-10x5-v1/batch-libero-spatial-20260803T194850124567Z/episodes/task06-episode002-init002-seed7/episode-libero-spatial-task06-seed7-20260803T195717Z/episode.mp4,False,,
33,task06-episode003-init003-seed7,spatial,6,3,3,7,345,completed,succeeded,1,1,0,0,0,0,1,completed,True,105,21,16.3192880153656,/home/jovyan/work/himoe-vla-cache/himoe-libero-bridge/formal-artifacts/wrist-layout-paper-right-spatial-replan5-10x5-v1/batch-libero-spatial-20260803T194850124567Z/episodes/task06-episode003-init003-seed7/episode-libero-spatial-task06-seed7-20260803T195734Z,/home/jovyan/work/himoe-vla-cache/himoe-libero-bridge/formal-artifacts/wrist-layout-paper-right-spatial-replan5-10x5-v1/batch-libero-spatial-20260803T194850124567Z/episodes/task06-episode003-init003-seed7/episode-libero-spatial-task06-seed7-20260803T195734Z/episode.mp4,False,,
34,task06-episode004-init004-seed7,spatial,6,4,4,7,346,completed,succeeded,1,1,0,0,0,0,1,completed,True,105,21,16.26608113385737,/home/jovyan/work/himoe-vla-cache/himoe-libero-bridge/formal-artifacts/wrist-layout-paper-right-spatial-replan5-10x5-v1/batch-libero-spatial-20260803T194850124567Z/episodes/task06-episode004-init004-seed7/episode-libero-spatial-task06-seed7-20260803T195750Z,/home/jovyan/work/himoe-vla-cache/himoe-libero-bridge/formal-artifacts/wrist-layout-paper-right-spatial-replan5-10x5-v1/batch-libero-spatial-20260803T194850124567Z/episodes/task06-episode004-init004-seed7/episode-libero-spatial-task06-seed7-20260803T195750Z/episode.mp4,False,,
35,task07-episode000-init000-seed7,spatial,7,0,0,7,392,completed,succeeded,1,1,0,0,0,0,1,completed,True,120,24,18.643767196685076,/home/jovyan/work/himoe-vla-cache/himoe-libero-bridge/formal-artifacts/wrist-layout-paper-right-spatial-replan5-10x5-v1/batch-libero-spatial-20260803T194850124567Z/episodes/task07-episode000-init000-seed7/episode-libero-spatial-task07-seed7-20260803T195806Z,/home/jovyan/work/himoe-vla-cache/himoe-libero-bridge/formal-artifacts/wrist-layout-paper-right-spatial-replan5-10x5-v1/batch-libero-spatial-20260803T194850124567Z/episodes/task07-episode000-init000-seed7/episode-libero-spatial-task07-seed7-20260803T195806Z/episode.mp4,False,,
36,task07-episode001-init001-seed7,spatial,7,1,1,7,393,completed,succeeded,1,1,0,0,0,0,1,completed,True,108,22,17.33630239032209,/home/jovyan/work/himoe-vla-cache/himoe-libero-bridge/formal-artifacts/wrist-layout-paper-right-spatial-replan5-10x5-v1/batch-libero-spatial-20260803T194850124567Z/episodes/task07-episode001-init001-seed7/episode-libero-spatial-task07-seed7-20260803T195825Z,/home/jovyan/work/himoe-vla-cache/himoe-libero-bridge/formal-artifacts/wrist-layout-paper-right-spatial-replan5-10x5-v1/batch-libero-spatial-20260803T194850124567Z/episodes/task07-episode001-init001-seed7/episode-libero-spatial-task07-seed7-20260803T195825Z/episode.mp4,False,,
37,task07-episode002-init002-seed7,spatial,7,2,2,7,394,completed,succeeded,1,1,0,0,0,0,1,completed,True,128,26,20.14754218608141,/home/jovyan/work/himoe-vla-cache/himoe-libero-bridge/formal-artifacts/wrist-layout-paper-right-spatial-replan5-10x5-v1/batch-libero-spatial-20260803T194850124567Z/episodes/task07-episode002-init002-seed7/episode-libero-spatial-task07-seed7-20260803T195842Z,/home/jovyan/work/himoe-vla-cache/himoe-libero-bridge/formal-artifacts/wrist-layout-paper-right-spatial-replan5-10x5-v1/batch-libero-spatial-20260803T194850124567Z/episodes/task07-episode002-init002-seed7/episode-libero-spatial-task07-seed7-20260803T195842Z/episode.mp4,False,,
38,task07-episode003-init003-seed7,spatial,7,3,3,7,395,completed,succeeded,1,1,0,0,0,0,1,completed,True,117,24,18.94928716868162,/home/jovyan/work/himoe-vla-cache/himoe-libero-bridge/formal-artifacts/wrist-layout-paper-right-spatial-replan5-10x5-v1/batch-libero-spatial-20260803T194850124567Z/episodes/task07-episode003-init003-seed7/episode-libero-spatial-task07-seed7-20260803T195902Z,/home/jovyan/work/himoe-vla-cache/himoe-libero-bridge/formal-artifacts/wrist-layout-paper-right-spatial-replan5-10x5-v1/batch-libero-spatial-20260803T194850124567Z/episodes/task07-episode003-init003-seed7/episode-libero-spatial-task07-seed7-20260803T195902Z/episode.mp4,False,,
39,task07-episode004-init004-seed7,spatial,7,4,4,7,396,completed,succeeded,1,1,0,0,0,0,1,completed,True,136,28,21.400137413293123,/home/jovyan/work/himoe-vla-cache/himoe-libero-bridge/formal-artifacts/wrist-layout-paper-right-spatial-replan5-10x5-v1/batch-libero-spatial-20260803T194850124567Z/episodes/task07-episode004-init004-seed7/episode-libero-spatial-task07-seed7-20260803T195921Z,/home/jovyan/work/himoe-vla-cache/himoe-libero-bridge/formal-artifacts/wrist-layout-paper-right-spatial-replan5-10x5-v1/batch-libero-spatial-20260803T194850124567Z/episodes/task07-episode004-init004-seed7/episode-libero-spatial-task07-seed7-20260803T195921Z/episode.mp4,False,,
40,task08-episode000-init000-seed7,spatial,8,0,0,7,442,completed,succeeded,1,1,0,0,0,0,1,completed,True,99,20,15.745331298559904,/home/jovyan/work/himoe-vla-cache/himoe-libero-bridge/formal-artifacts/wrist-layout-paper-right-spatial-replan5-10x5-v1/batch-libero-spatial-20260803T194850124567Z/episodes/task08-episode000-init000-seed7/episode-libero-spatial-task08-seed7-20260803T195943Z,/home/jovyan/work/himoe-vla-cache/himoe-libero-bridge/formal-artifacts/wrist-layout-paper-right-spatial-replan5-10x5-v1/batch-libero-spatial-20260803T194850124567Z/episodes/task08-episode000-init000-seed7/episode-libero-spatial-task08-seed7-20260803T195943Z/episode.mp4,False,,
41,task08-episode001-init001-seed7,spatial,8,1,1,7,443,completed,succeeded,1,1,0,0,0,0,1,completed,True,92,19,14.868303118273616,/home/jovyan/work/himoe-vla-cache/himoe-libero-bridge/formal-artifacts/wrist-layout-paper-right-spatial-replan5-10x5-v1/batch-libero-spatial-20260803T194850124567Z/episodes/task08-episode001-init001-seed7/episode-libero-spatial-task08-seed7-20260803T195959Z,/home/jovyan/work/himoe-vla-cache/himoe-libero-bridge/formal-artifacts/wrist-layout-paper-right-spatial-replan5-10x5-v1/batch-libero-spatial-20260803T194850124567Z/episodes/task08-episode001-init001-seed7/episode-libero-spatial-task08-seed7-20260803T195959Z/episode.mp4,False,,
42,task08-episode002-init002-seed7,spatial,8,2,2,7,444,completed,succeeded,1,1,0,0,0,0,1,completed,True,94,19,14.917178520932794,/home/jovyan/work/himoe-vla-cache/himoe-libero-bridge/formal-artifacts/wrist-layout-paper-right-spatial-replan5-10x5-v1/batch-libero-spatial-20260803T194850124567Z/episodes/task08-episode002-init002-seed7/episode-libero-spatial-task08-seed7-20260803T200013Z,/home/jovyan/work/himoe-vla-cache/himoe-libero-bridge/formal-artifacts/wrist-layout-paper-right-spatial-replan5-10x5-v1/batch-libero-spatial-20260803T194850124567Z/episodes/task08-episode002-init002-seed7/episode-libero-spatial-task08-seed7-20260803T200013Z/episode.mp4,False,,
43,task08-episode003-init003-seed7,spatial,8,3,3,7,445,completed,succeeded,1,1,0,0,0,0,1,completed,True,96,20,15.51471489481628,/home/jovyan/work/himoe-vla-cache/himoe-libero-bridge/formal-artifacts/wrist-layout-paper-right-spatial-replan5-10x5-v1/batch-libero-spatial-20260803T194850124567Z/episodes/task08-episode003-init003-seed7/episode-libero-spatial-task08-seed7-20260803T200028Z,/home/jovyan/work/himoe-vla-cache/himoe-libero-bridge/formal-artifacts/wrist-layout-paper-right-spatial-replan5-10x5-v1/batch-libero-spatial-20260803T194850124567Z/episodes/task08-episode003-init003-seed7/episode-libero-spatial-task08-seed7-20260803T200028Z/episode.mp4,False,,
44,task08-episode004-init004-seed7,spatial,8,4,4,7,446,completed,succeeded,1,1,0,0,0,0,1,completed,True,94,19,14.879142623394728,/home/jovyan/work/himoe-vla-cache/himoe-libero-bridge/formal-artifacts/wrist-layout-paper-right-spatial-replan5-10x5-v1/batch-libero-spatial-20260803T194850124567Z/episodes/task08-episode004-init004-seed7/episode-libero-spatial-task08-seed7-20260803T200044Z,/home/jovyan/work/himoe-vla-cache/himoe-libero-bridge/formal-artifacts/wrist-layout-paper-right-spatial-replan5-10x5-v1/batch-libero-spatial-20260803T194850124567Z/episodes/task08-episode004-init004-seed7/episode-libero-spatial-task08-seed7-20260803T200044Z/episode.mp4,False,,
45,task09-episode000-init000-seed7,spatial,9,0,0,7,492,completed,task_failed,1,0,1,0,0,0,1,completed,False,220,44,31.93863838352263,/home/jovyan/work/himoe-vla-cache/himoe-libero-bridge/formal-artifacts/wrist-layout-paper-right-spatial-replan5-10x5-v1/batch-libero-spatial-20260803T194850124567Z/episodes/task09-episode000-init000-seed7/episode-libero-spatial-task09-seed7-20260803T200059Z,/home/jovyan/work/himoe-vla-cache/himoe-libero-bridge/formal-artifacts/wrist-layout-paper-right-spatial-replan5-10x5-v1/batch-libero-spatial-20260803T194850124567Z/episodes/task09-episode000-init000-seed7/episode-libero-spatial-task09-seed7-20260803T200059Z/episode.mp4,False,,
46,task09-episode001-init001-seed7,spatial,9,1,1,7,493,completed,succeeded,1,1,0,0,0,0,1,completed,True,117,24,18.803801905363798,/home/jovyan/work/himoe-vla-cache/himoe-libero-bridge/formal-artifacts/wrist-layout-paper-right-spatial-replan5-10x5-v1/batch-libero-spatial-20260803T194850124567Z/episodes/task09-episode001-init001-seed7/episode-libero-spatial-task09-seed7-20260803T200131Z,/home/jovyan/work/himoe-vla-cache/himoe-libero-bridge/formal-artifacts/wrist-layout-paper-right-spatial-replan5-10x5-v1/batch-libero-spatial-20260803T194850124567Z/episodes/task09-episode001-init001-seed7/episode-libero-spatial-task09-seed7-20260803T200131Z/episode.mp4,False,,
47,task09-episode002-init002-seed7,spatial,9,2,2,7,494,completed,succeeded,1,1,0,0,0,0,1,completed,True,124,25,20.16573190689087,/home/jovyan/work/himoe-vla-cache/himoe-libero-bridge/formal-artifacts/wrist-layout-paper-right-spatial-replan5-10x5-v1/batch-libero-spatial-20260803T194850124567Z/episodes/task09-episode002-init002-seed7/episode-libero-spatial-task09-seed7-20260803T200150Z,/home/jovyan/work/himoe-vla-cache/himoe-libero-bridge/formal-artifacts/wrist-layout-paper-right-spatial-replan5-10x5-v1/batch-libero-spatial-20260803T194850124567Z/episodes/task09-episode002-init002-seed7/episode-libero-spatial-task09-seed7-20260803T200150Z/episode.mp4,False,,
48,task09-episode003-init003-seed7,spatial,9,3,3,7,495,completed,succeeded,1,1,0,0,0,0,1,completed,True,124,25,19.675133941695094,/home/jovyan/work/himoe-vla-cache/himoe-libero-bridge/formal-artifacts/wrist-layout-paper-right-spatial-replan5-10x5-v1/batch-libero-spatial-20260803T194850124567Z/episodes/task09-episode003-init003-seed7/episode-libero-spatial-task09-seed7-20260803T200210Z,/home/jovyan/work/himoe-vla-cache/himoe-libero-bridge/formal-artifacts/wrist-layout-paper-right-spatial-replan5-10x5-v1/batch-libero-spatial-20260803T194850124567Z/episodes/task09-episode003-init003-seed7/episode-libero-spatial-task09-seed7-20260803T200210Z/episode.mp4,False,,
49,task09-episode004-init004-seed7,spatial,9,4,4,7,496,completed,succeeded,1,1,0,0,0,0,1,completed,True,117,24,18.68106059730053,/home/jovyan/work/himoe-vla-cache/himoe-libero-bridge/formal-artifacts/wrist-layout-paper-right-spatial-replan5-10x5-v1/batch-libero-spatial-20260803T194850124567Z/episodes/task09-episode004-init004-seed7/episode-libero-spatial-task09-seed7-20260803T200229Z,/home/jovyan/work/himoe-vla-cache/himoe-libero-bridge/formal-artifacts/wrist-layout-paper-right-spatial-replan5-10x5-v1/batch-libero-spatial-20260803T194850124567Z/episodes/task09-episode004-init004-seed7/episode-libero-spatial-task09-seed7-20260803T200229Z/episode.mp4,False,,
